  Ls   Lat LonW  TA0K    TA1K  Tp1   TA2K  Tp2
 030 -75.0  243 146.68    .02  2.7    .01  8.5
 030 -75.0  234 146.70    .02  2.0    .01  9.9
 030 -75.0  225 146.59    .02  1.2    .01 11.1
 030 -75.0  216 146.50    .03  1.3    .01   .0
 030 -75.0  207 146.50    .03  1.8    .01   .8
 030 -75.0  198 146.50    .03  2.6    .01  1.8
 030 -75.0  189 146.51    .03  3.6    .01  2.7
 030 -75.0  180 146.55    .03  4.8    .00  2.4
 030 -75.0  171 146.65    .03  6.0    .01  1.7
 030 -75.0  162 146.71    .03  6.6    .01  2.6
 030 -75.0  153 146.64    .02  6.8    .01  4.1
 030 -75.0  144 146.52    .02  7.2    .01  5.3
 030 -75.0  135 146.49    .02  8.2    .01  6.0
 030 -75.0  126 146.55    .02  9.4    .01  6.4
 030 -75.0  117 146.56    .01 10.0    .01  7.2
 030 -75.0  108 146.55    .00  8.6    .00  8.8
 030 -75.0   99 146.53    .00  5.6    .00 10.1
 030 -75.0   90 146.50    .00 19.2    .00 10.7
 030 -75.0   81 146.51    .01 19.6    .00 10.6
 030 -75.0   72 146.59    .01 22.1    .01 10.8
 030 -75.0   63 146.65    .01   .7    .01 11.3
 030 -75.0   54 146.66    .02  1.3    .01   .0
 030 -75.0   45 146.63    .02  1.1    .01   .6
 030 -75.0   36 146.52    .02   .8    .01  1.0
 030 -75.0   27 146.42    .02  1.1    .01  1.2
 030 -75.0   18 146.38    .02  1.7    .01  1.6
 030 -75.0    9 146.38    .02  2.5    .01  2.2
 030 -67.5  360 146.65    .03  3.5    .01  3.4
 030 -67.5  351 146.70    .03  4.0    .01  4.2
 030 -67.5  342 146.71    .03  4.8    .01  4.4
 030 -67.5  333 146.71    .03  5.2    .01  3.6
 030 -67.5  324 146.71    .03  5.3    .01  3.4
 030 -67.5  315 146.74    .03  5.2    .01  4.0
 030 -67.5  306 146.82    .02  5.6    .01  4.9
 030 -67.5  297 146.92    .02  6.3    .00  5.7
 030 -67.5  288 146.98    .01  5.3    .00  5.4
 030 -67.5  279 146.89    .01  3.3    .01  5.5
 030 -67.5  270 147.22   1.04 13.4    .85  1.5
 030 -67.5  261 146.55    .10 14.5    .10  2.4
 030 -67.5  252 146.58    .01  1.5    .01  8.1
 030 -67.5  243 146.79    .02   .2    .01  8.3
 030 -67.5  234 147.00    .03 23.5    .01  9.0
 030 -67.5  225 147.11    .03   .6    .01 11.4
 030 -67.5  216 147.05    .05  2.3    .01 11.3
 030 -67.5  207 146.97    .06  3.0    .00 10.8
 030 -67.5  198 146.95    .06  4.0    .01  8.7
 030 -67.5  189 146.95    .06  4.8    .01  8.6
 030 -67.5  180 147.00    .05  5.5    .01  8.9
 030 -67.5  171 147.14    .05  6.1    .01  9.0
 030 -67.5  162 147.22    .04  8.1    .01  2.3
 030 -67.5  153 147.10    .10 12.7    .10  2.1
 030 -67.5  144 146.80    .03  7.1    .00 12.0
 030 -67.5  135 146.67    .03 11.1    .02  2.9
 030 -67.5  126 146.67    .08 13.3    .07  2.3
 030 -67.5  117 146.97    .63 13.0    .46  1.1
 030 -67.5  108 146.63    .01  7.5    .01  9.8
 030 -67.5   99 146.68    .01  3.2    .01 10.3
 030 -67.5   90 146.74    .01  1.9    .01 10.8
 030 -67.5   81 146.80    .01   .9    .01 11.1
 030 -67.5   72 146.85    .02   .2    .01 11.3
 030 -67.5   63 146.89    .02  1.0    .00 11.6
 030 -67.5   54 146.93    .02  1.6    .01 11.7
 030 -67.5   45 146.90    .02  2.0    .01   .1
 030 -67.5   36 146.76    .03  2.8    .01   .5
 030 -67.5   27 146.60    .03  3.4    .01   .9
 030 -67.5   18 146.52    .02  3.8    .02  2.5
 030 -67.5    9 146.56    .03  3.6    .01  2.2
 030 -60.0  360 154.93  12.83 13.8   6.39  1.4
 030 -60.0  351 154.91  12.72 13.8   6.32  1.3
 030 -60.0  342 155.00  13.02 13.7   6.58  1.4
 030 -60.0  333 154.92  13.18 13.7   6.95  1.4
 030 -60.0  324 154.67  12.73 13.6   6.94  1.4
 030 -60.0  315 154.69  12.32 13.6   6.90  1.4
 030 -60.0  306 155.35  12.74 13.5   7.00  1.3
 030 -60.0  297 155.71  12.78 13.5   7.01  1.3
 030 -60.0  288 156.26  13.08 13.6   6.89  1.3
 030 -60.0  279 156.58  13.89 13.6   7.24  1.2
 030 -60.0  270 156.55  14.83 13.5   7.58  1.2
 030 -60.0  261 156.36  15.42 13.5   7.97  1.2
 030 -60.0  252 156.27  15.57 13.5   8.05  1.2
 030 -60.0  243 156.29  15.40 13.5   7.98  1.2
 030 -60.0  234 156.37  14.99 13.5   7.75  1.2
 030 -60.0  225 156.52  14.52 13.6   7.26  1.2
 030 -60.0  216 156.50  14.65 13.6   7.52  1.2
 030 -60.0  207 156.72  15.22 13.6   7.72  1.2
 030 -60.0  198 156.62  15.27 13.6   7.84  1.2
 030 -60.0  189 156.33  14.84 13.6   7.77  1.3
 030 -60.0  180 155.87  14.08 13.7   7.52  1.3
 030 -60.0  171 155.74  13.72 13.7   7.21  1.3
 030 -60.0  162 155.71  13.70 13.7   7.19  1.4
 030 -60.0  153 155.78  13.91 13.7   7.23  1.4
 030 -60.0  144 155.80  14.23 13.7   7.36  1.3
 030 -60.0  135 155.86  14.60 13.7   7.47  1.3
 030 -60.0  126 155.79  14.57 13.7   7.40  1.3
 030 -60.0  117 155.53  14.17 13.7   7.28  1.3
 030 -60.0  108 155.51  14.18 13.6   7.19  1.3
 030 -60.0   99 155.36  14.13 13.7   7.35  1.3
 030 -60.0   90 155.21  13.71 13.6   7.22  1.3
 030 -60.0   81 154.77  12.91 13.6   7.11  1.4
 030 -60.0   72 154.45  12.50 13.6   7.09  1.4
 030 -60.0   63 154.35  12.10 13.7   6.86  1.4
 030 -60.0   54 154.44  11.63 13.7   6.44  1.4
 030 -60.0   45 154.86  11.92 13.7   6.51  1.4
 030 -60.0   36 155.34  12.88 13.6   6.81  1.3
 030 -60.0   27 155.38  13.47 13.7   7.10  1.3
 030 -60.0   18 155.42  13.71 13.7   6.95  1.3
 030 -60.0    9 155.13  13.31 13.8   6.72  1.3
 030 -52.5  360 166.95  19.80 14.1   9.29  1.1
 030 -52.5  351 167.12  19.68 14.1   9.17  1.1
 030 -52.5  342 166.90  20.05 14.1   9.36  1.1
 030 -52.5  333 166.04  20.02 14.1   9.26  1.1
 030 -52.5  324 165.33  19.23 14.1   8.84  1.1
 030 -52.5  315 166.55  17.79 14.2   8.25  1.1
 030 -52.5  306 166.68  17.07 14.1   7.88  1.1
 030 -52.5  297 166.61  16.86 14.2   7.93  1.1
 030 -52.5  288 167.13  17.00 14.1   7.95  1.2
 030 -52.5  279 168.19  17.93 14.1   8.56  1.1
 030 -52.5  270 168.77  19.28 14.0   9.25  1.1
 030 -52.5  261 166.82  21.46 14.0  10.07  1.0
 030 -52.5  252 165.63  23.31 13.9  10.87   .9
 030 -52.5  243 165.63  23.50 13.9  10.87   .9
 030 -52.5  234 166.19  23.09 14.0  10.80   .9
 030 -52.5  225 167.62  22.18 14.0  10.91   .9
 030 -52.5  216 166.63  22.52 14.0  10.63   .9
 030 -52.5  207 166.74  22.40 14.0  10.53  1.0
 030 -52.5  198 167.16  22.13 14.1  10.30  1.0
 030 -52.5  189 166.98  21.70 14.1  10.06  1.0
 030 -52.5  180 166.75  21.19 14.1   9.87  1.0
 030 -52.5  171 167.28  20.78 14.1   9.65  1.0
 030 -52.5  162 167.57  20.97 14.1   9.75  1.0
 030 -52.5  153 167.15  21.16 14.1   9.79  1.0
 030 -52.5  144 166.87  21.42 14.1   9.90  1.0
 030 -52.5  135 166.71  21.76 14.1  10.05  1.0
 030 -52.5  126 166.59  21.68 14.1   9.94  1.0
 030 -52.5  117 166.64  21.57 14.1   9.94  1.0
 030 -52.5  108 166.92  21.82 14.1   9.99  1.0
 030 -52.5   99 166.67  21.99 14.0  10.10  1.0
 030 -52.5   90 166.07  21.58 14.1  10.01  1.0
 030 -52.5   81 165.62  21.03 14.1   9.73  1.0
 030 -52.5   72 165.23  20.61 14.1   9.56  1.0
 030 -52.5   63 165.21  19.08 14.1   8.77  1.0
 030 -52.5   54 164.16  16.72 14.3   7.81  1.1
 030 -52.5   45 165.96  16.05 14.3   7.60  1.1
 030 -52.5   36 166.71  17.01 14.2   8.17  1.1
 030 -52.5   27 166.05  18.98 14.1   8.96  1.1
 030 -52.5   18 166.46  19.72 14.1   9.24  1.1
 030 -52.5    9 166.73  19.96 14.1   9.35  1.0
 030 -45.0  360 178.10  26.10 13.9  11.58   .9
 030 -45.0  351 178.12  26.07 13.9  11.52   .9
 030 -45.0  342 177.15  25.38 13.9  11.46   .9
 030 -45.0  333 177.48  25.74 13.9  11.36   .9
 030 -45.0  324 179.67  24.32 14.0  10.66  1.0
 030 -45.0  315 178.66  21.12 14.1   9.37  1.1
 030 -45.0  306 176.88  19.07 14.2   8.59  1.2
 030 -45.0  297 176.03  18.18 14.2   8.26  1.2
 030 -45.0  288 177.53  18.29 14.2   8.33  1.1
 030 -45.0  279 178.30  18.97 14.1   8.69  1.1
 030 -45.0  270 179.65  21.98 14.0   9.89  1.0
 030 -45.0  261 179.55  25.21 13.9  11.20   .9
 030 -45.0  252 178.10  27.54 13.8  12.55   .9
 030 -45.0  243 177.36  27.89 13.9  12.68   .8
 030 -45.0  234 178.50  27.71 13.9  12.87   .8
 030 -45.0  225 177.80  27.84 13.8  12.83   .8
 030 -45.0  216 177.62  27.86 13.8  12.56   .8
 030 -45.0  207 179.19  26.96 14.0  12.24   .9
 030 -45.0  198 178.80  27.07 13.9  11.90   .9
 030 -45.0  189 178.15  26.36 14.0  11.80   .9
 030 -45.0  180 178.54  26.68 14.0  11.83   .9
 030 -45.0  171 179.22  26.39 14.0  11.77   .9
 030 -45.0  162 179.33  27.16 13.9  12.09   .9
 030 -45.0  153 178.67  27.21 13.9  12.00   .9
 030 -45.0  144 178.52  27.67 13.9  12.26   .9
 030 -45.0  135 177.89  27.32 13.9  12.13   .9
 030 -45.0  126 178.74  28.55 13.9  12.38   .8
 030 -45.0  117 178.83  28.54 13.9  12.50   .8
 030 -45.0  108 178.92  28.55 13.8  12.35   .8
 030 -45.0   99 178.75  28.87 13.8  12.59   .8
 030 -45.0   90 178.38  28.67 13.8  12.44   .8
 030 -45.0   81 177.91  27.80 13.9  12.18   .9
 030 -45.0   72 178.16  27.29 13.9  11.94   .9
 030 -45.0   63 178.23  25.30 14.0  11.00   .9
 030 -45.0   54 179.39  22.39 14.1   9.95  1.0
 030 -45.0   45 178.84  21.12 14.1   9.41  1.0
 030 -45.0   36 179.64  21.84 14.0   9.81  1.0
 030 -45.0   27 180.50  24.07 14.0  10.75  1.0
 030 -45.0   18 178.40  25.85 13.9  11.33   .9
 030 -45.0    9 177.92  26.19 13.9  11.70   .9
 030 -37.5  360 189.35  32.31 13.7  13.56   .8
 030 -37.5  351 188.60  32.44 13.7  13.54   .8
 030 -37.5  342 188.01  32.67 13.7  13.65   .8
 030 -37.5  333 188.18  32.32 13.8  13.31   .8
 030 -37.5  324 190.43  30.13 13.8  12.65   .9
 030 -37.5  315 189.72  27.03 13.9  11.37   .9
 030 -37.5  306 187.54  23.88 14.0  10.09  1.0
 030 -37.5  297 186.29  21.98 14.1   9.53  1.1
 030 -37.5  288 187.99  22.67 14.1   9.71  1.0
 030 -37.5  279 188.37  22.19 14.1   9.77  1.0
 030 -37.5  270 187.93  22.37 14.0   9.95  1.0
 030 -37.5  261 187.76  26.50 13.9  11.65   .9
 030 -37.5  252 188.45  31.79 13.7  13.48   .8
 030 -37.5  243 187.77  29.74 13.8  13.11   .8
 030 -37.5  234 189.21  31.04 13.8  13.67   .8
 030 -37.5  225 189.52  32.06 13.8  13.75   .8
 030 -37.5  216 189.16  31.81 13.8  13.44   .8
 030 -37.5  207 190.06  31.06 13.8  13.11   .8
 030 -37.5  198 190.94  31.16 13.8  13.02   .8
 030 -37.5  189 190.75  31.35 13.8  13.31   .8
 030 -37.5  180 190.90  31.65 13.8  13.30   .8
 030 -37.5  171 190.97  32.06 13.8  13.69   .8
 030 -37.5  162 189.71  32.59 13.8  14.01   .8
 030 -37.5  153 188.15  32.78 13.8  13.89   .8
 030 -37.5  144 187.39  32.54 13.8  14.03   .8
 030 -37.5  135 188.13  33.85 13.7  14.17   .8
 030 -37.5  126 188.31  35.12 13.7  14.63   .7
 030 -37.5  117 188.54  35.61 13.7  14.81   .7
 030 -37.5  108 188.80  35.45 13.7  14.44   .7
 030 -37.5   99 188.55  35.34 13.6  14.42   .7
 030 -37.5   90 188.55  35.16 13.6  14.12   .7
 030 -37.5   81 188.71  34.80 13.7  14.24   .7
 030 -37.5   72 188.60  33.51 13.7  13.79   .8
 030 -37.5   63 188.83  31.38 13.8  12.88   .8
 030 -37.5   54 191.17  29.36 13.9  12.21   .8
 030 -37.5   45 191.48  28.44 13.9  11.90   .9
 030 -37.5   36 191.55  28.77 13.9  12.22   .8
 030 -37.5   27 191.87  30.18 13.8  12.76   .8
 030 -37.5   18 191.31  31.48 13.7  13.13   .8
 030 -37.5    9 190.19  32.54 13.7  13.81   .8
 030 -30.0  360 199.23  36.42 13.6  14.37   .7
 030 -30.0  351 198.87  36.22 13.7  14.41   .7
 030 -30.0  342 198.73  35.93 13.7  14.25   .7
 030 -30.0  333 198.92  35.88 13.7  14.09   .7
 030 -30.0  324 199.90  35.60 13.7  13.99   .8
 030 -30.0  315 198.87  32.24 13.7  12.77   .8
 030 -30.0  306 195.53  28.51 13.8  11.45   .8
 030 -30.0  297 193.93  26.11 13.9  10.69   .9
 030 -30.0  288 192.51  25.47 13.9  10.34   .9
 030 -30.0  279 192.23  26.10 13.8  10.85   .9
 030 -30.0  270 193.51  28.98 13.8  11.93   .8
 030 -30.0  261 194.12  30.99 13.8  12.95   .8
 030 -30.0  252 194.03  32.56 13.7  13.62   .8
 030 -30.0  243 194.95  32.85 13.7  13.67   .8
 030 -30.0  234 197.02  34.18 13.7  13.97   .8
 030 -30.0  225 199.37  35.98 13.7  14.42   .7
 030 -30.0  216 198.97  35.69 13.7  14.23   .7
 030 -30.0  207 198.64  34.63 13.7  13.90   .7
 030 -30.0  198 198.75  35.39 13.7  13.99   .7
 030 -30.0  189 198.24  35.76 13.7  14.47   .7
 030 -30.0  180 198.40  36.23 13.6  14.40   .7
 030 -30.0  171 198.34  36.96 13.6  14.92   .7
 030 -30.0  162 197.69  37.08 13.6  15.14   .7
 030 -30.0  153 197.11  37.48 13.6  15.05   .7
 030 -30.0  144 196.32  37.22 13.6  15.19   .7
 030 -30.0  135 195.67  37.91 13.6  15.06   .7
 030 -30.0  126 195.06  39.23 13.6  15.61   .7
 030 -30.0  117 195.71  40.44 13.5  15.65   .6
 030 -30.0  108 196.13  39.63 13.6  15.15   .6
 030 -30.0   99 196.40  37.53 13.6  14.58   .7
 030 -30.0   90 197.30  36.46 13.7  14.07   .7
 030 -30.0   81 197.84  37.17 13.7  14.43   .7
 030 -30.0   72 197.68  37.18 13.7  14.42   .7
 030 -30.0   63 198.12  35.22 13.8  13.72   .8
 030 -30.0   54 201.06  33.39 13.8  13.23   .8
 030 -30.0   45 201.31  33.18 13.8  13.11   .8
 030 -30.0   36 201.16  33.60 13.8  13.54   .8
 030 -30.0   27 201.21  34.34 13.7  13.70   .8
 030 -30.0   18 200.69  35.47 13.7  13.92   .7
 030 -30.0    9 199.79  36.31 13.7  14.41   .7
 030 -22.5  360 205.99  37.81 13.6  14.42   .7
 030 -22.5  351 204.88  38.27 13.6  14.80   .7
 030 -22.5  342 204.42  38.52 13.6  14.84   .7
 030 -22.5  333 204.76  39.13 13.6  14.94   .7
 030 -22.5  324 205.66  39.17 13.6  14.75   .7
 030 -22.5  315 207.18  37.57 13.7  14.30   .7
 030 -22.5  306 204.96  34.45 13.7  13.40   .7
 030 -22.5  297 203.33  33.07 13.6  13.02   .7
 030 -22.5  288 202.86  33.89 13.6  13.26   .7
 030 -22.5  279 201.78  35.17 13.6  13.64   .7
 030 -22.5  270 202.09  36.75 13.6  14.13   .7
 030 -22.5  261 201.81  37.26 13.6  14.47   .7
 030 -22.5  252 202.30  37.95 13.6  14.61   .7
 030 -22.5  243 203.37  38.32 13.6  14.76   .7
 030 -22.5  234 204.30  38.20 13.6  14.68   .7
 030 -22.5  225 206.02  39.61 13.6  15.05   .7
 030 -22.5  216 205.35  39.34 13.6  15.04   .6
 030 -22.5  207 204.72  38.09 13.6  14.69   .7
 030 -22.5  198 204.11  38.47 13.6  14.82   .7
 030 -22.5  189 203.20  39.37 13.6  15.26   .6
 030 -22.5  180 202.78  39.83 13.5  15.30   .6
 030 -22.5  171 202.26  39.99 13.6  15.72   .6
 030 -22.5  162 201.41  40.73 13.5  16.06   .6
 030 -22.5  153 200.04  41.94 13.5  16.55   .6
 030 -22.5  144 199.16  43.44 13.4  16.89   .5
 030 -22.5  135 198.70  44.01 13.5  16.70   .5
 030 -22.5  126 198.15  43.94 13.5  16.73   .6
 030 -22.5  117 199.40  43.75 13.4  16.30   .5
 030 -22.5  108 200.57  41.87 13.5  15.67   .6
 030 -22.5   99 202.28  38.79 13.7  14.64   .7
 030 -22.5   90 203.99  37.67 13.7  14.02   .7
 030 -22.5   81 205.48  37.73 13.8  13.97   .7
 030 -22.5   72 205.27  37.08 13.7  13.77   .7
 030 -22.5   63 207.09  36.07 13.8  13.74   .8
 030 -22.5   54 208.32  34.91 13.8  13.35   .8
 030 -22.5   45 208.50  34.75 13.8  13.33   .8
 030 -22.5   36 208.70  35.33 13.8  13.58   .8
 030 -22.5   27 208.47  35.44 13.7  13.65   .8
 030 -22.5   18 207.73  36.28 13.7  13.99   .8
 030 -22.5    9 206.82  37.11 13.7  14.32   .7
 030 -15.0  360 211.17  39.94 13.6  14.95   .7
 030 -15.0  351 209.36  41.13 13.6  15.67   .7
 030 -15.0  342 208.26  42.70 13.5  15.93   .6
 030 -15.0  333 207.99  44.09 13.5  16.27   .6
 030 -15.0  324 208.58  43.81 13.5  15.97   .6
 030 -15.0  315 212.18  43.54 13.5  15.88   .6
 030 -15.0  306 212.22  41.48 13.6  15.27   .6
 030 -15.0  297 210.04  39.85 13.6  14.80   .6
 030 -15.0  288 210.79  40.84 13.6  15.22   .6
 030 -15.0  279 209.22  40.32 13.6  14.66   .6
 030 -15.0  270 208.78  40.54 13.6  14.60   .6
 030 -15.0  261 207.87  40.41 13.6  14.79   .6
 030 -15.0  252 208.13  40.89 13.6  14.96   .6
 030 -15.0  243 208.34  40.82 13.6  15.08   .6
 030 -15.0  234 208.87  40.49 13.6  14.85   .6
 030 -15.0  225 210.10  41.79 13.6  15.29   .6
 030 -15.0  216 209.14  41.91 13.6  15.33   .6
 030 -15.0  207 208.53  41.22 13.5  15.16   .6
 030 -15.0  198 207.63  41.43 13.5  15.64   .6
 030 -15.0  189 206.17  42.97 13.4  16.28   .6
 030 -15.0  180 204.91  44.51 13.4  16.76   .5
 030 -15.0  171 204.12  45.09 13.4  17.25   .5
 030 -15.0  162 202.85  46.23 13.3  17.75   .5
 030 -15.0  153 200.72  49.19 13.2  18.87   .4
 030 -15.0  144 199.21  51.05 13.1  19.38   .3
 030 -15.0  135 197.78  52.02 13.2  19.46   .3
 030 -15.0  126 197.67  51.31 13.2  18.56   .3
 030 -15.0  117 199.46  49.46 13.2  17.61   .4
 030 -15.0  108 201.32  47.14 13.4  16.92   .5
 030 -15.0   99 204.04  43.54 13.5  15.68   .6
 030 -15.0   90 206.76  41.80 13.6  14.81   .7
 030 -15.0   81 209.48  40.02 13.7  14.62   .7
 030 -15.0   72 210.80  38.59 13.7  13.98   .7
 030 -15.0   63 212.10  37.94 13.7  13.79   .7
 030 -15.0   54 213.36  36.68 13.7  13.51   .8
 030 -15.0   45 213.65  35.91 13.8  13.39   .8
 030 -15.0   36 213.91  35.78 13.8  13.44   .8
 030 -15.0   27 213.94  36.07 13.8  13.52   .8
 030 -15.0   18 213.25  37.24 13.7  14.03   .8
 030 -15.0    9 212.48  38.72 13.7  14.40   .7
 030  -7.5  360 215.05  41.35 13.6  15.32   .7
 030  -7.5  351 212.76  43.85 13.5  16.31   .6
 030  -7.5  342 210.13  47.28 13.4  17.07   .5
 030  -7.5  333 208.37  49.70 13.3  17.91   .4
 030  -7.5  324 208.51  49.21 13.3  17.38   .4
 030  -7.5  315 212.67  49.01 13.4  17.19   .5
 030  -7.5  306 214.18  46.14 13.5  16.23   .6
 030  -7.5  297 215.38  44.63 13.5  15.87   .6
 030  -7.5  288 215.73  43.77 13.6  15.77   .6
 030  -7.5  279 215.72  42.47 13.6  15.02   .6
 030  -7.5  270 214.79  41.60 13.6  14.71   .6
 030  -7.5  261 213.19  40.99 13.6  14.61   .7
 030  -7.5  252 211.38  40.46 13.6  14.35   .6
 030  -7.5  243 210.48  40.52 13.6  14.46   .6
 030  -7.5  234 211.10  40.74 13.6  14.32   .7
 030  -7.5  225 212.63  42.03 13.6  14.90   .6
 030  -7.5  216 211.40  42.91 13.5  15.33   .6
 030  -7.5  207 209.91  44.23 13.4  15.74   .6
 030  -7.5  198 208.26  45.81 13.4  16.96   .5
 030  -7.5  189 206.61  48.58 13.2  17.92   .4
 030  -7.5  180 205.06  51.29 13.1  18.80   .3
 030  -7.5  171 204.26  51.61 13.1  19.24   .3
 030  -7.5  162 203.54  52.07 13.1  19.50   .3
 030  -7.5  153 202.44  53.44 13.0  20.38   .3
 030  -7.5  144 201.32  55.35 12.9  20.48   .2
 030  -7.5  135 200.27  56.75 12.9  20.41   .2
 030  -7.5  126 198.10  57.76 12.9  19.65   .2
 030  -7.5  117 198.95  56.10 13.0  18.86   .2
 030  -7.5  108 199.79  53.90 13.2  18.88   .3
 030  -7.5   99 202.26  50.96 13.2  17.16   .4
 030  -7.5   90 206.03  47.90 13.4  16.14   .5
 030  -7.5   81 210.00  44.01 13.5  15.57   .6
 030  -7.5   72 211.45  42.34 13.5  14.85   .6
 030  -7.5   63 213.41  41.42 13.6  14.62   .6
 030  -7.5   54 215.36  39.45 13.7  13.87   .7
 030  -7.5   45 216.39  37.16 13.7  13.55   .7
 030  -7.5   36 216.80  35.81 13.8  13.30   .8
 030  -7.5   27 217.15  36.43 13.8  13.49   .8
 030  -7.5   18 216.70  37.55 13.7  14.10   .8
 030  -7.5    9 216.07  39.12 13.7  14.57   .7
 030    .0  360 216.93  41.13 13.6  14.99   .7
 030    .0  351 214.01  45.16 13.5  16.34   .6
 030    .0  342 209.59  51.24 13.2  17.90   .4
