  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
  30  90 -82.5 122.99 13.25 16.5   .89 22.6 1.572E-03  13.42  15.6   2.31  17.4 6.696E-08   7.53  14.9   2.21  17.5
  30  95 -82.5 128.47 18.88 17.0  1.11 11.5 7.664E-04  23.54  16.0   2.16  17.3 3.139E-08  12.73  15.1   1.60  18.3
  30 100 -82.5 133.72 18.68 17.3  1.00 16.4 3.853E-04  30.77  16.3   2.10  17.3 1.511E-08  22.63  16.0    .95  11.4
  30 105 -82.5 139.84 12.13 17.5  2.68 16.8 1.989E-04  38.19  16.5   2.03  17.4 7.368E-09  34.07  16.4   1.23  15.6
  30 110 -82.5 146.90  5.47 18.5  2.58 16.8 1.065E-04  47.20  16.7   1.81  17.4 3.709E-09  42.54  16.6   3.89  16.5
  30 115 -82.5 153.35  2.84 22.0  1.59 16.8 5.895E-05  47.84  16.7   1.71  17.4 1.942E-09  47.39  16.7   6.42  16.7
  30 120 -82.5 158.33  2.78 24.5   .64 17.2 3.348E-05  46.61  16.8   1.64  17.4 1.057E-09  49.00  16.7   7.89  16.7
  30 125 -82.5 161.94  2.82 25.5   .19 19.2 1.943E-05  44.11  16.9   1.57  17.4 5.914E-10  48.22  16.8   8.34  16.8
  30 130 -82.5 164.52  2.30 25.0   .34 21.8 1.150E-05  40.95  17.0   1.51  17.4 3.381E-10  45.96  16.9   8.10  16.9
  30 135 -82.5 166.34  1.86 22.2   .39 22.2 6.925E-06  37.45  17.1   1.46  17.4 1.967E-10  43.01  17.0   7.53  16.9
  30 140 -82.5 167.62  2.11 20.4   .33 22.3 4.249E-06  33.40  17.3   1.41  17.3 1.163E-10  39.82  17.1   6.89  17.0
  30 145 -82.5 168.50  2.56 19.5   .24 22.4 2.659E-06  28.87  17.5   1.34  17.3 6.984E-11  36.47  17.2   6.25  17.0
  30 150 -82.5 169.08  3.01 18.9   .16 22.5 1.699E-06  23.60  17.9   1.25  17.3 4.265E-11  32.86  17.3   5.58  17.0
  30 155 -82.5 169.45  3.40 18.5   .10 22.8 1.110E-06  17.74  18.5   1.13  17.3 2.652E-11  28.71  17.6   4.93  17.1
  30 160 -82.5 169.70  3.70 18.3   .06 11.4 7.414E-07  12.10  20.0    .99  17.4 1.681E-11  24.08  17.9   4.26  17.1
  30 165 -82.5 169.87  3.92 18.2   .04 12.7 5.067E-07  12.10  20.0    .99  17.4 1.089E-11  19.23  18.4   3.36  17.3
  30 170 -82.5 169.97  4.07 18.1   .04 14.0 3.566E-07  10.00  23.1    .83  17.6 7.276E-12  14.13  19.4   2.42  17.6
  30 175 -82.5 170.05  4.18 18.0   .04 14.7 2.552E-07  15.94  25.6    .66  17.9 4.969E-12  10.23  21.0   1.86  18.8
  30 180 -82.5 170.11  4.25 18.0   .04 15.0 1.854E-07  15.94  25.6    .66  17.9 3.465E-12   9.22  23.7   1.52  19.4
  30 185 -82.5 170.14  4.30 17.9   .03 15.2 1.379E-07  25.71  26.6    .52  18.7 2.486E-12  13.61  25.7   1.43  20.4
  30 190 -82.5 170.17  4.34 17.9   .03 15.3 1.032E-07  36.59  27.0    .44  19.6 1.796E-12  20.00  26.5    .95  20.3
  30 195 -82.5 170.19  4.36 17.9   .02 15.4 7.842E-08  36.59  27.0    .44  19.6 1.320E-12  26.50  26.9    .44  17.3
  30 200 -82.5 170.20  4.38 17.9   .02 15.4 5.993E-08  47.45  27.2    .41  20.2 9.765E-13  33.06  27.1   1.59  15.7
  30 205 -82.5 170.21  4.39 17.9   .01 15.4 4.619E-08  47.45  27.2    .41  20.2 7.297E-13  39.16  27.2   3.08  15.6
  30 210 -82.5 170.22  4.39 17.9   .01 15.4 3.580E-08  47.45  27.2    .41  20.2 5.490E-13  39.16  27.2   3.08  15.6
  30 215 -82.5 170.23  4.39 17.9   .01 15.4 2.791E-08  47.45  27.2    .41  20.2 4.163E-13  39.16  27.2   3.08  15.6
  30 220 -82.5 170.23  4.39 17.9   .01 15.4 2.187E-08  47.45  27.2    .41  20.2 3.176E-13  39.16  27.2   3.08  15.6
  30 225 -82.5 170.23  4.39 17.9   .01 15.4 1.724E-08  47.45  27.2    .41  20.2 2.440E-13  39.16  27.2   3.08  15.6
  30 230 -82.5 170.23  4.39 17.9   .01 15.4 1.368E-08  47.45  27.2    .41  20.2 1.887E-13  39.16  27.2   3.08  15.6
  30 235 -82.5 170.23  4.39 17.9   .01 15.4 1.099E-08  47.45  27.2    .41  20.2 1.478E-13  39.16  27.2   3.08  15.6
  30 240 -82.5 170.23  4.39 17.9   .01 15.4 8.945E-09  47.45  27.2    .41  20.2 1.172E-13  39.16  27.2   3.08  15.6
  30  80 -77.5 125.90  8.15 16.6  1.70 12.8 8.649E-03   9.75  14.8   3.96  17.5 3.587E-07   5.13  14.1   2.92  17.7
  30  85 -77.5 123.51 11.36 16.6  2.06 12.8 4.153E-03  12.72  15.0   4.62  17.4 1.756E-07   8.00  14.1   4.16  17.7
  30  90 -77.5 125.94 15.26 17.1  2.92 12.4 1.997E-03  20.67  15.7   5.57  17.2 8.290E-08  12.16  14.9   5.19  17.5
  30  95 -77.5 131.34 19.37 17.4  3.40 12.1 9.856E-04  25.84  16.0   5.80  17.1 3.930E-08  18.15  15.6   5.70  17.6
  30 100 -77.5 135.97 18.82 17.5  4.11 13.8 5.017E-04  39.64  16.5   5.19  16.7 1.931E-08  27.44  16.2   6.07  13.7
  30 105 -77.5 139.28 13.47 17.8  5.77 19.4 2.606E-04  46.96  16.6   3.95  16.4 9.733E-09  37.40  16.4   5.83  15.6
  30 110 -77.5 143.29  7.70 18.4  6.15 19.3 1.374E-04  52.05  16.8   2.56  15.9 4.955E-09  45.30  16.6   6.04  16.1
  30 115 -77.5 148.71  3.75 19.4  5.98 19.4 7.413E-05  54.78  16.9   2.37  14.8 2.551E-09  50.40  16.8   6.27  16.4
  30 120 -77.5 154.32  2.23 20.8  5.71 19.6 4.121E-05  53.85  17.0   5.32  20.1 1.352E-09  52.37  16.9   5.94  17.0
  30 125 -77.5 159.00  2.29 20.7  5.44 20.6 2.355E-05  51.77  17.1   6.91  20.0 7.388E-10  52.09  17.0   5.97  18.3
  30 130 -77.5 162.56  2.70 20.0  5.51 22.0 1.376E-05  49.20  17.1   8.37  20.0 4.145E-10  50.57  17.0   7.34  19.0
  30 135 -77.5 165.15  3.34 17.5  5.54 22.2 8.196E-06  45.88  17.1   9.62  19.9 2.377E-10  48.44  17.1   8.64  19.3
  30 140 -77.5 166.98  4.44 16.1  5.53 22.2 4.983E-06  41.99  17.2  10.69  19.9 1.389E-10  45.97  17.1   9.74  19.4
  30 145 -77.5 168.25  5.44 15.8  5.51 22.3 3.088E-06  37.23  17.3  11.56  19.8 8.262E-11  43.14  17.2  10.69  19.4
  30 150 -77.5 169.10  6.22 15.6  5.50 22.3 1.953E-06  31.21  17.4  12.15  19.8 4.997E-11  39.79  17.2  11.48  19.5
  30 155 -77.5 169.65  6.79 15.5  5.48 22.5 1.261E-06  23.86  17.7  12.43  19.7 3.076E-11  35.66  17.2  12.17  19.5
  30 160 -77.5 169.99  7.19 15.5  5.47 22.8 8.331E-07  23.86  17.7  12.43  19.7 1.932E-11  30.66  17.3  12.62  19.6
  30 165 -77.5 170.21  7.47 15.5  5.46 11.4 5.658E-07  15.37  18.5  12.37  19.7 1.245E-11  24.74  17.5  12.56  19.7
  30 170 -77.5 170.35  7.65 15.4  5.46 12.1 3.925E-07   8.68  21.3  12.09  19.8 8.200E-12  18.04  17.9  12.40  19.8
  30 175 -77.5 170.46  7.78 15.4  5.47 12.4 2.770E-07  13.56  25.7  11.74  19.9 5.507E-12  11.28  18.9  12.16  20.4
  30 180 -77.5 170.52  7.86 15.4  5.46 12.6 2.000E-07  13.56  25.7  11.74  19.9 3.800E-12   7.05  22.4  11.74  20.8
  30 185 -77.5 170.56  7.91 15.4  5.46 12.6 1.468E-07  25.87  26.9  11.59  20.3 2.684E-12  11.58  25.9  11.66  21.2
  30 190 -77.5 170.60  7.94 15.4  5.45 12.7 1.086E-07  39.63  27.3  11.89  20.7 1.918E-12  19.83  26.9  11.09  21.1
  30 195 -77.5 170.61  7.96 15.4  5.45 12.7 8.192E-08  39.63  27.3  11.89  20.7 1.401E-12  28.11  27.3  10.90  19.6
  30 200 -77.5 170.63  7.98 15.4  5.44 12.7 6.201E-08  53.40  27.5  12.75  21.0 1.027E-12  36.29  27.4  11.65  12.8
  30 205 -77.5 170.64  7.98 15.4  5.44 12.8 4.745E-08  53.40  27.5  12.75  21.0 7.623E-13  44.07  27.5  12.88  12.8
  30 210 -77.5 170.65  7.98 15.4  5.44 12.8 3.646E-08  53.40  27.5  12.75  21.0 5.684E-13  44.07  27.5  12.88  12.8
  30 215 -77.5 170.65  7.98 15.4  5.44 12.8 2.822E-08  53.40  27.5  12.75  21.0 4.271E-13  44.07  27.5  12.88  12.8
  30 220 -77.5 170.65  7.98 15.4  5.44 12.8 2.193E-08  53.40  27.5  12.75  21.0 3.225E-13  44.07  27.5  12.88  12.8
  30 225 -77.5 170.65  7.98 15.4  5.44 12.8 1.713E-08  53.40  27.5  12.75  21.0 2.450E-13  44.07  27.5  12.88  12.8
  30 230 -77.5 170.65  7.98 15.4  5.44 12.8 1.348E-08  53.40  27.5  12.75  21.0 1.875E-13  44.07  27.5  12.88  12.8
  30 235 -77.5 170.65  7.98 15.4  5.44 12.8 1.077E-08  53.40  27.5  12.75  21.0 1.456E-13  44.07  27.5  12.88  12.8
  30 240 -77.5 170.65  7.98 15.4  5.44 12.8 8.722E-09  53.40  27.5  12.75  21.0 1.147E-13  44.07  27.5  12.88  12.8
  30  80 -72.5 126.93  8.56 16.1  3.40 15.5 1.040E-02  14.10  15.7   6.71  17.2 4.285E-07   7.68  15.3   4.09  17.6
  30  85 -72.5 124.61  9.05 16.1  3.61 15.5 5.014E-03  17.46  15.6   7.96  17.1 2.101E-07  12.01  15.3   6.54  17.6
  30  90 -72.5 127.05  9.46 18.0  5.20 14.0 2.417E-03  20.78  15.7   9.01  17.0 9.911E-08  17.07  15.3   8.84  17.3
  30  95 -72.5 133.11 12.10 19.1  6.54 12.6 1.205E-03  26.44  16.1  10.23  16.4 4.725E-08  21.11  15.7  10.93  16.6
  30 100 -72.5 136.99 12.43 19.3  8.74 11.1 6.185E-04  29.69  16.5  10.14  16.0 2.362E-08  25.93  16.2  11.94  15.9
  30 105 -72.5 137.53 10.36 20.2 10.88 22.3 3.202E-04  37.54  17.2   7.50  14.7 1.223E-08  31.29  16.5  10.53  15.5
  30 110 -72.5 138.35  8.30 21.0 12.50 22.1 1.658E-04  39.79  17.5   6.91  13.6 6.298E-09  34.70  16.8   7.90  15.3
  30 115 -72.5 142.13  5.65 21.0 14.54 22.1 8.697E-05  40.73  17.8   8.64  12.1 3.202E-09  35.71  17.3   6.11  15.0
  30 120 -72.5 147.61  3.94 19.6 15.63 22.1 4.677E-05  41.15  18.0  12.68  11.3 1.641E-09  35.81  17.7   7.26  14.6
  30 125 -72.5 153.04  4.51 17.2 15.73 22.0 2.594E-05  40.52  18.2  21.76  22.8 8.652E-10  36.12  18.1  10.68  21.6
  30 130 -72.5 157.44  6.21 16.1 15.54 22.0 1.479E-05  39.60  18.2  25.88  22.6 4.708E-10  36.48  18.3  15.55  22.1
  30 135 -72.5 160.72  7.87 15.6 15.41 22.0 8.643E-06  38.42  18.1  29.71  22.5 2.630E-10  36.67  18.4  20.23  22.2
  30 140 -72.5 163.05  9.18 15.3 15.39 22.0 5.155E-06  36.42  18.1  32.97  22.4 1.503E-10  36.49  18.4  24.50  22.2
  30 145 -72.5 164.63 10.15 15.2 15.44 22.0 3.139E-06  33.57  18.0  35.77  22.4 8.757E-11  35.76  18.4  28.38  22.2
  30 150 -72.5 165.66 10.84 15.1 15.48 22.0 1.951E-06  29.34  18.1  37.78  22.3 5.198E-11  34.30  18.4  31.87  22.2
  30 155 -72.5 166.32 11.30 15.0 15.51 22.0 1.240E-06  23.64  18.2  39.03  22.2 3.141E-11  31.98  18.4  34.95  22.2
  30 160 -72.5 166.74 11.61 14.9 15.51 22.0 8.053E-07  16.44  18.6  39.47  22.1 1.934E-11  28.67  18.5  37.52  22.2
  30 165 -72.5 166.98 11.81 14.9 15.51 22.0 5.381E-07  16.44  18.6  39.47  22.1 1.221E-11  24.21  18.7  39.22  22.2
  30 170 -72.5 167.14 11.93 14.9 15.50 21.9 3.676E-07   9.01  20.4  39.31  22.0 7.877E-12  18.95  19.0  40.31  22.1
  30 175 -72.5 167.25 12.01 14.9 15.48 21.9 2.561E-07   9.78  25.1  38.70  21.9 5.189E-12  13.34  19.9  40.85  22.1
  30 180 -72.5 167.33 12.06 14.9 15.47 21.9 1.814E-07   9.78  25.1  38.70  21.9 3.481E-12   9.35  22.3  40.85  22.1
  30 185 -72.5 167.37 12.09 14.9 15.46 21.9 1.319E-07  19.73  26.9  38.24  21.8 2.405E-12  11.90  25.5  40.06  22.1
  30 190 -72.5 167.41 12.10 14.9 15.44 21.9 9.677E-08  31.76  27.4  38.50  21.8 1.683E-12  18.75  26.8  39.24  22.0
  30 195 -72.5 167.43 12.11 14.8 15.44 21.9 7.191E-08  31.76  27.4  38.50  21.8 1.198E-12  26.67  27.4  38.33  22.0
  30 200 -72.5 167.44 12.11 14.8 15.44 21.9 5.414E-08  31.76  27.4  38.50  21.8 8.684E-13  26.67  27.4  38.33  22.0
  30 205 -72.5 167.45 12.11 14.8 15.44 21.9 4.096E-08  31.76  27.4  38.50  21.8 6.337E-13  26.67  27.4  38.33  22.0
  30 210 -72.5 167.46 12.11 14.8 15.44 21.9 3.138E-08  31.76  27.4  38.50  21.8 4.757E-13  26.67  27.4  38.33  22.0
  30 215 -72.5 167.46 12.11 14.8 15.44 21.9 2.408E-08  31.76  27.4  38.50  21.8 3.579E-13  26.67  27.4  38.33  22.0
  30 220 -72.5 167.46 12.11 14.8 15.44 21.9 1.868E-08  31.76  27.4  38.50  21.8 2.714E-13  26.67  27.4  38.33  22.0
  30 225 -72.5 167.46 12.11 14.8 15.44 21.9 1.458E-08  31.76  27.4  38.50  21.8 2.071E-13  26.67  27.4  38.33  22.0
  30 230 -72.5 167.46 12.11 14.8 15.44 21.9 1.152E-08  31.76  27.4  38.50  21.8 1.601E-13  26.67  27.4  38.33  22.0
  30 235 -72.5 167.46 12.11 14.8 15.44 21.9 9.217E-09  31.76  27.4  38.50  21.8 1.252E-13  26.67  27.4  38.33  22.0
  30 240 -72.5 167.46 12.11 14.8 15.44 21.9 7.457E-09  31.76  27.4  38.50  21.8 9.900E-14  26.67  27.4  38.33  22.0
  30  80 -67.5 127.71  8.97 14.6  3.75 14.8 1.255E-02  15.89  16.3   7.52  16.3 5.151E-07  11.12  16.1   5.41  16.7
  30  85 -67.5 124.09  6.83 14.6  3.68 14.8 6.064E-03  22.32  15.8  10.21  16.2 2.556E-07  16.83  16.1   8.04  16.7
  30  90 -67.5 126.14  3.42 23.3  5.70 13.3 2.909E-03  24.31  15.6  11.05  16.1 1.203E-07  22.79  15.5  10.85  16.5
  30  95 -67.5 131.94  7.18 22.7  8.39 12.0 1.434E-03  24.03  15.9  11.96  15.5 5.680E-08  24.67  15.4  13.39  16.0
  30 100 -67.5 135.06  8.26 22.7 11.79 11.1 7.303E-04  23.59  16.3  11.74  15.0 2.839E-08  24.26  15.7  13.85  15.5
  30 105 -67.5 134.30  9.02 23.7 14.52 22.7 3.733E-04  23.85  16.8  11.36  14.3 1.468E-08  24.27  16.0  12.04  15.0
  30 110 -67.5 133.49 10.36 24.0 16.98 22.5 1.892E-04  23.16  18.1  14.21  12.5 7.523E-09  22.45  16.3  10.82  14.4
  30 115 -67.5 136.83  9.32 23.3 20.54 22.2 9.660E-05  23.35  18.9  18.49  11.9 3.755E-09  18.18  17.1  11.71  13.4
  30 120 -67.5 142.00  7.29 21.4 23.01 22.0 5.058E-05  24.36  19.5  24.08  11.4 1.885E-09  16.52  19.1  15.93  12.1
  30 125 -67.5 147.10  7.06 18.9 23.75 21.8 2.724E-05  25.78  19.8  30.50  11.1 9.700E-10  19.41  20.2  23.09  11.4
  30 130 -67.5 151.22  8.22 17.3 23.72 21.7 1.512E-05  27.41  19.8  43.24  22.7 5.153E-10  22.79  20.4  31.07  23.0
  30 135 -67.5 154.34  9.62 16.3 23.53 21.7 8.595E-06  27.41  19.6  49.15  22.5 2.808E-10  25.55  20.4  38.85  22.7
  30 140 -67.5 156.58 10.79 15.7 23.43 21.7 4.993E-06  26.73  19.5  54.62  22.4 1.564E-10  27.49  20.3  46.08  22.5
  30 145 -67.5 158.10 11.62 15.4 23.40 21.7 2.962E-06  25.06  19.3  59.16  22.3 8.891E-11  28.55  20.2  52.68  22.4
  30 150 -67.5 159.08 12.18 15.2 23.41 21.7 1.796E-06  22.36  19.2  63.00  22.2 5.153E-11  28.65  20.1  58.56  22.3
  30 155 -67.5 159.70 12.54 15.1 23.42 21.7 1.115E-06  18.29  19.3  65.58  22.1 3.045E-11  27.73  20.0  63.63  22.2
  30 160 -67.5 160.08 12.76 15.0 23.42 21.7 7.084E-07  13.07  19.8  67.37  22.0 1.835E-11  25.77  20.1  67.74  22.1
  30 165 -67.5 160.33 12.89 15.0 23.42 21.7 4.607E-07   7.99  22.0  67.96  21.9 1.129E-11  22.80  20.2  70.76  22.1
  30 170 -67.5 160.48 12.97 14.9 23.40 21.6 3.072E-07   7.99  22.0  67.96  21.9 7.102E-12  18.90  20.6  72.51  22.0
  30 175 -67.5 160.57 13.02 14.9 23.39 21.6 2.103E-07   9.17  25.9  68.14  21.9 4.582E-12  14.76  21.5  72.93  22.0
  30 180 -67.5 160.63 13.02 14.9 23.39 21.6 1.466E-07   9.17  25.9  68.14  21.9 3.009E-12  14.76  21.5  72.93  22.0
  30 185 -67.5 160.67 13.02 14.9 23.39 21.6 1.037E-07   9.17  25.9  68.14  21.9 2.009E-12  14.76  21.5  72.93  22.0
  30 190 -67.5 160.70 13.02 14.9 23.39 21.6 7.488E-08   9.17  25.9  68.14  21.9 1.380E-12  14.76  21.5  72.93  22.0
  30 195 -67.5 160.72 13.02 14.9 23.39 21.6 5.477E-08   9.17  25.9  68.14  21.9 9.664E-13  14.76  21.5  72.93  22.0
  30 200 -67.5 160.73 13.02 14.9 23.39 21.6 4.038E-08   9.17  25.9  68.14  21.9 6.839E-13  14.76  21.5  72.93  22.0
  30 205 -67.5 160.74 13.02 14.9 23.39 21.6 3.031E-08   9.17  25.9  68.14  21.9 4.985E-13  14.76  21.5  72.93  22.0
  30 210 -67.5 160.74 13.02 14.9 23.39 21.6 2.284E-08   9.17  25.9  68.14  21.9 3.649E-13  14.76  21.5  72.93  22.0
  30 215 -67.5 160.74 13.02 14.9 23.39 21.6 1.740E-08   9.17  25.9  68.14  21.9 2.703E-13  14.76  21.5  72.93  22.0
  30 220 -67.5 160.74 13.02 14.9 23.39 21.6 1.336E-08   9.17  25.9  68.14  21.9 2.019E-13  14.76  21.5  72.93  22.0
  30 225 -67.5 160.74 13.02 14.9 23.39 21.6 1.043E-08   9.17  25.9  68.14  21.9 1.532E-13  14.76  21.5  72.93  22.0
  30 230 -67.5 160.74 13.02 14.9 23.39 21.6 8.268E-09   9.17  25.9  68.14  21.9 1.181E-13  14.76  21.5  72.93  22.0
  30 235 -67.5 160.74 13.02 14.9 23.39 21.6 6.649E-09   9.17  25.9  68.14  21.9 9.232E-14  14.76  21.5  72.93  22.0
  30 240 -67.5 160.74 13.02 14.9 23.39 21.6 5.423E-09   9.17  25.9  68.14  21.9 7.321E-14  14.76  21.5  72.93  22.0
  30  80 -62.5 129.28  9.90 13.1  4.74 14.1 1.487E-02  19.24  16.1  10.86  15.7 6.036E-07  12.90  16.2   7.66  16.0
  30  85 -62.5 124.58  7.49 13.1  4.05 14.1 7.223E-03  22.85  15.9  12.60  15.6 3.039E-07  19.71  16.2  10.86  16.0
  30  90 -62.5 124.75  2.77 29.9  6.04 12.6 3.457E-03  26.69  15.3  14.39  15.3 1.450E-07  26.65  15.5  14.21  15.8
  30  95 -62.5 128.88  6.38 26.3  9.83 11.4 1.685E-03  25.43  15.1  14.61  15.1 6.856E-08  27.88  15.1  17.02  15.4
  30 100 -62.5 131.28  7.60 25.8 13.00 22.8 8.392E-04  20.40  15.4  14.29  14.1 3.372E-08  25.16  15.0  16.23  15.0
  30 105 -62.5 130.32 10.06 25.9 14.00 22.7 4.197E-04  18.12  15.6  14.48  13.5 1.711E-08  22.65  14.9  13.99  14.4
  30 110 -62.5 129.25 12.81 25.3 15.85 22.4 2.079E-04  15.33  15.9  15.93  12.9 8.588E-09  18.71  14.6  14.96  13.6
  30 115 -62.5 132.59 13.00 24.2 20.14 21.9 1.038E-04  10.13  17.8  21.94  11.8 4.185E-09  11.46  14.6  17.56  13.0
  30 120 -62.5 138.06 10.34 22.7 24.19 21.7 5.323E-05  10.88  20.3  27.39  11.4 2.054E-09   5.50  14.9  20.51  12.3
  30 125 -62.5 143.16  7.91 20.9 26.09 21.6 2.813E-05  13.19  21.3  34.03  11.0 1.037E-09   9.65  23.0  26.43  11.5
  30 130 -62.5 147.08  6.92 18.8 26.65 21.5 1.531E-05  15.82  21.5  48.28  22.5 5.414E-10  14.73  22.5  34.85  23.0
  30 135 -62.5 149.88  7.23 16.9 26.76 21.5 8.540E-06  15.91  21.5  55.37  22.4 2.906E-10  18.34  22.0  43.91  22.6
  30 140 -62.5 151.80  8.05 15.8 26.81 21.5 4.862E-06  15.19  21.5  61.71  22.3 1.595E-10  20.62  21.6  52.54  22.4
  30 145 -62.5 153.08  8.79 15.1 26.89 21.5 2.828E-06  13.93  21.7  67.65  22.2 8.930E-11  21.71  21.3  60.40  22.2
  30 150 -62.5 153.89  9.29 14.8 26.98 21.5 1.681E-06  12.28  22.2  72.62  22.1 5.095E-11  21.72  21.1  67.27  22.1
  30 155 -62.5 154.39  9.60 14.6 27.06 21.5 1.023E-06  10.78  23.1  76.47  22.0 2.964E-11  20.69  21.1  72.97  22.0
  30 160 -62.5 154.69  9.79 14.5 27.11 21.5 6.384E-07   9.91  24.1  79.15  21.9 1.761E-11  18.72  21.2  77.28  21.9
