  Ls  Lat LonW  TA0K   TA1K  Tp1  TA2K  Tp2
  30 -82.5 324 144.62   .02 18.6   .00  4.9
  30 -82.5 315 144.59   .04 18.1   .01  4.3
  30 -82.5 306 144.64   .02 15.0   .00 10.7
  30 -82.5 297 144.65   .03  3.6   .00  1.9
  30 -82.5 288 144.68   .02 18.3   .00  2.9
  30 -82.5 279 144.64   .02 19.2   .01  1.4
  30 -82.5 270 144.64   .03 23.0   .01  8.2
  30 -82.5 261 144.66   .03 16.2   .01  2.5
  30 -82.5 252 144.73   .02 18.8   .01  2.1
  30 -82.5 243 144.76   .02 20.0   .00  8.4
  30 -82.5 234 144.76   .02 18.4   .01  3.9
  30 -82.5 225 144.73   .01 17.0   .01  2.0
  30 -82.5 216 144.71   .02 16.2   .01  7.2
  30 -82.5 207 144.67   .02 20.8   .01  5.0
  30 -82.5 198 144.64   .01 23.2   .01  3.8
  30 -82.5 189 144.63   .02   .3   .00  3.1
  30 -82.5 180 144.61   .02   .0   .00  6.9
  30 -82.5 171 144.56   .01 23.6   .00  4.9
  30 -82.5 162 144.60   .01 23.7   .01  4.0
  30 -82.5 153 144.71   .02  2.3   .01  6.1
  30 -82.5 144 144.82   .02  3.8   .01  5.0
  30 -82.5 135 144.87   .02  3.8   .01  5.7
  30 -82.5 126 144.89   .02  7.9   .01  6.7
  30 -82.5 117 144.90   .01 18.1   .01  7.3
  30 -82.5 108 144.94   .00 23.2   .01  7.0
  30 -82.5  99 145.01   .01 21.7   .02  8.0
  30 -82.5  90 145.12   .01  2.8   .01  7.0
  30 -82.5  81 145.13   .01  2.4   .01  7.0
  30 -82.5  72 145.01   .01  3.6   .01  7.1
  30 -82.5  63 144.94   .01  4.9   .02  7.3
  30 -82.5  54 144.91   .03  5.1   .02  8.5
  30 -82.5  45 144.82   .02  7.8   .01  9.3
  30 -82.5  36 144.73   .02  9.0   .01   .3
  30 -82.5  27 144.67   .03 11.2   .00  9.9
  30 -82.5  18 144.62   .02 12.1   .01   .4
  30 -82.5   9 144.59   .02 13.4   .02 10.7
  30 -75.0 360 145.55   .01 11.6   .02  8.8
  30 -75.0 351 145.64   .01 11.3   .01  1.2
  30 -75.0 342 145.69   .02 20.3   .01  4.2
  30 -75.0 333 145.60   .03  2.5   .00  1.8
  30 -75.0 324 145.45   .03 11.8   .00  3.3
  30 -75.0 315 145.40   .02 18.6   .00  4.7
  30 -75.0 306 145.43   .03 16.0   .01  5.9
  30 -75.0 297 145.40   .06 20.9   .01  7.1
  30 -75.0 288 145.37   .06  2.1   .00  6.0
  30 -75.0 279 145.34   .02  9.2   .01  7.9
  30 -75.0 270 145.31   .03 19.0   .01  8.9
  30 -75.0 261 145.33   .03 22.6   .01  7.1
  30 -75.0 252 145.41   .03 24.0   .00  9.6
  30 -75.0 243 145.50   .01  2.7   .00  5.7
  30 -75.0 234 145.55   .01 14.4   .00  5.6
  30 -75.0 225 145.57   .03 17.3   .01  5.9
  30 -75.0 216 145.50   .02 20.3   .01  5.7
  30 -75.0 207 145.43   .01 17.3   .02  6.1
  30 -75.0 198 145.41   .02 18.1   .01  6.4
  30 -75.0 189 145.44   .04 19.7   .01  7.2
  30 -75.0 180 145.46   .05 23.3   .01  7.4
  30 -75.0 171 145.47   .02  2.4   .01  9.1
  30 -75.0 162 145.53   .02  1.2   .00  7.9
  30 -75.0 153 145.65   .03  4.8   .01  6.4
  30 -75.0 144 145.74   .02  3.6   .01  6.8
  30 -75.0 135 145.76   .05  5.6   .02  5.3
  30 -75.0 126 145.82   .04  8.4   .02  6.7
  30 -75.0 117 145.90   .02 11.6   .01  7.1
  30 -75.0 108 145.98   .01 20.7   .00  5.4
  30 -75.0  99 146.01   .02  4.0   .01  6.3
  30 -75.0  90 146.00   .02  6.3   .02  7.2
  30 -75.0  81 145.96   .02  6.8   .01  9.7
  30 -75.0  72 145.98   .01  9.0   .00 10.8
  30 -75.0  63 146.04   .00 10.2   .01  6.6
  30 -75.0  54 146.03   .01 23.5   .02  9.2
  30 -75.0  45 145.87   .02  2.0   .01  9.8
  30 -75.0  36 145.73   .01  1.0   .01  6.1
  30 -75.0  27 145.65   .03  3.5   .01  8.1
  30 -75.0  18 145.60   .02  5.3   .01 10.6
  30 -75.0   9 145.55   .03  7.3   .01  6.1
  30 -67.5 360 146.23   .04  5.7   .02  8.3
  30 -67.5 351 146.35   .04  5.1   .01  9.1
  30 -67.5 342 146.42   .05  6.8   .01  9.0
  30 -67.5 333 146.29   .03 11.1   .02  9.8
  30 -67.5 324 146.04   .02  2.5   .00   .6
  30 -67.5 315 145.91   .05 10.0   .01  8.7
  30 -67.5 306 145.87   .03 18.6   .00  9.8
  30 -67.5 297 145.86   .02  6.8   .00  3.9
  30 -67.5 288 145.83   .05 18.3   .00  6.2
  30 -67.5 279 145.86   .07  1.7   .01  7.9
  30 -67.5 270 145.89   .04  9.5   .01  7.8
  30 -67.5 261 145.95   .03 21.2   .01  6.9
  30 -67.5 252 146.00   .03  5.6   .01  5.5
  30 -67.5 243 146.07   .02 18.6   .01  8.2
  30 -67.5 234 146.17   .03   .5   .00  6.2
  30 -67.5 225 146.20   .02  6.7   .01  5.2
  30 -67.5 216 146.11   .02 14.3   .01  6.3
  30 -67.5 207 145.98   .01 16.4   .01  6.9
  30 -67.5 198 145.92   .02 17.9   .01  7.1
  30 -67.5 189 145.99   .03 23.6   .01  7.1
  30 -67.5 180 146.13   .02  1.1   .01  6.7
  30 -67.5 171 146.21   .04  2.3   .01  8.1
  30 -67.5 162 146.24   .03  4.3   .01  6.3
  30 -67.5 153 146.28   .05  4.0   .02  6.8
  30 -67.5 144 146.33   .06  7.2   .01  7.1
  30 -67.5 135 146.42   .03 12.3   .01  7.5
  30 -67.5 126 146.53   .04 20.7   .00 11.4
  30 -67.5 117 146.66   .04  1.8   .01  6.1
  30 -67.5 108 146.74   .03  6.7   .01  6.6
  30 -67.5  99 146.64   .01  8.6   .01  6.9
  30 -67.5  90 146.41   .01  4.7   .02  7.2
  30 -67.5  81 146.21   .02  5.0   .02  7.9
  30 -67.5  72 146.26   .02  7.3   .02  8.0
  30 -67.5  63 146.41   .02  8.2   .01  7.7
  30 -67.5  54 146.57   .01 12.8   .02  8.6
  30 -67.5  45 146.62   .02 21.4   .01  8.7
  30 -67.5  36 146.50   .04  2.3   .00  9.0
  30 -67.5  27 146.34   .03  5.0   .01  8.6
  30 -67.5  18 146.26   .03  3.8   .01  7.3
  30 -67.5   9 146.21   .04  4.5   .02  7.8
  30 -60.0 360 152.09  9.37 13.9  5.93  1.7
  30 -60.0 351 151.91  9.02 14.0  5.80  1.8
  30 -60.0 342 151.77  8.86 14.1  5.76  1.9
  30 -60.0 333 151.79  9.00 14.0  5.68  1.8
  30 -60.0 324 151.89  9.35 14.0  5.78  1.8
  30 -60.0 315 151.77  9.44 14.0  5.69  1.8
  30 -60.0 306 151.83  9.55 14.0  5.69  1.7
  30 -60.0 297 151.70  9.29 14.1  5.64  1.8
  30 -60.0 288 151.65  9.24 14.0  5.50  1.7
  30 -60.0 279 151.53  9.19 14.0  5.58  1.7
  30 -60.0 270 151.08  8.36 14.1  5.43  1.9
  30 -60.0 261 150.92  7.88 14.0  5.23  1.8
  30 -60.0 252 150.77  7.66 14.1  5.23  1.8
  30 -60.0 243 150.57  7.14 14.0  5.02  1.8
  30 -60.0 234 150.30  6.04 14.0  4.48  1.9
  30 -60.0 225 150.31  5.70 14.1  4.36  2.0
  30 -60.0 216 150.83  6.82 13.9  4.89  1.8
  30 -60.0 207 151.83  8.87 13.9  5.66  1.7
  30 -60.0 198 152.58 10.01 13.9  5.71  1.5
  30 -60.0 189 152.80 10.30 13.9  5.64  1.5
  30 -60.0 180 153.22 10.57 13.9  5.67  1.4
  30 -60.0 171 153.26 10.53 13.9  5.60  1.4
  30 -60.0 162 153.27 10.44 13.9  5.57  1.4
  30 -60.0 153 153.04 10.35 13.9  5.61  1.5
  30 -60.0 144 152.68  9.83 13.8  5.60  1.5
  30 -60.0 135 152.03  8.55 13.8  5.58  1.7
  30 -60.0 126 152.57  8.69 13.8  5.53  1.6
  30 -60.0 117 153.76  9.89 13.7  5.66  1.4
  30 -60.0 108 153.49  9.25 13.8  5.50  1.5
  30 -60.0  99 154.32 10.48 13.7  5.53  1.3
  30 -60.0  90 153.87 10.85 13.7  5.94  1.3
  30 -60.0  81 153.84 11.69 13.7  6.37  1.3
  30 -60.0  72 153.49 11.61 13.7  6.50  1.4
  30 -60.0  63 153.36 11.33 13.8  6.45  1.4
  30 -60.0  54 153.34 10.89 13.7  6.23  1.4
  30 -60.0  45 153.08 10.33 13.8  6.16  1.5
  30 -60.0  36 152.88 10.18 13.9  6.23  1.6
  30 -60.0  27 152.99 10.57 13.8  6.19  1.5
  30 -60.0  18 152.66 10.34 13.8  6.26  1.5
  30 -60.0   9 152.46 10.03 13.9  6.15  1.6
  30 -52.5 360 165.25 18.47 14.1  9.02  1.0
  30 -52.5 351 165.37 18.15 14.1  8.83  1.1
  30 -52.5 342 165.14 18.18 14.1  8.85  1.1
  30 -52.5 333 165.33 18.37 14.1  8.93  1.1
  30 -52.5 324 165.41 18.57 14.1  8.96  1.1
  30 -52.5 315 165.51 18.68 14.1  9.05  1.0
  30 -52.5 306 165.56 18.70 14.1  9.02  1.0
  30 -52.5 297 166.05 18.61 14.1  8.96  1.0
  30 -52.5 288 165.94 18.73 14.1  9.07  1.0
  30 -52.5 279 165.87 18.86 14.1  9.12  1.0
  30 -52.5 270 165.67 18.47 14.1  9.03  1.0
  30 -52.5 261 165.76 18.20 14.1  8.85  1.0
  30 -52.5 252 165.14 18.11 14.1  8.95  1.0
  30 -52.5 243 165.05 17.17 14.1  8.46  1.0
  30 -52.5 234 164.39 15.02 14.2  7.32  1.1
  30 -52.5 225 164.03 14.18 14.3  6.96  1.1
  30 -52.5 216 164.82 15.39 14.2  7.59  1.1
  30 -52.5 207 165.87 16.94 14.1  8.40  1.1
  30 -52.5 198 166.07 17.15 14.1  8.47  1.1
  30 -52.5 189 166.21 17.37 14.1  8.53  1.1
  30 -52.5 180 166.37 17.42 14.1  8.55  1.1
  30 -52.5 171 166.63 17.21 14.1  8.39  1.1
  30 -52.5 162 166.55 17.60 14.1  8.64  1.1
  30 -52.5 153 166.17 17.55 14.1  8.60  1.1
  30 -52.5 144 165.72 16.60 14.1  8.04  1.1
  30 -52.5 135 165.08 15.40 14.1  7.41  1.1
  30 -52.5 126 164.69 14.53 14.2  7.05  1.1
  30 -52.5 117 165.43 13.98 14.2  6.83  1.1
  30 -52.5 108 166.09 13.84 14.1  6.90  1.1
  30 -52.5  99 167.27 14.51 14.1  7.22  1.1
  30 -52.5  90 167.36 16.06 14.0  8.01  1.0
  30 -52.5  81 166.72 18.15 13.9  8.98  1.0
  30 -52.5  72 165.47 19.90 13.9  9.76   .9
  30 -52.5  63 165.21 20.20 13.9  9.92   .9
  30 -52.5  54 165.44 19.84 14.0  9.72  1.0
  30 -52.5  45 165.67 19.62 14.0  9.63  1.0
  30 -52.5  36 165.55 19.56 14.0  9.57  1.0
  30 -52.5  27 165.51 19.44 14.0  9.48  1.0
  30 -52.5  18 165.38 19.16 14.1  9.35  1.0
  30 -52.5   9 165.50 18.88 14.1  9.18  1.0
  30 -45.0 360 177.37 23.86 14.0 10.97   .9
  30 -45.0 351 177.49 23.78 13.9 10.96   .9
  30 -45.0 342 177.48 24.04 14.0 11.04  1.0
  30 -45.0 333 177.54 24.34 13.9 11.13   .9
  30 -45.0 324 177.51 24.68 13.9 11.32   .9
  30 -45.0 315 177.80 24.88 13.9 11.37   .9
  30 -45.0 306 177.97 25.11 13.9 11.54   .9
  30 -45.0 297 178.28 25.27 13.9 11.57   .9
  30 -45.0 288 178.27 25.20 13.9 11.51   .9
  30 -45.0 279 177.86 25.70 13.9 11.82   .9
  30 -45.0 270 177.87 25.58 13.9 11.71   .9
  30 -45.0 261 178.27 24.72 13.9 11.46   .9
  30 -45.0 252 177.94 24.43 13.9 11.30   .9
  30 -45.0 243 178.20 22.55 14.0 10.38  1.0
  30 -45.0 234 178.26 19.91 14.1  9.29  1.0
  30 -45.0 225 177.96 18.82 14.1  8.68  1.1
  30 -45.0 216 178.28 19.48 14.1  9.12  1.0
  30 -45.0 207 178.54 21.24 14.0  9.96  1.0
  30 -45.0 198 177.71 22.46 13.9 10.42  1.0
  30 -45.0 189 178.13 22.98 13.9 10.72   .9
  30 -45.0 180 178.44 23.05 13.9 10.62  1.0
  30 -45.0 171 178.83 22.87 13.9 10.59  1.0
  30 -45.0 162 178.54 23.32 13.9 10.76  1.0
  30 -45.0 153 178.08 23.10 13.9 10.57  1.0
  30 -45.0 144 177.65 21.33 14.0  9.78  1.0
  30 -45.0 135 176.88 18.53 14.1  8.58  1.1
  30 -45.0 126 175.70 16.33 14.2  7.67  1.1
  30 -45.0 117 175.48 15.88 14.2  7.43  1.1
  30 -45.0 108 176.36 16.30 14.1  7.62  1.1
  30 -45.0  99 177.50 17.03 14.1  8.00  1.1
  30 -45.0  90 178.73 18.87 14.0  8.85  1.0
  30 -45.0  81 178.97 21.65 13.9 10.11  1.0
  30 -45.0  72 177.70 24.30 13.8 11.29   .9
  30 -45.0  63 176.49 25.28 13.8 11.65   .8
  30 -45.0  54 176.54 25.31 13.8 11.73   .9
  30 -45.0  45 176.57 25.45 13.8 11.75   .9
  30 -45.0  36 176.54 25.19 13.8 11.67   .9
  30 -45.0  27 176.89 24.42 13.9 11.25   .9
  30 -45.0  18 177.24 23.92 13.9 10.99   .9
  30 -45.0   9 177.31 23.99 13.9 11.07   .9
  30 -37.5 360 188.56 28.95 13.8 12.65   .9
  30 -37.5 351 188.77 29.55 13.8 12.98   .8
  30 -37.5 342 189.08 30.08 13.8 13.19   .8
  30 -37.5 333 188.82 30.19 13.8 13.15   .8
  30 -37.5 324 188.74 30.29 13.8 13.33   .8
  30 -37.5 315 188.92 30.71 13.8 13.34   .8
  30 -37.5 306 188.89 31.71 13.7 13.88   .8
  30 -37.5 297 188.75 32.46 13.7 14.14   .8
  30 -37.5 288 188.60 32.45 13.7 14.01   .8
  30 -37.5 279 187.77 32.49 13.7 14.16   .8
  30 -37.5 270 187.98 31.77 13.7 13.71   .8
  30 -37.5 261 188.39 31.03 13.8 13.58   .8
  30 -37.5 252 188.86 30.16 13.8 13.12   .9
  30 -37.5 243 189.53 28.04 13.9 12.18   .9
  30 -37.5 234 190.04 26.24 13.9 11.59   .9
  30 -37.5 225 190.03 25.52 13.9 11.28  1.0
  30 -37.5 216 190.13 25.71 13.9 11.52   .9
  30 -37.5 207 189.66 26.82 13.9 11.91   .9
  30 -37.5 198 189.56 27.98 13.8 12.27   .9
  30 -37.5 189 189.27 28.87 13.8 12.79   .8
  30 -37.5 180 189.29 29.10 13.8 12.72   .8
  30 -37.5 171 189.42 28.87 13.8 12.70   .8
  30 -37.5 162 189.25 29.04 13.8 12.72   .9
  30 -37.5 153 189.02 28.73 13.8 12.48   .9
  30 -37.5 144 188.86 27.19 13.8 11.94   .9
  30 -37.5 135 188.00 24.04 13.9 10.59  1.0
  30 -37.5 126 185.62 20.55 14.0  9.21  1.0
  30 -37.5 117 184.76 19.27 14.1  8.66  1.1
  30 -37.5 108 186.26 19.59 14.0  8.74  1.0
  30 -37.5  99 188.28 20.70 14.0  9.27  1.0
  30 -37.5  90 189.40 23.13 13.9 10.23  1.0
  30 -37.5  81 190.49 25.98 13.8 11.51   .9
  30 -37.5  72 189.08 28.39 13.7 12.58   .8
  30 -37.5  63 188.05 29.22 13.7 12.80   .8
  30 -37.5  54 188.00 29.13 13.8 12.91   .8
  30 -37.5  45 187.55 29.41 13.8 12.82   .8
  30 -37.5  36 187.39 29.05 13.8 12.73   .8
  30 -37.5  27 188.19 28.36 13.8 12.43   .9
  30 -37.5  18 188.46 28.28 13.9 12.31   .9
  30 -37.5   9 188.43 28.56 13.8 12.60   .9
  30 -30.0 360 197.12 32.97 13.7 13.73   .8
  30 -30.0 351 197.55 33.71 13.7 14.12   .8
  30 -30.0 342 197.45 34.37 13.7 14.37   .7
  30 -30.0 333 196.80 34.70 13.6 14.43   .7
  30 -30.0 324 195.95 35.16 13.6 14.82   .7
  30 -30.0 315 196.30 35.74 13.6 14.77   .7
  30 -30.0 306 196.66 36.79 13.6 15.27   .7
  30 -30.0 297 196.95 38.01 13.5 15.69   .7
  30 -30.0 288 196.91 37.89 13.6 15.39   .7
  30 -30.0 279 196.50 35.96 13.6 14.75   .7
  30 -30.0 270 197.24 33.73 13.7 13.76   .8
  30 -30.0 261 197.98 33.40 13.8 13.82   .8
  30 -30.0 252 198.26 33.55 13.7 13.90   .8
  30 -30.0 243 198.66 31.92 13.8 13.17   .8
  30 -30.0 234 199.41 30.30 13.8 12.73   .9
  30 -30.0 225 199.52 30.03 13.8 12.62   .9
  30 -30.0 216 199.14 30.46 13.8 12.86   .9
  30 -30.0 207 199.06 30.79 13.8 12.98   .9
  30 -30.0 198 198.82 31.32 13.8 13.11   .8
  30 -30.0 189 198.43 32.32 13.7 13.69   .8
  30 -30.0 180 198.22 32.96 13.7 13.75   .8
  30 -30.0 171 198.04 33.00 13.7 13.84   .8
  30 -30.0 162 197.95 33.06 13.7 13.80   .8
  30 -30.0 153 197.65 33.05 13.7 13.66   .8
  30 -30.0 144 198.17 32.34 13.7 13.49   .8
  30 -30.0 135 198.12 30.09 13.8 12.49   .9
  30 -30.0 126 196.59 26.84 13.9 11.39   .9
  30 -30.0 117 195.59 24.45 13.9 10.52  1.0
  30 -30.0 108 196.66 24.50 13.9 10.46  1.0
  30 -30.0  99 197.87 26.65 13.9 11.38   .9
  30 -30.0  90 198.90 29.38 13.8 12.32   .9
  30 -30.0  81 199.63 31.19 13.7 13.09   .8
  30 -30.0  72 198.89 32.66 13.7 13.65   .8
  30 -30.0  63 198.32 32.90 13.7 13.61   .8
  30 -30.0  54 198.03 32.64 13.7 13.70   .8
  30 -30.0  45 197.63 32.70 13.7 13.52   .8
  30 -30.0  36 197.42 32.34 13.8 13.49   .8
  30 -30.0  27 197.59 31.83 13.8 13.33   .8
  30 -30.0  18 197.30 32.18 13.8 13.42   .8
  30 -30.0   9 196.99 32.62 13.7 13.78   .8
  30 -22.5 360 202.85 36.67 13.6 14.62   .7
  30 -22.5 351 202.56 37.15 13.6 14.94   .7
  30 -22.5 342 202.39 38.14 13.5 15.40   .6
  30 -22.5 333 201.20 40.24 13.5 16.18   .6
  30 -22.5 324 199.58 42.41 13.3 17.15   .5
  30 -22.5 315 199.77 43.27 13.3 17.08   .5
  30 -22.5 306 200.46 43.48 13.4 17.15   .5
  30 -22.5 297 200.51 44.02 13.4 17.25   .5
  30 -22.5 288 201.36 42.58 13.5 16.46   .6
  30 -22.5 279 202.79 38.50 13.6 15.09   .7
  30 -22.5 270 204.98 35.55 13.7 13.98   .8
  30 -22.5 261 205.63 34.88 13.8 13.89   .8
  30 -22.5 252 205.23 35.36 13.7 14.08   .8
  30 -22.5 243 206.12 34.90 13.7 13.80   .8
  30 -22.5 234 206.31 33.22 13.8 13.38   .8
  30 -22.5 225 206.86 32.60 13.8 13.07   .8
  30 -22.5 216 207.06 32.39 13.8 13.03   .8
  30 -22.5 207 207.01 32.01 13.8 13.00   .8
  30 -22.5 198 206.92 32.53 13.8 13.10   .8
  30 -22.5 189 206.40 33.62 13.7 13.62   .8
  30 -22.5 180 205.45 34.69 13.7 13.90   .8
  30 -22.5 171 204.37 35.57 13.7 14.34   .7
  30 -22.5 162 203.80 36.28 13.6 14.58   .7
  30 -22.5 153 203.65 36.75 13.6 14.60   .7
  30 -22.5 144 204.17 36.62 13.6 14.52   .7
  30 -22.5 135 205.00 35.05 13.7 13.81   .8
  30 -22.5 126 204.98 32.66 13.8 13.06   .9
  30 -22.5 117 204.67 31.11 13.8 12.53   .9
  30 -22.5 108 205.07 31.67 13.8 12.64   .9
  30 -22.5  99 205.71 33.84 13.7 13.45   .8
  30 -22.5  90 206.38 35.32 13.6 13.85   .8
  30 -22.5  81 205.98 35.82 13.7 14.26   .7
  30 -22.5  72 205.73 36.24 13.6 14.52   .7
  30 -22.5  63 205.36 36.30 13.7 14.49   .7
  30 -22.5  54 205.21 36.00 13.7 14.41   .7
  30 -22.5  45 204.80 36.24 13.7 14.35   .8
  30 -22.5  36 204.62 36.12 13.7 14.41   .8
  30 -22.5  27 204.64 35.38 13.7 14.18   .8
  30 -22.5  18 204.22 35.37 13.7 14.16   .8
  30 -22.5   9 203.23 36.00 13.6 14.50   .7
  30 -15.0 360 205.60 42.25 13.3 16.32   .5
  30 -15.0 351 205.09 43.40 13.3 16.81   .5
  30 -15.0 342 204.16 44.87 13.2 17.51   .4
  30 -15.0 333 201.51 49.02 13.1 19.04   .3
  30 -15.0 324 198.76 53.60 12.8 20.54   .1
  30 -15.0 315 198.76 54.12 12.8 20.56   .1
  30 -15.0 306 199.31 53.63 12.9 19.71   .2
  30 -15.0 297 199.45 53.87 12.9 19.55   .2
  30 -15.0 288 201.75 50.44 13.2 18.46   .3
  30 -15.0 279 204.78 45.00 13.4 16.80   .5
  30 -15.0 270 207.22 41.39 13.5 15.62   .6
  30 -15.0 261 208.41 39.45 13.6 14.97   .6
  30 -15.0 252 208.74 38.92 13.6 14.90   .6
  30 -15.0 243 209.45 38.78 13.6 14.84   .7
  30 -15.0 234 211.02 36.54 13.7 14.04   .7
  30 -15.0 225 212.41 34.37 13.8 13.32   .8
  30 -15.0 216 213.07 33.26 13.8 12.99   .8
  30 -15.0 207 213.19 32.80 13.8 12.86   .8
  30 -15.0 198 212.75 33.59 13.8 13.12   .8
  30 -15.0 189 211.91 34.85 13.7 13.60   .8
  30 -15.0 180 210.81 36.41 13.6 14.13   .7
  30 -15.0 171 209.31 38.40 13.6 14.88   .7
  30 -15.0 162 208.07 40.30 13.5 15.57   .6
  30 -15.0 153 207.49 41.97 13.5 16.05   .6
  30 -15.0 144 207.63 41.99 13.5 15.93   .6
  30 -15.0 135 208.57 39.92 13.6 15.06   .7
  30 -15.0 126 209.46 37.94 13.7 14.33   .7
  30 -15.0 117 210.03 37.34 13.7 14.12   .8
  30 -15.0 108 210.52 37.74 13.7 14.23   .8
  30 -15.0  99 211.19 38.05 13.6 14.32   .7
  30 -15.0  90 211.28 38.16 13.6 14.44   .7
  30 -15.0  81 210.91 38.12 13.7 14.54   .7
  30 -15.0  72 210.63 38.34 13.6 14.70   .7
  30 -15.0  63 210.66 38.63 13.6 14.80   .7
  30 -15.0  54 210.66 38.57 13.6 14.73   .7
  30 -15.0  45 210.16 38.96 13.6 14.89   .7
  30 -15.0  36 209.30 39.19 13.6 15.05   .7
  30 -15.0  27 208.79 38.54 13.6 14.96   .7
  30 -15.0  18 208.35 38.38 13.6 14.97   .7
  30 -15.0   9 206.99 39.91 13.4 15.58   .6
  30  -7.5 360 205.56 50.43 12.9 18.94   .2
  30  -7.5 351 204.88 52.19 12.8 19.38   .2
  30  -7.5 342 204.18 52.31 12.8 19.74   .1
  30  -7.5 333 202.81 54.33 12.7 20.52   .1
  30  -7.5 324 201.01 57.52 12.5 21.40   .0
  30  -7.5 315 200.26 57.96 12.6 21.46   .1
  30  -7.5 306 199.71 59.19 12.6 20.33   .1
  30  -7.5 297 196.91 62.63 12.7 21.61 12.0
  30  -7.5 288 199.30 58.86 12.9 20.50   .1
  30  -7.5 279 202.13 53.84 13.0 18.51   .2
  30  -7.5 270 205.19 50.32 13.2 17.88   .3
  30  -7.5 261 207.38 48.58 13.3 17.49   .4
  30  -7.5 252 208.37 48.04 13.3 17.63   .4
  30  -7.5 243 210.96 45.47 13.4 16.74   .5
  30  -7.5 234 213.74 39.87 13.6 14.62   .7
  30  -7.5 225 215.55 35.62 13.7 13.32   .8
  30  -7.5 216 216.41 33.70 13.8 12.71   .8
  30  -7.5 207 216.79 33.37 13.8 12.62   .8
  30  -7.5 198 216.35 34.32 13.8 12.95   .8
  30  -7.5 189 215.70 35.78 13.7 13.44   .8
  30  -7.5 180 214.81 37.85 13.6 14.24   .7
  30  -7.5 171 212.77 41.03 13.5 15.30   .6
  30  -7.5 162 209.81 45.61 13.3 16.88   .5
  30  -7.5 153 207.82 49.75 13.2 18.21   .3
  30  -7.5 144 207.87 49.77 13.2 18.02   .3
  30  -7.5 135 209.94 45.97 13.4 16.83   .5
  30  -7.5 126 212.66 42.69 13.5 15.50   .6
  30  -7.5 117 214.35 41.31 13.6 15.00   .7
  30  -7.5 108 215.10 40.33 13.6 14.72   .7
  30  -7.5  99 215.00 38.92 13.6 14.20   .7
  30  -7.5  90 214.36 38.27 13.7 14.07   .7
  30  -7.5  81 214.14 38.10 13.7 14.00   .7
  30  -7.5  72 214.02 38.15 13.6 14.11   .7
  30  -7.5  63 213.63 38.77 13.6 14.37   .7
  30  -7.5  54 213.54 39.11 13.6 14.41   .7
  30  -7.5  45 213.14 39.44 13.6 14.74   .7
  30  -7.5  36 211.75 40.81 13.5 15.33   .6
  30  -7.5  27 210.23 42.52 13.4 16.00   .5
  30  -7.5  18 209.14 43.95 13.3 16.62   .5
  30  -7.5   9 207.51 46.58 13.1 17.47   .4
  30    .0 360 204.67 57.18 12.6 21.40   .0
  30    .0 351 205.66 55.99 12.7 20.14   .1
