  Ls Hgt   Lat     UA0   UA1  Up1   UA2  Up2    VA0   VA1  Vp1   VA2  Vp2
  30  80 -62.50    5.5   4.0 17.5   9.1 20.2    -.1   4.0 23.5  10.0 11.2
  30  85 -62.50    9.4   7.8 17.5   8.1 20.2    -.1   7.9 23.5   9.1 11.2
  30  90 -62.50   14.9  13.4 17.4  15.2 18.2    -.4  14.7 23.4  17.0 21.2
  30  95 -62.50   21.7  20.3 17.2  27.1 17.2    -.9  24.6 23.2  30.3 20.1
  30 100 -62.50   29.1  27.9 16.9  37.9 16.3   -1.8  36.8 22.8  42.9 19.2
  30 105 -62.50   36.7  35.7 16.8  44.3 15.5   -2.8  49.1 22.6  50.5 18.4
  30 110 -62.50   44.6  42.8 16.9  45.3 14.8   -4.1  58.9 22.6  52.1 17.7
  30 115 -62.50   52.6  49.2 17.2  43.1 14.3   -6.7  67.3 22.9  49.8 17.2
  30 120 -62.50   59.3  55.2 17.6  40.2 13.9  -10.2  75.6 23.3  46.5 16.8
  30 125 -62.50   63.9  60.4 18.0  37.5 13.5  -13.6  83.4 23.6  43.5 16.4
  30 130 -62.50   66.8  64.6 18.2  35.4 13.3  -15.9  90.0 23.9  41.0 16.2
  30 135 -62.50   68.4  67.9 18.4  33.9 13.1  -17.2  95.1 24.0  39.0 16.0
  30 140 -62.50   69.3  70.3 18.6  32.8 13.0  -17.8  99.1 24.1  37.4 15.8
  30 145 -62.50   69.8  72.0 18.7  32.1 12.8  -17.8 102.0 24.2  36.2 15.7
  30 150 -62.50   70.0  73.3 18.8  31.6 12.8  -17.5 104.2 24.2  35.2 15.6
  30 155 -62.50   70.2  74.2 18.8  31.3 12.7  -17.2 105.8 24.2  34.4 15.5
  30 160 -62.50   70.3  74.8 18.9  31.0 12.7  -16.9 107.0 24.2  33.8 15.5
  30 165 -62.50   70.3  75.3 18.9  30.9 12.6  -16.6 107.9 24.3  33.3 15.4
  30 170 -62.50   70.4  75.7 18.9  30.8 12.6  -16.3 108.5 24.3  33.0 15.4
  30  80 -57.50    4.8   3.4 17.5  10.8 20.8    -.4   3.5 23.5  12.1 11.7
  30  85 -57.50    8.6   6.5 17.5   8.3 20.8    -.3   6.9 23.5   9.5 11.7
  30  90 -57.50   13.5  11.0 17.5  13.6 18.5    -.5  12.5 23.5  15.5 21.5
  30  95 -57.50   19.7  16.3 17.4  25.1 17.3   -1.0  20.5 23.2  28.5 20.3
  30 100 -57.50   26.6  22.1 17.3  36.2 16.5   -1.7  30.6 23.0  41.4 19.4
  30 105 -57.50   34.0  28.7 17.3  43.6 15.6   -2.6  41.7 22.8  50.1 18.5
  30 110 -57.50   42.3  35.5 17.4  45.3 14.9   -3.8  51.9 22.9  52.4 17.8
  30 115 -57.50   50.5  42.1 17.6  43.2 14.3   -6.0  61.4 23.2  49.8 17.2
  30 120 -57.50   57.3  48.3 18.0  40.3 13.8   -9.3  71.6 23.6  45.9 16.7
  30 125 -57.50   62.1  53.7 18.3  37.7 13.4  -12.5  81.8 23.9  42.3 16.2
  30 130 -57.50   64.8  58.4 18.6  35.7 13.1  -14.6  90.7 24.1  39.4 15.9
  30 135 -57.50   66.3  62.0 18.8  34.3 12.9  -15.7  97.6 24.2  37.1 15.6
  30 140 -57.50   67.2  64.8 19.0  33.3 12.7  -16.0 102.9 24.3  35.2 15.4
  30 145 -57.50   67.6  66.8 19.1  32.5 12.6  -15.9 106.8 24.3  33.7 15.3
  30 150 -57.50   67.8  68.2 19.1  32.0 12.5  -15.5 109.7 24.3  32.4 15.2
  30 155 -57.50   68.0  69.3 19.2  31.7 12.4  -15.1 111.8 24.3  31.4 15.1
  30 160 -57.50   68.0  70.1 19.2  31.4 12.3  -14.7 113.3 24.3  30.6 15.0
  30 165 -57.50   68.0  70.7 19.3  31.2 12.3  -14.2 114.5 24.3  30.0 14.9
  30 170 -57.50   68.1  71.1 19.3  31.1 12.2  -13.9 115.4 24.3  29.5 14.9
  30  80 -52.50    4.0   2.9 17.5  11.8 21.2    -.6   3.1 23.4  13.2 12.1
  30  85 -52.50    7.7   5.7 17.5   8.0 21.2    -.6   6.4 23.4   9.3 12.1
  30  90 -52.50   12.4   9.2 17.6  11.9 18.6    -.7  11.2 23.4  13.9 21.6
  30  95 -52.50   17.9  13.3 17.6  22.6 17.4   -1.1  17.7 23.3  26.1 20.3
  30 100 -52.50   24.2  17.8 17.6  33.3 16.5   -1.6  25.9 23.1  38.5 19.4
  30 105 -52.50   31.4  23.2 17.7  40.7 15.7   -2.5  35.4 23.0  46.9 18.6
  30 110 -52.50   39.4  29.7 17.8  42.6 15.0   -3.6  45.2 23.2  48.9 17.8
  30 115 -52.50   47.3  35.9 18.0  40.4 14.3   -5.7  55.3 23.6  45.5 17.1
  30 120 -52.50   53.6  41.5 18.3  37.3 13.8   -8.5  67.3 24.0  40.8 16.4
  30 125 -52.50   57.6  46.5 18.7  34.8 13.3  -11.1  79.6 24.2  36.8 15.8
  30 130 -52.50   60.1  50.9 18.9  33.0 13.0  -12.8  90.4 24.3  33.7 15.4
  30 135 -52.50   61.4  54.6 19.1  31.8 12.7  -13.5  98.9 24.4  31.3 15.0
  30 140 -52.50   62.0  57.5 19.3  30.9 12.5  -13.4 105.3 24.4  29.3 14.7
  30 145 -52.50   62.3  59.7 19.4  30.2 12.3  -13.0 109.9 24.4  27.6 14.5
  30 150 -52.50   62.5  61.3 19.5  29.7 12.2  -12.4 113.3 24.4  26.2 14.4
  30 155 -52.50   62.5  62.5 19.5  29.4 12.1  -11.8 115.7 24.4  25.1 14.2
  30 160 -52.50   62.6  63.4 19.5  29.1 12.0  -11.2 117.5 24.3  24.2 14.1
  30 165 -52.50   62.6  64.1 19.6  28.9 11.9  -10.7 118.8 24.3  23.5 14.1
  30 170 -52.50   62.6  64.6 19.6  28.8 11.9  -10.3 119.8 24.3  22.9 14.0
  30  80 -47.50    3.2   2.4 17.6  11.6 21.7    -.7   2.9 23.5  12.5 12.4
  30  85 -47.50    6.8   5.0 17.6   6.7 21.7   -1.0   6.2 23.5   7.5 12.4
  30  90 -47.50   11.3   7.9 17.6   9.4 18.5   -1.0  10.5 23.4  11.3 21.4
  30  95 -47.50   16.3  11.1 17.6  19.4 17.3   -1.1  15.9 23.3  22.8 20.1
  30 100 -47.50   22.0  14.4 17.7  29.2 16.4   -1.5  22.4 23.2  34.0 19.3
  30 105 -47.50   28.7  18.7 17.9  35.9 15.7   -2.1  30.2 23.2  41.3 18.4
  30 110 -47.50   36.3  24.4 18.1  37.3 14.9   -3.3  39.1 23.5  42.2 17.6
  30 115 -47.50   43.4  29.6 18.3  34.7 14.3   -5.3  49.7 23.9  37.9 16.7
  30 120 -47.50   48.7  33.8 18.6  31.4 13.7   -7.8  62.9 24.2  32.9 15.9
  30 125 -47.50   52.0  37.7 19.0  28.9 13.2   -9.8  76.6 24.4  29.2 15.1
  30 130 -47.50   53.8  41.5 19.3  27.1 12.8  -10.9  88.6 24.4  26.8 14.4
  30 135 -47.50   54.8  45.0 19.5  25.9 12.4  -11.1  97.9 24.4  25.1 13.9
  30 140 -47.50   55.3  48.0 19.7  25.0 12.2  -10.8 104.8 24.4  23.7 13.5
  30 145 -47.50   55.5  50.3 19.8  24.4 12.0  -10.2 109.8 24.3  22.5 13.2
  30 150 -47.50   55.6  52.1 19.8  23.9 11.8   -9.5 113.3 24.3  21.6 13.0
  30 155 -47.50   55.7  53.5 19.9  23.5 11.7   -8.8 115.8 24.2  20.9 12.8
  30 160 -47.50   55.7  54.5 19.9  23.3 11.6   -8.2 117.6 24.2  20.4 12.6
  30 165 -47.50   55.7  55.2 19.9  23.1 11.5   -7.7 118.9 24.2  20.0 12.5
  30 170 -47.50   55.6  55.8 19.9  23.0 11.4   -7.3 119.8 24.2  19.7 12.4
  30  80 -42.50    2.4   2.0 17.9  10.6 22.8    -.8   2.6 23.6  10.5 13.9
  30  85 -42.50    6.0   4.3 17.9   4.6 22.8   -1.3   6.1 23.6   3.9 13.9
  30  90 -42.50   10.2   6.8 17.7   6.3 17.9   -1.0  10.1 23.4   8.6 20.5
  30  95 -42.50   14.8   9.2 17.7  15.4 17.0    -.9  14.7 23.3  18.9 19.7
  30 100 -42.50   20.0  11.5 17.8  23.7 16.2   -1.0  19.9 23.3  27.9 18.9
  30 105 -42.50   26.1  14.7 18.1  29.2 15.5   -1.4  26.1 23.4  33.6 18.1
