  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2    PA0     PA1%  Pp1  PA2%  Pp2    DA0
  30  30 -37.5 184.41  2.88 13.5  1.54 10.4 2.666E+01  2.96 19.2  1.09 11.6 7.647E-04
  30  25 -37.5 190.08  3.74 16.5  1.31 11.7 4.507E+01  2.58 20.2   .78 11.9 1.255E-03
  30  20 -37.5 193.26  4.19 18.9  1.15   .8 7.531E+01  1.85 21.5   .49 11.8 2.062E-03
  30  15 -37.5 194.97  3.80 20.3   .95  1.5 1.250E+02  1.09 23.4   .35 10.7 3.393E-03
  30  10 -37.5 195.70  2.74 21.0   .85  2.2 2.069E+02   .74  2.9   .41  9.5 5.595E-03
  30   5 -37.5 195.12  1.65 20.1   .94  3.3 3.424E+02   .92  5.4   .57  9.2 9.287E-03
  30   0 -37.5 193.03  2.73 17.7  1.17  3.0 5.640E+02  1.04  6.0   .47  9.0 1.547E-02
  30  80 -30.0 130.12  8.57 18.9  6.05  9.5 3.196E-02 12.23  5.2 12.93 10.5 1.297E-06
  30  75 -30.0 134.59  8.61 22.4  6.92  9.8 6.729E-02 10.78  6.5 10.12 10.7 2.646E-06
  30  70 -30.0 137.83  9.24  3.0  7.25 10.3 1.387E-01  9.20  8.2  7.27 11.1 5.332E-06
  30  65 -30.0 138.65 13.05  6.1  5.39 11.6 2.833E-01  6.54 11.7  4.49 11.2 1.085E-05
  30  60 -30.0 136.99 13.83  8.8  3.28  8.3 5.814E-01  6.70 16.7  3.43 11.1 2.261E-05
  30  55 -30.0 136.76  8.78 12.0  4.89 10.0 1.199E+00  8.90 19.3  2.69 11.8 4.657E-05
  30  50 -30.0 141.78  6.44 17.3  2.58   .4 2.434E+00  8.34 20.6  1.77   .7 9.086E-05
  30  45 -30.0 150.20  6.97 20.6  1.37  1.3 4.781E+00  5.98 21.3  1.16   .7 1.684E-04
  30  40 -30.0 161.20  6.09 22.4  1.18  2.2 9.008E+00  3.63 21.2   .95   .5 2.958E-04
  30  35 -30.0 172.58  3.56 23.9   .84  2.5 1.625E+01  2.50 19.9   .83   .2 4.984E-04
  30  30 -30.0 182.93  2.26 13.9   .99 11.8 2.826E+01  2.08 19.1   .69   .2 8.174E-04
  30  25 -30.0 190.87  2.56 15.5  1.20   .9 4.783E+01  1.72 19.9   .48 12.0 1.326E-03
  30  20 -30.0 196.02  2.84 17.8   .96  2.0 7.954E+01  1.30 21.3   .38 10.8 2.147E-03
  30  15 -30.0 199.28  2.98 19.6   .71  2.8 1.309E+02   .86 23.4   .41  9.9 3.474E-03
  30  10 -30.0 201.24  2.39 20.7   .69  3.3 2.139E+02   .70  2.9   .51  9.7 5.624E-03
  30   5 -30.0 202.43  2.12 19.0   .97  3.4 3.484E+02   .89  5.2   .67  9.6 9.107E-03
  30   0 -30.0 200.50  3.30 17.9  1.69  2.7 5.706E+02   .83  7.2   .56  8.8 1.506E-02
  30  80 -22.5 130.24 10.42 19.3  4.63 10.0 3.061E-02 14.69  4.0 12.75 10.4 1.244E-06
  30  75 -22.5 134.51 10.83 22.4  6.17  9.2 6.449E-02 12.95  6.1 10.64 10.6 2.543E-06
  30  70 -22.5 136.12 12.25  2.6  8.14 10.0 1.339E-01 11.09  8.3  7.96 11.0 5.221E-06
  30  65 -22.5 137.13 16.72  5.9  5.17 11.1 2.762E-01  8.70 11.8  4.95 11.5 1.073E-05
  30  60 -22.5 136.94 16.77  9.2  3.17  8.7 5.705E-01  8.74 16.3  3.44 11.6 2.224E-05
  30  55 -22.5 136.87 11.83 12.4  5.06 10.2 1.179E+00 10.13 19.3  2.97   .5 4.580E-05
  30  50 -22.5 140.24  8.34 17.1  3.70   .2 2.403E+00  9.56 21.0  2.26  1.7 9.073E-05
  30  45 -22.5 146.94  8.32 20.4  1.98  1.9 4.774E+00  6.80 22.1  1.53  2.5 1.719E-04
  30  40 -22.5 157.93  7.19 22.2  1.62  2.3 9.118E+00  4.01 23.0   .91  2.9 3.056E-04
  30  35 -22.5 169.74  5.30 23.7  1.19  3.0 1.663E+01  2.35 23.2   .52  3.1 5.185E-04
  30  30 -22.5 181.49  3.06  1.6   .86  3.2 2.912E+01  1.69 19.3   .37  3.1 8.489E-04
  30  25 -22.5 190.37  2.24  9.2   .81  3.5 4.942E+01  1.26 17.6   .33  9.6 1.373E-03
  30  20 -22.5 196.85  2.20 14.4   .83  4.0 8.214E+01   .93 19.2   .38  9.7 2.208E-03
  30  15 -22.5 201.87  2.28 17.6   .70  4.2 1.346E+02   .67 22.0   .50  9.8 3.527E-03
  30  10 -22.5 205.31  1.74 18.5   .60  3.5 2.182E+02   .62  2.3   .61  9.8 5.624E-03
  30   5 -22.5 207.58  2.55 18.1   .84  3.2 3.515E+02   .84  4.3   .72  9.7 8.960E-03
  30   0 -22.5 209.85  2.55 18.1   .84  3.2 5.633E+02   .84  4.3   .72  9.7 1.420E-02
  30  80 -15.0 129.93 11.54 18.4  4.15 10.0 2.949E-02 14.65  3.3 13.03 10.4 1.203E-06
  30  75 -15.0 133.35 12.65 22.3  6.31  8.9 6.247E-02 13.12  5.9 11.27 10.5 2.490E-06
  30  70 -15.0 135.42 15.46  2.2  8.66  9.6 1.307E-01 11.69  8.9  8.93 10.9 5.143E-06
  30  65 -15.0 137.38 17.99  5.8  5.52 10.3 2.704E-01 11.17 12.1  6.10 11.6 1.051E-05
  30  60 -15.0 136.99 19.04  9.4  5.49  9.7 5.589E-01 10.74 15.7  4.32   .2 2.181E-05
  30  55 -15.0 137.70 15.76 12.5  5.95 11.0 1.154E+00 11.07 19.0  3.33  1.3 4.469E-05
  30  50 -15.0 138.95 11.10 16.9  3.85  1.0 2.357E+00 10.27 21.2  2.54  2.4 8.990E-05
  30  45 -15.0 144.60  8.69 20.4  2.12  2.3 4.726E+00  7.39 22.7  1.70  3.1 1.729E-04
  30  40 -15.0 155.94  7.83 22.3  1.52  2.4 9.110E+00  4.43 23.9  1.24  3.8 3.092E-04
  30  35 -15.0 168.13  6.65 23.4  1.42  3.2 1.673E+01  2.39  1.8   .89  4.4 5.268E-04
  30  30 -15.0 179.17  4.70  1.4  1.36  3.9 2.948E+01  1.86  6.8   .65  5.4 8.708E-04
  30  25 -15.0 189.04  3.07  4.7  1.25  4.3 5.030E+01  1.59 11.5   .52  7.5 1.408E-03
  30  20 -15.0 196.83  2.98  9.9  1.05  4.4 8.375E+01  1.13 13.6   .50  9.2 2.251E-03
  30  15 -15.0 203.42  2.44 13.1   .81  4.5 1.370E+02   .76 15.6   .59  9.6 3.562E-03
  30  10 -15.0 208.27  2.37 14.7   .55  4.1 2.210E+02   .68 21.1   .67  9.8 5.614E-03
  30   5 -15.0 211.82  3.51 16.5   .68  3.4 3.530E+02   .80  2.3   .73  9.8 8.819E-03
  30   0 -15.0 213.47 11.43 16.8  2.59  2.6 5.575E+02  1.63  4.0   .73  9.7 1.386E-02
  30  80  -7.5 130.10 13.09 17.9  4.32 11.0 2.875E-02 15.33  1.8 13.27 10.5 1.172E-06
  30  75  -7.5 132.95 14.64 21.7  6.17  8.8 6.102E-02 13.59  5.6 11.57 10.5 2.445E-06
  30  70  -7.5 134.79 17.02  1.8  8.08  9.5 1.282E-01 13.10  9.0  9.53 11.0 5.080E-06
  30  65  -7.5 136.97 18.98  5.7  5.67  9.8 2.666E-01 13.31 12.2  7.04 11.7 1.042E-05
  30  60  -7.5 137.94 20.82  9.5  7.45 10.0 5.508E-01 12.53 15.4  5.09   .6 2.139E-05
  30  55  -7.5 138.21 17.58 12.7  7.09 11.8 1.133E+00 11.66 18.7  3.68  1.8 4.377E-05
  30  50  -7.5 138.40 11.93 16.7  4.56  1.9 2.319E+00 10.28 21.1  2.40  2.9 8.886E-05
  30  45  -7.5 143.31  9.07 20.3  1.92  3.5 4.673E+00  7.41 22.9  1.53  3.5 1.726E-04
  30  40  -7.5 154.50  7.50 22.5  1.24  3.8 9.062E+00  4.53   .3  1.20  3.6 3.104E-04
  30  35  -7.5 166.28  6.67 23.4  1.16  2.1 1.674E+01  2.56  2.2   .90  3.8 5.328E-04
  30  30  -7.5 177.53  5.39   .8  1.25  3.0 2.967E+01  2.04  7.1   .68  4.8 8.845E-04
  30  25  -7.5 187.66  3.95  3.4  1.28  3.6 5.085E+01  1.93 10.7   .59  7.2 1.434E-03
  30  20  -7.5 196.60  3.53  7.5  1.17  4.2 8.486E+01  1.69 12.6   .56  8.7 2.284E-03
  30  15  -7.5 204.13  3.85 10.8   .97  5.1 1.387E+02  1.27 14.6   .61  9.4 3.595E-03
  30  10  -7.5 210.52  4.39 13.7   .57  5.2 2.231E+02   .89 17.7   .67  9.7 5.607E-03
  30   5  -7.5 215.31  4.72 16.1   .56  3.6 3.541E+02   .83 23.7   .70  9.8 8.705E-03
  30   0  -7.5 218.89  8.65 17.8  1.84  3.1 5.568E+02  1.52  3.7   .82  9.6 1.348E-02
  30  80    .0 131.05 12.88 17.2  5.42 10.2 2.851E-02 14.73   .6 14.02 10.6 1.153E-06
  30  75    .0 134.02 12.60 21.5  7.49  9.8 6.006E-02 12.99  4.6 10.92 10.8 2.380E-06
  30  70    .0 135.60 15.63  1.7  8.77 10.3 1.253E-01 11.58  8.7  7.52 11.2 4.927E-06
  30  65    .0 136.31 16.90  5.2  4.92 11.1 2.604E-01 11.65 12.8  4.99 11.7 1.021E-05
  30  60    .0 136.08 17.02  9.4  5.23  8.9 5.410E-01 12.25 16.0  3.87   .2 2.125E-05
  30  55    .0 137.28 15.08 12.9  5.63 11.1 1.119E+00 11.64 18.8  3.18  1.3 4.340E-05
  30  50    .0 137.16 10.42 16.9  3.95  1.3 2.299E+00  9.73 21.1  2.21  2.6 8.879E-05
  30  45    .0 142.82  7.97 20.2  2.12  3.7 4.648E+00  6.92 22.7  1.46  3.5 1.722E-04
  30  40    .0 153.86  7.00 22.3  1.20  4.8 9.028E+00  4.27 23.9  1.10  3.0 3.105E-04
  30  35    .0 165.63  6.15 23.4   .95  2.3 1.672E+01  2.28  1.8   .89  2.6 5.342E-04
  30  30    .0 177.07  5.06   .6  1.15  2.1 2.969E+01  1.65  7.7   .66  2.7 8.875E-04
  30  25    .0 187.04  3.83  3.2  1.08  2.6 5.097E+01  1.82 11.5   .55  7.9 1.442E-03
  30  20    .0 196.15  3.56  6.9  1.10  3.6 8.519E+01  1.85 13.3   .53  8.8 2.298E-03
  30  15    .0 204.29  3.88 10.6   .91  4.5 1.393E+02  1.64 15.0   .55  9.3 3.607E-03
  30  10    .0 211.31  4.83 13.5   .59  4.9 2.237E+02  1.18 17.2   .61  9.6 5.603E-03
  30   5    .0 216.68  5.79 16.0   .53  3.5 3.545E+02   .83 21.6   .66  9.8 8.660E-03
  30   0    .0 219.66  7.48 17.8  1.51  3.4 5.567E+02  1.29  3.2   .77  9.6 1.342E-02
  30  80   7.5 131.96 11.95 16.6  6.15 10.0 2.854E-02 13.40 23.4 14.18 10.9 1.144E-06
  30  75   7.5 135.05 11.53 20.4  8.22 10.2 5.977E-02 11.73  3.5 10.78 11.1 2.347E-06
  30  70   7.5 135.83 14.38  2.1 10.42 10.8 1.240E-01  9.83  7.6  6.89 11.5 4.863E-06
  30  65   7.5 135.59 13.92  5.0  6.89   .5 2.580E-01  9.71 14.1  4.05 11.7 1.015E-05
  30  60   7.5 134.36 12.15  9.2  4.02  6.0 5.383E-01 11.11 16.7  3.27 10.6 2.134E-05
  30  55   7.5 136.00 10.85 13.1  3.83  9.0 1.120E+00 10.76 18.9  2.89 11.8 4.370E-05
  30  50   7.5 136.62  8.47 17.1  2.80 11.7 2.311E+00  8.91 20.8  2.37  1.2 8.953E-05
  30  45   7.5 143.26  6.49 20.5  1.86  1.8 4.676E+00  6.25 22.1  1.69  1.9 1.726E-04
  30  40   7.5 154.27  6.15 21.6  1.37  2.4 9.058E+00  3.81 22.9  1.22  1.8 3.107E-04
  30  35   7.5 166.25  5.62 23.5   .97  2.2 1.674E+01  2.09 23.6   .91  1.3 5.328E-04
  30  30   7.5 177.39  4.20  1.4   .92  1.8 2.968E+01  1.58 14.2   .68   .8 8.854E-04
  30  25   7.5 187.69  2.72  4.1   .83  2.7 5.089E+01  1.69 14.3   .52 11.1 1.435E-03
  30  20   7.5 196.34  2.20  8.0   .76  3.2 8.495E+01  1.80 15.1   .46  9.9 2.289E-03
  30  15   7.5 204.09  2.39 12.0   .73  3.4 1.389E+02  1.67 16.0   .47  9.7 3.600E-03
  30  10   7.5 210.63  3.23 14.1   .60  3.5 2.233E+02  1.28 17.3   .52  9.6 5.608E-03
