  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2    PA0     PA1%  Pp1  PA2%  Pp2    DA0
  90   5  60.0 222.27  3.63 18.3   .29  2.6 3.357E+02  1.17 17.8   .21 11.1 7.991E-03
  90   0  60.0 223.95  3.65 18.2   .36   .6 5.218E+02   .67 16.7   .19  9.9 1.233E-02
  90  80  67.5 132.76 11.65 14.3  8.50   .4 4.301E-02 16.94 14.0 10.20  3.2 1.715E-06
  90  75  67.5 133.53 11.51 14.6  8.16   .6 9.036E-02 13.76 13.5  6.90  5.5 3.592E-06
  90  70  67.5 133.21  9.80 13.1  5.57  4.1 1.895E-01 10.25 12.5  4.40  6.9 7.541E-06
  90  65  67.5 133.51  7.74 11.2  2.84  5.3 3.970E-01  6.98 14.4  3.19  9.1 1.574E-05
  90  60  67.5 136.31  5.26  5.5  2.40  8.4 8.244E-01  5.22 19.3  2.31 11.8 3.201E-05
  90  55  67.5 140.59  5.08  5.7  1.89  9.2 1.681E+00  4.05 18.1  1.82  1.9 6.331E-05
  90  50  67.5 148.88  3.92  6.0  1.45  3.1 3.319E+00  4.36 18.0  1.40  2.2 1.180E-04
  90  45  67.5 160.50  1.83  5.3  1.12  3.1 6.265E+00  4.95 18.0  1.03  1.6 2.065E-04
  90  40  67.5 173.17  1.46 18.9   .84  2.5 1.130E+01  5.01 17.9   .75   .6 3.451E-04
  90  35  67.5 184.81  1.68 17.9   .73   .7 1.957E+01  4.74 17.9   .54 12.0 5.601E-04
  90  30  67.5 194.86  2.06 17.7   .61   .4 3.285E+01  4.29 18.0   .39 11.6 8.918E-04
  90  25  67.5 203.53  2.50 17.8   .55 10.2 5.383E+01  3.74 18.0   .27 11.7 1.399E-03
  90  20  67.5 210.99  2.97 18.0   .50 11.0 8.651E+01  3.11 18.0   .19   .5 2.169E-03
  90  15  67.5 217.06  3.31 18.1   .37  1.3 1.370E+02  2.43 18.0   .16   .7 3.339E-03
  90  10  67.5 221.35  3.48 18.1   .25  4.5 2.147E+02  1.75 17.9   .15 12.0 5.131E-03
  90   5  67.5 223.65  3.48 18.1   .22  6.1 3.341E+02  1.07 17.8   .16 11.6 7.904E-03
  90   0  67.5 224.08  3.26 18.1   .27   .8 5.185E+02   .51 17.2   .16 11.2 1.224E-02
  90  80  75.0 132.04 10.52 14.7  8.08  3.9 4.652E-02 15.67 13.5  9.01  3.5 1.867E-06
  90  75  75.0 132.58 11.49 13.7  6.94  3.4 9.836E-02 13.30 12.6  6.14 10.7 3.939E-06
  90  70  75.0 132.85 10.23 11.4  4.02   .3 2.070E-01 10.28 11.8  4.13  9.9 8.258E-06
  90  65  75.0 134.04  8.39 12.1  2.42 10.5 4.336E-01  7.16 13.8  2.94  9.0 1.713E-05
  90  60  75.0 140.00  5.53  7.2  1.87  8.1 8.902E-01  5.08 20.7  2.25  9.8 3.365E-05
  90  55  75.0 148.45  4.64  5.3  1.66   .4 1.765E+00  3.69 18.7  1.67  2.0 6.295E-05
  90  50  75.0 155.85  4.07  5.6  1.43  1.3 3.371E+00  3.36 18.1  1.17  3.9 1.145E-04
  90  45  75.0 164.50  2.36  5.7  1.09  7.7 6.228E+00  3.98 18.0   .80  4.1 2.003E-04
  90  40  75.0 174.91  1.45 20.5   .82  2.3 1.112E+01  4.16 17.9   .54  4.1 3.362E-04
  90  35  75.0 185.37  1.64 17.9   .58  4.0 1.919E+01  3.92 17.9   .38  5.2 5.475E-04
  90  30  75.0 194.98  2.17 17.7   .53  8.1 3.218E+01  3.45 17.9   .27  6.6 8.731E-04
  90  25  75.0 203.36  2.49 17.9   .48   .1 5.273E+01  2.89 18.0   .17  6.0 1.372E-03
  90  20  75.0 210.54  2.54 18.0   .41  3.1 8.482E+01  2.31 18.0   .11  6.6 2.131E-03
  90  15  75.0 216.17  2.49 18.0   .31  5.8 1.345E+02  1.77 17.9   .10  7.9 3.292E-03
  90  10  75.0 219.48  2.43 18.1   .23  7.0 2.114E+02  1.27 17.9   .12 10.6 5.096E-03
  90   5  75.0 219.85  2.41 18.0   .19  7.4 3.309E+02   .78 17.8   .14 11.8 7.962E-03
  90   0  75.0 216.65  2.33 17.9   .45  1.1 5.189E+02   .35 17.4   .15 10.6 1.267E-02
  90  80  82.5 131.01 12.03 14.7  8.88 11.5 4.888E-02 15.70 13.0  9.79  9.1 1.980E-06
  90  75  82.5 132.23 12.95 12.3  7.46  8.1 1.038E-01 14.04 11.8  6.31  9.1 4.169E-06
  90  70  82.5 132.34 11.55 10.3  3.63 10.4 2.189E-01 10.92 14.9  3.83  8.2 8.764E-06
  90  65  82.5 134.92  9.09 16.5  2.09  5.9 4.580E-01  7.38  4.6  3.02  7.3 1.797E-05
  90  60  82.5 141.35  5.89 21.8  1.88  7.5 9.368E-01  4.75  3.7  2.26  9.1 3.507E-05
  90  55  82.5 149.87  3.50  4.3  1.62  7.5 1.842E+00  3.05 14.4  1.53 11.9 6.503E-05
  90  50  82.5 158.08  2.32  6.4  1.28  9.4 3.486E+00  2.08 17.1  1.01  1.1 1.167E-04
  90  45  82.5 167.34  1.83  6.1   .98  3.7 6.380E+00  1.47 17.6   .65  1.1 2.017E-04
  90  40  82.5 177.53  1.53  7.2   .73  4.8 1.129E+01  1.18 17.8   .50   .2 3.364E-04
  90  35  82.5 187.44  1.15 13.4   .58  6.9 1.935E+01  1.06 17.9   .43 11.9 5.463E-04
  90  30  82.5 196.27   .87 18.6   .60 11.4 3.232E+01   .95 18.0   .34   .1 8.712E-04
  90  25  82.5 204.19   .68 18.4   .62   .1 5.282E+01   .83 17.9   .22   .2 1.369E-03
  90  20  82.5 211.29   .68 17.8   .50   .6 8.481E+01   .71 17.9   .13   .0 2.124E-03
  90  15  82.5 216.84   .75 17.8   .30  1.8 1.343E+02   .58 17.9   .11 11.6 3.276E-03
  90  10  82.5 220.08   .73 18.0   .27  9.3 2.108E+02   .45 17.9   .11 11.7 5.066E-03
  90   5  82.5 220.08   .83 18.1   .30 11.6 3.295E+02   .32 17.8   .13   .1 7.922E-03
  90   0  82.5 215.38  1.02 17.9   .47  2.1 5.172E+02   .17 17.4   .15  8.8 1.270E-02
  90  80  90.0 134.80 14.87  1.6 10.40  1.6 5.335E-02 14.16 19.8  9.84 11.3 2.111E-06
  90  75  90.0 135.07 15.11 22.6  9.27  8.0 1.110E-01 14.08   .8  7.28 11.4 4.372E-06
  90  70  90.0 134.50 11.59 13.4  5.28 10.9 2.311E-01 11.25 22.0  4.18  3.2 9.102E-06
  90  65  90.0 135.81  8.95 22.4  2.44   .6 4.798E-01  7.80 20.8  2.52  6.4 1.870E-05
  90  60  90.0 144.64  7.23 18.7   .76  1.5 9.680E-01  4.69  1.2  1.85  6.5 3.542E-05
  90  55  90.0 152.60  4.16 15.0  1.11  7.2 1.874E+00  2.76 17.1  1.54   .4 6.498E-05
  90  50  90.0 159.92   .99 16.3  1.16 11.9 3.518E+00  2.05  1.9  1.12  2.6 1.164E-04
  90  45  90.0 168.31  1.95 19.5   .94   .8 6.412E+00  1.58   .6   .73  1.9 2.015E-04
  90  40  90.0 178.47  1.47 16.0   .69  2.1 1.132E+01  1.01   .5   .47  1.1 3.356E-04
  90  35  90.0 188.76   .62  2.3   .63  1.4 1.936E+01   .71 18.2   .30 11.6 5.426E-04
  90  30  90.0 197.41   .87 19.2   .84 11.1 3.223E+01   .53 19.3   .16  1.7 8.638E-04
  90  25  90.0 205.18   .60  9.2   .28  4.9 5.253E+01   .38  1.4   .18 11.1 1.355E-03
  90  20  90.0 211.77   .56   .1   .89  8.4 8.419E+01   .28 17.3   .10  3.5 2.103E-03
  90  15  90.0 217.06   .45 22.4   .43  1.2 1.332E+02   .21   .5   .10 11.9 3.245E-03
  90  10  90.0 220.12   .42 18.1   .60 11.5 2.089E+02   .18 23.8   .12 10.1 5.020E-03
  90   5  90.0 219.42   .35 20.5   .23  9.8 3.268E+02   .17 23.3   .14  2.8 7.879E-03
  90   0  90.0 212.00   .42 23.5  1.40  3.6 5.150E+02   .12 22.5   .15   .3 1.285E-02
 120  80 -90.0 108.95  1.61  3.8   .95 10.8 9.628E-03  9.50  2.8  3.12   .3 4.668E-07
 120  75 -90.0 122.18  2.31  2.0  3.82  4.2 2.246E-02  7.99  6.0  1.98   .6 9.721E-07
 120  70 -90.0 134.29  2.81  2.6  2.72  9.6 4.856E-02  6.45 23.3  2.39 11.1 1.913E-06
 120  65 -90.0 144.43  1.95 19.7   .76  3.2 9.828E-02  5.28 20.9  2.88 11.1 3.599E-06
 120  60 -90.0 155.07  1.05 21.1   .44  6.5 1.892E-01  4.78  4.2  3.05  1.6 6.454E-06
 120  55 -90.0 161.31  1.73 18.2  1.99  6.3 3.526E-01  4.51  6.9  2.89  2.6 1.156E-05
 120  50 -90.0 165.87  5.01 17.4  1.96  4.4 6.437E-01  3.74 23.9  2.44 10.4 2.054E-05
 120  45 -90.0 167.51  2.64 19.1  1.13  9.8 1.162E+00  3.07  5.3  2.24  7.4 3.671E-05
 120  40 -90.0 166.33  3.78 14.2  2.12 10.5 2.095E+00  2.17  2.1  1.97  9.3 6.665E-05
 120  35 -90.0 163.61  2.91  2.8  2.71 11.2 3.806E+00  1.05  3.0  1.12   .3 1.231E-04
 120  30 -90.0 153.75   .62 18.9   .80  2.8 7.085E+00   .61 16.3   .62  4.0 2.438E-04
 120  25 -90.0 139.09   .52 23.5   .66  1.1 1.387E+01   .36  2.9   .46  9.9 5.276E-04
 120  20 -90.0 131.74   .29 12.0   .60   .6 2.876E+01   .21  1.9   .18  1.1 1.155E-03
 120  15 -90.0 133.74   .10 23.4   .09  8.8 6.043E+01   .23 19.3   .08   .8 2.390E-03
 120  10 -90.0 137.71   .02 21.0   .05  2.0 1.249E+02   .23   .7   .10 10.9 4.797E-03
 120   5 -90.0 142.01   .03  4.5   .05  1.5 2.525E+02   .25  4.5   .10  1.2 9.407E-03
 120   0 -90.0 146.32   .03  4.5   .05  1.5 4.998E+02   .25  4.5   .10  1.2 1.807E-02
 120  80 -82.5 106.14  2.62 16.7  2.34  6.1 9.864E-03 11.50 13.9 10.82  7.2 4.888E-07
 120  75 -82.5 118.34  2.96  2.5  3.00  5.9 2.275E-02  9.63 13.6  8.92  7.4 1.014E-06
 120  70 -82.5 130.75  3.49  9.9  3.24  5.9 5.015E-02  8.07 14.2  7.60  7.7 2.025E-06
 120  65 -82.5 141.99  3.16  9.1  3.60  6.3 1.032E-01  6.91 16.3  6.75  7.9 3.844E-06
 120  60 -82.5 151.56  3.43 11.6  3.51  5.8 2.018E-01  6.01 18.1  6.01  8.2 7.040E-06
 120  55 -82.5 160.35  2.98 17.5  4.00  6.8 3.793E-01  5.16 19.1  5.33  8.6 1.251E-05
 120  50 -82.5 167.12  4.04 20.0  4.41  7.4 6.918E-01  4.33 19.1  4.54  9.0 2.188E-05
 120  45 -82.5 171.64  4.11 23.4  4.50  8.0 1.236E+00  3.43 17.3  3.66  9.6 3.805E-05
 120  40 -82.5 170.61  3.27  2.6  3.91  8.9 2.196E+00  2.75 15.8  2.76 10.3 6.796E-05
 120  35 -82.5 164.34  2.98 16.2  3.38  9.7 3.948E+00  2.17 15.7  1.96 11.3 1.269E-04
 120  30 -82.5 152.23  2.63 15.3  2.18 11.1 7.357E+00  1.49 16.2  1.38   .9 2.556E-04
 120  25 -82.5 140.81  1.75 17.3  1.32  1.9 1.445E+01   .75 12.5   .87  1.8 5.428E-04
 120  20 -82.5 136.38  1.20  8.3   .97  4.4 2.944E+01   .43  5.7   .47   .4 1.142E-03
 120  15 -82.5 135.93   .39 19.3   .57  1.5 6.071E+01   .32  5.0   .23 11.0 2.363E-03
 120  10 -82.5 138.47   .23 19.2   .30 11.0 1.246E+02   .32  5.6   .18  9.6 4.760E-03
 120   5 -82.5 142.29   .12 13.3   .17  9.2 2.512E+02   .33  5.6   .15  9.4 9.339E-03
 120   0 -82.5 146.11   .12 13.3   .17  9.2 4.971E+02   .33  5.6   .15  9.4 1.800E-02
 120  80 -75.0 115.52  3.19 18.7  3.46  6.2 1.543E-02 10.51 17.1  9.70  7.2 7.023E-07
 120  75 -75.0 125.01  3.92 15.7  3.62  6.4 3.489E-02  8.68 17.2  8.16  7.3 1.472E-06
 120  70 -75.0 134.30  4.18 13.9  4.21  7.0 7.453E-02  7.16 17.5  6.65  7.5 2.937E-06
 120  65 -75.0 143.09  4.34 11.7  4.25  6.8 1.520E-01  5.93 18.0  5.14  7.7 5.632E-06
 120  60 -75.0 151.75  4.14 13.7  3.44  7.3 2.968E-01  4.95 18.7  4.06  8.1 1.037E-05
 120  55 -75.0 160.86  4.32 15.6  3.23  7.5 5.578E-01  4.22 19.4  3.39  8.4 1.838E-05
 120  50 -75.0 169.33  4.48 16.9  3.18  7.9 1.013E+00  4.03 20.1  2.76  8.8 3.165E-05
 120  45 -75.0 177.20  3.48 18.4  2.70  7.7 1.786E+00  4.10 20.6  2.24  9.4 5.316E-05
 120  40 -75.0 182.08  3.09 20.3  2.26  8.0 3.083E+00  3.97 21.0  1.81 10.0 8.910E-05
 120  35 -75.0 181.32  3.62 20.8  1.96  8.9 5.284E+00  3.40 21.2  1.50 11.0 1.534E-04
 120  30 -75.0 172.53  4.06 21.5  1.66  9.7 9.193E+00  2.41 21.4  1.22   .5 2.808E-04
 120  25 -75.0 158.74  3.27 19.5  1.42 11.5 1.664E+01  1.29 22.4   .85  1.1 5.538E-04
 120  20 -75.0 147.32  1.60 18.6  1.04  2.1 3.167E+01   .60  3.2   .51  1.1 1.137E-03
 120  15 -75.0 141.21   .62 20.1   .65  1.4 6.279E+01   .55  4.9   .28 10.1 2.352E-03
 120  10 -75.0 140.24   .38 23.4   .36  9.9 1.264E+02   .52  5.5   .16  8.6 4.769E-03
 120   5 -75.0 142.67   .21  4.3   .20  3.7 2.538E+02   .49  5.7   .12  6.3 9.412E-03
 120   0 -75.0 145.09   .21  4.3   .20  3.7 5.037E+02   .49  5.7   .12  6.3 1.837E-02
 120  80 -67.5 120.13  3.87 19.8  3.52  7.5 2.061E-02 10.43 17.1  8.09  6.9 9.045E-07
 120  75 -67.5 127.96  4.52   .2  4.26  6.1 4.553E-02  8.41 16.4  6.75  6.9 1.881E-06
 120  70 -67.5 134.86  5.81  8.4  4.76  6.0 9.640E-02  6.54 17.0  5.45  7.1 3.787E-06
 120  65 -67.5 141.04  5.49 11.1  4.11  5.7 1.973E-01  5.14 18.4  4.39  7.4 7.423E-06
 120  60 -67.5 147.90  4.74 15.5  3.29  6.1 3.911E-01  4.19 19.6  3.83  7.8 1.404E-05
 120  55 -67.5 156.58  4.22 17.9  3.19  6.9 7.486E-01  3.38 20.9  3.36  8.0 2.537E-05
 120  50 -67.5 165.58  3.51 18.1  3.25  7.6 1.382E+00  2.93 22.2  2.75  8.2 4.424E-05
 120  45 -67.5 175.14  2.93 21.1  3.11  7.4 2.465E+00  2.82 23.0  2.10  8.6 7.450E-05
 120  40 -67.5 182.96  2.99 23.8  2.41  7.7 4.271E+00  2.74 23.1  1.64  9.4 1.234E-04
 120  35 -67.5 187.98  3.00  1.5  1.68  8.6 7.252E+00  2.48 21.6  1.31 10.4 2.035E-04
 120  30 -67.5 186.83  3.19  6.0  1.49  9.1 1.224E+01  1.94 19.5  1.03 11.2 3.456E-04
 120  25 -67.5 177.72  2.97 15.2  1.27 10.4 2.098E+01  1.33 20.4   .84 12.0 6.234E-04
 120  20 -67.5 166.26  2.53 18.0  1.02  1.4 3.718E+01   .82 23.8   .63   .3 1.182E-03
 120  15 -67.5 154.70  1.59 20.3   .89   .5 6.875E+01   .82  3.8   .38 11.9 2.350E-03
 120  10 -67.5 146.98   .70 23.1   .46 11.4 1.321E+02   .88  5.4   .20 10.7 4.755E-03
 120   5 -67.5 146.10   .47  5.7   .32  1.9 2.592E+02   .81  5.8   .14  6.9 9.385E-03
 120   0 -67.5 145.21   .47  5.7   .32  1.9 5.107E+02   .81  5.8   .14  6.9 1.860E-02
 120  80 -60.0 123.39  5.83 19.0  3.98  4.2 2.394E-02 10.19 18.5  5.72  6.8 1.024E-06
 120  75 -60.0 129.79  5.17 20.9  3.68  4.4 5.209E-02  7.68 17.8  4.74  7.0 2.123E-06
 120  70 -60.0 134.19  4.74  8.9  3.76  4.9 1.100E-01  6.01 18.2  4.13  7.4 4.341E-06
 120  65 -60.0 138.66  4.91 12.9  3.25  6.9 2.267E-01  5.01 20.0  3.65  7.6 8.661E-06
 120  60 -60.0 144.68  4.17 16.9  2.82  5.5 4.547E-01  4.00 21.9  3.33  7.8 1.665E-05
 120  55 -60.0 151.91  4.06 19.3  3.04  6.3 8.848E-01  3.18 23.4  3.03  8.1 3.088E-05
 120  50 -60.0 159.67  4.07 23.5  3.33  7.1 1.668E+00  2.33   .6  2.52  8.6 5.542E-05
 120  45 -60.0 168.27  3.72  2.0  2.85  8.0 3.046E+00  1.51   .6  1.96  9.1 9.602E-05
 120  40 -60.0 176.34  3.49  2.8  2.30  8.3 5.398E+00  1.19 18.1  1.46  9.7 1.622E-04
 120  35 -60.0 184.26  3.31  5.6  1.59  8.9 9.315E+00  1.35 16.9  1.07 10.3 2.674E-04
 120  30 -60.0 188.89  2.90 10.2  1.35  9.1 1.578E+01  1.61 18.0   .84 10.7 4.414E-04
 120  25 -60.0 187.46  3.77 14.7  1.10 10.2 2.660E+01  1.54 19.9   .69 11.2 7.504E-04
 120  20 -60.0 180.89  3.96 17.9   .90 11.0 4.541E+01  1.21 22.8   .52 11.5 1.329E-03
 120  15 -60.0 171.49  2.86 20.3   .74   .1 7.945E+01  1.09  2.7   .36 11.5 2.453E-03
 120  10 -60.0 160.59  1.46 22.1   .70   .2 1.437E+02  1.17  5.1   .21 10.5 4.735E-03
 120   5 -60.0 153.93   .91  4.9   .47  1.0 2.691E+02  1.16  5.9   .18  8.0 9.250E-03
 120   0 -60.0 147.27   .91  4.9   .47  1.0 5.181E+02  1.16  5.9   .18  8.0 1.862E-02
 120  80 -52.5 126.66  6.42 18.5  4.06  3.0 2.544E-02 10.78 20.8  5.83  7.4 1.061E-06
 120  75 -52.5 131.87  6.57 20.4  4.26  6.3 5.450E-02  8.08   .1  5.13  7.5 2.187E-06
 120  70 -52.5 134.39  5.78  6.7  4.71  4.8 1.144E-01  6.14  2.9  4.62  7.6 4.511E-06
 120  65 -52.5 137.17  4.11  9.8  4.11  6.2 2.367E-01  5.00  1.7  4.01  7.9 9.140E-06
 120  60 -52.5 141.39  4.20 23.0  3.59  7.2 4.805E-01  4.13  2.0  3.11  8.1 1.800E-05
 120  55 -52.5 146.87  4.43  1.9  2.80  7.5 9.537E-01  3.69  3.3  2.45  8.5 3.441E-05
 120  50 -52.5 152.97  4.78  5.2  2.30  7.3 1.842E+00  3.09 13.1  2.02  8.7 6.386E-05
 120  45 -52.5 160.02  4.31  6.4  2.15  7.6 3.459E+00  2.07 17.3  1.70  9.1 1.146E-04
 120  40 -52.5 167.81  3.61  3.7  2.01  8.1 6.313E+00  1.56 17.3  1.39  9.8 1.994E-04
 120  35 -52.5 177.26  3.06  6.3  1.48  8.6 1.118E+01  1.69 17.3  1.12 10.3 3.338E-04
 120  30 -52.5 185.30  3.45 11.3  1.54  9.3 1.924E+01  1.96 18.4   .84 10.8 5.492E-04
 120  25 -52.5 190.69  4.42 15.2  1.22 10.2 3.246E+01  1.89 20.2   .62 11.4 9.006E-04
 120  20 -52.5 190.76  5.04 18.0   .88 12.0 5.439E+01  1.52 22.9   .49 11.6 1.510E-03
 120  15 -52.5 185.31  3.81 20.3   .82   .6 9.186E+01  1.39  2.3   .37 11.4 2.627E-03
 120  10 -52.5 176.24  2.11 22.4   .84   .7 1.584E+02  1.46  4.8   .28 10.4 4.762E-03
 120   5 -52.5 165.32  1.12  3.0   .77   .8 2.821E+02  1.38  5.9   .29  8.8 9.038E-03
 120   0 -52.5 157.00   .95  8.9   .56  4.9 4.907E+02  1.12  5.3   .28  8.2 1.655E-02
 120  80 -45.0 128.67  7.28 18.6  4.54  4.2 2.554E-02 10.18 21.5  7.47  7.3 1.050E-06
 120  75 -45.0 133.87  6.25 19.3  5.66  5.4 5.412E-02  7.93  2.4  6.38  7.5 2.141E-06
 120  70 -45.0 136.07  6.06 22.8  5.49  5.6 1.125E-01  6.23  4.9  5.27  7.8 4.382E-06
 120  65 -45.0 137.57  5.51  1.0  4.66  7.0 2.315E-01  5.18  6.9  4.08  8.3 8.918E-06
 120  60 -45.0 139.39  4.95  4.0  3.72  8.1 4.723E-01  4.58  9.7  2.86  8.7 1.796E-05
 120  55 -45.0 141.40  5.32  7.4  2.65  7.8 9.543E-01  4.35 13.2  2.20  8.8 3.576E-05
 120  50 -45.0 145.59  4.92 10.1  2.61  7.5 1.897E+00  3.97 16.4  1.83  9.1 6.907E-05
 120  45 -45.0 152.31  4.68 12.1  2.16  9.2 3.678E+00  3.20 18.3  1.45  9.5 1.280E-04
 120  40 -45.0 160.40  3.45 20.9  1.51  7.2 6.912E+00  2.57 18.9  1.27  9.8 2.282E-04
 120  35 -45.0 170.63  2.99  6.4  1.81  7.5 1.254E+01  2.11 18.7  1.01 10.4 3.889E-04
 120  30 -45.0 180.06  2.70 12.7  1.49  9.0 2.199E+01  2.11 19.3   .83 11.1 6.460E-04
 120  25 -45.0 190.25  4.22 16.0  1.11 11.4 3.741E+01  1.89 21.1   .66 11.6 1.040E-03
 120  20 -45.0 196.05  4.69 18.4   .84 11.9 6.226E+01  1.60 23.7   .48 11.6 1.681E-03
 120  15 -45.0 194.86  3.70 20.4   .83   .9 1.031E+02  1.57  2.6   .39 11.3 2.801E-03
 120  10 -45.0 188.85  2.28 22.5   .89  1.6 1.722E+02  1.59  4.6   .36 10.2 4.834E-03
 120   5 -45.0 178.43  1.45  2.4  1.05  1.9 2.942E+02  1.52  5.8   .43  9.1 8.737E-03
 120   0 -45.0 164.82  1.42 12.9   .67   .9 5.000E+02  1.22  5.0   .34  8.5 1.612E-02
 120  80 -37.5 131.04  6.71 16.5  4.37  4.3 2.493E-02  9.44 21.2  7.04  7.3 1.006E-06
 120  75 -37.5 136.19  6.24 17.9  5.15  5.3 5.211E-02  7.66  1.6  6.25  7.7 2.027E-06
 120  70 -37.5 137.35  6.59 20.8  4.58  6.2 1.073E-01  6.68  4.2  5.34  8.1 4.141E-06
 120  65 -37.5 138.57  7.09   .2  4.68  7.2 2.196E-01  5.79  6.8  4.29  8.7 8.406E-06
 120  60 -37.5 138.17  7.33  3.7  3.03  8.4 4.487E-01  5.29 10.0  3.30  9.2 1.723E-05
 120  55 -37.5 137.27  7.07  7.8  3.34  7.8 9.196E-01  5.25 13.6  2.58  9.5 3.552E-05
 120  50 -37.5 139.55  6.34 11.7  3.19  8.6 1.877E+00  4.69 17.3  1.95 10.3 7.131E-05
 120  45 -37.5 146.51  5.14 15.4  2.32 11.1 3.741E+00  4.00 20.0  1.46 11.1 1.354E-04
 120  40 -37.5 155.00  3.91 20.2  1.65  2.0 7.196E+00  3.30 21.3  1.09 10.6 2.458E-04
 120  35 -37.5 165.02  3.86   .6  1.53  6.8 1.332E+01  2.45 20.9   .95 10.6 4.272E-04
 120  30 -37.5 177.75  2.14 17.4  1.25  9.0 2.367E+01  2.07 20.4   .81 11.2 7.045E-04
 120  25 -37.5 189.19  2.64 15.6   .99 11.2 4.046E+01  1.88 22.0   .66 11.7 1.131E-03
 120  20 -37.5 196.27  3.16 17.9   .85  1.2 6.741E+01  1.70   .5   .57 11.6 1.818E-03
 120  15 -37.5 197.96  3.06 20.1   .79  1.9 1.111E+02  1.61  2.8   .51 11.0 2.969E-03
 120  10 -37.5 196.66  2.33 21.8   .84  2.0 1.829E+02  1.58  4.7   .49 10.1 4.923E-03
 120   5 -37.5 190.95  1.41  1.7  1.20  2.8 3.037E+02  1.57  5.8   .57  9.4 8.425E-03
 120   0 -37.5 176.48  2.34 17.1  1.48  2.3 5.072E+02  1.21  5.7   .48  8.5 1.525E-02
 120  80 -30.0 132.23  6.84 15.2  4.44  5.2 2.404E-02  9.62 23.1  7.78  7.3 9.611E-07
 120  75 -30.0 138.03  6.37 16.0  5.06  5.3 4.984E-02  8.68  2.6  7.20  7.7 1.914E-06
 120  70 -30.0 139.80  6.95 20.9  4.81  6.3 1.015E-01  7.70  4.2  6.53  8.2 3.851E-06
 120  65 -30.0 139.51  7.80 23.4  5.66  6.8 2.060E-01  6.92  6.8  5.44  8.7 7.841E-06
 120  60 -30.0 137.61  8.70  3.6  4.26  7.8 4.206E-01  6.80  9.8  3.87  9.3 1.624E-05
 120  55 -30.0 135.13 10.65  8.1  3.55  7.7 8.694E-01  6.04 14.0  2.92 10.1 3.416E-05
 120  50 -30.0 135.42  8.38 12.2  3.07  9.4 1.807E+00  5.39 18.5  2.36 11.2 7.079E-05
 120  45 -30.0 141.16  6.32 16.9  2.69 11.7 3.689E+00  4.84 21.3  1.73   .2 1.385E-04
 120  40 -30.0 150.94  5.00 20.9  1.50   .7 7.248E+00  3.79 23.5  1.30   .5 2.542E-04
 120  35 -30.0 162.99  4.22 23.5  1.38  2.2 1.359E+01  3.04  1.7  1.05   .3 4.412E-04
 120  30 -30.0 175.98  3.01  3.7  1.18 11.9 2.428E+01  2.41  3.4   .91 11.9 7.300E-04
 120  25 -30.0 186.84  2.59 10.3   .87   .9 4.176E+01  2.05 22.3   .79 11.7 1.183E-03
 120  20 -30.0 194.32  2.58 15.8   .73  2.7 6.997E+01  1.85   .2   .71 11.2 1.905E-03
 120  15 -30.0 198.71  2.67 19.2   .81  2.8 1.155E+02  1.66  2.6   .66 10.5 3.075E-03
 120  10 -30.0 200.39  2.11 20.7   .92  2.8 1.890E+02  1.58  4.6   .66  9.9 4.992E-03
 120   5 -30.0 198.82  1.67 20.3  1.06  2.8 3.094E+02  1.61  5.5   .71  9.6 8.237E-03
 120   0 -30.0 188.25  3.55 18.2  2.17  1.8 5.125E+02   .78  8.1   .56  8.2 1.441E-02
 120  80 -22.5 132.47  7.77 14.2  5.20  5.0 2.298E-02 10.52 13.1  9.44  7.4 9.176E-07
 120  75 -22.5 138.23  6.75 15.3  5.70  5.6 4.762E-02  9.61  3.0  8.42  7.9 1.825E-06
 120  70 -22.5 142.02  7.55 19.9  5.80  6.8 9.628E-02  8.60  4.2  7.36  8.4 3.595E-06
 120  65 -22.5 141.58  9.09   .0  6.03  8.0 1.934E-01  7.68  6.7  5.97  8.8 7.261E-06
 120  60 -22.5 138.74  9.62  3.8  4.68  7.4 3.920E-01  7.82 10.3  4.36  9.4 1.503E-05
 120  55 -22.5 133.01 11.07  8.8  4.28  7.4 8.130E-01  6.97 14.6  3.16 10.5 3.249E-05
 120  50 -22.5 132.11  8.65 12.4  2.96  9.5 1.718E+00  6.38 19.5  2.66 11.8 6.895E-05
 120  45 -22.5 137.56  6.62 17.6  2.07 11.4 3.572E+00  6.02 22.2  2.25   .8 1.375E-04
 120  40 -22.5 147.91  6.40 21.2  1.63   .1 7.124E+00  4.69   .4  1.87  1.4 2.550E-04
 120  35 -22.5 161.17  5.10 23.5  1.76  1.0 1.349E+01  3.90  3.1  1.46  1.9 4.430E-04
 120  30 -22.5 173.25  4.71  2.7  1.71  2.7 2.430E+01  3.08  6.6  1.07  2.0 7.423E-04
 120  25 -22.5 183.37  3.44  7.5  1.24  3.2 4.219E+01  2.47 11.2   .92 10.5 1.217E-03
 120  20 -22.5 192.26  2.82 13.4   .82  3.8 7.124E+01  2.09 16.0   .87  9.9 1.961E-03
 120  15 -22.5 199.13  2.35 16.4   .69  3.6 1.178E+02  1.84  2.4   .84  9.9 3.130E-03
 120  10 -22.5 203.24  1.70 19.0   .65  3.1 1.921E+02  1.70  4.1   .81  9.8 5.001E-03
 120   5 -22.5 203.91  2.15 17.2   .93  3.0 3.112E+02  1.69  4.9   .82  9.7 8.078E-03
