  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2    PA0     PA1%  Pp1  PA2%  Pp2    DA0
  30   0 -82.5 145.27   .11 12.4   .09  5.8 4.432E+02   .35  1.6   .24  8.2 1.614E-02
  30  80 -75.0 118.23  3.14 14.9  3.96  1.6 1.893E-02 16.57 17.0  9.85  1.1 8.421E-07
  30  75 -75.0 132.37  3.45 13.6  4.54  1.3 4.145E-02 15.73 17.1  7.97   .9 1.651E-06
  30  70 -75.0 146.41  3.55 13.0  4.66  1.3 8.388E-02 15.31 17.4  6.37   .5 3.024E-06
  30  65 -75.0 160.00  5.00 13.5  4.55  1.5 1.594E-01 14.77 17.6  5.35 11.3 5.263E-06
  30  60 -75.0 172.42  6.12 15.0  4.26  1.4 2.880E-01 13.78 17.9  4.55  9.9 8.821E-06
  30  55 -75.0 182.56  7.40 16.0  4.81  3.5 5.011E-01 12.29 18.3  3.68  9.4 1.450E-05
  30  50 -75.0 188.12  7.03 16.6  4.35  7.2 8.518E-01 10.68 18.6  2.88  9.7 2.392E-05
  30  45 -75.0 188.83  5.83 17.9  3.82  8.0 1.436E+00  9.23 18.9  2.28 10.4 4.017E-05
  30  40 -75.0 184.52  4.86 18.6  2.80  9.1 2.432E+00  7.94 19.0  1.89 11.3 6.964E-05
  30  35 -75.0 176.49  4.47 19.0  2.01 10.6 4.193E+00  6.79 19.0  1.46   .2 1.256E-04
  30  30 -75.0 164.27  3.76 19.0  1.42   .8 7.479E+00  5.66 19.0  1.06   .6 2.407E-04
  30  25 -75.0 151.66  4.24 18.8  1.08   .7 1.397E+01  4.06 19.0   .71   .6 4.874E-04
  30  20 -75.0 141.62  4.00 18.9   .82   .4 2.737E+01  2.16 19.2   .45   .5 1.023E-03
  30  15 -75.0 137.41  2.37 18.5   .61  2.2 5.549E+01   .70 20.4   .27  9.2 2.137E-03
  30  10 -75.0 138.23   .63 17.6   .23 12.0 1.135E+02   .51  2.3   .23  8.0 4.344E-03
  30   5 -75.0 141.63   .14 15.1   .12  8.0 2.295E+02   .58  3.1   .22  7.6 8.573E-03
  30   0 -75.0 145.02   .14 15.1   .12  8.0 4.564E+02   .58  3.1   .22  7.6 1.665E-02
  30  80 -67.5 124.68  3.45  9.4  6.26 11.9 2.996E-02 11.11 16.9 10.60   .1 1.266E-06
  30  75 -67.5 137.35  3.79  9.3  6.61   .2 6.349E-02 11.09 17.4  8.27 12.0 2.442E-06
  30  70 -67.5 149.91  4.58  9.9  6.38   .4 1.260E-01 11.14 17.7  6.52 11.4 4.445E-06
  30  65 -67.5 162.58  4.70 10.9  6.16   .6 2.366E-01 11.47 18.1  5.45  8.2 7.709E-06
  30  60 -67.5 173.70  5.59 14.6  5.56  2.3 4.252E-01 11.28 18.5  4.60  7.8 1.296E-05
  30  55 -67.5 182.69  6.38 16.5  5.11  5.7 7.391E-01 10.28 18.9  3.78  8.1 2.141E-05
  30  50 -67.5 188.39  4.94 17.5  4.84  6.9 1.257E+00  9.19 19.1  2.88  8.8 3.531E-05
  30  45 -67.5 191.28  3.66 20.6  3.69  7.6 2.111E+00  8.46 19.2  2.13  9.7 5.840E-05
  30  40 -67.5 190.82  2.82 22.9  2.52  8.6 3.534E+00  8.05 19.0  1.65 10.8 9.796E-05
  30  35 -67.5 185.99  1.82 23.8  1.77  9.9 5.958E+00  7.89 18.9  1.30 11.6 1.694E-04
  30  30 -67.5 176.68  2.38 18.2  1.30 11.0 1.025E+01  7.53 18.9  1.06   .2 3.066E-04
  30  25 -67.5 167.27  5.16 18.2  1.08   .8 1.816E+01  6.32 19.0   .87   .3 5.738E-04
  30  20 -67.5 160.13  6.69 18.4   .91  2.5 3.311E+01  4.22 19.4   .67 11.6 1.094E-03
  30  15 -67.5 151.65  5.46 18.8   .81   .1 6.232E+01  1.94 20.3   .44 10.5 2.175E-03
  30  10 -67.5 143.66  2.35 19.2   .52   .4 1.217E+02   .83   .8   .31  7.8 4.481E-03
  30   5 -67.5 142.92   .42 19.0   .24  4.0 2.423E+02   .96  3.7   .32  7.7 8.969E-03
  30   0 -67.5 142.18   .42 19.0   .24  4.0 4.841E+02   .96  3.7   .32  7.7 1.801E-02
  30  80 -60.0 127.23  3.49 12.6  6.91 11.6 3.625E-02  6.65 20.0 10.26 11.5 1.501E-06
  30  75 -60.0 137.87  3.89 12.6  7.21 11.8 7.606E-02  6.15 20.5  7.35 11.3 2.914E-06
  30  70 -60.0 148.31  4.22  6.9  6.63   .0 1.513E-01  6.31 20.5  5.52 10.1 5.398E-06
  30  65 -60.0 157.89  4.59  5.7  6.33   .9 2.881E-01  7.02 20.1  4.85  8.0 9.671E-06
  30  60 -60.0 166.24  4.19  3.0  5.55  3.2 5.298E-01  7.31 19.7  4.74  7.8 1.689E-05
  30  55 -60.0 173.60  5.34 19.5  6.24  6.1 9.470E-01  6.74 19.5  4.10  8.4 2.892E-05
  30  50 -60.0 178.44  4.28  1.0  4.79  7.2 1.659E+00  6.27 19.4  3.29  9.1 4.934E-05
  30  45 -60.0 184.16  4.37  2.2  3.84  8.0 2.860E+00  6.38 18.9  2.55  9.8 8.234E-05
  30  40 -60.0 188.02  4.73  4.9  3.10  8.5 4.859E+00  7.02 18.5  1.93 10.5 1.369E-04
  30  35 -60.0 188.89  4.20  7.5  2.36  9.0 8.195E+00  7.95 18.5  1.50 11.3 2.297E-04
  30  30 -60.0 185.25  3.01 12.8  1.42 10.2 1.387E+01  8.37 18.7  1.27 11.8 3.958E-04
  30  25 -60.0 178.30  6.33 17.2  1.06   .9 2.383E+01  7.52 19.1  1.09 11.9 7.062E-04
  30  20 -60.0 172.71  8.69 18.3  1.01   .9 4.174E+01  5.31 19.6   .87 11.8 1.278E-03
  30  15 -60.0 166.53  7.73 18.9  1.05   .2 7.461E+01  2.67 20.6   .56 11.4 2.371E-03
  30  10 -60.0 158.89  4.37 19.5  1.02   .5 1.366E+02  1.11   .6   .34  9.4 4.549E-03
  30   5 -60.0 151.07  1.19 21.3   .71  2.0 2.578E+02  1.26  4.3   .46  8.0 9.033E-03
  30   0 -60.0 143.24  1.19 21.3   .71  2.0 5.033E+02  1.26  4.3   .46  8.0 1.860E-02
  30  80 -52.5 127.96  5.04 15.6  5.26 11.3 3.836E-02  7.33 23.5 10.45 10.5 1.579E-06
  30  75 -52.5 137.05  4.31 16.1  5.73 11.1 8.055E-02  6.91   .5  7.83 10.2 3.102E-06
  30  70 -52.5 145.19  5.03  1.9  5.45 10.9 1.617E-01  6.08   .6  5.86  9.9 5.886E-06
  30  65 -52.5 151.19  7.03  3.8  5.58 11.4 3.146E-01  4.72 23.3  4.86  9.4 1.102E-05
  30  60 -52.5 155.94  6.06  4.0  5.04  1.7 5.984E-01  4.62 20.8  4.59  8.8 2.035E-05
  30  55 -52.5 160.80  4.75  2.7  5.59  6.1 1.116E+00  4.68 19.4  4.22  8.9 3.684E-05
  30  50 -52.5 165.85  4.68  3.1  4.54  7.7 2.044E+00  5.16 18.5  3.53  9.5 6.541E-05
  30  45 -52.5 173.21  4.09  3.6  3.10  8.2 3.659E+00  5.99 17.9  2.74 10.1 1.120E-04
  30  40 -52.5 181.86  4.51  6.6  2.52  8.4 6.378E+00  6.97 17.8  2.17 10.6 1.858E-04
  30  35 -52.5 188.95  4.93  9.3  2.26  8.5 1.085E+01  7.90 18.1  1.83 11.1 3.039E-04
  30  30 -52.5 191.49  5.21 12.9  1.98  8.7 1.820E+01  8.19 18.6  1.64 11.6 5.026E-04
  30  25 -52.5 189.08  7.57 16.7  1.50 10.7 3.052E+01  7.32 19.2  1.46 11.9 8.533E-04
  30  20 -52.5 184.82 10.10 18.4  1.45   .2 5.166E+01  5.18 19.9  1.13   .0 1.479E-03
  30  15 -52.5 179.92  9.17 19.1  1.42   .7 8.864E+01  2.60 21.1   .71 11.8 2.608E-03
  30  10 -52.5 174.06  5.51 19.8  1.60  1.2 1.545E+02  1.20  1.4   .43 10.2 4.700E-03
  30   5 -52.5 166.33  1.61 21.6  1.73  1.6 2.756E+02  1.49  4.7   .74  8.5 8.772E-03
  30   0 -52.5 165.17  1.11 12.8   .87  3.6 4.954E+02  1.85  5.1   .92  8.9 1.589E-02
  30  80 -45.0 128.43  5.93 15.9  5.46 10.6 3.764E-02  9.30  1.6 12.14 10.0 1.543E-06
  30  75 -45.0 135.75  5.12 18.2  6.23  9.0 7.916E-02  8.98  2.3  9.78 10.0 3.077E-06
  30  70 -45.0 141.14  6.22  2.1  7.62  9.3 1.611E-01  7.50  2.8  7.13 10.4 6.033E-06
  30  65 -45.0 145.01  9.91  4.2  5.95 10.8 3.210E-01  4.87  1.8  4.69 10.8 1.174E-05
  30  60 -45.0 147.42  9.06  5.1  4.67  1.2 6.311E-01  4.26 19.5  3.43 10.3 2.273E-05
  30  55 -45.0 149.42  4.56  6.0  3.94  4.3 1.228E+00  5.40 18.6  3.45  9.7 4.361E-05
  30  50 -45.0 155.43  2.99  2.9  2.96  7.5 2.348E+00  6.09 18.4  3.36 10.0 8.007E-05
  30  45 -45.0 165.30  3.37  1.6  2.54  7.9 4.345E+00  6.34 18.0  2.96 10.4 1.392E-04
  30  40 -45.0 177.31  2.92  4.8  2.15  8.0 7.724E+00  6.57 17.8  2.63 10.8 2.306E-04
  30  35 -45.0 189.57  4.19 10.0  2.39  8.6 1.321E+01  6.88 18.0  2.36 11.1 3.688E-04
  30  30 -45.0 196.27  5.81 12.7  2.87  9.5 2.200E+01  7.02 18.6  2.09 11.6 5.931E-04
  30  25 -45.0 196.44  7.25 16.2  2.36 10.9 3.631E+01  6.37 19.3  1.75   .0 9.777E-04
  30  20 -45.0 193.99 10.12 18.3  2.11   .3 6.012E+01  4.60 20.2  1.27   .2 1.640E-03
  30  15 -45.0 190.56  9.48 19.3  2.11  1.2 1.003E+02  2.35 21.7   .75 11.9 2.788E-03
  30  10 -45.0 186.12  6.10 20.0  2.18  1.8 1.692E+02  1.27  2.1   .63  9.9 4.814E-03
  30   5 -45.0 180.02  2.00 21.3  2.26  2.3 2.896E+02  1.70  5.1  1.09  8.9 8.516E-03
  30   0 -45.0 176.42  1.64 15.1  1.44  2.1 5.044E+02  2.01  5.5  1.11  9.1 1.514E-02
  30  80 -37.5 128.87  5.97 15.9  4.91  8.9 3.554E-02 11.33  2.6 12.97  9.9 1.450E-06
  30  75 -37.5 134.00  5.71 20.5  7.16  8.4 7.492E-02 10.39  3.2 10.57 10.3 2.947E-06
  30  70 -37.5 136.98  8.68  2.2  8.80  9.4 1.549E-01  8.15  4.3  7.79 11.1 5.984E-06
  30  65 -37.5 139.88 11.28  5.0  6.38 11.0 3.163E-01  5.47 11.9  5.40 11.9 1.201E-05
  30  60 -37.5 141.15 10.06  7.2  4.62  1.1 6.396E-01  6.17 17.7  3.41   .1 2.409E-05
  30  55 -37.5 142.93  5.60  9.7  3.04  3.7 1.284E+00  8.10 18.7  2.71 11.5 4.765E-05
  30  50 -37.5 149.18  3.03 18.3  1.76 11.1 2.524E+00  8.29 19.1  2.68 11.4 8.951E-05
  30  45 -37.5 159.82  4.09 21.4  1.75 11.3 4.778E+00  7.33 18.9  2.43 11.4 1.582E-04
  30  40 -37.5 173.61  3.63 21.7  1.49  9.7 8.627E+00  6.40 18.5  2.27 11.4 2.629E-04
  30  35 -37.5 187.27  2.92 18.8  1.44  8.5 1.488E+01  5.92 18.3  2.18 11.6 4.203E-04
  30  30 -37.5 197.06  4.04 13.8  2.33  9.8 2.482E+01  5.59 18.6  2.01 11.9 6.665E-04
  30  25 -37.5 200.38  6.58 15.8  2.44 11.4 4.073E+01  4.90 19.3  1.65   .2 1.075E-03
  30  20 -37.5 200.07  8.20 17.9  2.54   .9 6.659E+01  3.61 20.4  1.12   .2 1.761E-03
  30  15 -37.5 197.97  8.38 19.3  2.53  1.8 1.092E+02  1.98 22.2   .72 11.1 2.921E-03
  30  10 -37.5 194.81  5.93 20.2  2.28  2.3 1.803E+02  1.28  2.5   .95  9.6 4.899E-03
  30   5 -37.5 190.05  2.37 20.8  2.00  2.9 3.006E+02  1.71  5.3  1.39  9.2 8.371E-03
  30   0 -37.5 186.40  2.05 17.0  1.78  2.7 5.137E+02  1.86  6.1  1.23  9.2 1.459E-02
  30  80 -30.0 129.10  7.03 16.8  5.42  8.0 3.311E-02 12.83  2.7 12.57  9.9 1.349E-06
  30  75 -30.0 132.78  6.79 22.5  7.79  8.7 7.004E-02 11.52  4.0 10.37 10.4 2.783E-06
  30  70 -30.0 134.67 10.24  2.5  8.19  9.4 1.463E-01  8.76  6.7  7.73 11.2 5.756E-06
  30  65 -30.0 136.29 11.68  5.9  5.46  9.8 3.035E-01  7.29 14.0  5.70   .1 1.184E-05
  30  60 -30.0 136.01 11.87  8.3  4.04  9.0 6.289E-01  8.58 17.4  4.80   .6 2.464E-05
  30  55 -30.0 138.13  6.37 11.0  3.13 10.9 1.296E+00 10.33 18.9  4.37   .9 4.974E-05
  30  50 -30.0 144.92  4.36 17.1  2.89   .5 2.603E+00 10.05 19.6  3.54  1.2 9.498E-05
  30  45 -30.0 156.80  5.44 20.1  2.36  1.3 5.004E+00  8.19 19.8  2.59  1.3 1.687E-04
  30  40 -30.0 171.00  6.12 21.2  2.04  2.3 9.119E+00  6.22 19.5  1.90  1.1 2.821E-04
  30  35 -30.0 184.88  4.87 21.4  1.78  3.0 1.584E+01  4.88 18.8  1.57   .7 4.533E-04
  30  30 -30.0 195.76  3.59 17.3  1.37  1.9 2.656E+01  3.99 18.5  1.44   .4 7.177E-04
  30  25 -30.0 201.31  4.86 16.0  1.95  1.1 4.360E+01  3.18 19.1  1.20   .2 1.146E-03
  30  20 -30.0 203.23  5.69 17.1  2.34  1.8 7.092E+01  2.28 20.3   .92 11.5 1.847E-03
  30  15 -30.0 203.29  5.81 18.8  2.23  2.5 1.151E+02  1.40 22.6   .95 10.3 2.997E-03
  30  10 -30.0 201.51  4.65 19.8  1.88  2.8 1.872E+02  1.15  2.6  1.25  9.7 4.917E-03
  30   5 -30.0 197.92  2.71 19.5  1.73  2.9 3.063E+02  1.53  4.9  1.58  9.5 8.191E-03
  30   0 -30.0 193.81  2.36 17.1  2.34  2.4 5.157E+02  1.41  6.7  1.26  9.1 1.408E-02
  30  80 -22.5 128.89  7.31 17.9  5.08  9.1 3.094E-02 14.48  3.7 11.64  9.5 1.263E-06
  30  75 -22.5 131.79  7.74 23.1  6.52  7.7 6.570E-02 12.84  5.7 10.03  9.8 2.634E-06
  30  70 -22.5 132.26 10.31  3.1  8.98  8.1 1.388E-01 11.22  9.1  8.13 10.8 5.573E-06
  30  65 -22.5 133.86 13.71  6.4  7.70  8.5 2.925E-01 10.32 13.6  7.50 11.9 1.165E-05
  30  60 -22.5 134.06 14.59  8.9  6.08  9.1 6.141E-01 10.54 17.2  7.33   .7 2.447E-05
  30  55 -22.5 135.35  8.44 11.9  5.62 11.2 1.283E+00 11.95 19.0  6.74  1.3 5.029E-05
  30  50 -22.5 142.43  6.07 17.2  4.96   .7 2.611E+00 11.18 20.0  5.16  1.9 9.688E-05
  30  45 -22.5 154.54  7.41 19.8  3.67  1.6 5.069E+00  8.61 20.4  3.56  2.2 1.733E-04
  30  40 -22.5 168.43  7.65 21.0  3.20  2.2 9.320E+00  5.96 20.4  2.33  2.4 2.927E-04
  30  35 -22.5 182.33  6.76 21.5  2.92  2.8 1.633E+01  4.11 19.8  1.45  2.3 4.738E-04
  30  30 -22.5 193.61  4.89 21.3  2.43  3.1 2.755E+01  2.82 18.6   .93  1.5 7.529E-04
  30  25 -22.5 200.95  3.66 17.4  2.07  3.0 4.536E+01  1.93 18.0   .75 12.0 1.194E-03
  30  20 -22.5 205.05  3.60 15.9  2.12  3.1 7.366E+01  1.23 19.1   .87 10.6 1.901E-03
  30  15 -22.5 206.63  3.43 16.6  1.88  3.2 1.188E+02   .81 22.8  1.14 10.1 3.043E-03
  30  10 -22.5 206.09  3.12 18.3  1.59  3.1 1.914E+02   .93  2.4  1.42  9.9 4.915E-03
  30   5 -22.5 204.14  3.21 17.4  1.56  2.7 3.091E+02  1.34  4.0  1.65  9.7 8.015E-03
  30   0 -22.5 202.20  3.21 17.4  1.56  2.7 5.015E+02  1.34  4.0  1.65  9.7 1.313E-02
  30  80 -15.0 129.18  8.16 18.0  5.96  5.3 2.952E-02 16.92  4.0 12.51  9.4 1.205E-06
  30  75 -15.0 131.09  9.35 23.0  7.68  7.2 6.289E-02 15.49  6.7 11.56  9.8 2.540E-06
  30  70 -15.0 131.62 12.41  3.1 10.16  7.8 1.336E-01 13.80 10.0 10.13 10.6 5.399E-06
  30  65 -15.0 132.01 15.90  7.0  9.72  8.4 2.839E-01 12.33 13.4  9.44 11.8 1.149E-05
  30  60 -15.0 133.79 16.53  9.4  8.95  9.7 6.011E-01 11.84 16.9  8.97   .8 2.405E-05
  30  55 -15.0 134.33 10.10 12.4  7.18 11.5 1.260E+00 13.02 19.1  7.76  1.6 4.982E-05
  30  50 -15.0 140.78  7.32 17.2  5.88  1.1 2.583E+00 12.00 20.2  5.73  2.2 9.695E-05
  30  45 -15.0 152.51  8.66 19.7  4.16  2.0 5.056E+00  8.99 20.9  3.84  2.5 1.752E-04
  30  40 -15.0 166.25  9.21 20.8  3.23  2.4 9.373E+00  5.78 21.3  2.47  2.7 2.982E-04
  30  35 -15.0 179.76  8.16 21.3  3.02  2.7 1.655E+01  3.53 21.5  1.57  2.8 4.872E-04
  30  30 -15.0 191.17  5.94 22.5  2.71  3.1 2.813E+01  2.18 20.2  1.12  2.6 7.786E-04
  30  25 -15.0 199.85  3.64   .3  2.44  3.3 4.652E+01  1.69 12.2   .89 11.4 1.232E-03
  30  20 -15.0 205.54  2.87 11.2  2.29  3.5 7.560E+01  1.34 12.4   .88  9.9 1.946E-03
  30  15 -15.0 208.72  3.64 13.0  1.93  3.8 1.216E+02   .84 12.4  1.13  9.8 3.083E-03
  30  10 -15.0 209.90  3.39 13.3  1.47  4.0 1.946E+02   .73  2.1  1.42  9.8 4.906E-03
  30   5 -15.0 209.17  4.49 15.4  1.36  3.5 3.110E+02  1.21  2.3  1.64  9.8 7.870E-03
  30   0 -15.0 207.29  9.46 16.8  2.46  2.7 4.956E+02  2.02  3.5  1.65 10.0 1.267E-02
  30  80  -7.5 128.81  9.12 17.6  4.69  6.7 2.854E-02 17.19  1.9 13.31  9.7 1.167E-06
  30  75  -7.5 131.18 10.05 22.9  7.14  7.5 6.083E-02 16.06  7.2 12.43 10.0 2.459E-06
  30  70  -7.5 130.64 12.37  3.1  8.01  8.2 1.296E-01 14.97 10.8 11.18 10.7 5.282E-06
  30  65  -7.5 130.96 15.32  7.0  9.22  8.5 2.770E-01 14.01 13.8 10.05 11.6 1.130E-05
  30  60  -7.5 133.17 17.58  9.7 10.28  9.7 5.892E-01 14.03 16.9  9.08   .7 2.371E-05
  30  55  -7.5 133.35 10.64 13.0  8.39 11.8 1.241E+00 14.20 19.1  7.35  1.6 4.939E-05
  30  50  -7.5 140.15  8.49 17.5  5.79  1.5 2.554E+00 12.25 20.3  4.95  2.2 9.629E-05
  30  45  -7.5 150.87  8.73 19.7  3.52  2.6 5.021E+00  8.96 21.0  3.32  2.3 1.759E-04
  30  40  -7.5 165.11  8.69 20.8  2.46  2.5 9.361E+00  5.78 21.6  2.39  2.2 2.999E-04
  30  35  -7.5 177.79  8.70 21.3  2.41  2.0 1.662E+01  3.53 22.4  1.72  2.1 4.947E-04
  30  30  -7.5 188.92  6.88 22.3  2.56  2.1 2.842E+01  2.35  5.4  1.20  2.1 7.965E-04
  30  25  -7.5 197.94  4.91   .8  2.55  2.6 4.728E+01  2.15 10.1   .94   .9 1.264E-03
  30  20  -7.5 204.82  4.37  5.6  2.62  3.3 7.707E+01  2.06 11.5   .90  9.5 1.991E-03
  30  15  -7.5 209.63  4.84  9.8  2.28  4.1 1.239E+02  1.60 13.0  1.13  9.6 3.129E-03
  30  10  -7.5 212.74  6.52 12.5  1.53  4.7 1.976E+02   .96 16.5  1.43  9.8 4.916E-03
  30   5  -7.5 214.28  7.14 14.8  1.00  3.8 3.131E+02  1.11   .1  1.56  9.9 7.737E-03
  30   0  -7.5 214.06  9.39 17.1  1.90  2.9 4.948E+02  2.05  3.1  1.69  9.7 1.225E-02
  30  80    .0 129.32  8.87 17.1  4.94  9.1 2.801E-02 16.98 23.2 13.60 10.3 1.143E-06
  30  75    .0 131.39  8.70 23.3  6.30  8.8 5.962E-02 16.09  7.8 11.74 10.6 2.405E-06
  30  70    .0 130.55 12.22  3.3  6.01  9.5 1.270E-01 15.28 12.6  9.73 11.1 5.176E-06
  30  65    .0 129.87 13.34  7.1  5.50  8.8 2.722E-01 15.19 15.1  7.86 11.6 1.118E-05
  30  60    .0 131.55 14.72 10.1  6.17  9.1 5.826E-01 15.55 17.5  6.86   .2 2.365E-05
  30  55    .0 133.09  9.67 13.8  4.99 11.3 1.232E+00 15.13 19.3  6.08   .9 4.904E-05
  30  50    .0 139.21  8.69 18.2  4.31   .5 2.541E+00 12.23 20.4  4.56  1.5 9.640E-05
  30  45    .0 150.90  8.38 19.9  3.24  1.7 5.008E+00  8.62 20.9  3.19  1.8 1.754E-04
  30  40    .0 164.46  7.79 20.7  2.32  2.3 9.348E+00  5.67 21.3  2.27  1.7 3.007E-04
  30  35    .0 177.41  7.61 21.3  1.85  2.1 1.662E+01  3.69 21.7  1.70  1.5 4.958E-04
  30  30    .0 188.14  6.91 22.4  1.91  1.4 2.848E+01  2.54 11.8  1.26  1.3 8.012E-04
  30  25    .0 197.09  5.68  1.1  2.37  1.9 4.747E+01  2.19 11.5   .89   .9 1.275E-03
  30  20    .0 204.14  5.18  5.5  2.64  2.9 7.753E+01  2.30 12.8   .83 10.4 2.010E-03
  30  15    .0 209.67  5.40  9.8  2.37  3.7 1.248E+02  2.15 14.3  1.02  9.8 3.150E-03
  30  10    .0 213.61  6.95 12.9  1.59  4.0 1.987E+02  1.58 16.5  1.31  9.8 4.924E-03
  30   5    .0 216.26  8.55 15.1  1.14  3.3 3.142E+02  1.08 21.4  1.48  9.8 7.693E-03
  30   0    .0 216.21  9.50 17.1  1.80  2.9 4.949E+02  1.79  2.4  1.65  9.7 1.213E-02
  30  80   7.5 129.92  8.24 15.9  5.56 10.2 2.817E-02 17.05 21.4 13.15 10.7 1.143E-06
  30  75   7.5 132.35  8.61 23.5  6.49 10.0 5.966E-02 15.26  2.2 10.61 10.9 2.386E-06
  30  70   7.5 130.64 12.81  3.4  5.98 11.4 1.267E-01 13.83 14.6  8.33 11.1 5.165E-06
  30  65   7.5 128.98 11.95  6.5  5.13  3.8 2.725E-01 14.37 16.1  6.91 10.8 1.127E-05
  30  60   7.5 130.57 12.10 10.1  5.37  7.4 5.861E-01 15.58 17.9  6.40 11.1 2.392E-05
  30  55   7.5 132.54  9.03 14.8  4.06  9.7 1.243E+00 14.80 19.4  5.78 11.8 4.962E-05
  30  50   7.5 139.38  8.54 19.0  3.57 10.9 2.565E+00 11.49 20.2  4.58   .4 9.721E-05
  30  45   7.5 151.64  7.19 20.4  3.37 11.9 5.041E+00  8.19 20.4  3.32   .8 1.757E-04
  30  40   7.5 165.42  7.01 20.8  2.57   .6 9.378E+00  5.62 20.3  2.28  1.1 2.998E-04
  30  35   7.5 178.24  6.24 21.6  1.93  1.1 1.663E+01  3.90 19.6  1.63  1.2 4.936E-04
  30  30   7.5 189.13  4.85 23.3  1.63  1.7 2.841E+01  2.89 17.0  1.24  1.0 7.949E-04
  30  25   7.5 197.68  3.73  1.5  1.57  2.2 4.725E+01  2.53 15.4   .99   .5 1.265E-03
  30  20   7.5 204.25  3.47  6.2  1.79  2.6 7.710E+01  2.47 15.4   .84 11.4 1.997E-03
  30  15   7.5 209.26  3.51 12.3  1.99  3.0 1.241E+02  2.33 15.8   .90 10.3 3.138E-03
