  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2    PA0     PA1%  Pp1  PA2%  Pp2    DA0
 120  15  -7.5 204.66  4.35 11.3  2.66  4.0 1.007E+02  2.51 14.0  1.31  9.8 2.604E-03
 120  10  -7.5 208.72  5.72 13.6  1.64  4.3 1.622E+02  2.07 16.9  1.63  9.9 4.113E-03
 120   5  -7.5 210.62  6.08 15.3  1.50  3.5 2.592E+02  1.80  1.7  1.86  9.9 6.516E-03
 120   0  -7.5 209.44  9.79 17.0  2.10  3.0 4.131E+02  2.98  4.3  1.96  9.8 1.046E-02
 120  80    .0 130.70 10.65 14.5  3.87  2.1 1.753E-02 17.79 14.6  8.10  7.6 7.070E-07
 120  75    .0 136.58  9.22 14.9  4.10  4.3 3.657E-02 14.09 14.5  7.21  7.8 1.414E-06
 120  70    .0 141.49  7.86 16.5  4.82  6.5 7.426E-02 11.35 10.4  6.07  8.1 2.776E-06
 120  65    .0 140.95  8.57  2.9  5.95  7.3 1.493E-01 10.22 12.0  4.91  8.8 5.621E-06
 120  60    .0 130.67  8.99  7.7  5.94  8.2 3.092E-01  9.82 16.0  4.24 11.6 1.258E-05
 120  55    .0 122.43  7.14 11.1  2.72  9.7 6.776E-01  9.74 19.1  4.25  1.4 2.936E-05
 120  50    .0 123.08  3.80 14.8  1.87 11.6 1.516E+00  9.57 20.8  4.04  1.9 6.516E-05
 120  45    .0 133.26  3.95 20.4  1.91  1.6 3.277E+00  8.19 21.4  3.45  2.3 1.300E-04
 120  40    .0 149.64  4.73 22.1  1.65  3.5 6.570E+00  6.37 21.4  2.78  2.3 2.322E-04
 120  35    .0 165.38  5.63 22.5  1.39  3.1 1.227E+01  4.89 20.6  2.29  2.1 3.924E-04
 120  30    .0 178.62  5.62 23.1  1.66  2.0 2.173E+01  4.14 17.3  1.91  2.0 6.439E-04
 120  25    .0 188.55  4.95   .7  2.89  2.3 3.715E+01  3.88 14.4  1.47  1.8 1.043E-03
 120  20    .0 197.08  3.76  4.7  3.53  3.0 6.189E+01  3.65 14.3  1.20 11.1 1.662E-03
 120  15    .0 204.31  4.76 11.1  2.99  3.7 1.011E+02  3.23 15.1  1.31  9.8 2.618E-03
 120  10    .0 209.15  7.26 13.6  1.80  4.3 1.627E+02  2.56 16.8  1.62  9.9 4.119E-03
 120   5    .0 212.73  8.80 15.7  1.27  3.5 2.597E+02  1.86 21.2  1.83  9.9 6.464E-03
 120   0    .0 212.98 10.02 17.3  1.89  2.8 4.122E+02  2.59  4.0  1.93  9.8 1.026E-02
 120  80   7.5 130.62 11.85 14.3  4.15  2.1 1.777E-02 18.67 14.6  7.79  7.8 7.170E-07
 120  75   7.5 136.10  9.40 14.9  4.53  4.6 3.714E-02 14.56 14.6  7.31  8.0 1.440E-06
 120  70   7.5 140.83  8.59 16.6  4.93  6.6 7.557E-02 11.28 13.4  6.42  8.4 2.839E-06
 120  65   7.5 139.98  7.93  4.7  6.03  7.9 1.525E-01  9.91 12.9  4.93  9.0 5.785E-06
 120  60   7.5 130.42  8.37  8.8  4.90  8.6 3.169E-01  9.19 16.2  3.89 11.8 1.290E-05
 120  55   7.5 122.37  5.74 11.4  2.47 11.3 6.938E-01  9.04 19.3  3.78  2.0 3.005E-05
 120  50   7.5 123.07  2.67 15.0  1.52  8.4 1.551E+00  8.74 20.5  3.56  2.1 6.667E-05
 120  45   7.5 134.89  3.22 22.6  1.57 11.9 3.340E+00  7.36 20.5  3.21  2.5 1.309E-04
 120  40   7.5 151.15  3.36 23.0  1.78  2.7 6.644E+00  6.07 20.0  2.65  2.7 2.324E-04
 120  35   7.5 166.48  4.59 22.9  1.72  3.6 1.234E+01  5.17 19.0  2.15  2.5 3.920E-04
 120  30   7.5 179.63  4.41 23.4  2.02  3.7 2.178E+01  4.66 17.5  1.74  1.9 6.416E-04
 120  25   7.5 189.49  3.43   .1  1.75  3.3 3.712E+01  4.36 16.4  1.45   .9 1.037E-03
 120  20   7.5 197.08  2.80  1.2  2.18  2.8 6.176E+01  4.16 15.9  1.25 11.5 1.658E-03
 120  15   7.5 203.90  3.46 13.5  2.44  3.1 1.009E+02  3.78 16.1  1.27 10.4 2.618E-03
 120  10   7.5 208.92  6.06 14.4  2.06  3.4 1.625E+02  3.02 16.8  1.47 10.0 4.117E-03
 120   5   7.5 212.32  9.95 15.8  1.80  2.8 2.594E+02  2.07 19.1  1.73  9.8 6.473E-03
 120   0   7.5 214.72 10.74 17.4  1.81  3.1 4.116E+02  2.16  3.1  1.87  9.6 1.016E-02
 120  80  15.0 131.17 12.26 14.3  4.43  1.4 1.864E-02 18.91 14.6  8.93  8.8 7.472E-07
 120  75  15.0 135.94  9.90 14.8  4.85  1.8 3.885E-02 14.21 14.7  7.71  8.5 1.508E-06
 120  70  15.0 139.49  8.65 15.9  4.78  6.1 7.935E-02 10.87 14.1  6.91  8.6 3.011E-06
 120  65  15.0 138.77  7.30 13.1  5.92  8.2 1.611E-01  9.34 13.5  5.96  9.1 6.158E-06
 120  60  15.0 130.08  7.29  9.1  5.13  8.9 3.360E-01  8.43 16.1  4.96   .2 1.369E-05
 120  55  15.0 122.43  5.14 10.1  2.72 10.7 7.350E-01  8.21 19.1  4.41  2.9 3.179E-05
 120  50  15.0 124.31  2.33  5.3  1.68  2.0 1.638E+00  7.70 19.7  3.86  3.4 6.968E-05
 120  45  15.0 137.23  2.80  2.3  1.64  3.0 3.488E+00  6.93 19.2  3.21  3.5 1.344E-04
 120  40  15.0 153.74  2.73  1.9  1.92  3.7 6.857E+00  6.49 18.6  2.54  3.5 2.359E-04
 120  35  15.0 169.37  3.14   .1  2.12  4.4 1.260E+01  6.30 18.2  1.99  3.0 3.935E-04
 120  30  15.0 181.73  3.09 22.6  1.90  4.7 2.206E+01  6.04 17.7  1.69  1.3 6.423E-04
 120  25  15.0 191.19  2.51 20.4  1.78  4.2 3.739E+01  5.64 17.3  1.45   .2 1.035E-03
 120  20  15.0 198.70  3.24 18.0  1.71  2.9 6.193E+01  5.05 17.1  1.24 11.5 1.649E-03
 120  15  15.0 204.60  4.52 17.3  1.89  2.5 1.009E+02  4.20 17.1  1.15 10.7 2.608E-03
 120  10  15.0 208.90  5.29 16.7  1.95  2.8 1.624E+02  3.19 17.1  1.26 10.1 4.113E-03
 120   5  15.0 212.53  7.96 16.7  1.83  2.9 2.592E+02  2.09 17.5  1.52  9.8 6.456E-03
 120   0  15.0 216.02 11.24 17.1  2.15  2.8 4.108E+02  1.65  4.4  1.76  9.5 1.008E-02
 120  80  22.5 131.26 13.06 14.0  4.22   .2 2.014E-02 19.08 14.4  8.55 10.0 8.066E-07
 120  75  22.5 135.67 10.45 14.6  4.04   .8 4.201E-02 13.84 14.6  7.93  9.1 1.634E-06
 120  70  22.5 139.32  9.06 15.2  5.07  3.7 8.591E-02 10.25 14.2  7.30  8.9 3.265E-06
 120  65  22.5 137.10  7.02 12.8  5.10  7.9 1.753E-01  8.01 14.1  6.27  9.2 6.775E-06
 120  60  22.5 128.81  5.47  8.1  5.99  9.1 3.686E-01  7.13 16.6  5.12   .8 1.517E-05
 120  55  22.5 123.77  4.33  9.5  4.16 11.4 8.068E-01  7.07 18.6  4.84  3.5 3.453E-05
 120  50  22.5 126.91  2.67  4.8  2.46  3.3 1.776E+00  7.00 19.0  4.05  4.4 7.405E-05
 120  45  22.5 140.66  3.20  3.8  2.34  4.7 3.717E+00  7.02 18.4  2.98  4.6 1.399E-04
 120  40  22.5 157.34  3.65  3.9  2.50  4.9 7.197E+00  7.54 18.0  2.20  4.3 2.421E-04
 120  35  22.5 172.62  2.51  3.2  2.12  5.5 1.306E+01  7.99 17.7  1.74  1.4 4.004E-04
 120  30  22.5 184.85  2.19 17.4  1.62  6.2 2.265E+01  7.87 17.7  1.52   .4 6.480E-04
 120  25  22.5 193.97  3.69 17.6  1.42  1.9 3.806E+01  7.20 17.7  1.32   .3 1.038E-03
 120  20  22.5 201.03  5.13 17.7  1.69  2.3 6.262E+01  6.13 17.7  1.10 11.8 1.647E-03
 120  15  22.5 206.77  6.70 17.8  1.72  2.5 1.014E+02  4.78 17.7  1.01 10.9 2.595E-03
 120  10  22.5 210.82  7.36 18.3  1.72  2.6 1.625E+02  3.29 17.5  1.08 10.1 4.080E-03
 120   5  22.5 213.75  7.39 18.3  1.79  2.7 2.585E+02  1.98 16.5  1.26  9.7 6.403E-03
 120   0  22.5 217.48  9.82 17.5  2.13  2.9 4.093E+02  1.42  9.1  1.51  9.5 9.974E-03
 120  80  30.0 131.74 12.63 13.9  5.21 10.5 2.242E-02 18.64 14.5 10.45 10.2 8.945E-07
 120  75  30.0 135.93 10.68 14.6  5.54 11.1 4.668E-02 13.46 14.8  9.03 10.0 1.812E-06
 120  70  30.0 138.78  9.66 14.9  6.09   .9 9.554E-02  9.72 14.8  7.56  9.3 3.646E-06
 120  65  30.0 135.58  6.61 13.1  5.96  7.1 1.960E-01  7.19 15.3  6.10  9.6 7.656E-06
 120  60  30.0 128.11  4.80  6.6  7.26  9.3 4.144E-01  6.17 17.3  5.11  1.5 1.717E-05
 120  55  30.0 125.05  3.82  8.3  5.40   .3 9.065E-01  6.62 18.3  4.74  3.9 3.842E-05
 120  50  30.0 131.32  3.24  5.3  3.76  3.9 1.961E+00  7.22 18.5  3.67  5.1 7.906E-05
 120  45  30.0 145.10  4.09  4.4  3.11  5.1 4.005E+00  7.99 18.2  2.35  5.9 1.462E-04
 120  40  30.0 161.13  3.71  4.1  2.55  5.8 7.618E+00  8.94 17.8  1.72  7.6 2.504E-04
 120  35  30.0 176.21  2.42  4.1  2.33  6.2 1.365E+01  9.52 17.7  1.50 11.5 4.101E-04
 120  30  30.0 188.07  2.21 16.7  1.58  7.1 2.343E+01  9.41 17.7  1.41 12.0 6.590E-04
 120  25  30.0 197.12  4.61 16.9  1.31 10.4 3.904E+01  8.60 17.7  1.29   .2 1.047E-03
 120  20  30.0 204.19  7.19 17.4  1.72   .6 6.372E+01  7.20 17.9  1.07   .3 1.650E-03
 120  15  30.0 209.87  8.73 18.0  2.04  1.7 1.025E+02  5.41 17.9   .84 11.6 2.583E-03
 120  10  30.0 213.90  9.05 18.5  1.97  2.5 1.631E+02  3.53 17.7   .81 10.2 4.035E-03
 120   5  30.0 216.10  9.00 18.7  1.63  2.9 2.578E+02  1.88 16.5  1.00  9.6 6.317E-03
 120   0  30.0 218.27  9.46 17.9  2.08  3.0 4.065E+02  1.44 10.3  1.21  9.3 9.866E-03
 120  80  37.5 131.50 12.37 13.9  5.06 10.7 2.532E-02 17.22 14.3 11.56 10.3 1.013E-06
 120  75  37.5 134.84 10.90 14.2  6.13 11.3 5.291E-02 11.88 14.5  9.63  9.8 2.072E-06
 120  70  37.5 137.90  8.31 14.0  6.79  1.3 1.089E-01  8.22 15.0  7.29  9.1 4.180E-06
 120  65  37.5 134.93  5.03 13.4  6.25  7.5 2.240E-01  6.58 16.8  5.17  9.9 8.793E-06
 120  60  37.5 127.70  4.78  5.0  6.90  9.3 4.756E-01  6.52 17.4  3.99  1.9 1.977E-05
 120  55  37.5 128.69  5.60  7.5  5.74   .6 1.031E+00  7.25 17.9  4.08  3.9 4.250E-05
 120  50  37.5 135.83  3.70  5.7  4.86  3.9 2.177E+00  8.42 18.3  3.18  5.3 8.488E-05
 120  45  37.5 150.11  4.00  4.6  3.68  5.1 4.336E+00  9.37 18.1  1.92  6.6 1.530E-04
 120  40  37.5 166.00  3.37  4.1  3.06  5.8 8.086E+00 10.24 17.9  1.31  8.4 2.579E-04
 120  35  37.5 180.21  2.23  2.0  2.31  6.6 1.428E+01 10.62 17.8  1.20 10.4 4.192E-04
 120  30  37.5 191.56  2.55 17.9  1.69  7.6 2.424E+01 10.34 17.7  1.28 11.3 6.690E-04
 120  25  37.5 200.41  5.23 17.3  1.36  9.6 4.002E+01  9.40 17.8  1.29 11.9 1.056E-03
 120  20  37.5 207.32  8.05 17.5  1.60 11.4 6.481E+01  7.85 17.8  1.12   .2 1.653E-03
 120  15  37.5 212.70  9.91 17.9  1.91   .6 1.035E+02  5.87 17.9   .82   .2 2.574E-03
 120  10  37.5 216.45 10.20 18.3  2.05  1.6 1.638E+02  3.76 17.7   .61 11.3 4.004E-03
 120   5  37.5 218.46  9.56 18.5  2.05  2.4 2.576E+02  1.88 16.9   .66  9.4 6.243E-03
 120   0  37.5 218.90  8.27 18.2  1.87  3.1 4.044E+02  1.28 10.5   .87  8.9 9.784E-03
 120  80  45.0 131.60 10.30 13.7  5.02 10.9 2.893E-02 13.64 14.2 11.32 10.1 1.158E-06
 120  75  45.0 134.07  8.61 14.1  6.07 11.3 6.064E-02  9.78 14.4  9.01  9.5 2.390E-06
 120  70  45.0 136.89  7.59 13.9  6.03 10.3 1.254E-01  7.43 15.0  6.47  9.3 4.850E-06
 120  65  45.0 134.70  4.73 14.2  4.78  7.8 2.589E-01  6.26 18.2  4.23 10.3 1.018E-05
 120  60  45.0 128.95  5.10  4.1  5.43  9.3 5.485E-01  6.20 17.2  3.19  2.0 2.256E-05
 120  55  45.0 132.11  7.87  6.9  4.86   .2 1.173E+00  7.55 17.5  3.64  3.6 4.715E-05
 120  50  45.0 141.73  5.27  7.0  4.87  3.2 2.413E+00  9.51 18.1  2.91  4.9 9.025E-05
 120  45  45.0 155.30  3.73  4.9  3.88  4.6 4.684E+00 10.88 18.1  1.82  6.2 1.598E-04
 120  40  45.0 170.74  2.87  3.2  2.97  5.6 8.572E+00 11.68 18.0  1.23  7.6 2.658E-04
 120  35  45.0 184.57  2.18 21.4  2.20  6.1 1.492E+01 11.76 17.9  1.01  9.4 4.275E-04
 120  30  45.0 195.41  3.88 18.0  1.58  7.1 2.503E+01 11.13 17.8  1.01 10.5 6.770E-04
 120  25  45.0 203.76  6.71 17.8  1.29  8.4 4.094E+01  9.84 17.8  1.05 11.2 1.062E-03
 120  20  45.0 210.20  8.88 17.9  1.36  9.8 6.582E+01  8.06 17.8  1.00 11.7 1.655E-03
 120  15  45.0 215.02 10.20 18.0  1.52 11.2 1.045E+02  5.99 17.8   .83   .1 2.571E-03
 120  10  45.0 218.21 10.29 18.0  1.86   .5 1.647E+02  3.87 17.7   .56   .2 3.993E-03
 120   5  45.0 219.63  9.38 18.1  2.20  1.7 2.582E+02  1.93 17.1   .42  9.9 6.223E-03
 120   0  45.0 219.48  8.37 17.8  2.06  2.6 4.043E+02  1.04 11.1   .60  8.5 9.754E-03
 120  80  52.5 131.67  9.62 13.9  5.51 11.7 3.325E-02 12.88 14.1 10.25 10.0 1.331E-06
 120  75  52.5 134.51  8.29 14.0  5.84   .1 6.969E-02  9.89 14.1  8.02  9.0 2.740E-06
 120  70  52.5 136.53  7.08 13.0  4.77   .3 1.442E-01  7.59 15.0  5.97  8.4 5.590E-06
 120  65  52.5 133.80  5.16 14.9  4.05  7.2 2.986E-01  6.15 18.8  4.19  9.6 1.182E-05
 120  60  52.5 130.57  5.40  4.1  4.38  9.1 6.312E-01  5.56 17.0  3.31  2.0 2.563E-05
 120  55  52.5 136.88  8.98  6.2  3.05   .3 1.324E+00  6.92 17.2  3.13  3.3 5.139E-05
 120  50  52.5 148.00  6.55  7.0  2.85  2.6 2.646E+00  9.61 17.8  2.47  4.3 9.485E-05
 120  45  52.5 161.38  3.88  6.0  2.58  3.8 5.006E+00 11.41 18.0  1.79  5.2 1.643E-04
 120  40  52.5 175.88  2.43  3.6  2.59  4.4 8.979E+00 12.15 18.0  1.24  6.2 2.702E-04
 120  35  52.5 188.74  2.32 19.8  2.44  5.3 1.540E+01 12.03 17.9   .87  7.6 4.316E-04
 120  30  52.5 198.92  4.54 18.2  1.92  6.4 2.558E+01 11.21 17.8   .72  9.4 6.796E-04
 120  25  52.5 206.68  7.26 17.9  1.37  7.5 4.152E+01  9.80 17.8   .70 10.7 1.062E-03
 120  20  52.5 212.36  9.31 17.9   .99  8.8 6.637E+01  7.95 17.8   .72 11.4 1.652E-03
 120  15  52.5 216.47 10.20 17.9   .91 10.2 1.050E+02  5.88 17.7   .67 11.8 2.565E-03
 120  10  52.5 218.93  9.88 17.9  1.09 11.6 1.650E+02  3.82 17.6   .53   .0 3.988E-03
 120   5  52.5 219.70  8.76 17.9  1.72   .8 2.585E+02  1.95 17.3   .34 11.6 6.227E-03
 120   0  52.5 219.26  7.34 17.9  2.18  2.0 4.047E+02   .79 14.0   .42  8.2 9.772E-03
 120  80  60.0 131.52  9.51 14.1  5.90 10.7 3.805E-02 13.70 13.7 11.73  7.7 1.526E-06
 120  75  60.0 134.94  8.57 13.9  6.40  9.8 7.969E-02 10.48 13.4  8.98  6.2 3.122E-06
 120  70  60.0 136.28  8.11 12.4  5.60   .2 1.647E-01  7.60 13.8  6.44  6.1 6.396E-06
 120  65  60.0 133.90  5.11 14.9  4.01  6.3 3.416E-01  5.47 21.1  4.49  5.9 1.350E-05
 120  60  60.0 133.46  5.89  4.3  3.27  8.8 7.145E-01  4.56 17.2  3.36  1.8 2.836E-05
 120  55  60.0 141.51  8.65  5.8  2.29 11.7 1.467E+00  5.84 17.1  2.74  2.9 5.501E-05
 120  50  60.0 153.33  6.90  6.5  2.10  2.2 2.861E+00  8.70 17.6  2.17  3.9 9.898E-05
 120  45  60.0 166.58  3.92  6.6  1.96  3.3 5.301E+00 10.57 17.8  1.63  4.8 1.686E-04
 120  40  60.0 180.53  1.99  6.2  1.81  4.1 9.354E+00 11.29 17.8  1.14  5.6 2.742E-04
 120  35  60.0 193.10  1.89 18.8  1.63  4.9 1.584E+01 11.22 17.8   .74  6.4 4.338E-04
 120  30  60.0 202.62  4.03 18.2  1.44  5.4 2.603E+01 10.54 17.8   .53  7.8 6.792E-04
 120  25  60.0 209.57  6.52 17.9  1.29  6.3 4.194E+01  9.31 17.8   .44 10.0 1.058E-03
 120  20  60.0 214.42  8.56 17.8  1.01  7.6 6.667E+01  7.66 17.7   .43 11.1 1.644E-03
 120  15  60.0 217.66  9.74 17.8   .67  9.8 1.051E+02  5.73 17.7   .44 11.6 2.554E-03
 120  10  60.0 219.30  9.59 17.8   .57 11.9 1.649E+02  3.76 17.6   .39 11.8 3.979E-03
 120   5  60.0 219.07  8.34 17.8   .81   .5 2.584E+02  1.94 17.5   .31 11.5 6.242E-03
 120   0  60.0 217.58  6.35 17.9  1.46   .8 4.055E+02   .65 16.0   .29  8.7 9.864E-03
 120  80  67.5 131.46  8.93 13.8  7.67  6.6 4.298E-02 14.58 12.9 14.13  4.3 1.724E-06
 120  75  67.5 135.73  8.98 12.6  8.01  3.1 8.969E-02 11.24 12.7 10.72  4.6 3.490E-06
 120  70  67.5 136.30  8.46 12.4  6.41 10.9 1.849E-01  7.83 14.1  7.39  5.3 7.176E-06
 120  65  67.5 134.38  5.92 13.9  4.10  5.7 3.831E-01  5.15 22.3  4.93  5.0 1.508E-05
 120  60  67.5 137.51  4.60  4.7  2.86  9.4 7.919E-01  3.85 18.6  3.53  1.6 3.049E-05
 120  55  67.5 146.34  7.22  5.3  2.28   .3 1.585E+00  4.47 17.4  2.52  3.3 5.742E-05
 120  50  67.5 158.13  6.31  5.9  1.75  2.2 3.026E+00  6.74 17.5  1.85  4.2 1.014E-04
 120  45  67.5 171.17  4.16  6.1  1.58  4.0 5.509E+00  8.51 17.6  1.38  4.7 1.705E-04
 120  40  67.5 184.86  2.00  5.7  1.27  3.8 9.583E+00  9.37 17.7  1.02  5.2 2.744E-04
 120  35  67.5 196.99  1.23 19.4  1.09  4.5 1.604E+01  9.54 17.7   .77  5.6 4.309E-04
 120  30  67.5 206.31  2.75 17.8  1.17  5.3 2.613E+01  9.15 17.6   .53  5.9 6.697E-04
 120  25  67.5 212.85  4.96 17.6  1.00  5.8 4.176E+01  8.28 17.6   .34  6.6 1.037E-03
 120  20  67.5 216.95  7.06 17.6   .73  5.9 6.599E+01  6.99 17.6   .27 10.9 1.608E-03
 120  15  67.5 218.93  8.48 17.7   .58  6.1 1.036E+02  5.40 17.6   .26 11.4 2.504E-03
 120  10  67.5 218.85  8.81 17.7   .49 10.4 1.625E+02  3.64 17.6   .26 11.5 3.928E-03
 120   5  67.5 216.60  7.79 17.7   .44   .2 2.553E+02  1.91 17.6   .25 11.4 6.237E-03
 120   0  67.5 212.64  5.54 17.8   .90   .3 4.036E+02   .55 17.0   .23  9.3 1.005E-02
 120  80  75.0 132.16  7.71 13.7  9.57  4.3 4.691E-02 15.40 12.5 14.87  3.7 1.870E-06
 120  75  75.0 135.05  9.73 12.6  8.34   .1 9.785E-02 11.88 12.4 10.89  5.1 3.827E-06
 120  70  75.0 135.69  8.78 11.7  6.59  8.6 2.024E-01  8.01 15.5  7.50  5.0 7.890E-06
 120  65  75.0 135.47  5.78 17.3  4.30  5.5 4.189E-01  4.87 22.9  4.96  2.8 1.636E-05
 120  60  75.0 140.42  3.48  5.0  2.87 11.5 8.568E-01  3.28 19.2  3.26  2.8 3.228E-05
 120  55  75.0 150.63  4.29  5.1  2.03   .6 1.682E+00  2.94 17.6  2.23  5.2 5.912E-05
 120  50  75.0 162.37  4.67  5.6  1.49  4.3 3.154E+00  4.00 17.5  1.66  5.6 1.028E-04
 120  45  75.0 175.10  3.60  5.8  1.39  5.4 5.655E+00  5.27 17.6  1.27  5.6 1.710E-04
 120  40  75.0 188.28  2.13  5.2  1.28  5.9 9.724E+00  6.01 17.6   .99  5.6 2.733E-04
 120  35  75.0 200.25  1.11  2.3  1.05  5.4 1.614E+01  6.25 17.6   .76  5.5 4.263E-04
 120  30  75.0 209.38  1.59 17.7   .82  5.4 2.608E+01  6.10 17.5   .59  5.5 6.589E-04
 120  25  75.0 215.89  2.91 17.4   .74  5.9 4.142E+01  5.62 17.5   .44  5.4 1.015E-03
 120  20  75.0 219.80  4.24 17.4   .79  5.2 6.507E+01  4.87 17.6   .32  5.4 1.566E-03
 120  15  75.0 220.66  5.42 17.5   .76  5.2 1.017E+02  3.91 17.6   .23 10.5 2.439E-03
 120  10  75.0 218.52  6.00 17.5   .53  6.8 1.592E+02  2.76 17.6   .20 11.4 3.855E-03
 120   5  75.0 213.28  5.70 17.7   .35   .3 2.512E+02  1.51 17.6   .20 11.4 6.231E-03
 120   0  75.0 205.84  4.13 17.8   .57 11.6 4.014E+02   .42 17.3   .19  8.4 1.032E-02
 120  80  82.5 131.55  7.48 12.3 11.51 10.2 4.937E-02 15.90 11.0 16.58  9.2 1.977E-06
 120  75  82.5 134.93  9.73  9.6 10.70 10.3 1.031E-01 12.27 11.6 11.51  8.0 4.037E-06
 120  70  82.5 135.52  9.31 11.1  7.19  5.6 2.133E-01  8.17 13.3  7.52  6.9 8.330E-06
 120  65  82.5 135.74  5.91 21.8  4.40  6.4 4.416E-01  4.79 20.0  4.74  8.9 1.722E-05
 120  60  82.5 142.42  3.30  7.3  3.04  9.5 8.962E-01  2.69 11.1  2.96   .3 3.329E-05
 120  55  82.5 153.25  2.14  4.7  1.63   .8 1.742E+00  1.88 16.4  2.06  2.2 6.013E-05
 120  50  82.5 165.33  1.93  6.0  1.40  4.6 3.231E+00  1.65 16.9  1.62 11.1 1.034E-04
 120  45  82.5 178.00  1.80  6.5  1.64  5.6 5.736E+00  1.75 17.3  1.36 11.2 1.705E-04
 120  40  82.5 191.02  1.68  5.2  1.53  5.9 9.783E+00  1.93 17.4  1.21 11.5 2.710E-04
 120  35  82.5 202.48  1.23 19.6  1.18  5.5 1.613E+01  1.97 17.4  1.13 11.5 4.215E-04
 120  30  82.5 211.13  1.06 18.3  1.09 10.7 2.595E+01  1.90 17.4  1.00 11.6 6.502E-04
 120  25  82.5 217.36  1.08 17.4  1.16 11.4 4.107E+01  1.76 17.3   .80 11.7 9.996E-04
 120  20  82.5 221.00  1.22 16.8  1.01 11.9 6.434E+01  1.56 17.4   .61 11.7 1.540E-03
 120  15  82.5 221.72  1.58 16.8   .84   .2 1.004E+02  1.30 17.5   .45 11.6 2.395E-03
 120  10  82.5 219.07  1.92 17.4   .81 11.6 1.569E+02   .96 17.6   .33 11.4 3.788E-03
 120   5  82.5 212.51  1.93 17.7   .92 11.1 2.474E+02   .56 17.6   .21 11.5 6.159E-03
 120   0  82.5 203.23  1.81 18.0  1.01  1.1 3.966E+02   .19 17.2   .17  6.2 1.033E-02
 120  80  90.0 138.33  7.61  4.1 17.76  2.0 5.478E-02 14.13  3.9 18.02  2.0 2.094E-06
 120  75  90.0 140.53 10.49   .2 12.95  2.4 1.110E-01 11.11 10.8 12.76 10.4 4.170E-06
 120  70  90.0 137.74  8.86  4.7  9.67 11.1 2.250E-01  7.36 17.6  7.70  5.9 8.643E-06
 120  65  90.0 137.88  4.61 17.3  4.95  4.0 4.600E-01  4.39 22.9  4.07 11.7 1.765E-05
 120  60  90.0 143.27  3.59 22.0  1.75 10.5 9.282E-01  2.75  4.6  2.49   .2 3.427E-05
 120  55  90.0 153.67  2.66 19.3  1.07 10.1 1.803E+00  1.59 17.6  1.90 11.2 6.208E-05
 120  50  90.0 165.98  1.17   .3   .75   .0 3.344E+00   .87 17.8  1.57 11.8 1.066E-04
 120  45  90.0 177.61  1.12 17.4   .80  1.4 5.930E+00   .53  1.9  1.27  1.4 1.766E-04
 120  40  90.0 191.10  1.54 18.0  1.60  1.9 1.010E+01   .44  7.1  1.00  1.2 2.797E-04
 120  35  90.0 203.21  1.64  3.4  1.64  2.4 1.664E+01   .60  1.6   .69 10.6 4.333E-04
 120  30  90.0 213.33  1.16  8.2  1.18   .3 2.671E+01   .72 20.3   .44   .6 6.623E-04
 120  25  90.0 220.64  1.55   .1   .87  1.5 4.204E+01   .62  5.5   .39 11.0 1.008E-03
 120  20  90.0 225.01  1.26  4.7   .49 11.7 6.535E+01   .37 19.9   .38   .8 1.536E-03
 120  15  90.0 224.89   .39  3.9   .93   .8 1.012E+02   .27 15.8   .25  9.6 2.381E-03
 120  10  90.0 221.12   .32 23.6   .55  1.7 1.574E+02   .24  2.0   .15 10.2 3.766E-03
 120   5  90.0 213.61   .32 13.3   .71   .4 2.472E+02   .19  2.4   .22 11.3 6.123E-03
 120   0  90.0 201.96   .33  1.5  1.33  1.9 3.964E+02   .13  3.4   .15   .2 1.039E-02
 150  80 -90.0 112.19  4.81 21.8  2.62  1.5 1.047E-02 16.59  7.8 10.91 11.2 4.913E-07
 150  75 -90.0 129.79  4.15 19.9  2.67 11.5 2.355E-02 13.99 20.4  9.55  4.3 9.569E-07
 150  70 -90.0 146.97  4.86  2.9  3.47  9.6 4.784E-02 11.96 19.7  8.51  8.1 1.718E-06
 150  65 -90.0 161.08  7.38 23.1  3.89   .2 9.055E-02  9.69  1.9  7.45  2.1 2.968E-06
 150  60 -90.0 172.51  4.86  3.3  7.07 10.1 1.634E-01  7.50   .2  6.00  2.8 5.006E-06
 150  55 -90.0 179.59  4.72  2.4  8.82  1.4 2.857E-01  6.10 20.1  4.01 11.9 8.419E-06
 150  50 -90.0 185.92  2.96 21.1  4.23  1.8 4.898E-01  5.26  1.4  2.38  7.1 1.394E-05
 150  45 -90.0 184.05  4.51 18.9  1.09  3.5 8.342E-01  4.48  3.4  1.61  9.2 2.398E-05
 150  40 -90.0 182.06  1.59 19.5  3.33  3.8 1.429E+00  3.79 23.0   .96   .8 4.153E-05
 150  35 -90.0 171.21  3.86 15.7  1.88  3.3 2.494E+00  3.05  6.8   .43   .9 7.709E-05
 150  30 -90.0 150.40  3.32 18.0  1.45 11.3 4.626E+00  1.92 12.6   .66 12.0 1.628E-04
 150  25 -90.0 135.71  1.69  1.2   .52  9.1 9.244E+00   .92 11.6   .59  7.3 3.604E-04
 150  20 -90.0 128.95   .43  4.8   .28 10.6 1.947E+01   .43 15.9   .38   .8 7.989E-04
 150  15 -90.0 131.70   .10 20.3   .22 11.9 4.145E+01   .38  1.2   .25  3.5 1.665E-03
