  Ls Hgt   Lat   TA0K   TA1K  Tp1  TA2K  Tp2     DA0     DA1%  Dp1  DA2%  Dp2     PA0
 210  -3  52.5  182.13  2.70 14.7  2.93  2.9  2.128E-02  2.11  6.5  2.90  9.0  7.342E+02
 210  -4  52.5  177.40  5.05 15.9  3.10  2.6  2.436E-02  3.70  5.8  2.94  8.9  8.181E+02
 210  -5  52.5  172.67  4.92 15.9  3.02  2.6  2.788E-02  3.70  5.8  2.94  8.9  9.116E+02
 210  80  60.0  128.40  5.72 15.5  5.24  1.7  3.375E-06 23.27 17.3  5.24  6.3  8.231E-02
 210  75  60.0  140.60  5.72 15.5  5.24  1.7  5.300E-06 23.27 17.3  5.24  6.3  1.415E-01
 210  70  60.0  152.80  5.72 15.5  5.24  1.7  8.386E-06 23.27 17.3  5.24  6.3  2.433E-01
 210  65  60.0  165.00  5.72 15.5  5.24  1.7  1.335E-05 23.27 17.3  5.24  6.3  4.184E-01
 210  60  60.0  177.20  5.72 15.5  5.24  1.7  2.138E-05 23.27 17.3  5.24  6.3  7.194E-01
 210  55  60.0  184.38  5.92 14.8  4.78  3.0  3.543E-05 22.39 17.8  4.72  6.2  1.241E+00
 210  50  60.0  189.52  6.29 14.0  4.08  5.1  5.838E-05 21.56 17.6  3.92  6.5  2.102E+00
 210  45  60.0  191.05  6.27 12.0  4.05  5.9  9.714E-05 20.77 17.3  2.92  6.6  3.528E+00
 210  40  60.0  189.46  6.82 16.0  3.83  6.9  1.642E-04 18.80 17.1  2.05  6.6  5.918E+00
 210  35  60.0  184.15  8.89 17.9  3.65  6.7  2.858E-04 15.18 17.0  1.33  4.9  1.002E+01
 210  30  60.0  177.04 12.26 17.5  2.27  6.4  5.122E-04  9.42 17.1  1.13  5.0  1.727E+01
 210  25  60.0  172.87 13.44 17.1  1.56  6.5  9.205E-04  4.64 16.9   .85  4.3  3.029E+01
 210  20  60.0  171.93 11.85 17.1  1.18  5.8  1.638E-03  2.08 14.3   .70  5.0  5.357E+01
 210  15  60.0  172.41  9.01 17.5   .90  5.9  2.893E-03  1.79 10.7   .62  4.9  9.485E+01
 210  10  60.0  174.38  6.07 17.7   .86  3.5  5.044E-03  1.78  8.6   .66  7.4  1.673E+02
 210   9  60.0  174.71  5.41 17.6   .89  3.0  5.637E-03  1.72  8.4   .70  7.8  1.873E+02
 210   8  60.0  174.81  4.84 17.4   .98  2.9  6.304E-03  1.65  7.5   .74  8.2  2.095E+02
 210   7  60.0  174.90  4.33 17.3  1.08  2.8  7.052E-03  1.60  7.6   .82  8.5  2.345E+02
 210   6  60.0  174.98  3.84 17.1  1.20  3.0  7.889E-03  1.55  7.6   .92  8.6  2.624E+02
 210   5  60.0  175.02  3.41 16.9  1.30  3.1  8.828E-03  1.51  7.6  1.03  8.7  2.936E+02
 210   4  60.0  174.86  2.95 16.6  1.36  3.1  9.890E-03  1.42  7.7  1.14  9.3  3.286E+02
 210   3  60.0  174.67  2.54 16.3  1.40  3.2  1.108E-02  1.32  7.8  1.25  9.3  3.678E+02
 210   2  60.0  174.56  2.14 15.9  1.40  3.3  1.242E-02  1.24  7.6  1.33  9.4  4.117E+02
 210   1  60.0  174.72  1.72 15.7  1.36  3.4  1.389E-02  1.15  8.3  1.39  9.4  4.608E+02
 210   0  60.0  174.88  1.43 14.5  1.37  3.3  1.553E-02  1.06  8.9  1.48  9.3  5.157E+02
 210  -1  60.0  174.35  1.35 13.8  1.51  3.0  1.745E-02  1.02  9.1  1.63  9.2  5.774E+02
 210  -2  60.0  172.68  1.34 13.0  1.87  2.6  1.975E-02  1.00  7.7  1.95  9.0  6.468E+02
 210  -3  60.0  170.58  1.73 12.4  1.73  2.6  2.237E-02  1.11  8.5  1.89  8.9  7.233E+02
 210  -4  60.0  164.05  3.68 13.7  2.06  2.5  2.609E-02  2.60  6.9  2.03  8.8  8.114E+02
 210  -5  60.0  157.52  3.53 13.7  1.97  2.5  3.048E-02  2.60  6.9  2.03  8.8  9.102E+02
 210  80  67.5  128.67  5.21 16.5  3.38  4.9  2.180E-06 22.79 18.0  5.15  6.0  5.326E-02
 210  75  67.5  140.78  5.21 16.5  3.38  4.9  3.436E-06 22.79 18.0  5.15  6.0  9.188E-02
 210  70  67.5  152.89  5.21 16.5  3.38  4.9  5.459E-06 22.79 18.0  5.15  6.0  1.585E-01
 210  65  67.5  165.00  5.21 16.5  3.38  4.9  8.723E-06 22.79 18.0  5.15  6.0  2.734E-01
 210  60  67.5  177.11  5.21 16.5  3.38  4.9  1.403E-05 22.79 18.0  5.15  6.0  4.716E-01
 210  55  67.5  183.71  5.09 16.6  3.52  4.1  2.334E-05 21.68 17.9  4.45  6.3  8.150E-01
 210  50  67.5  187.54  5.45 17.0  3.97  5.2  3.889E-05 20.30 17.7  3.48  6.6  1.386E+00
 210  45  67.5  186.09  6.63 15.8  4.18  6.7  6.644E-05 18.53 17.4  2.33  6.1  2.350E+00
 210  40  67.5  179.61  7.45 18.3  3.23  6.0  1.179E-04 16.02 17.1  1.89  5.6  4.028E+00
 210  35  67.5  171.84  8.77 17.8  2.30  7.5  2.156E-04 12.25 17.6  1.57  5.3  7.049E+00
 210  30  67.5  164.79  9.91 17.4  1.80  6.8  4.036E-04  8.07 17.3  1.52  5.2  1.265E+01
 210  25  67.5  159.91  9.64 17.8  1.31  6.0  7.623E-04  4.56 16.5  1.04  5.1  2.319E+01
 210  20  67.5  158.70  8.21 17.6   .98  5.4  1.423E-03  2.41 14.7   .83  5.8  4.299E+01
 210  15  67.5  159.52  6.26 17.8   .86  5.9  2.626E-03  1.45 12.2   .62  6.3  7.971E+01
 210  10  67.5  160.99  4.26 17.3   .73  6.0  4.805E-03  1.22 10.0   .58  6.2  1.472E+02
 210   9  67.5  161.51  3.83 17.1   .64  5.6  5.412E-03  1.16  9.9   .57  6.3  1.663E+02
 210   8  67.5  161.98  3.42 17.0   .59  4.6  6.096E-03  1.12  9.7   .57  7.5  1.879E+02
 210   7  67.5  162.31  3.06 16.9   .63  4.8  6.868E-03  1.06  9.8   .59  7.6  2.120E+02
 210   6  67.5  162.67  2.72 16.8   .67  4.9  7.735E-03  1.02  9.6   .62  8.2  2.393E+02
 210   5  67.5  163.07  2.40 16.0   .72  4.7  8.708E-03  1.00  9.9   .64  8.1  2.700E+02
 210   4  67.5  163.47  2.09 15.8   .76  4.4  9.802E-03   .96 10.0   .68  8.1  3.046E+02
 210   3  67.5  163.83  1.81 15.7   .80  3.3  1.103E-02   .92  9.8   .73  8.1  3.435E+02
 210   2  67.5  164.21  1.56 15.6   .85  3.5  1.241E-02   .85  9.7   .80  8.1  3.873E+02
 210   1  67.5  164.72  1.39 16.2   .91  3.5  1.395E-02   .79  9.1   .89  8.3  4.365E+02
 210   0  67.5  165.35  1.26 16.1   .96  3.8  1.566E-02   .74  8.8   .97  8.6  4.918E+02
 210  -1  67.5  165.62  1.18 14.4   .98  3.6  1.762E-02   .72  8.3  1.03  8.4  5.540E+02
 210  -2  67.5  164.71  1.36 13.5   .99  3.6  1.997E-02   .74 10.8  1.10  8.1  6.243E+02
 210  -3  67.5  162.46  1.39 12.4   .97  2.7  2.284E-02   .86 11.0  1.15  7.5  7.041E+02
 210  -4  67.5  156.52  1.82 14.1   .79  2.5  2.666E-02  1.26  7.4   .97  7.7  7.922E+02
 210  -5  67.5  151.54  1.15 14.4   .94  3.5  2.960E-02   .79  6.4   .56  9.3  8.524E+02
 210  80  75.0  140.22  5.04 16.4  2.76  5.8  1.295E-06 17.80 18.3  3.85  8.0  3.451E-02
 210  75  75.0  148.48  5.04 16.4  2.76  5.8  2.127E-06 17.80 18.3  3.85  8.0  6.000E-02
 210  70  75.0  156.74  5.04 16.4  2.76  5.8  3.503E-06 17.80 18.3  3.85  8.0  1.043E-01
 210  65  75.0  165.00  5.04 16.4  2.76  5.8  5.787E-06 17.80 18.3  3.85  8.0  1.814E-01
 210  60  75.0  173.26  5.04 16.4  2.76  5.8  9.580E-06 17.80 18.3  3.85  8.0  3.154E-01
 210  55  75.0  179.53  4.80 15.5  3.34  6.8  1.620E-05 16.49 18.1  3.27  6.9  5.523E-01
 210  50  75.0  182.07  5.05 17.3  3.52  7.7  2.759E-05 14.88 17.4  2.60  6.3  9.538E-01
 210  45  75.0  179.51  6.12 18.9  3.06  8.2  4.834E-05 12.80 17.3  1.97  5.9  1.647E+00
 210  40  75.0  172.18  6.36 17.7  2.94  9.5  8.837E-05 10.60 17.7  1.90  5.0  2.887E+00
 210  35  75.0  163.90  6.16 17.6  1.72  8.8  1.668E-04  8.34 17.4  2.11  5.2  5.192E+00
 210  30  75.0  157.48  5.74 17.6  1.28  4.9  3.205E-04  6.26 17.0  1.64  5.5  9.585E+00
 210  25  75.0  152.06  5.74 18.0  1.16  5.3  6.273E-04  3.85 16.7  1.09  6.3  1.812E+01
 210  20  75.0  149.46  4.96 17.8   .95  5.8  1.225E-03  2.15 15.9   .86  5.9  3.482E+01
 210  15  75.0  149.50  4.12 17.8   .73  6.2  2.365E-03  1.38 13.0   .68  5.7  6.726E+01
 210  10  75.0  150.63  2.70 17.2   .57  6.3  4.521E-03   .98 10.6   .53  6.1  1.295E+02
 210   9  75.0  151.23  2.42 17.1   .56  6.3  5.129E-03   .90 10.9   .49  6.1  1.475E+02
 210   8  75.0  151.83  2.14 16.3   .57  6.2  5.818E-03   .84 10.7   .46  6.1  1.680E+02
 210   7  75.0  152.44  1.88 16.2   .58  6.1  6.597E-03   .79 10.7   .42  6.0  1.912E+02
 210   6  75.0  153.14  1.65 16.1   .58  5.9  7.466E-03   .74 11.0   .37  6.7  2.174E+02
 210   5  75.0  153.89  1.43 16.1   .59  5.7  8.445E-03   .70 11.4   .34  7.0  2.471E+02
 210   4  75.0  154.65  1.24 15.8   .62  5.6  9.551E-03   .68 11.6   .33  7.1  2.808E+02
 210   3  75.0  155.45  1.13 15.7   .61  5.7  1.079E-02   .67 10.9   .31  7.7  3.188E+02
 210   2  75.0  156.21  1.08 15.6   .60  5.3  1.218E-02   .64 10.7   .29  7.4  3.616E+02
 210   1  75.0  157.01  1.08 15.3   .61  5.3  1.375E-02   .62 10.0   .31  7.2  4.102E+02
 210   0  75.0  157.93  1.08 15.1   .52  5.6  1.549E-02   .59 10.9   .33  7.9  4.648E+02
 210  -1  75.0  158.75  1.11 15.2   .47  5.2  1.746E-02   .62 10.8   .40  7.8  5.264E+02
 210  -2  75.0  158.27   .99 13.6   .53  4.8  1.984E-02   .55 10.3   .48  7.5  5.961E+02
 210  -3  75.0  156.56  1.02 12.4   .57  5.1  2.272E-02   .60 10.5   .51  7.5  6.755E+02
 210  -4  75.0  152.03   .70 12.7   .41  4.3  2.656E-02   .48 12.9   .41  7.5  7.672E+02
 210  -5  75.0  147.50   .68 12.7   .40  4.3  3.110E-02   .48 12.9   .41  7.5  8.713E+02
 210  80  82.5  135.63  6.08 15.7  3.62  6.3  1.065E-06  6.58 16.0  3.93  7.9  2.752E-02
 210  75  82.5  143.31  6.08 15.7  3.62  6.3  1.715E-06  6.58 16.0  3.93  7.9  4.684E-02
 210  70  82.5  150.99  6.08 15.7  3.62  6.3  2.774E-06  6.58 16.0  3.93  7.9  7.972E-02
 210  65  82.5  158.67  8.25 15.7  3.34  6.4  4.480E-06  8.23 15.8  4.66  8.5  1.357E-01
 210  60  82.5  169.74  7.40 15.5  3.55  7.4  7.701E-06  5.98 16.1  3.58  8.6  2.483E-01
 210  55  82.5  176.85  5.61 15.6  4.09  8.2  1.316E-05  5.08 16.1  3.11  7.0  4.406E-01
 210  50  82.5  178.73  4.00 15.5  4.82  8.4  2.279E-05  5.09 15.7  2.65  5.7  7.697E-01
 210  45  82.5  176.63  4.10 15.0  5.09  8.6  4.027E-05  4.39 16.8  3.00  4.8  1.345E+00
 210  40  82.5  170.09  2.99 13.9  3.73  8.0  7.400E-05  4.08 16.9  2.84  5.2  2.382E+00
 210  35  82.5  162.30  2.41 15.2  2.68  5.4  1.405E-04  3.93 17.1  2.38  5.3  4.321E+00
 210  30  82.5  156.06  3.19 16.2  2.80  5.0  2.714E-04  2.39 17.4  2.40  5.8  8.028E+00
 210  25  82.5  149.40  2.43 16.0  2.09  5.0  5.406E-04  2.11 15.2  1.85  6.0  1.532E+01
 210  20  82.5  145.12  2.04 17.6  1.45  5.1  1.087E-03  1.63 10.5  1.27  7.4  2.996E+01
 210  15  82.5  144.14  1.28 15.1  1.30  6.7  2.163E-03  1.19 14.3   .81  5.7  5.921E+01
 210  10  82.5  145.22  1.14 15.6   .89  6.2  4.239E-03   .91 10.8   .59  3.9  1.169E+02
 210   9  82.5  145.75  1.11 15.5   .82  6.4  4.834E-03   .83 11.1   .53  4.0  1.339E+02
 210   8  82.5  146.28  1.11 14.8   .77  6.6  5.514E-03   .76 10.8   .47  4.3  1.532E+02
 210   7  82.5  146.87  1.10 14.8   .73  6.7  6.281E-03   .65 10.3   .43  4.6  1.753E+02
 210   6  82.5  147.70  1.03 15.8   .66  6.5  7.134E-03   .59  9.9   .41  4.8  2.002E+02
 210   5  82.5  148.55   .99 15.6   .62  6.6  8.102E-03   .55  9.4   .40  5.0  2.287E+02
 210   4  82.5  149.41   .99 14.7   .61  6.5  9.200E-03   .53  8.8   .40  5.2  2.611E+02
 210   3  82.5  150.40   .85 14.5   .58  6.4  1.042E-02   .50  8.9   .37  5.1  2.976E+02
 210   2  82.5  151.39   .76 13.5   .57  7.3  1.179E-02   .49 10.2   .37  5.2  3.391E+02
 210   1  82.5  152.40   .77 12.7   .59  6.4  1.335E-02   .47 10.3   .40  5.4  3.862E+02
 210   0  82.5  153.34   .83 12.4   .63  5.9  1.509E-02   .40  9.2   .41  5.2  4.393E+02
 210  -1  82.5  153.79   .88 11.6   .62  5.9  1.711E-02   .45  8.8   .43  4.9  4.995E+02
 210  -2  82.5  153.24   .89 10.9   .59  6.0  1.952E-02   .49  7.7   .47  4.6  5.679E+02
 210  -3  82.5  151.68   .48 12.1   .43  7.0  2.243E-02   .35 13.0   .48  5.5  6.462E+02
 210  -4  82.5  149.63   .58 18.7   .46  6.4  2.537E-02   .52 22.3   .61  4.3  7.214E+02
 210  -5  82.5  147.58   .57 18.7   .45  6.4  2.873E-02   .52 22.3   .61  4.3  8.054E+02
 210  80  90.0  134.13   .00 15.7   .00  6.3  9.981E-07   .00 16.0   .00  7.9  2.550E-02
 210  75  90.0  141.63   .00 15.7   .00  6.3  1.596E-06   .00 16.0   .00  7.9  4.309E-02
 210  70  90.0  149.12   .00 15.7   .00  6.3  2.566E-06   .00 16.0   .00  7.9  7.284E-02
 210  65  90.0  156.61   .00 15.7   .00  6.4  4.113E-06   .00 15.8   .00  8.5  1.230E-01
 210  60  90.0  168.58   .00 15.5   .00  7.4  7.161E-06   .00 16.1   .00  8.6  2.293E-01
 210  55  90.0  175.97   .00 15.6   .00  8.2  1.228E-05   .00 16.1   .00  7.0  4.091E-01
 210  50  90.0  177.63   .00 15.5   .00  8.4  2.139E-05   .00 15.7   .00  5.7  7.177E-01
 210  45  90.0  175.68   .00 15.0   .00  8.6  3.789E-05   .00 16.8   .00  4.8  1.259E+00
 210  40  90.0  169.40   .00 13.9   .00  8.0  6.975E-05   .00 16.9   .00  5.2  2.236E+00
 210  35  90.0  161.77   .00 15.2   .00  5.4  1.326E-04   .00 17.1   .00  5.3  4.067E+00
 210  30  90.0  155.59   .00 16.2   .00  5.0  2.568E-04   .00 17.4   .00  5.8  7.573E+00
 210  25  90.0  148.52   .00 16.0   .00  5.0  5.145E-04   .00 15.2   .00  6.0  1.450E+01
 210  20  90.0  143.70   .00 17.6   .00  5.1  1.045E-03   .00 10.5   .00  7.4  2.851E+01
 210  15  90.0  142.40   .00 15.1   .00  6.7  2.099E-03   .00 14.3   .00  5.7  5.678E+01
 210  10  90.0  143.46   .00 15.6   .00  6.2  4.149E-03   .00 10.8   .00  3.9  1.131E+02
 210   9  90.0  143.97   .00 15.5   .00  6.4  4.740E-03   .00 11.1   .00  4.0  1.296E+02
 210   8  90.0  144.48   .00 14.8   .00  6.6  5.416E-03   .00 10.8   .00  4.3  1.487E+02
 210   7  90.0  145.06   .00 14.8   .00  6.7  6.179E-03   .00 10.3   .00  4.6  1.703E+02
 210   6  90.0  145.93   .00 15.8   .00  6.5  7.026E-03   .00  9.9   .00  4.8  1.948E+02
 210   5  90.0  146.81   .00 15.6   .00  6.6  7.992E-03   .00  9.4   .00  5.0  2.229E+02
 210   4  90.0  147.70   .00 14.7   .00  6.5  9.086E-03   .00  8.8   .00  5.2  2.549E+02
 210   3  90.0  148.75   .00 14.5   .00  6.4  1.030E-02   .00  8.9   .00  5.1  2.909E+02
 210   2  90.0  149.82   .00 13.5   .00  7.3  1.167E-02   .00 10.2   .00  5.2  3.320E+02
 210   1  90.0  150.89   .00 12.7   .00  6.4  1.321E-02   .00 10.3   .00  5.4  3.786E+02
 210   0  90.0  151.84   .00 12.4   .00  5.9  1.496E-02   .00  9.2   .00  5.2  4.312E+02
 210  -1  90.0  152.17   .00 11.6   .00  5.9  1.700E-02   .00  8.8   .00  4.9  4.909E+02
 210  -2  90.0  151.60   .00 10.9   .00  6.0  1.942E-02   .00  7.7   .00  4.6  5.588E+02
 210  -3  90.0  150.09   .00 12.1   .00  7.0  2.234E-02   .00 13.0   .00  5.5  6.366E+02
 210  -4  90.0  148.84   .00 18.7   .00  6.4  2.499E-02   .00 22.3   .00  4.3  7.067E+02
 210  -5  90.0  147.61   .00 18.7   .00  6.4  2.798E-02   .00 22.3   .00  4.3  7.845E+02
 240  80 -90.0  110.00   .00 11.7   .00  6.8  2.128E-05   .00 18.0   .00  5.8  4.446E-01
 240  75 -90.0  115.53   .00 11.7   .00  6.8  3.053E-05   .00 18.0   .00  5.8  6.699E-01
 240  70 -90.0  140.24   .00 11.7   .00  6.8  4.186E-05   .00 18.0   .00  5.8  1.115E+00
 240  65 -90.0  165.00   .00 11.7   .00  6.8  5.922E-05   .00 18.0   .00  5.8  1.855E+00
 240  60 -90.0  189.80   .00 11.7   .00  6.8  8.568E-05   .00 18.0   .00  5.8  3.088E+00
 240  55 -90.0  200.45   .00 11.7   .00  6.3  1.343E-04   .00 17.5   .00  6.0  5.114E+00
 240  50 -90.0  209.26   .00 13.4   .00  6.4  2.082E-04   .00 17.7   .00  5.9  8.272E+00
 240  45 -90.0  215.90   .00 13.9   .00  5.9  3.206E-04   .00 17.9   .00  5.7  1.315E+01
 240  40 -90.0  220.78   .00 15.1   .00  6.0  4.922E-04   .00 17.0   .00  4.3  2.064E+01
 240  35 -90.0  225.91   .00 16.0   .00  6.2  7.475E-04   .00 15.5   .00  3.5  3.208E+01
 240  30 -90.0  230.23   .00 17.8   .00  6.0  1.130E-03   .00 16.4   .00  2.9  4.942E+01
 240  25 -90.0  232.50   .00 17.2   .00  5.0  1.712E-03   .00 16.7   .00  4.7  7.563E+01
 240  20 -90.0  232.54   .00 16.9   .00  5.5  2.614E-03   .00 13.1   .00  5.5  1.155E+02
 240  15 -90.0  229.88   .00 16.7   .00  3.9  4.048E-03   .00  7.5   .00  6.4  1.768E+02
 240  10 -90.0  222.89   .00 15.9   .00  6.3  6.442E-03   .00  6.3   .00  6.3  2.727E+02
 240   9 -90.0  221.05   .00 16.1   .00  7.2  7.101E-03   .00  4.6   .00  6.0  2.981E+02
 240   8 -90.0  219.06   .00 16.4   .00  6.5  7.838E-03   .00  3.1   .00  5.7  3.260E+02
 240   7 -90.0  217.04   .00 16.9   .00  5.7  8.654E-03   .00  4.1   .00  4.8  3.566E+02
 240   6 -90.0  214.50   .00 18.5   .00  5.4  9.596E-03   .00  7.1   .00  5.1  3.908E+02
 240   5 -90.0  211.91   .00 16.8   .00  4.7  1.065E-02   .00  9.5   .00  5.5  4.284E+02
 240   4 -90.0  208.05   .00 17.9   .00  5.3  1.192E-02   .00  9.0   .00  8.2  4.706E+02
 240   3 -90.0  186.99   .00 15.5   .00  3.9  1.470E-02   .00  9.9   .00  9.1  5.194E+02
 240   2 -90.0  169.13   .00 15.5   .00  3.9  1.781E-02   .00  9.9   .00  9.1  5.705E+02
 240   1 -90.0  151.33   .00 15.5   .00  3.9  2.201E-02   .00  9.9   .00  9.1  6.301E+02
 240   0 -90.0  133.64   .00 15.5   .00  3.9  2.744E-02   .00  9.9   .00  9.1  6.940E+02
 240  -1 -90.0  130.00   .00 15.5   .00  3.9  3.385E-02   .00  9.9   .00  9.1  8.326E+02
 240  -2 -90.0  130.00   .00 15.5   .00  3.9  3.551E-02   .00  9.9   .00  9.1  8.736E+02
 240  -3 -90.0  130.00   .00 15.5   .00  3.9  3.719E-02   .00  9.9   .00  9.1  9.148E+02
 240  -4 -90.0  130.00   .00 15.5   .00  3.9  3.882E-02   .00  9.9   .00  9.1  9.551E+02
 240  -5 -90.0  130.00   .00 15.5   .00  3.9  4.179E-02   .00  9.9   .00  9.1  1.028E+03
 240  80 -82.5  110.00  4.97 11.7  3.07  6.8  2.045E-05  4.38 18.0  2.67  5.8  4.271E-01
 240  75 -82.5  117.90  4.97 11.7  3.07  6.8  2.915E-05  4.38 18.0  2.67  5.8  6.527E-01
 240  70 -82.5  141.45  4.97 11.7  3.07  6.8  4.055E-05  4.38 18.0  2.67  5.8  1.089E+00
 240  65 -82.5  165.00  4.97 11.7  3.07  6.8  5.801E-05  4.38 18.0  2.67  5.8  1.818E+00
 240  60 -82.5  188.55  4.97 11.7  3.07  6.8  8.471E-05  4.38 18.0  2.67  5.8  3.033E+00
 240  55 -82.5  199.00  4.10 11.7  2.63  6.3  1.334E-04  4.14 17.5  2.27  6.0  5.042E+00
 240  50 -82.5  207.85  3.27 13.4  2.58  6.4  2.074E-04  3.90 17.7  1.84  5.9  8.184E+00
 240  45 -82.5  214.63  3.12 13.9  3.06  5.9  3.200E-04  2.74 17.9  1.47  5.7  1.304E+01
 240  40 -82.5  219.71  4.25 15.1  3.24  6.0  4.919E-04  1.70 17.0  1.22  4.3  2.053E+01
 240  35 -82.5  224.65  3.34 16.0  2.46  6.2  7.492E-04  1.53 15.5   .99  3.5  3.198E+01
 240  30 -82.5  228.90  2.58 17.8  1.89  6.0  1.135E-03  1.48 16.4   .61  2.9  4.937E+01
 240  25 -82.5  231.44  2.20 17.2  1.63  5.0  1.722E-03  1.06 16.7   .45  4.7  7.573E+01
 240  20 -82.5  232.18  2.49 16.9  1.57  5.5  2.624E-03   .43 13.1   .36  5.5  1.158E+02
 240  15 -82.5  230.44  2.69 16.7  1.19  3.9  4.047E-03   .47  7.5   .36  6.4  1.772E+02
 240  10 -82.5  224.68  2.81 15.9   .97  6.3  6.394E-03  1.08  6.3   .36  6.3  2.728E+02
 240   9 -82.5  223.17  2.56 16.1  1.04  7.2  7.031E-03  1.06  4.6   .41  6.0  2.980E+02
 240   8 -82.5  221.58  2.22 16.4  1.17  6.5  7.738E-03  1.00  3.1   .50  5.7  3.256E+02
 240   7 -82.5  219.97  1.88 16.9  1.36  5.7  8.519E-03   .93  4.1   .64  4.8  3.558E+02
 240   6 -82.5  217.96  1.81 18.5  1.14  5.4  9.410E-03   .76  7.1   .62  5.1  3.894E+02
 240   5 -82.5  215.90  3.05 16.8  1.26  4.7  1.040E-02  1.30  9.5   .72  5.5  4.263E+02
 240   4 -82.5  212.80  4.17 17.9  2.13  5.3  1.158E-02  1.98  9.0  1.15  8.2  4.674E+02
 240   3 -82.5  195.84  4.37 15.5  4.02  3.9  1.389E-02  2.44  9.9  2.27  9.1  5.140E+02
 240   2 -82.5  178.88  3.99 15.5  3.68  3.9  1.669E-02  2.44  9.9  2.27  9.1  5.653E+02
 240   1 -82.5  161.92  3.61 15.5  3.33  3.9  2.030E-02  2.44  9.9  2.27  9.1  6.217E+02
 240   0 -82.5  144.96  3.23 15.5  2.98  3.9  2.492E-02  2.44  9.9  2.27  9.1  6.837E+02
 240  -1 -82.5  130.00  2.90 15.5  2.67  3.9  3.037E-02  2.44  9.9  2.27  9.1  7.470E+02
 240  -2 -82.5  130.00  2.90 15.5  2.67  3.9  3.284E-02  2.44  9.9  2.27  9.1  8.079E+02
 240  -3 -82.5  130.00  2.90 15.5  2.67  3.9  3.552E-02  2.44  9.9  2.27  9.1  8.737E+02
 240  -4 -82.5  130.00  2.90 15.5  2.67  3.9  3.841E-02  2.44  9.9  2.27  9.1  9.450E+02
 240  -5 -82.5  130.00  2.90 15.5  2.67  3.9  4.154E-02  2.44  9.9  2.27  9.1  1.022E+03
 240  80 -75.0  110.00  6.11  5.6  2.84  5.7  1.813E-05  9.15 18.0  2.62  5.4  3.785E-01
 240  75 -75.0  125.30  6.11  5.6  2.84  5.7  2.537E-05  9.15 18.0  2.62  5.4  6.032E-01
 240  70 -75.0  145.15  6.11  5.6  2.84  5.7  3.685E-05  9.15 18.0  2.62  5.4  1.015E+00
 240  65 -75.0  165.00  6.11  5.6  2.84  5.7  5.453E-05  9.15 18.0  2.62  5.4  1.707E+00
 240  60 -75.0  184.85  6.11  5.6  2.84  5.7  8.188E-05  9.15 18.0  2.62  5.4  2.872E+00
 240  55 -75.0  194.71  5.78  4.2  2.45  5.1  1.307E-04  9.98 17.5  2.38  5.4  4.830E+00
 240  50 -75.0  203.69  4.26  4.4  2.43  5.9  2.050E-04 10.05 17.4  1.98  5.3  7.924E+00
 240  45 -75.0  210.87  2.23  9.6  2.58  5.0  3.181E-04  8.87 17.6  1.49  5.8  1.274E+01
 240  40 -75.0  216.52  3.16 13.6  2.93  5.6  4.909E-04  7.56 18.0   .94  5.3  2.020E+01
 240  35 -75.0  220.90  4.12 16.6  2.84  5.8  7.545E-04  6.28 18.2   .82  3.8  3.168E+01
 240  30 -75.0  224.97  4.93 17.5  2.03  6.0  1.152E-03  5.05 18.2   .61  1.3  4.925E+01
 240  25 -75.0  228.28  7.05 17.6  1.48  5.8  1.752E-03  3.06 17.8   .42  2.7  7.603E+01
 240  20 -75.0  231.10  8.72 17.7  1.11  5.2  2.656E-03  1.02 18.1   .29  4.2  1.167E+02
 240  15 -75.0  232.13  9.52 17.8   .82  4.8  4.046E-03  1.28  4.4   .27  7.0  1.784E+02
 240  10 -75.0  230.13  9.01 17.9   .83  3.5  6.251E-03  2.74  5.3   .34  8.3  2.731E+02
 240   9 -75.0  229.65  8.80 17.9   .87  3.2  6.824E-03  2.98  5.4   .36  8.8  2.975E+02
 240   8 -75.0  229.33  8.35 18.0   .95  3.0  7.447E-03  3.10  5.5   .41  8.4  3.241E+02
 240   7 -75.0  229.01  7.91 18.1  1.08  2.9  8.128E-03  3.22  5.6   .49  8.0  3.532E+02
 240   6 -75.0  228.67  7.31 17.6  1.33  2.6  8.874E-03  3.25  5.7   .63  7.4  3.850E+02
 240   5 -75.0  228.33  6.50 17.8  1.80  2.7  9.691E-03  3.13  6.0   .88  6.9  4.197E+02
 240   4 -75.0  227.71  6.28 17.5  2.21  6.8  1.060E-02  3.26  6.3  1.06  5.5  4.576E+02
 240   3 -75.0  224.97  6.99 17.9  3.08  8.0  1.171E-02  3.90  5.6  1.49  4.3  4.992E+02
 240   2 -75.0  211.65 12.97 14.8  1.70  7.4  1.372E-02  6.70  3.4  1.12  3.8  5.450E+02
 240   1 -75.0  198.33 12.15 14.8  1.59  7.4  1.591E-02  6.70  3.4  1.12  3.8  5.949E+02
 240   0 -75.0  185.01 11.33 14.8  1.49  7.4  1.867E-02  6.70  3.4  1.12  3.8  6.495E+02
 240  -1 -75.0  171.69 10.52 14.8  1.38  7.4  2.193E-02  6.70  3.4  1.12  3.8  7.090E+02
 240  -2 -75.0  158.37  9.70 14.8  1.27  7.4  2.597E-02  6.70  3.4  1.12  3.8  7.741E+02
 240  -3 -75.0  145.05  8.89 14.8  1.17  7.4  3.095E-02  6.70  3.4  1.12  3.8  8.450E+02
