  Ls Hgt   Lat   TA0K   TA1K  Tp1  TA2K  Tp2     DA0     DA1%  Dp1  DA2%  Dp2     PA0
 060   1  60.0  211.75  2.26 18.1   .20  4.1  1.347E-02   .52  8.9   .16  8.5  5.419E+02
 060   0  60.0  214.38  2.53 18.8   .28  4.5  1.460E-02   .70  8.5   .20  8.3  5.945E+02
 060  -1  60.0  217.53  3.14 18.2   .50  4.6  1.576E-02  1.04  8.0   .31  9.3  6.512E+02
 060  -2  60.0  220.63  4.36 18.0   .79  4.2  1.701E-02  1.68  7.3   .46  9.2  7.126E+02
 060  -3  60.0  223.50  5.79 17.6  1.07  3.6  1.835E-02  2.47  6.7   .60  8.5  7.787E+02
 060  -4  60.0  222.33 11.31 16.1  1.21  4.4  2.016E-02  5.30  5.3   .70  7.5  8.498E+02
 060  -5  60.0  221.16 11.25 16.1  1.20  4.4  2.210E-02  5.30  5.3   .70  7.5  9.275E+02
 060  80  67.5  131.38  3.61 10.5  3.13  4.3  9.410E-07  8.50 18.4  2.38  6.4  2.345E-02
 060  75  67.5  134.24  3.61 10.5  3.13  4.3  1.834E-06  8.50 18.4  2.38  6.4  4.668E-02
 060  70  67.5  137.10  3.61 10.5  3.13  4.3  3.573E-06  8.50 18.4  2.38  6.4  9.293E-02
 060  65  67.5  139.96  3.61 10.5  3.13  4.3  6.975E-06  8.50 18.4  2.38  6.4  1.850E-01
 060  60  67.5  142.82  4.12 17.0  2.89  3.5  1.358E-05  4.97 16.8  1.96  9.3  3.683E-01
 060  55  67.5  143.84  2.71 15.6  1.83  5.0  2.686E-05  4.79 17.5  1.82  6.8  7.334E-01
 060  50  67.5  142.63  1.62 14.2  1.73  8.2  5.388E-05  5.25 16.7  1.36  4.3  1.459E+00
 060  45  67.5  141.54  1.67  5.1  1.48  9.3  1.086E-04  6.55 17.5  1.17  2.5  2.917E+00
 060  40  67.5  141.32   .94  9.4   .82  6.8  2.180E-04  6.33 17.8   .56  3.3  5.853E+00
 060  35  67.5  144.86  1.43 16.0   .70  2.2  4.229E-04  5.05 18.1   .26  5.2  1.164E+01
 060  30  67.5  151.28  2.33 17.4   .43  2.0  7.869E-04  3.58 18.2   .17  6.3  2.263E+01
 060  25  67.5  160.39  2.66 17.3   .23  2.5  1.398E-03  2.45 18.1   .12  7.3  4.261E+01
 060  20  67.5  171.64  2.63 17.5   .15  5.0  2.364E-03  1.53 18.0   .09  5.6  7.712E+01
 060  15  67.5  183.81  2.63 17.6   .12  6.5  3.839E-03   .82 17.7   .09  4.9  1.341E+02
 060  10  67.5  196.71  2.30 17.7   .11  5.4  6.015E-03   .48 16.9   .09  4.4  2.248E+02
 060   9  67.5  198.34  2.25 17.6   .12  5.0  6.586E-03   .42 16.6   .09  4.1  2.482E+02
 060   8  67.5  199.97  2.21 17.6   .13  4.7  7.212E-03   .37 15.2   .09  4.7  2.740E+02
 060   7  67.5  201.60  2.15 17.6   .14  4.5  7.898E-03   .33 14.4   .09  5.4  3.025E+02
 060   6  67.5  202.91  2.03 18.2   .14  4.4  8.654E-03   .30 13.8   .10  6.3  3.336E+02
 060   5  67.5  203.85  1.97 18.2   .15  4.3  9.487E-03   .27 12.4   .10  6.5  3.674E+02
 060   4  67.5  204.77  1.93 18.2   .15  4.3  1.040E-02   .25 11.6   .10  6.7  4.046E+02
 060   3  67.5  205.74  1.91 18.2   .16  4.3  1.140E-02   .24 10.1   .11  7.2  4.454E+02
 060   2  67.5  207.53  1.97 18.3   .15  4.3  1.242E-02   .33  9.1   .11  7.3  4.898E+02
 060   1  67.5  209.75  1.96 18.5   .13  4.3  1.351E-02   .40  9.1   .10  6.9  5.382E+02
 060   0  67.5  212.19  2.07 18.2   .13  4.9  1.466E-02   .52  8.6   .11  6.9  5.911E+02
 060  -1  67.5  214.86  2.36 17.8   .20  4.8  1.588E-02   .75  8.5   .15  8.6  6.481E+02
 060  -2  67.5  217.66  3.04 17.2   .40  4.6  1.718E-02  1.11  7.9   .25  9.5  7.100E+02
 060  -3  67.5  220.56  4.73 17.4   .81  3.9  1.855E-02  1.96  7.0   .45  8.9  7.768E+02
 060  -4  67.5  220.10 10.17 16.5  1.22  3.4  2.035E-02  4.68  5.4   .65  7.0  8.495E+02
 060  -5  67.5  216.36 18.28 15.6  1.59  8.3  2.261E-02  9.04  3.6   .99  2.6  9.256E+02
 060  80  75.0  134.42  2.62  9.1  2.23  6.1  9.762E-07  6.70 17.7  1.54  4.5  2.488E-02
 060  75  75.0  137.32  2.62  9.1  2.23  6.1  1.874E-06  6.70 17.7  1.54  4.5  4.878E-02
 060  70  75.0  140.22  2.62  9.1  2.23  6.1  3.595E-06  6.70 17.7  1.54  4.5  9.562E-02
 060  65  75.0  143.12  2.62  9.1  2.23  6.1  6.912E-06  6.70 17.7  1.54  4.5  1.874E-01
 060  60  75.0  146.02  2.25 16.6  2.02  4.0  1.325E-05  4.34 17.1  1.19  6.8  3.675E-01
 060  55  75.0  147.91  1.69 13.8  1.37  4.2  2.563E-05  4.30 17.0  1.30  7.2  7.197E-01
 060  50  75.0  147.09  1.32  8.5  1.27  6.1  5.025E-05  4.57 17.7   .94  5.5  1.403E+00
 060  45  75.0  145.84  1.37  6.8   .99  7.8  9.927E-05  5.55 17.5   .78  4.5  2.749E+00
 060  40  75.0  144.18  1.30  5.5   .66  5.7  1.980E-04  6.08 17.2   .47  4.0  5.421E+00
 060  35  75.0  145.66   .98 13.5   .50  4.5  3.865E-04  5.38 17.4   .27  5.6  1.069E+01
 060  30  75.0  149.49  1.95 16.0   .33  4.2  7.332E-04  3.81 18.1   .15  7.4  2.083E+01
 060  25  75.0  156.81  2.74 17.2   .23  3.3  1.330E-03  2.39 18.1   .12  8.2  3.963E+01
 060  20  75.0  167.29  2.87 17.5   .18  5.8  2.292E-03  1.35 17.9   .10  7.4  7.286E+01
 060  15  75.0  178.88  2.67 18.1   .16  6.6  3.786E-03   .60 17.6   .10  6.2  1.287E+02
 060  10  75.0  192.04  2.25 17.5   .15  8.3  5.993E-03   .26 14.4   .10  4.7  2.187E+02
 060   9  75.0  193.73  2.17 17.5   .14  8.2  6.572E-03   .23 14.1   .09  4.5  2.419E+02
 060   8  75.0  195.42  2.10 17.5   .12  8.4  7.207E-03   .22 12.6   .09  3.9  2.676E+02
 060   7  75.0  197.10  2.03 18.2   .12  8.3  7.905E-03   .21 11.6   .09  4.1  2.960E+02
 060   6  75.0  198.68  1.91 18.2   .11  7.4  8.672E-03   .22 10.9   .09  4.4  3.273E+02
 060   5  75.0  199.71  1.79 18.2   .11  7.6  9.520E-03   .24 10.7   .09  4.4  3.612E+02
 060   4  75.0  200.67  1.70 17.5   .12  6.4  1.045E-02   .26 10.5   .09  4.7  3.985E+02
 060   3  75.0  201.63  1.62 17.5   .12  5.4  1.148E-02   .28  9.7   .09  4.8  4.396E+02
 060   2  75.0  203.21  1.64 17.4   .13  5.2  1.255E-02   .30  9.0   .09  5.1  4.844E+02
 060   1  75.0  205.59  1.53 17.3   .13  6.3  1.365E-02   .28  8.3   .09  5.5  5.332E+02
 060   0  75.0  208.00  1.44 17.3   .14  6.9  1.485E-02   .28  7.5   .09  6.5  5.868E+02
 060  -1  75.0  210.18  1.49 17.5   .12  5.4  1.615E-02   .35  7.3   .11  7.0  6.446E+02
 060  -2  75.0  212.10  1.71 17.7   .16  4.5  1.757E-02   .52  7.3   .12  6.9  7.078E+02
 060  -3  75.0  213.23  2.77 17.8   .39  4.7  1.918E-02  1.09  6.8   .21  7.2  7.765E+02
 060  -4  75.0  212.43  7.41 16.3   .85  4.9  2.112E-02  3.42  5.0   .44  6.9  8.516E+02
 060  -5  75.0  211.63  7.39 16.3   .85  4.9  2.325E-02  3.42  5.0   .44  6.9  9.340E+02
 060  80  82.5  129.69  2.77  9.0  2.96  7.2  1.073E-06  2.87 14.9  3.22  6.0  2.636E-02
 060  75  82.5  134.78  2.77  9.0  2.96  7.2  2.003E-06  2.87 14.9  3.22  6.0  5.113E-02
 060  70  82.5  139.87  2.77  9.0  2.96  7.2  3.742E-06  2.87 14.9  3.22  6.0  9.917E-02
 060  65  82.5  144.96  2.77  9.0  2.96  7.2  7.010E-06  2.87 14.9  3.22  6.0  1.924E-01
 060  60  82.5  150.05  2.12  8.6  3.57  6.0  1.311E-05  2.96 17.1  2.32  6.2  3.731E-01
 060  55  82.5  154.13  1.70 13.5  3.72  6.6  2.442E-05  2.28 18.7  2.66  5.4  7.144E-01
 060  50  82.5  155.12  1.91 17.9  3.22  5.1  4.590E-05  1.61 16.0  2.69  5.5  1.352E+00
 060  45  82.5  153.67  1.40 15.0  2.68  6.3  8.768E-05  1.74 14.2  2.17  6.1  2.558E+00
 060  40  82.5  150.73  1.00 11.9  1.79  5.8  1.707E-04  1.76 14.7  1.49  6.2  4.886E+00
 060  35  82.5  149.60  1.16 13.1  1.46  5.5  3.311E-04  1.48 11.6   .88  3.5  9.411E+00
 060  30  82.5  148.87   .88 11.6  1.03  6.0  6.436E-04  1.12 14.2   .52  4.5  1.820E+01
 060  25  82.5  152.15   .80 11.6   .61  6.3  1.211E-03   .75 14.5   .27  5.5  3.502E+01
 060  20  82.5  160.14   .80 14.5   .36  4.7  2.165E-03   .43 12.9   .15  7.5  6.587E+01
 060  15  82.5  170.34   .82 15.3   .27  4.1  3.697E-03   .20 11.5   .10  8.5  1.197E+02
 060  10  82.5  182.91   .72 15.2   .26  5.9  6.009E-03   .18 13.2   .10  6.8  2.088E+02
 060   9  82.5  184.74   .66 15.0   .26  6.9  6.613E-03   .16 14.6   .10  6.8  2.321E+02
 060   8  82.5  186.57   .61 14.9   .26  7.0  7.279E-03   .15 14.0   .10  5.7  2.580E+02
 060   7  82.5  188.40   .55 15.3   .27  7.4  8.013E-03   .15 13.9   .11  5.2  2.868E+02
 060   6  82.5  190.08   .50 15.0   .27  7.2  8.823E-03   .15 12.8   .12  5.1  3.186E+02
 060   5  82.5  191.15   .46 15.1   .28  7.0  9.723E-03   .15 16.1   .13  5.4  3.531E+02
 060   4  82.5  192.20   .44 12.4   .29  7.0  1.072E-02   .17 15.7   .15  5.4  3.913E+02
 060   3  82.5  193.25   .45  7.5   .31  6.7  1.181E-02   .20 17.1   .18  5.5  4.336E+02
 060   2  82.5  195.40   .46  6.0   .31  6.8  1.292E-02   .24 18.6   .18  5.6  4.795E+02
 060   1  82.5  198.04   .50  5.5   .29  6.9  1.409E-02   .30 18.0   .18  5.6  5.300E+02
 060   0  82.5  200.42   .46  5.0   .28  7.5  1.538E-02   .31 17.7   .18  5.4  5.854E+02
 060  -1  82.5  201.88   .38  6.2   .26  7.7  1.683E-02   .29 17.7   .18  5.4  6.455E+02
 060  -2  82.5  202.58   .71  4.4   .30  8.1  1.849E-02   .48 16.4   .20  4.8  7.116E+02
 060  -3  82.5  200.35  1.35  4.8   .65  7.5  2.062E-02   .80 14.6   .39  4.5  7.845E+02
 060  -4  82.5  175.71  2.88 10.0  1.32  9.3  2.623E-02  1.80 14.1   .85  3.1  8.736E+02
 060  -5  82.5  151.07  2.48 10.0  1.13  9.3  3.394E-02  1.80 14.1   .85  3.1  9.728E+02
 060  80  90.0  128.15   .00  9.0   .00  7.2  1.107E-06   .00 14.9   .00  6.0  2.688E-02
 060  75  90.0  133.94   .00  9.0   .00  7.2  2.048E-06   .00 14.9   .00  6.0  5.195E-02
 060  70  90.0  139.75   .00  9.0   .00  7.2  3.792E-06   .00 14.9   .00  6.0  1.004E-01
 060  65  90.0  145.58   .00  9.0   .00  7.2  7.043E-06   .00 14.9   .00  6.0  1.941E-01
 060  60  90.0  151.42   .00  8.6   .00  6.0  1.306E-05   .00 17.1   .00  6.2  3.751E-01
 060  55  90.0  156.26   .00 13.5   .00  6.6  2.404E-05   .00 18.7   .00  5.4  7.127E-01
 060  50  90.0  157.89   .00 17.9   .00  5.1  4.454E-05   .00 16.0   .00  5.5  1.335E+00
 060  45  90.0  156.37   .00 15.0   .00  6.3  8.413E-05   .00 14.2   .00  6.1  2.498E+00
 060  40  90.0  152.98   .00 11.9   .00  5.8  1.624E-04   .00 14.7   .00  6.2  4.719E+00
 060  35  90.0  150.94   .00 13.1   .00  5.5  3.145E-04   .00 11.6   .00  3.5  9.018E+00
 060  30  90.0  148.66   .00 11.6   .00  6.0  6.162E-04   .00 14.2   .00  4.5  1.741E+01
 060  25  90.0  150.63   .00 11.6   .00  6.3  1.174E-03   .00 14.5   .00  5.5  3.361E+01
 060  20  90.0  157.83   .00 14.5   .00  4.7  2.124E-03   .00 12.9   .00  7.5  6.370E+01
 060  15  90.0  167.58   .00 15.3   .00  4.1  3.668E-03   .00 11.5   .00  8.5  1.168E+02
 060  10  90.0  179.96   .00 15.2   .00  5.9  6.014E-03   .00 13.2   .00  6.8  2.056E+02
 060   9  90.0  181.84   .00 15.0   .00  6.9  6.627E-03   .00 14.6   .00  6.8  2.289E+02
 060   8  90.0  183.71   .00 14.9   .00  7.0  7.303E-03   .00 14.0   .00  5.7  2.549E+02
 060   7  90.0  185.59   .00 15.3   .00  7.4  8.050E-03   .00 13.9   .00  5.2  2.838E+02
 060   6  90.0  187.30   .00 15.0   .00  7.2  8.874E-03   .00 12.8   .00  5.1  3.158E+02
 060   5  90.0  188.38   .00 15.1   .00  7.0  9.792E-03   .00 16.1   .00  5.4  3.504E+02
 060   4  90.0  189.46   .00 12.4   .00  7.0  1.081E-02   .00 15.7   .00  5.4  3.889E+02
 060   3  90.0  190.53   .00  7.5   .00  6.7  1.192E-02   .00 17.1   .00  5.5  4.316E+02
 060   2  90.0  192.86   .00  6.0   .00  6.8  1.304E-02   .00 18.6   .00  5.6  4.779E+02
 060   1  90.0  195.59   .00  5.5   .00  6.9  1.424E-02   .00 18.0   .00  5.6  5.289E+02
 060   0  90.0  197.96   .00  5.0   .00  7.5  1.556E-02   .00 17.7   .00  5.4  5.849E+02
 060  -1  90.0  199.19   .00  6.2   .00  7.7  1.707E-02   .00 17.7   .00  5.4  6.458E+02
 060  -2  90.0  199.50   .00  4.4   .00  8.1  1.881E-02   .00 16.4   .00  4.8  7.129E+02
 060  -3  90.0  196.23   .00  4.8   .00  7.5  2.113E-02   .00 14.6   .00  4.5  7.872E+02
 060  -4  90.0  164.94   .00 10.0   .00  9.3  2.819E-02   .00 14.1   .00  3.1  8.814E+02
 060  -5  90.0  135.01   .00 10.0   .00  9.3  3.850E-02   .00 14.1   .00  3.1  9.862E+02
 090  80 -90.0  165.00   .00 11.1   .00  5.0  4.379E-07   .00 10.6   .00  4.9  1.367E-02
 090  75 -90.0  163.84   .00 11.1   .00  5.0  7.278E-07   .00 10.6   .00  4.9  2.258E-02
 090  70 -90.0  158.96   .00 11.1   .00  5.0  1.226E-06   .00 10.6   .00  4.9  3.685E-02
 090  65 -90.0  154.08   .00 10.8   .00  3.3  2.054E-06   .00 12.7   .00  5.3  6.004E-02
 090  60 -90.0  154.50   .00  9.1   .00  3.9  3.910E-06   .00 14.0   .00  7.1  1.142E-01
 090  55 -90.0  150.25   .00 13.4   .00  4.7  7.679E-06   .00 13.0   .00  7.3  2.184E-01
 090  50 -90.0  144.75   .00 13.1   .00  5.6  1.554E-05   .00 11.8   .00  6.0  4.265E-01
 090  45 -90.0  138.25   .00 15.2   .00  6.1  3.265E-05   .00 11.7   .00  5.9  8.570E-01
 090  40 -90.0  133.30   .00 14.3   .00  5.8  6.998E-05   .00  8.2   .00  5.7  1.772E+00
 090  35 -90.0  127.04   .00 12.4   .00  6.7  1.564E-04   .00  7.0   .00  5.3  3.775E+00
 090  30 -90.0  125.19   .00  7.3   .00  5.5  3.467E-04   .00 10.9   .00  5.6  8.246E+00
 090  25 -90.0  127.80   .00 11.8   .00  4.9  7.389E-04   .00  7.8   .00  6.0  1.794E+01
 090  20 -90.0  131.57   .00  9.9   .00  5.2  1.533E-03   .00  8.9   .00  5.2  3.833E+01
 090  15 -90.0  138.21   .00  4.5   .00  4.0  3.031E-03   .00 10.0   .00  6.5  7.961E+01
 090  10 -90.0  148.00   .00 11.0   .00  5.9  5.644E-03   .00  9.4   .00  6.7  1.587E+02
 090   9 -90.0  150.53   .00 11.0   .00  5.8  6.327E-03   .00  8.9   .00  6.8  1.809E+02
 090   8 -90.0  153.00   .00 11.2   .00  5.9  7.099E-03   .00  8.4   .00  6.5  2.064E+02
 090   7 -90.0  154.90   .00  9.7   .00  7.4  7.962E-03   .00  8.6   .00  5.4  2.343E+02
 090   6 -90.0  156.78   .00  9.8   .00  7.2  8.933E-03   .00  9.0   .00  4.9  2.661E+02
 090   5 -90.0  156.97   .00 11.2   .00  6.5  1.011E-02   .00  8.8   .00  4.1  3.016E+02
 090   4 -90.0  155.90   .00 11.7   .00  6.6  1.155E-02   .00 10.0   .00  3.9  3.420E+02
 090   3 -90.0  150.87   .00 13.7   .00  6.1  1.356E-02   .00  9.8   .00  5.2  3.886E+02
 090   2 -90.0  147.24   .00 13.7   .00  6.1  1.578E-02   .00  9.8   .00  5.2  4.415E+02
 090   1 -90.0  143.62   .00 13.7   .00  6.1  1.838E-02   .00  9.8   .00  5.2  5.015E+02
 090   0 -90.0  140.01   .00 13.7   .00  6.1  2.142E-02   .00  9.8   .00  5.2  5.697E+02
 090  -1 -90.0  136.42   .00 13.7   .00  6.1  2.497E-02   .00  9.8   .00  5.2  6.472E+02
 090  -2 -90.0  131.62   .00 13.7   .00  6.1  2.945E-02   .00  9.8   .00  5.2  7.363E+02
 090  -3 -90.0  130.00   .00 13.7   .00  6.1  3.379E-02   .00  9.8   .00  5.2  8.345E+02
 090  -4 -90.0  130.00   .00 13.7   .00  6.1  3.824E-02   .00  9.8   .00  5.2  9.443E+02
 090  -5 -90.0  130.00   .00 13.7   .00  6.1  4.327E-02   .00  9.8   .00  5.2  1.069E+03
 090  80 -82.5  165.00  7.36 11.1  4.40  5.0  4.419E-07  3.30 10.6  2.42  4.9  1.379E-02
 090  75 -82.5  163.37  7.36 11.1  4.40  5.0  7.498E-07  3.30 10.6  2.42  4.9  2.319E-02
 090  70 -82.5  158.23  7.36 11.1  4.40  5.0  1.287E-06  3.30 10.6  2.42  4.9  3.848E-02
 090  65 -82.5  153.09  2.25 10.8  2.47  3.3  2.199E-06  2.03 12.7  1.24  5.3  6.385E-02
 090  60 -82.5  152.74  2.64  9.1  2.77  3.9  4.227E-06  2.71 14.0  1.56  7.1  1.220E-01
 090  55 -82.5  149.31  1.87 13.4  1.72  4.7  8.312E-06  2.13 13.0  1.34  7.3  2.349E-01
 090  50 -82.5  144.98  1.87 13.1  1.12  5.6  1.672E-05  2.06 11.8   .93  6.0  4.595E-01
 090  45 -82.5  139.88  1.51 15.2   .92  6.1  3.458E-05  1.78 11.7   .89  5.9  9.182E-01
 090  40 -82.5  135.77  1.11 14.3   .55  5.8  7.278E-05  1.23  8.2   .40  5.7  1.877E+00
 090  35 -82.5  130.05   .82 12.4   .47  6.7  1.593E-04   .71  7.0   .29  5.3  3.937E+00
 090  30 -82.5  127.45   .64  7.3   .38  5.5  3.497E-04   .48 10.9   .29  5.6  8.467E+00
 090  25 -82.5  129.06   .32 11.8   .21  4.9  7.439E-04   .40  7.8   .12  6.0  1.824E+01
 090  20 -82.5  132.34   .26  9.9   .17  5.2  1.541E-03   .34  8.9   .13  5.2  3.875E+01
 090  15 -82.5  138.86   .21  4.5   .07  4.0  3.037E-03   .26 10.0   .10  6.5  8.014E+01
 090  10 -82.5  148.38   .14 11.0   .06  5.9  5.654E-03   .22  9.4   .06  6.7  1.594E+02
 090   9 -82.5  150.88   .13 11.0   .06  5.8  6.337E-03   .21  8.9   .07  6.8  1.816E+02
 090   8 -82.5  153.37   .13 11.2   .07  5.9  7.104E-03   .20  8.4   .08  6.5  2.070E+02
 090   7 -82.5  155.41   .14  9.7   .07  7.4  7.962E-03   .20  8.6   .07  5.4  2.351E+02
 090   6 -82.5  157.26   .15  9.8   .09  7.2  8.928E-03   .21  9.0   .09  4.9  2.668E+02
 090   5 -82.5  157.78   .16 11.2   .09  6.5  1.008E-02   .22  8.8   .08  4.1  3.023E+02
 090   4 -82.5  156.95   .25 11.7   .13  6.6  1.149E-02   .22 10.0   .11  3.9  3.426E+02
 090   3 -82.5  152.66   .35 13.7   .12  6.1  1.341E-02   .35  9.8   .11  5.2  3.888E+02
 090   2 -82.5  148.37   .34 13.7   .11  6.1  1.566E-02   .35  9.8   .11  5.2  4.413E+02
 090   1 -82.5  144.08   .33 13.7   .11  6.1  1.830E-02   .35  9.8   .11  5.2  5.009E+02
 090   0 -82.5  139.79   .32 13.7   .11  6.1  2.141E-02   .35  9.8   .11  5.2  5.685E+02
 090  -1 -82.5  135.50   .31 13.7   .10  6.1  2.507E-02   .35  9.8   .11  5.2  6.453E+02
 090  -2 -82.5  131.21   .30 13.7   .10  6.1  2.938E-02   .35  9.8   .11  5.2  7.324E+02
 090  -3 -82.5  130.00   .30 13.7   .10  6.1  3.354E-02   .35  9.8   .11  5.2  8.283E+02
 090  -4 -82.5  130.00   .30 13.7   .10  6.1  3.789E-02   .35  9.8   .11  5.2  9.357E+02
 090  -5 -82.5  130.00   .30 13.7   .10  6.1  4.280E-02   .35  9.8   .11  5.2  1.057E+03
 090  80 -75.0  165.00  4.47 10.6  3.00  7.0  4.539E-07  2.57  9.2  1.39  5.8  1.416E-02
 090  75 -75.0  161.97  4.47 10.6  3.00  7.0  8.197E-07  2.57  9.2  1.39  5.8  2.510E-02
 090  70 -75.0  156.07  4.47 10.6  3.00  7.0  1.486E-06  2.57  9.2  1.39  5.8  4.383E-02
 090  65 -75.0  150.17  1.93 14.8  1.52  6.7  2.696E-06  2.54 11.0  1.14  4.4  7.654E-02
 090  60 -75.0  147.58  2.15 16.0  1.37  6.7  5.339E-06  2.16  5.6  1.14  4.1  1.486E-01
 090  55 -75.0  146.53  1.92 14.4  1.15  6.4  1.054E-05  2.19  9.3  1.17  4.5  2.917E-01
 090  50 -75.0  145.68  1.50 16.9  1.31  5.3  2.079E-05  2.56  6.6  1.21  5.3  5.740E-01
 090  45 -75.0  144.89  1.69 16.2   .98  4.5  4.106E-05  3.09  3.5   .83  5.5  1.131E+00
 090  40 -75.0  143.47  1.51 11.6   .80  4.5  8.187E-05  2.71  4.7   .48  7.0  2.237E+00
 090  35 -75.0  139.50  1.35  8.9   .63  5.8  1.685E-04  1.62  5.7   .39  5.6  4.476E+00
 090  30 -75.0  134.49  1.36  4.4   .36  5.9  3.588E-04   .89  7.0   .21  6.1  9.175E+00
 090  25 -75.0  132.91   .69  7.4   .20  5.4  7.591E-04   .73  4.8   .14  4.6  1.917E+01
 090  20 -75.0  134.68   .47  4.7   .17  5.9  1.565E-03   .61  6.7   .15  5.5  4.005E+01
 090  15 -75.0  140.82   .26  4.4   .08  6.1  3.056E-03   .56  5.5   .06  6.0  8.176E+01
 090  10 -75.0  149.54   .26  4.4   .07  4.4  5.682E-03   .45  6.3   .07  7.0  1.615E+02
 090   9 -75.0  151.94   .27  4.3   .06  4.5  6.366E-03   .42  6.4   .07  6.6  1.838E+02
 090   8 -75.0  154.48   .27  4.2   .05  4.6  7.119E-03   .40  6.4   .07  6.3  2.090E+02
 090   7 -75.0  156.95   .28  4.1   .05  4.7  7.962E-03   .39  6.5   .07  5.7  2.374E+02
 090   6 -75.0  158.72   .27  3.9   .06  5.2  8.916E-03   .38  7.3   .07  5.5  2.689E+02
 090   5 -75.0  160.23   .26  7.4   .08  5.6  9.997E-03   .38  7.4   .08  4.6  3.044E+02
 090   4 -75.0  160.15   .22  8.2   .09  5.7  1.131E-02   .39  7.2   .09  5.3  3.442E+02
 090   3 -75.0  158.17   .32  8.4   .11  6.1  1.296E-02   .43  7.1   .10  5.4  3.894E+02
 090   2 -75.0  151.82   .39 11.3   .07  5.5  1.529E-02   .48  5.1   .08  5.6  4.409E+02
 090   1 -75.0  145.47   .37 11.3   .07  5.5  1.806E-02   .48  5.1   .08  5.6  4.991E+02
 090   0 -75.0  139.12   .36 11.3   .06  5.5  2.138E-02   .48  5.1   .08  5.6  5.650E+02
 090  -1 -75.0  132.77   .34 11.3   .06  5.5  2.536E-02   .48  5.1   .08  5.6  6.396E+02
 090  -2 -75.0  130.00   .33 11.3   .06  5.5  2.918E-02   .48  5.1   .08  5.6  7.207E+02
 090  -3 -75.0  130.00   .33 11.3   .06  5.5  3.280E-02   .48  5.1   .08  5.6  8.100E+02
 090  -4 -75.0  130.00   .33 11.3   .06  5.5  3.686E-02   .48  5.1   .08  5.6  9.104E+02
 090  -5 -75.0  130.00   .33 11.3   .06  5.5  4.143E-02   .48  5.1   .08  5.6  1.023E+03
 090  80 -67.5  165.00  3.72 12.9  2.74  5.4  4.487E-07  2.33 12.1  1.69  5.0  1.398E-02
 090  75 -67.5  158.99  3.72 12.9  2.74  5.4  8.796E-07  2.33 12.1  1.69  5.0  2.638E-02
 090  70 -67.5  152.05  3.72 12.9  2.74  5.4  1.707E-06  2.33 12.1  1.69  5.0  4.905E-02
 090  65 -67.5  145.11  2.69 14.6  2.55  5.7  3.336E-06  2.59 12.7  2.03  5.9  9.118E-02
 090  60 -67.5  141.73  2.70 14.7  1.90  6.7  6.822E-06  3.03 10.2  2.06  4.5  1.820E-01
 090  55 -67.5  141.47  2.50 14.6  1.46  7.9  1.377E-05  3.77  6.6  1.29  3.8  3.672E-01
 090  50 -67.5  143.48  2.67 16.4  1.62  6.7  2.713E-05  4.04  5.3  1.01  4.1  7.365E-01
 090  45 -67.5  147.00  2.85 15.9  1.19  4.6  5.202E-05  4.06  4.2   .78  5.9  1.453E+00
 090  40 -67.5  149.66  2.72 10.4   .77  4.7  9.891E-05  3.34  5.2   .51  6.3  2.819E+00
 090  35 -67.5  149.21  2.44  6.8   .69  4.3  1.912E-04  1.94  6.3   .46  7.0  5.433E+00
 090  30 -67.5  144.62  1.66  7.5   .55  5.7  3.853E-04  1.23  4.1   .37  7.2  1.060E+01
 090  25 -67.5  140.88   .85  5.8   .23  7.0  7.891E-04  1.27  3.6   .20  6.1  2.113E+01
 090  20 -67.5  140.47   .57  7.1   .23  6.9  1.595E-03  1.06  5.3   .16  5.7  4.256E+01
 090  15 -67.5  144.81   .52  3.6   .11  6.4  3.083E-03   .80  5.1   .09  5.2  8.482E+01
 090  10 -67.5  152.62   .45  4.3   .07  5.9  5.683E-03   .63  5.0   .09  5.4  1.648E+02
 090   9 -67.5  154.77   .44  4.3   .07  6.0  6.368E-03   .59  5.7   .08  5.4  1.873E+02
 090   8 -67.5  157.22   .44  4.4   .06  6.0  7.107E-03   .57  5.1   .08  5.6  2.123E+02
 090   7 -67.5  159.65   .44  4.4   .06  5.8  7.934E-03   .55  5.2   .08  5.6  2.407E+02
 090   6 -67.5  161.41   .42  4.5   .07  6.2  8.871E-03   .53  5.8   .08  5.6  2.721E+02
 090   5 -67.5  162.81   .41  4.3   .09  6.1  9.933E-03   .52  7.0   .08  5.7  3.073E+02
 090   4 -67.5  162.96   .41  5.7   .10  6.2  1.120E-02   .51  8.1   .09  4.9  3.468E+02
 090   3 -67.5  161.53   .44 10.0   .13  6.3  1.276E-02   .53  6.9   .11  4.9  3.915E+02
 090   2 -67.5  156.50   .57  9.9   .14  6.3  1.490E-02   .63  6.8   .12  4.4  4.429E+02
 090   1 -67.5  149.03   .27  2.9   .03  2.3  1.783E-02   .36  5.6   .14  5.5  5.048E+02
 090   0 -67.5  141.56   .25  2.9   .03  2.3  2.140E-02   .36  5.6   .14  5.5  5.754E+02
 090  -1 -67.5  134.09   .24  2.9   .02  2.3  2.574E-02   .36  5.6   .14  5.5  6.559E+02
 090  -2 -67.5  130.00   .23  2.9   .02  2.3  3.011E-02   .36  5.6   .14  5.5  7.436E+02
 090  -3 -67.5  130.00   .23  2.9   .02  2.3  3.400E-02   .36  5.6   .14  5.5  8.397E+02
