  Ls  Lat LonW  TA0K   TA1K  Tp1  TA2K  Tp2
  90 -15.0 351 192.83 32.14 13.5 14.40   .6
  90 -15.0 342 192.42 33.46 13.4 14.91   .6
  90 -15.0 333 191.04 36.74 13.2 16.50   .4
  90 -15.0 324 189.49 40.84 12.9 18.62   .2
  90 -15.0 315 189.50 42.13 12.9 18.66   .3
  90 -15.0 306 188.96 42.98 13.0 18.86   .3
  90 -15.0 297 189.63 43.91 13.1 18.55   .3
  90 -15.0 288 190.69 40.83 13.3 17.17   .5
  90 -15.0 279 192.84 36.07 13.6 15.42   .6
  90 -15.0 270 194.34 32.45 13.7 13.94   .7
  90 -15.0 261 195.11 30.18 13.8 13.22   .8
  90 -15.0 252 195.51 29.69 13.8 13.05   .8
  90 -15.0 243 195.64 29.29 13.8 12.82   .8
  90 -15.0 234 195.54 26.78 13.9 11.87   .9
  90 -15.0 225 195.34 24.11 14.0 10.67  1.0
  90 -15.0 216 196.01 23.00 14.0 10.12  1.0
  90 -15.0 207 197.61 22.71 14.0 10.02  1.0
  90 -15.0 198 198.60 23.40 13.9 10.29  1.0
  90 -15.0 189 198.21 24.68 13.9 10.90   .9
  90 -15.0 180 197.38 26.24 13.8 11.52   .9
  90 -15.0 171 196.44 28.27 13.8 12.41   .8
  90 -15.0 162 195.35 30.31 13.7 13.27   .8
  90 -15.0 153 195.21 31.97 13.6 13.75   .7
  90 -15.0 144 194.91 32.03 13.6 13.89   .7
  90 -15.0 135 195.34 30.12 13.7 13.01   .8
  90 -15.0 126 195.42 28.06 13.8 12.16   .9
  90 -15.0 117 194.95 26.96 13.8 11.85   .9
  90 -15.0 108 195.14 27.14 13.8 11.93   .9
  90 -15.0  99 196.51 27.99 13.8 12.28   .9
  90 -15.0  90 197.34 28.59 13.8 12.34   .9
  90 -15.0  81 197.56 28.50 13.8 12.39   .9
  90 -15.0  72 197.63 28.54 13.8 12.51   .9
  90 -15.0  63 197.35 28.76 13.8 12.55   .9
  90 -15.0  54 196.86 28.73 13.8 12.57   .9
  90 -15.0  45 195.86 28.92 13.8 12.51   .9
  90 -15.0  36 194.50 28.77 13.8 12.53   .9
  90 -15.0  27 193.91 28.11 13.8 12.34   .9
  90 -15.0  18 194.27 27.78 13.7 12.23   .8
  90 -15.0   9 194.11 29.14 13.6 12.97   .8
  90  -7.5 360 197.58 38.92 13.1 16.56   .3
  90  -7.5 351 196.71 40.46 13.0 17.30   .3
  90  -7.5 342 196.40 40.65 13.0 17.46   .3
  90  -7.5 333 195.62 42.78 12.9 18.40   .2
  90  -7.5 324 194.47 46.10 12.7 19.89   .1
  90  -7.5 315 193.90 47.77 12.7 19.97   .1
  90  -7.5 306 192.12 50.52 12.8 20.24   .1
  90  -7.5 297 190.28 53.86 12.7 20.91   .1
  90  -7.5 288 191.38 50.93 13.0 19.70   .1
  90  -7.5 279 194.56 45.73 13.2 17.98   .3
  90  -7.5 270 197.37 41.69 13.3 16.78   .4
  90  -7.5 261 198.40 39.01 13.4 16.28   .5
  90  -7.5 252 198.89 38.25 13.4 16.07   .5
  90  -7.5 243 200.68 35.98 13.5 15.01   .7
  90  -7.5 234 201.76 30.85 13.7 12.92   .8
  90  -7.5 225 201.85 26.66 13.9 11.21   .9
  90  -7.5 216 202.84 24.50 14.0 10.34  1.0
  90  -7.5 207 204.73 24.39 13.9 10.19  1.0
  90  -7.5 198 205.04 25.33 13.9 10.52   .9
  90  -7.5 189 204.45 26.71 13.9 11.08   .9
  90  -7.5 180 203.93 28.68 13.8 11.92   .8
  90  -7.5 171 202.33 31.71 13.7 13.20   .8
  90  -7.5 162 200.37 36.19 13.5 14.96   .6
  90  -7.5 153 198.84 40.18 13.3 16.38   .5
  90  -7.5 144 198.75 40.38 13.3 16.33   .5
  90  -7.5 135 200.07 36.89 13.5 14.94   .6
  90  -7.5 126 201.67 33.69 13.7 13.70   .8
  90  -7.5 117 202.54 32.49 13.7 13.24   .8
  90  -7.5 108 203.44 31.79 13.8 12.91   .8
  90  -7.5  99 204.32 31.02 13.8 12.51   .8
  90  -7.5  90 204.39 30.38 13.8 12.30   .8
  90  -7.5  81 204.09 29.93 13.8 12.30   .8
  90  -7.5  72 203.88 29.76 13.8 12.37   .8
  90  -7.5  63 203.43 30.41 13.8 12.59   .8
  90  -7.5  54 203.15 30.84 13.8 12.69   .8
  90  -7.5  45 202.61 30.76 13.7 12.65   .8
  90  -7.5  36 201.25 31.50 13.6 13.00   .8
  90  -7.5  27 199.92 32.58 13.5 13.59   .7
  90  -7.5  18 199.37 33.17 13.5 14.08   .6
  90  -7.5   9 198.80 35.43 13.3 15.08   .5
  90    .0 360 200.20 44.80 12.7 18.79   .1
  90    .0 351 200.64 44.15 12.8 18.01   .2
  90    .0 342 201.08 42.33 12.9 17.16   .2
  90    .0 333 201.07 42.27 13.0 17.00   .3
  90    .0 324 200.61 44.11 13.0 17.49   .2
  90    .0 315 199.85 46.65 13.0 18.20   .2
  90    .0 306 198.23 50.11 12.9 18.50   .1
  90    .0 297 195.62 54.34 12.8 19.45   .1
  90    .0 288 195.31 53.77 12.9 19.53   .1
  90    .0 279 197.08 49.99 13.0 18.43   .1
  90    .0 270 198.65 47.40 13.1 18.35   .2
  90    .0 261 199.68 47.63 13.0 18.42   .2
  90    .0 252 200.45 46.94 13.0 18.44   .2
  90    .0 243 204.16 40.70 13.4 15.88   .5
  90    .0 234 206.51 33.71 13.6 13.18   .8
  90    .0 225 207.04 29.12 13.8 11.55   .9
  90    .0 216 207.95 26.32 13.9 10.37  1.0
  90    .0 207 209.32 25.64 13.9 10.09  1.0
  90    .0 198 209.54 26.56 13.9 10.41   .9
  90    .0 189 208.90 28.29 13.8 11.06   .9
  90    .0 180 208.18 30.62 13.7 12.07   .8
  90    .0 171 206.32 34.64 13.6 13.58   .7
  90    .0 162 202.43 41.99 13.2 16.29   .4
  90    .0 153 199.29 48.98 12.9 18.95   .1
  90    .0 144 199.58 48.86 12.9 18.59   .1
  90    .0 135 202.33 43.95 13.3 16.79   .4
  90    .0 126 206.00 39.16 13.5 14.75   .6
  90    .0 117 208.85 36.33 13.6 13.68   .7
  90    .0 108 210.15 34.06 13.8 12.96   .8
  90    .0  99 210.54 31.05 13.9 11.89   .8
  90    .0  90 209.95 29.18 13.9 11.31   .8
  90    .0  81 209.26 28.91 13.9 11.27   .9
  90    .0  72 208.79 29.33 13.9 11.49   .8
  90    .0  63 208.17 30.22 13.8 11.90   .8
  90    .0  54 207.81 30.47 13.8 12.02   .8
  90    .0  45 207.46 30.05 13.8 12.06   .8
  90    .0  36 205.95 31.89 13.7 12.90   .7
  90    .0  27 204.01 35.98 13.4 14.38   .6
  90    .0  18 202.37 39.45 13.1 15.98   .4
  90    .0   9 201.11 42.55 12.9 17.28   .2
  90   7.5 360 203.58 47.63 12.6 18.41   .1
  90   7.5 351 204.66 44.83 12.8 16.94   .2
  90   7.5 342 205.60 42.19 13.0 15.99   .3
  90   7.5 333 205.76 41.08 13.1 15.58   .3
  90   7.5 324 205.67 42.60 13.1 15.79   .3
  90   7.5 315 204.32 46.39 13.0 16.76   .2
  90   7.5 306 202.61 49.75 13.0 17.18   .2
  90   7.5 297 201.65 52.32 12.9 17.74   .1
  90   7.5 288 200.83 53.07 12.9 17.86   .1
  90   7.5 279 201.64 50.76 12.9 17.18   .1
  90   7.5 270 202.48 47.76 13.0 17.20   .2
  90   7.5 261 203.70 47.24 13.0 17.32   .2
  90   7.5 252 205.87 45.27 13.2 16.71   .3
  90   7.5 243 209.03 39.18 13.5 14.57   .6
  90   7.5 234 210.79 33.90 13.6 12.52   .8
  90   7.5 225 211.31 29.93 13.8 11.10   .9
  90   7.5 216 211.64 27.16 13.9 10.14   .9
  90   7.5 207 212.31 26.73 13.9  9.94   .9
  90   7.5 198 212.49 28.22 13.8 10.43   .9
  90   7.5 189 211.61 31.09 13.7 11.48   .8
  90   7.5 180 210.54 34.58 13.6 12.83   .7
  90   7.5 171 208.50 38.81 13.4 14.28   .5
  90   7.5 162 204.88 45.16 13.1 16.47   .3
  90   7.5 153 201.98 51.26 12.7 18.79   .1
  90   7.5 144 201.76 52.50 12.7 18.92   .0
  90   7.5 135 204.42 48.62 13.0 17.31   .2
  90   7.5 126 208.84 43.18 13.4 15.20   .4
  90   7.5 117 213.50 38.81 13.6 13.79   .6
  90   7.5 108 215.62 34.89 13.8 12.62   .7
  90   7.5  99 215.28 29.57 13.9 10.97   .8
  90   7.5  90 214.03 26.93 13.9 10.05   .9
  90   7.5  81 213.42 27.30 13.9 10.16   .9
  90   7.5  72 212.83 28.72 13.9 10.66   .8
  90   7.5  63 212.21 29.79 13.8 11.17   .8
  90   7.5  54 211.65 29.88 13.8 11.30   .8
  90   7.5  45 211.06 30.00 13.8 11.43   .8
  90   7.5  36 209.99 32.07 13.7 12.11   .8
  90   7.5  27 208.77 35.56 13.5 13.32   .6
  90   7.5  18 206.99 39.93 13.2 14.97   .4
  90   7.5   9 204.94 45.32 12.8 16.99   .1
  90  15.0 360 208.82 45.05 12.9 15.83   .2
  90  15.0 351 208.86 44.65 12.9 15.69   .2
  90  15.0 342 209.21 42.73 13.0 15.05   .3
  90  15.0 333 209.01 41.52 13.1 14.58   .3
  90  15.0 324 208.82 44.41 13.1 15.03   .3
  90  15.0 315 207.19 49.89 12.9 15.68   .2
  90  15.0 306 206.69 51.64 12.9 16.08   .1
  90  15.0 297 206.39 51.87 12.9 16.30   .1
  90  15.0 288 205.54 52.78 12.9 16.42   .1
  90  15.0 279 205.98 51.71 13.0 16.27   .1
  90  15.0 270 206.73 48.84 13.0 16.05   .1
  90  15.0 261 208.36 46.09 13.1 15.70   .2
  90  15.0 252 211.05 42.60 13.3 14.75   .4
  90  15.0 243 213.92 37.62 13.5 13.11   .6
  90  15.0 234 215.05 32.94 13.7 11.50   .7
  90  15.0 225 215.72 29.14 13.8 10.25   .9
  90  15.0 216 215.53 27.05 13.9  9.55   .9
  90  15.0 207 215.82 27.59 13.9  9.61   .9
  90  15.0 198 215.04 30.25 13.8 10.47   .8
  90  15.0 189 213.91 34.97 13.6 12.04   .6
  90  15.0 180 212.31 39.88 13.3 13.66   .5
  90  15.0 171 210.37 43.46 13.1 14.88   .3
  90  15.0 162 208.50 46.02 13.0 15.66   .2
  90  15.0 153 207.25 48.69 12.9 16.43   .2
  90  15.0 144 206.51 51.01 12.8 17.05   .1
  90  15.0 135 207.81 49.31 13.0 16.20   .2
  90  15.0 126 211.68 43.50 13.3 14.42   .4
  90  15.0 117 217.12 38.48 13.6 12.93   .6
  90  15.0 108 219.25 34.64 13.8 11.77   .7
  90  15.0  99 218.32 29.57 13.8 10.44   .8
  90  15.0  90 216.92 27.20 13.9  9.67   .8
  90  15.0  81 216.53 27.50 13.9  9.72   .8
  90  15.0  72 216.46 28.53 13.9 10.07   .8
  90  15.0  63 216.04 29.31 13.8 10.45   .8
  90  15.0  54 214.82 30.19 13.8 10.80   .8
  90  15.0  45 212.74 32.79 13.6 11.54   .7
  90  15.0  36 212.14 35.66 13.5 12.32   .6
  90  15.0  27 212.94 35.28 13.6 12.28   .6
  90  15.0  18 212.59 35.82 13.5 12.59   .6
  90  15.0   9 210.61 40.89 13.2 14.25   .4
  90  22.5 360 213.95 41.26 13.1 13.47   .3
  90  22.5 351 212.90 42.44 13.0 13.90   .3
  90  22.5 342 212.78 41.82 13.1 13.65   .3
  90  22.5 333 212.58 42.07 13.1 13.51   .3
  90  22.5 324 212.35 45.76 12.9 14.02   .3
  90  22.5 315 210.32 50.60 12.8 14.49   .2
  90  22.5 306 209.45 51.53 12.9 14.89   .1
  90  22.5 297 209.51 51.55 12.9 15.14   .1
  90  22.5 288 209.91 52.55 12.9 14.84   .1
  90  22.5 279 210.53 51.34 12.9 15.18   .1
  90  22.5 270 210.56 49.29 12.9 14.91   .1
  90  22.5 261 211.16 46.69 13.0 14.78   .2
  90  22.5 252 213.54 43.35 13.2 13.98   .3
  90  22.5 243 217.48 37.40 13.5 12.27   .6
  90  22.5 234 219.82 31.34 13.7 10.48   .8
  90  22.5 225 220.64 27.55 13.9  9.19   .9
  90  22.5 216 220.39 26.10 13.9  8.69   .9
  90  22.5 207 220.11 27.14 13.9  8.89   .9
  90  22.5 198 218.54 30.53 13.7  9.84   .8
  90  22.5 189 216.58 35.77 13.5 11.49   .6
  90  22.5 180 214.87 40.94 13.3 12.93   .4
  90  22.5 171 213.02 44.26 13.1 13.96   .3
  90  22.5 162 211.91 45.58 13.0 14.30   .2
  90  22.5 153 211.09 47.06 13.0 14.55   .2
  90  22.5 144 210.60 48.58 12.9 14.99   .2
  90  22.5 135 211.85 47.06 13.1 14.27   .3
  90  22.5 126 215.56 41.83 13.4 12.84   .4
  90  22.5 117 218.83 37.49 13.6 11.65   .6
  90  22.5 108 221.05 34.50 13.7 10.79   .7
  90  22.5  99 219.54 31.05 13.8 10.13   .7
  90  22.5  90 218.55 28.90 13.8  9.57   .8
  90  22.5  81 218.99 28.14 13.8  9.35   .8
  90  22.5  72 219.04 27.88 13.8  9.32   .8
  90  22.5  63 219.43 28.64 13.8  9.57   .8
  90  22.5  54 217.89 30.68 13.7 10.28   .8
  90  22.5  45 215.24 35.97 13.5 11.61   .6
  90  22.5  36 214.01 40.98 13.3 12.63   .4
  90  22.5  27 216.14 37.83 13.4 11.78   .6
  90  22.5  18 217.00 34.84 13.5 11.23   .6
  90  22.5   9 215.75 37.36 13.4 12.25   .5
  90  30.0 360 217.21 38.22 13.3 11.25   .4
  90  30.0 351 216.42 39.40 13.2 11.67   .3
  90  30.0 342 215.41 39.97 13.2 11.90   .3
  90  30.0 333 214.95 41.12 13.1 12.11   .3
  90  30.0 324 213.92 44.32 13.0 12.70   .2
  90  30.0 315 212.43 48.05 12.9 13.01   .2
  90  30.0 306 212.05 50.09 12.9 13.28   .1
  90  30.0 297 211.39 51.60 12.9 13.47   .0
  90  30.0 288 211.70 52.38 12.9 13.15 12.0
  90  30.0 279 212.24 51.01 12.9 13.22 12.0
  90  30.0 270 212.72 49.36 13.0 13.25   .0
  90  30.0 261 212.97 47.73 13.0 13.29   .1
  90  30.0 252 215.44 43.92 13.1 12.57   .3
  90  30.0 243 219.70 36.82 13.5 10.89   .5
  90  30.0 234 222.56 30.31 13.8  9.21   .8
  90  30.0 225 224.27 27.07 13.9  8.31   .9
  90  30.0 216 224.53 26.29 13.9  8.06   .9
  90  30.0 207 224.17 26.99 13.9  8.25   .9
  90  30.0 198 222.16 29.58 13.8  8.94   .8
  90  30.0 189 220.11 33.38 13.6  9.96   .7
  90  30.0 180 218.52 37.47 13.4 10.92   .5
  90  30.0 171 216.57 40.80 13.3 11.77   .4
  90  30.0 162 215.48 42.36 13.2 12.12   .3
  90  30.0 153 214.71 43.59 13.1 12.32   .3
  90  30.0 144 214.71 45.23 13.1 12.52   .2
  90  30.0 135 215.54 44.38 13.1 12.14   .3
  90  30.0 126 217.26 40.28 13.4 11.22   .4
  90  30.0 117 219.12 36.62 13.6 10.36   .6
  90  30.0 108 220.87 33.77 13.6  9.62   .6
  90  30.0  99 220.91 31.38 13.8  9.29   .7
  90  30.0  90 220.55 29.05 13.8  8.90   .7
  90  30.0  81 220.98 27.61 13.8  8.56   .8
  90  30.0  72 220.65 26.96 13.8  8.42   .8
  90  30.0  63 220.55 27.93 13.8  8.72   .8
  90  30.0  54 219.45 30.28 13.7  9.45   .7
  90  30.0  45 217.99 34.95 13.4 10.47   .6
  90  30.0  36 215.63 39.60 13.3 11.36   .4
  90  30.0  27 216.30 38.57 13.4 10.99   .5
  90  30.0  18 217.76 35.68 13.4 10.36   .6
  90  30.0   9 217.92 36.25 13.4 10.71   .5
  90  37.5 360 219.68 33.58 13.5  8.95   .5
  90  37.5 351 219.10 34.56 13.4  9.27   .5
  90  37.5 342 218.22 35.84 13.4  9.62   .4
  90  37.5 333 217.54 37.47 13.3 10.00   .4
  90  37.5 324 216.33 40.37 13.2 10.55   .3
  90  37.5 315 215.02 44.14 13.0 10.98   .2
  90  37.5 306 214.63 47.17 12.9 11.07   .1
  90  37.5 297 214.44 49.42 12.8 11.02   .1
  90  37.5 288 212.97 51.23 12.8 10.84 11.9
  90  37.5 279 214.04 49.30 12.9 10.86 12.0
  90  37.5 270 214.57 47.46 13.0 11.01   .0
  90  37.5 261 215.13 45.96 13.0 10.84   .1
  90  37.5 252 216.31 42.08 13.2 10.30   .3
  90  37.5 243 219.69 34.99 13.5  9.10   .6
  90  37.5 234 222.85 29.14 13.8  7.82   .8
  90  37.5 225 225.16 26.66 13.9  7.23   .9
  90  37.5 216 226.82 26.45 13.9  7.23   .9
  90  37.5 207 226.98 27.01 13.9  7.40   .9
  90  37.5 198 225.48 28.39 13.8  7.74   .8
  90  37.5 189 223.34 30.61 13.7  8.25   .7
  90  37.5 180 221.57 33.28 13.6  8.84   .6
  90  37.5 171 220.01 35.70 13.4  9.33   .5
  90  37.5 162 219.09 36.68 13.4  9.56   .5
  90  37.5 153 218.85 37.42 13.4  9.69   .4
  90  37.5 144 218.41 39.49 13.3  9.98   .4
  90  37.5 135 218.31 40.14 13.3  9.98   .4
  90  37.5 126 218.97 36.89 13.5  9.32   .5
  90  37.5 117 220.06 33.30 13.6  8.59   .6
  90  37.5 108 221.47 31.06 13.7  8.10   .7
  90  37.5  99 222.19 29.10 13.8  7.74   .7
  90  37.5  90 221.81 27.36 13.8  7.47   .7
  90  37.5  81 221.64 26.16 13.9  7.29   .8
  90  37.5  72 221.38 26.08 13.8  7.32   .8
  90  37.5  63 221.18 27.22 13.8  7.67   .8
  90  37.5  54 220.38 29.01 13.7  8.16   .7
  90  37.5  45 219.40 31.59 13.6  8.74   .6
  90  37.5  36 218.34 34.21 13.4  9.20   .6
  90  37.5  27 218.10 35.07 13.4  9.28   .5
  90  37.5  18 219.06 34.40 13.5  9.01   .6
  90  37.5   9 219.64 33.64 13.5  8.85   .6
  90  45.0 360 221.03 28.96 13.7  6.80   .6
  90  45.0 351 220.57 29.63 13.6  6.97   .6
  90  45.0 342 219.95 30.84 13.6  7.22   .6
  90  45.0 333 219.36 32.82 13.5  7.64   .5
  90  45.0 324 218.13 36.14 13.3  8.19   .4
  90  45.0 315 217.32 39.19 13.2  8.54   .3
  90  45.0 306 217.20 41.39 13.1  8.44   .2
  90  45.0 297 216.96 43.72 13.1  8.23   .1
  90  45.0 288 215.65 45.36 13.0  8.39   .0
  90  45.0 279 216.37 43.83 13.1  8.47   .1
  90  45.0 270 217.40 41.46 13.2  8.40   .2
  90  45.0 261 218.27 39.58 13.2  8.31   .2
  90  45.0 252 219.36 36.51 13.4  7.92   .4
  90  45.0 243 221.03 31.54 13.6  7.12   .6
  90  45.0 234 223.28 27.17 13.8  6.35   .8
  90  45.0 225 226.42 25.38 13.9  6.02   .9
  90  45.0 216 227.86 25.31 13.9  6.03   .9
  90  45.0 207 227.81 25.68 13.9  6.08   .8
  90  45.0 198 226.85 26.72 13.8  6.35   .8
  90  45.0 189 225.29 28.45 13.7  6.71   .7
  90  45.0 180 223.34 30.03 13.6  7.02   .6
  90  45.0 171 221.57 31.24 13.6  7.20   .6
  90  45.0 162 220.76 31.98 13.6  7.33   .5
  90  45.0 153 220.86 32.61 13.5  7.46   .5
  90  45.0 144 220.61 34.06 13.5  7.66   .5
  90  45.0 135 220.63 34.35 13.5  7.64   .5
  90  45.0 126 221.12 31.86 13.6  7.16   .6
  90  45.0 117 221.55 29.31 13.7  6.68   .6
  90  45.0 108 222.31 27.90 13.8  6.44   .7
  90  45.0  99 223.45 26.69 13.8  6.23   .7
  90  45.0  90 223.43 25.52 13.9  6.09   .8
  90  45.0  81 222.81 25.10 13.9  6.11   .8
  90  45.0  72 222.01 25.58 13.8  6.24   .7
  90  45.0  63 221.90 26.06 13.8  6.40   .7
  90  45.0  54 221.39 26.65 13.8  6.53   .7
  90  45.0  45 220.77 28.03 13.7  6.80   .7
  90  45.0  36 220.31 29.59 13.6  7.07   .6
  90  45.0  27 220.33 30.65 13.6  7.17   .6
  90  45.0  18 220.45 30.68 13.6  7.08   .6
  90  45.0   9 220.90 29.59 13.6  6.87   .6
  90  52.5 360 222.03 27.18 13.7  5.21   .6
  90  52.5 351 221.61 27.30 13.7  5.25   .6
  90  52.5 342 221.11 27.90 13.7  5.36   .6
  90  52.5 333 220.56 29.97 13.6  5.63   .5
  90  52.5 324 220.17 32.80 13.4  6.01   .4
  90  52.5 315 219.88 34.08 13.4  6.04   .3
  90  52.5 306 219.61 34.55 13.4  5.93   .3
  90  52.5 297 219.85 35.45 13.3  5.83   .3
  90  52.5 288 219.61 36.15 13.3  5.87   .3
  90  52.5 279 219.57 35.90 13.3  5.96   .3
  90  52.5 270 219.87 35.25 13.4  6.00   .3
  90  52.5 261 220.48 34.20 13.4  6.03   .3
  90  52.5 252 221.25 32.18 13.5  5.86   .5
  90  52.5 243 222.38 29.14 13.6  5.46   .6
  90  52.5 234 224.04 26.22 13.8  5.08   .7
  90  52.5 225 226.16 24.76 13.9  4.89   .8
  90  52.5 216 227.25 24.59 13.9  4.86   .8
  90  52.5 207 227.32 24.57 13.9  4.85   .8
  90  52.5 198 226.78 25.12 13.8  4.92   .8
  90  52.5 189 225.42 26.56 13.7  5.19   .7
  90  52.5 180 223.53 27.57 13.7  5.31   .6
  90  52.5 171 222.13 28.14 13.6  5.36   .6
  90  52.5 162 221.69 28.83 13.6  5.46   .6
  90  52.5 153 221.80 29.53 13.6  5.52   .5
  90  52.5 144 221.74 30.31 13.6  5.62   .5
  90  52.5 135 221.93 30.10 13.6  5.54   .5
  90  52.5 126 222.48 28.62 13.7  5.30   .6
  90  52.5 117 222.95 27.47 13.7  5.14   .6
  90  52.5 108 223.76 26.99 13.8  5.09   .6
  90  52.5  99 224.66 26.37 13.8  5.08   .6
  90  52.5  90 224.70 25.80 13.8  5.06   .7
  90  52.5  81 223.88 25.98 13.8  5.16   .6
  90  52.5  72 223.16 26.27 13.7  5.24   .6
  90  52.5  63 223.04 25.55 13.8  5.08   .7
  90  52.5  54 222.68 25.32 13.8  5.06   .7
  90  52.5  45 222.20 26.30 13.7  5.17   .7
  90  52.5  36 222.24 27.27 13.7  5.28   .6
  90  52.5  27 222.40 27.90 13.7  5.33   .6
  90  52.5  18 222.31 27.93 13.7  5.29   .6
  90  52.5   9 222.15 27.41 13.7  5.23   .6
  90  60.0 360 222.05 26.28 13.6  3.63   .5
  90  60.0 351 221.97 25.96 13.6  3.61   .5
  90  60.0 342 221.68 25.97 13.6  3.59   .5
  90  60.0 333 221.29 27.39 13.6  3.73   .4
  90  60.0 324 220.82 29.09 13.5  3.83   .3
  90  60.0 315 220.63 29.33 13.5  3.81   .3
  90  60.0 306 220.45 29.00 13.5  3.73   .3
  90  60.0 297 220.39 29.03 13.5  3.71   .3
  90  60.0 288 221.06 29.06 13.5  3.71   .3
  90  60.0 279 221.27 29.26 13.5  3.69   .3
  90  60.0 270 220.99 29.81 13.5  3.78   .3
  90  60.0 261 220.89 29.83 13.4  3.89   .3
  90  60.0 252 221.18 28.53 13.5  3.92   .4
  90  60.0 243 221.97 26.95 13.6  3.75   .5
  90  60.0 234 222.37 25.63 13.7  3.65   .6
  90  60.0 225 223.36 24.62 13.8  3.60   .6
  90  60.0 216 224.09 24.31 13.8  3.55   .6
  90  60.0 207 224.45 24.15 13.8  3.48   .6
  90  60.0 198 224.14 24.03 13.8  3.45   .6
  90  60.0 189 223.49 24.52 13.7  3.49   .6
  90  60.0 180 222.48 25.00 13.7  3.56   .5
  90  60.0 171 222.15 25.40 13.7  3.57   .5
  90  60.0 162 222.16 25.97 13.6  3.61   .5
  90  60.0 153 222.16 26.40 13.6  3.63   .5
  90  60.0 144 222.09 26.71 13.6  3.62   .4
  90  60.0 135 222.45 26.50 13.6  3.62   .5
  90  60.0 126 222.82 25.91 13.7  3.55   .5
  90  60.0 117 223.17 25.75 13.7  3.54   .5
  90  60.0 108 223.73 25.97 13.7  3.59   .5
  90  60.0  99 224.30 25.96 13.7  3.61   .5
  90  60.0  90 224.23 25.88 13.7  3.68   .5
  90  60.0  81 223.64 26.07 13.7  3.75   .5
  90  60.0  72 223.02 25.83 13.7  3.72   .5
  90  60.0  63 222.92 24.90 13.7  3.58   .6
  90  60.0  54 222.94 24.76 13.7  3.52   .5
  90  60.0  45 222.65 25.25 13.7  3.56   .5
  90  60.0  36 222.45 25.51 13.7  3.56   .5
  90  60.0  27 222.40 25.88 13.7  3.58   .5
  90  60.0  18 222.20 25.98 13.6  3.57   .5
  90  60.0   9 222.04 26.05 13.6  3.58   .5
  90  67.5 360 218.79 21.55 13.7  2.03   .4
  90  67.5 351 219.08 21.56 13.7  2.02   .4
  90  67.5 342 219.38 21.61 13.7  2.02   .3
  90  67.5 333 219.65 21.68 13.6  2.00   .3
  90  67.5 324 219.87 21.81 13.6  1.99   .3
  90  67.5 315 220.26 21.92 13.6  1.97   .3
  90  67.5 306 220.62 22.01 13.6  1.96   .3
  90  67.5 297 220.93 22.07 13.6  1.93   .3
  90  67.5 288 221.03 22.10 13.6  1.90   .3
  90  67.5 279 221.11 22.04 13.6  1.93   .3
  90  67.5 270 220.81 21.91 13.6  1.95   .3
  90  67.5 261 221.09 21.65 13.7  2.01   .4
  90  67.5 252 220.70 21.42 13.7  2.03   .5
  90  67.5 243 218.71 21.27 13.7  2.03   .5
  90  67.5 234 217.58 21.20 13.7  2.09   .5
  90  67.5 225 217.61 21.19 13.7  2.09   .5
  90  67.5 216 217.91 21.21 13.7  2.06   .5
  90  67.5 207 218.99 21.15 13.7  2.04   .5
  90  67.5 198 219.56 21.13 13.7  1.99   .4
  90  67.5 189 219.99 21.15 13.7  2.00   .4
  90  67.5 180 220.11 21.24 13.7  2.00   .4
  90  67.5 171 220.29 21.34 13.7  2.00   .4
  90  67.5 162 220.50 21.43 13.7  2.01   .4
  90  67.5 153 220.59 21.51 13.7  1.97   .4
  90  67.5 144 220.62 21.56 13.7  1.97   .4
  90  67.5 135 220.71 21.59 13.7  1.96   .4
  90  67.5 126 220.76 21.62 13.7  1.96   .4
  90  67.5 117 220.78 21.69 13.7  1.94   .4
  90  67.5 108 221.00 21.75 13.7  1.94   .4
  90  67.5  99 221.36 21.73 13.7  1.93   .4
  90  67.5  90 221.64 21.64 13.7  1.91   .4
  90  67.5  81 221.85 21.53 13.7  1.92   .4
  90  67.5  72 221.53 21.49 13.7  1.94   .4
  90  67.5  63 220.51 21.52 13.7  1.96   .5
  90  67.5  54 219.78 21.53 13.7  2.02   .5
  90  67.5  45 219.25 21.53 13.7  2.05   .5
  90  67.5  36 218.84 21.57 13.7  2.04   .4
  90  67.5  27 218.52 21.62 13.7  2.02   .4
  90  67.5  18 218.40 21.61 13.7  2.02   .4
  90  67.5   9 218.53 21.58 13.7  2.03   .4
  90  75.0 360 149.62   .03  7.4   .01  3.7
  90  75.0 351 149.60   .02  8.4   .01  4.8
  90  75.0 342 149.58   .02  9.3   .01  4.3
  90  75.0 333 149.55   .02 10.3   .01  5.1
  90  75.0 324 149.50   .02 11.8   .01  5.5
  90  75.0 315 149.46   .01 13.3   .02  6.0
  90  75.0 306 149.42   .01 15.3   .02  6.4
  90  75.0 297 149.37   .01 17.7   .02  7.1
  90  75.0 288 149.34   .01 19.3   .02  7.7
  90  75.0 279 149.37   .02 21.0   .01  8.1
  90  75.0 270 149.44   .02 22.8   .01  8.7
  90  75.0 261 149.55   .02   .2   .01  9.5
  90  75.0 252 149.64   .03  1.2   .02 10.7
  90  75.0 243 149.78   .03  2.4   .01  1.1
  90  75.0 234 149.85   .03  3.4   .00  5.1
  90  75.0 225 149.90   .03  4.6   .01  2.8
  90  75.0 216 149.90   .03  5.5   .01  4.0
  90  75.0 207 149.81   .03  6.1   .01  4.8
