  Ls Hgt   Lat   TA0K   TA1K  Tp1  TA2K  Tp2     DA0     DA1%  Dp1  DA2%  Dp2     PA0
 030   6 -90.0  152.14   .00  6.5   .00  7.1  9.353E-03   .00 11.2   .00  2.7  2.704E+02
 030   5 -90.0  152.19   .00  8.8   .00  7.5  1.064E-02   .00  8.9   .00  2.2  3.077E+02
 030   4 -90.0  150.94   .00 10.9   .00  7.3  1.222E-02   .00 10.1   .00  2.7  3.503E+02
 030   3 -90.0  146.08   .00  9.9   .00  5.9  1.441E-02   .00  8.8   .00  4.9  3.997E+02
 030   2 -90.0  142.83   .00  9.9   .00  5.9  1.683E-02   .00  8.8   .00  4.9  4.567E+02
 030   1 -90.0  139.60   .00  9.9   .00  5.9  1.968E-02   .00  8.8   .00  4.9  5.218E+02
 030   0 -90.0  136.40   .00  9.9   .00  5.9  2.301E-02   .00  8.8   .00  4.9  5.962E+02
 030  -1 -90.0  132.51   .00  9.9   .00  5.9  2.710E-02   .00  8.8   .00  4.9  6.821E+02
 030  -2 -90.0  130.00   .00  9.9   .00  5.9  3.151E-02   .00  8.8   .00  4.9  7.783E+02
 030  -3 -90.0  130.00   .00  9.9   .00  5.9  3.587E-02   .00  8.8   .00  4.9  8.858E+02
 030  -4 -90.0  130.00   .00  9.9   .00  5.9  4.083E-02   .00  8.8   .00  4.9  1.008E+03
 030  -5 -90.0  130.00   .00  9.9   .00  5.9  4.647E-02   .00  8.8   .00  4.9  1.148E+03
 030  80 -82.5  165.00  2.61 14.5  3.66  6.1  2.628E-07  2.41 14.4  3.53  6.2  8.229E-03
 030  75 -82.5  165.00  2.61 14.5  3.66  6.1  5.071E-07  2.41 14.4  3.53  6.2  1.588E-02
 030  70 -82.5  161.51  2.61 14.5  3.66  6.1  9.872E-07  2.41 14.4  3.53  6.2  3.024E-02
 030  65 -82.5  157.18  2.61 14.5  3.66  6.1  1.909E-06  2.41 14.4  3.53  6.2  5.701E-02
 030  60 -82.5  152.85  3.28 14.1  5.29  6.9  3.713E-06  2.28 11.6  3.21  5.6  1.075E-01
 030  55 -82.5  146.68  2.69 16.1  4.08  6.1  7.482E-06  1.53 10.9  2.60  6.7  2.081E-01
 030  50 -82.5  141.37  1.83 13.3  3.12  5.9  1.539E-05  1.17 12.7  2.03  6.3  4.128E-01
 030  45 -82.5  134.52  1.14 11.8  2.35  5.9  3.299E-05   .99 14.9  2.12  5.2  8.426E-01
 030  40 -82.5  130.40   .85 11.4  1.34  6.7  7.157E-05   .74 14.2  1.20  4.7  1.773E+00
 030  35 -82.5  125.68   .53 15.5  1.18  5.5  1.604E-04   .37  8.0   .77  5.6  3.830E+00
 030  30 -82.5  125.42   .29 14.2   .83  5.2  3.526E-04   .36  6.7   .74  5.7  8.402E+00
 030  25 -82.5  128.14   .15 11.0   .43  3.4  7.499E-04   .26 10.8   .45  7.4  1.826E+01
 030  20 -82.5  131.95   .17 13.1   .34  5.9  1.553E-03   .30  6.8   .28  7.1  3.894E+01
 030  15 -82.5  138.08   .15 11.3   .28  7.4  3.076E-03   .22  8.6   .18  4.9  8.071E+01
 030  10 -82.5  146.03   .16 10.7   .21  6.4  5.827E-03   .19  6.6   .12  4.5  1.617E+02
 030   9 -82.5  148.25   .20 11.0   .20  6.6  6.555E-03   .16  9.0   .10  4.1  1.847E+02
 030   8 -82.5  150.46   .27 10.8   .20  6.7  7.376E-03   .17  8.2   .10  4.1  2.109E+02
 030   7 -82.5  152.21   .24 11.1   .20  7.0  8.305E-03   .16  8.7   .11  3.7  2.402E+02
 030   6 -82.5  153.68   .25  6.5   .23  7.1  9.357E-03   .17 11.2   .13  2.7  2.732E+02
 030   5 -82.5  154.03   .26  8.8   .22  7.5  1.061E-02   .17  8.9   .13  2.2  3.106E+02
 030   4 -82.5  153.03   .30 10.9   .24  7.3  1.214E-02   .23 10.1   .16  2.7  3.530E+02
 030   3 -82.5  148.80   .35  9.9   .22  5.9  1.422E-02   .30  8.8   .16  4.9  4.020E+02
 030   2 -82.5  144.57   .34  9.9   .22  5.9  1.667E-02   .30  8.8   .16  4.9  4.578E+02
 030   1 -82.5  140.34   .33  9.9   .21  5.9  1.956E-02   .30  8.8   .16  4.9  5.214E+02
 030   0 -82.5  136.11   .32  9.9   .20  5.9  2.296E-02   .30  8.8   .16  4.9  5.938E+02
 030  -1 -82.5  131.88   .31  9.9   .20  5.9  2.699E-02   .30  8.8   .16  4.9  6.762E+02
 030  -2 -82.5  130.00   .31  9.9   .20  5.9  3.108E-02   .30  8.8   .16  4.9  7.676E+02
 030  -3 -82.5  130.00   .31  9.9   .20  5.9  3.522E-02   .30  8.8   .16  4.9  8.697E+02
 030  -4 -82.5  130.00   .31  9.9   .20  5.9  3.990E-02   .30  8.8   .16  4.9  9.854E+02
 030  -5 -82.5  130.00   .31  9.9   .20  5.9  4.521E-02   .30  8.8   .16  4.9  1.117E+03
 030  80 -75.0  165.00  2.76 15.8  3.19  5.9  3.353E-07  4.36 18.2  1.85  5.8  1.050E-02
 030  75 -75.0  165.00  2.76 15.8  3.19  5.9  6.439E-07  4.36 18.2  1.85  5.8  2.016E-02
 030  70 -75.0  165.00  2.76 15.8  3.19  5.9  1.237E-06  4.36 18.2  1.85  5.8  3.872E-02
 030  65 -75.0  159.85  2.76 15.8  3.19  5.9  2.402E-06  4.36 18.2  1.85  5.8  7.291E-02
 030  60 -75.0  154.65  3.30 16.1  3.21  5.7  4.638E-06  4.03 17.7  2.66  6.2  1.359E-01
 030  55 -75.0  151.44  2.52 14.6  1.74  5.7  9.009E-06  3.23 15.6  2.15  6.4  2.589E-01
 030  50 -75.0  146.46  2.92 18.2  1.59  7.3  1.803E-05  2.05 13.3  1.28  4.0  5.017E-01
 030  45 -75.0  140.85  2.46 18.4  1.62  7.7  3.718E-05  1.50 13.0   .90  3.7  9.954E-01
 030  40 -75.0  136.12  1.51 16.7  1.15  4.8  7.831E-05   .96 11.1   .85  4.5  2.026E+00
 030  35 -75.0  129.22   .83 13.6   .54  3.0  1.734E-04   .61  8.5   .45  5.7  4.260E+00
 030  30 -75.0  126.68   .51 12.9   .40  4.6  3.823E-04   .57  7.9   .31  5.8  9.202E+00
 030  25 -75.0  129.00   .29 15.4   .29  5.1  8.109E-04   .52  6.2   .25  8.0  1.988E+01
 030  20 -75.0  133.78   .37 15.8   .24  6.4  1.656E-03   .59  3.8   .16  6.2  4.209E+01
 030  15 -75.0  141.28   .26 15.6   .15  7.5  3.201E-03   .55  4.3   .10  5.8  8.596E+01
 030  10 -75.0  149.79   .20  9.9   .12  6.5  5.949E-03   .43  4.0   .07  6.2  1.694E+02
 030   9 -75.0  152.07   .26  8.7   .12  6.0  6.670E-03   .36  4.7   .08  6.4  1.928E+02
 030   8 -75.0  154.50   .33  8.4   .14  5.8  7.464E-03   .31  5.1   .10  5.8  2.192E+02
 030   7 -75.0  156.82   .39  6.9   .17  6.1  8.356E-03   .30  5.8   .13  6.1  2.490E+02
 030   6 -75.0  158.39   .38  6.0   .20  6.4  9.370E-03   .29  5.8   .16  5.9  2.820E+02
 030   5 -75.0  159.67   .41  8.1   .22  7.3  1.053E-02   .31  7.8   .19  5.4  3.193E+02
 030   4 -75.0  159.47   .31  6.9   .19  7.5  1.192E-02   .32  6.9   .19  5.0  3.613E+02
 030   3 -75.0  157.26   .36  8.8   .21  6.0  1.369E-02   .35  7.5   .21  5.4  4.090E+02
 030   2 -75.0  149.92   .49  8.5   .20  5.7  1.620E-02   .44  7.6   .19  5.0  4.613E+02
 030   1 -75.0  142.58   .47  8.5   .19  5.7  1.921E-02   .44  7.6   .19  5.0  5.203E+02
 030   0 -75.0  135.24   .44  8.5   .18  5.7  2.284E-02   .44  7.6   .19  5.0  5.867E+02
 030  -1 -75.0  130.00   .43  8.5   .17  5.7  2.668E-02   .44  7.6   .19  5.0  6.589E+02
 030  -2 -75.0  130.00   .43  8.5   .17  5.7  2.982E-02   .44  7.6   .19  5.0  7.365E+02
 030  -3 -75.0  130.00   .43  8.5   .17  5.7  3.333E-02   .44  7.6   .19  5.0  8.232E+02
 030  -4 -75.0  130.00   .43  8.5   .17  5.7  3.725E-02   .44  7.6   .19  5.0  9.201E+02
 030  -5 -75.0  130.00   .43  8.5   .17  5.7  4.164E-02   .44  7.6   .19  5.0  1.028E+03
 030  80 -67.5  165.00  2.94 10.0  4.32  3.9  4.965E-07  4.25 17.2  2.55  6.7  1.550E-02
 030  75 -67.5  165.00  2.94 10.0  4.32  3.9  9.124E-07  4.25 17.2  2.55  6.7  2.849E-02
 030  70 -67.5  162.03  2.94 10.0  4.32  3.9  1.688E-06  4.25 17.2  2.55  6.7  5.179E-02
 030  65 -67.5  154.64  2.36 10.3  4.22  4.7  3.151E-06  6.09 17.6  3.47  7.7  9.220E-02
 030  60 -67.5  151.01  2.68 13.4  3.34  4.7  6.137E-06  6.01 16.5  3.22  8.5  1.754E-01
 030  55 -67.5  150.35  3.63 15.4  2.12  6.2  1.186E-05  5.15 17.3  2.06  6.9  3.379E-01
 030  50 -67.5  148.74  4.92 17.5  1.92  7.3  2.313E-05  3.28 13.0  1.21  5.6  6.533E-01
 030  45 -67.5  146.49  4.47 16.7  1.45  7.4  4.569E-05  1.80  8.4   .78  5.6  1.273E+00
 030  40 -67.5  141.60  1.95 16.2   .92  7.9  9.355E-05   .95 11.0   .54  5.6  2.519E+00
 030  35 -67.5  134.66  1.01 13.0   .64  6.2  2.004E-04   .89 14.2   .42  5.6  5.132E+00
 030  30 -67.5  131.34   .63 15.1   .42  6.7  4.310E-04  1.01  8.2   .32  5.0  1.076E+01
 030  25 -67.5  132.65   .51 17.4   .22  5.4  9.003E-04   .80  4.2   .21  4.4  2.270E+01
 030  20 -67.5  138.43   .58 16.7   .20  3.4  1.784E-03   .72  3.6   .16  5.6  4.695E+01
 030  15 -67.5  146.57   .49 17.0   .19  3.8  3.357E-03   .74  4.6   .10  7.4  9.352E+01
 030  10 -67.5  155.95   .35 11.2   .17  4.3  6.061E-03   .60  5.4   .11  8.3  1.797E+02
 030   9 -67.5  158.33   .33  8.1   .18  4.2  6.761E-03   .57  5.9   .13  8.3  2.035E+02
 030   8 -67.5  160.89   .31  6.0   .19  3.7  7.524E-03   .55  6.3   .14  8.4  2.301E+02
 030   7 -67.5  163.37   .30  4.7   .20  4.0  8.377E-03   .53  6.2   .15  8.2  2.601E+02
 030   6 -67.5  164.97   .28  4.8   .20  3.7  9.353E-03   .50  5.7   .17  8.2  2.932E+02
 030   5 -67.5  166.27   .34  7.6   .22  3.9  1.045E-02   .49  5.4   .19  8.2  3.303E+02
 030   4 -67.5  166.23   .43  5.8   .22  3.7  1.177E-02   .42  5.9   .20  8.3  3.719E+02
 030   3 -67.5  164.78   .63  5.8   .24  4.5  1.338E-02   .43  7.4   .23  8.1  4.188E+02
 030   2 -67.5  159.11   .78  8.4   .34  4.9  1.564E-02   .46  9.8   .31  7.2  4.727E+02
 030   1 -67.5  150.55   .85  7.0   .35  2.5  1.874E-02   .13 20.5   .36  7.9  5.359E+02
 030   0 -67.5  141.99   .80  7.0   .33  2.5  2.253E-02   .13 20.5   .36  7.9  6.076E+02
 030  -1 -67.5  133.43   .75  7.0   .31  2.5  2.718E-02   .13 20.5   .36  7.9  6.889E+02
 030  -2 -67.5  130.00   .73  7.0   .30  2.5  3.142E-02   .13 20.5   .36  7.9  7.760E+02
 030  -3 -67.5  130.00   .73  7.0   .30  2.5  3.528E-02   .13 20.5   .36  7.9  8.714E+02
 030  -4 -67.5  130.00   .73  7.0   .30  2.5  3.962E-02   .13 20.5   .36  7.9  9.784E+02
 030  -5 -67.5  130.00   .73  7.0   .30  2.5  4.449E-02   .13 20.5   .36  7.9  1.099E+03
 030  80 -60.0  165.00  4.71 11.8  4.51  3.2  5.190E-07  6.31 17.0  2.54  5.8  1.620E-02
 030  75 -60.0  162.67  4.71 11.8  4.51  3.2  1.030E-06  6.31 17.0  2.54  5.8  3.166E-02
 030  70 -60.0  154.49  4.71 11.8  4.51  3.2  2.058E-06  6.31 17.0  2.54  5.8  6.020E-02
 030  65 -60.0  146.31  4.08 11.8  4.27  3.1  4.146E-06  7.97 17.5  3.08  6.8  1.145E-01
 030  60 -60.0  145.28  4.04 15.6  3.17  3.3  8.190E-06  6.28 16.6  2.96  7.9  2.252E-01
 030  55 -60.0  146.44  4.87 16.5  2.42  4.5  1.600E-05  4.99 14.4  2.51  7.0  4.436E-01
 030  50 -60.0  147.70  5.49 16.4  1.81  5.2  3.098E-05  3.42  9.0  1.96  8.2  8.682E-01
 030  45 -60.0  149.33  5.18 15.8  1.69  6.3  5.941E-05  2.63 10.0  1.43  6.2  1.685E+00
 030  40 -60.0  146.15  2.71  9.8  1.41  7.1  1.180E-04  1.42 10.1   .99  6.6  3.280E+00
 030  35 -60.0  141.16  1.83 11.2  1.11  7.4  2.423E-04  1.69 16.1   .79  4.4  6.504E+00
 030  30 -60.0  138.07  1.06 16.1   .75  8.2  5.015E-04  1.42 11.6   .58  1.7  1.317E+01
 030  25 -60.0  139.23   .87 17.7   .50  5.5  1.012E-03  1.11  7.1   .34  2.4  2.680E+01
 030  20 -60.0  145.55   .90 16.4   .44  3.8  1.931E-03   .83  3.6   .17  4.6  5.344E+01
 030  15 -60.0  153.66   .72 17.9   .38  2.2  3.531E-03   .84  4.9   .14  7.2  1.031E+02
 030  10 -60.0  164.02   .51 17.7   .35  2.1  6.159E-03   .81  5.2   .23  8.2  1.920E+02
 030   9 -60.0  166.49   .46 16.3   .37  2.2  6.832E-03   .78  5.3   .26  8.3  2.161E+02
 030   8 -60.0  169.04   .44 14.2   .38  2.3  7.566E-03   .75  5.3   .28  8.3  2.431E+02
 030   7 -60.0  171.44   .42 14.0   .39  2.4  8.383E-03   .72  5.4   .31  8.4  2.731E+02
 030   6 -60.0  173.13   .47  7.7   .41  2.4  9.307E-03   .68  5.6   .35  8.3  3.062E+02
 030   5 -60.0  174.38   .53  7.7   .42  2.4  1.035E-02   .64  6.8   .38  8.3  3.430E+02
 030   4 -60.0  174.44   .53  5.8   .42  2.6  1.159E-02   .59  7.4   .40  8.3  3.840E+02
 030   3 -60.0  173.27   .61  6.4   .45  3.1  1.307E-02   .55  8.1   .44  8.4  4.300E+02
 030   2 -60.0  168.96  1.10 11.8   .69  3.6  1.504E-02  1.02  7.2   .62  8.5  4.823E+02
 030   1 -60.0  166.53  2.03 14.8   .95  4.7  1.684E-02  1.68  4.0   .70  7.5  5.317E+02
 030   0 -60.0  169.58  1.76 14.4   .49  4.1  1.873E-02  1.33  4.6   .44  9.1  6.032E+02
 030  -1 -60.0  172.63  1.79 14.4   .50  4.1  2.089E-02  1.33  4.6   .44  9.1  6.843E+02
 030  -2 -60.0  175.68  1.82 14.4   .51  4.1  2.328E-02  1.33  4.6   .44  9.1  7.764E+02
 030  -3 -60.0  178.73  1.85 14.4   .52  4.1  2.596E-02  1.33  4.6   .44  9.1  8.808E+02
 030  -4 -60.0  181.78  1.88 14.4   .53  4.1  2.896E-02  1.33  4.6   .44  9.1  9.993E+02
 030  -5 -60.0  184.83  1.92 14.4   .54  4.1  3.231E-02  1.33  4.6   .44  9.1  1.134E+03
 030  80 -52.5  165.00  4.35 12.9  5.50  2.1  5.651E-07  7.22 16.3  2.12  3.5  1.767E-02
 030  75 -52.5  158.72  4.35 12.9  5.50  2.1  1.178E-06  7.22 16.3  2.12  3.5  3.540E-02
 030  70 -52.5  149.76  4.35 12.9  5.50  2.1  2.439E-06  7.22 16.3  2.12  3.5  6.926E-02
 030  65 -52.5  140.80  3.90 14.0  5.40  2.5  5.090E-06  6.89 15.8  2.62  7.0  1.355E-01
 030  60 -52.5  141.70  5.71 14.7  3.49  3.2  1.017E-05  5.57 15.9  2.81  8.5  2.725E-01
 030  55 -52.5  143.53  5.18 13.7  2.37  3.9  2.004E-05  3.91 11.9  2.51  7.1  5.450E-01
 030  50 -52.5  145.35  4.43 15.8  1.95  4.9  3.916E-05  2.89  7.8  2.18  6.4  1.079E+00
 030  45 -52.5  147.79  3.47 14.9  1.71  6.1  7.536E-05  2.31 11.0  1.86  8.2  2.114E+00
 030  40 -52.5  147.61  2.18  7.5  1.31  6.7  1.468E-04  1.56 15.3  1.36  5.6  4.118E+00
 030  35 -52.5  146.25  2.21 11.1  1.29  8.1  2.893E-04  1.86 18.1  1.02  1.5  8.042E+00
 030  30 -52.5  144.41  1.41 15.2  1.06  8.8  5.766E-04  1.69 12.4   .65  2.3  1.583E+01
 030  25 -52.5  146.53  1.14 17.1   .77  5.5  1.118E-03  1.22  5.7   .30  3.4  3.114E+01
 030  20 -52.5  152.78   .97 16.3   .59  3.4  2.070E-03   .97  5.6   .16  5.4  6.011E+01
 030  15 -52.5  160.84   .92 18.0   .47  1.8  3.686E-03   .94  5.6   .21  7.7  1.127E+02
 030  10 -52.5  172.21   .80 18.5   .42  2.3  6.220E-03   .95  5.9   .32  8.5  2.035E+02
 030   9 -52.5  174.66   .75 18.2   .42  2.3  6.867E-03   .92  6.0   .34  8.5  2.279E+02
 030   8 -52.5  177.10   .73 17.7   .42  2.4  7.580E-03   .89  6.1   .36  8.6  2.551E+02
 030   7 -52.5  179.18   .67 17.2   .40  2.5  8.370E-03   .87  6.1   .37  8.6  2.850E+02
 030   6 -52.5  180.91   .64 15.8   .40  2.5  9.250E-03   .87  5.7   .39  8.6  3.179E+02
 030   5 -52.5  182.18   .61 13.9   .39  2.7  1.024E-02   .88  6.0   .40  8.6  3.544E+02
 030   4 -52.5  182.59   .59 14.5   .40  3.2  1.138E-02   .91  6.9   .42  8.7  3.949E+02
 030   3 -52.5  182.02   .78 14.3   .47  3.8  1.272E-02   .98  6.3   .48  8.6  4.399E+02
 030   2 -52.5  179.37  2.92 16.3  1.19  4.0  1.440E-02  2.32  6.1   .92  8.4  4.902E+02
 030   1 -52.5  180.82  2.28 16.6  1.22  5.3  1.579E-02  1.93  5.6   .87  8.4  5.419E+02
 030   0 -52.5  180.06  1.88 16.2   .59  4.9  1.768E-02  1.70  6.3   .47  8.4  6.037E+02
 030  -1 -52.5  180.82  2.13 14.2  1.28  4.2  1.965E-02  1.84  6.6   .93  9.1  6.737E+02
 030  -2 -52.5  179.45  2.62  3.8   .68  4.9  2.204E-02  2.32  7.8   .59  9.3  7.503E+02
 030  -3 -52.5  176.94  4.13 18.6  1.13  3.7  2.488E-02  3.29  6.6   .83  9.5  8.355E+02
 030  -4 -52.5  174.43  4.07 18.6  1.12  3.7  2.811E-02  3.29  6.6   .83  9.5  9.303E+02
 030  -5 -52.5  171.92  4.01 18.6  1.10  3.7  3.175E-02  3.29  6.6   .83  9.5  1.036E+03
 030  80 -45.0  165.00  4.91 14.1  6.13  1.9  6.132E-07  7.24 14.3  3.28  3.0  1.918E-02
 030  75 -45.0  156.82  4.91 14.1  6.13  1.9  1.301E-06  7.24 14.3  3.28  3.0  3.865E-02
 030  70 -45.0  147.85  4.91 14.1  6.13  1.9  2.720E-06  7.24 14.3  3.28  3.0  7.627E-02
 030  65 -45.0  138.88  4.98 12.6  6.22  2.1  5.725E-06  6.85 15.0  3.16  5.8  1.505E-01
 030  60 -45.0  140.51  6.25 11.4  3.70  3.6  1.147E-05  6.66 12.5  3.46  8.2  3.051E-01
 030  55 -45.0  142.00  5.94 13.7  2.66  3.4  2.283E-05  5.37 10.9  2.76  8.4  6.140E-01
 030  50 -45.0  143.08  4.99 12.4  1.61  6.3  4.520E-05  3.92 10.6  2.24  5.5  1.227E+00
 030  45 -45.0  144.39  3.70 11.9  1.49  6.8  8.886E-05  2.78 11.8  1.53  5.4  2.435E+00
 030  40 -45.0  147.19  2.88  8.6  1.22  6.3  1.713E-04  1.96 14.4  1.16  5.7  4.788E+00
 030  35 -45.0  149.01  2.72 10.8  1.36  7.1  3.287E-04  1.85 17.7   .82  3.2  9.305E+00
 030  30 -45.0  149.15  1.76 14.6  1.07  5.1  6.352E-04  1.67 11.6   .52  4.5  1.800E+01
 030  25 -45.0  151.48  1.13 16.6   .74  2.8  1.204E-03  1.27  7.1   .22  4.8  3.467E+01
 030  20 -45.0  158.01  1.16 18.2   .61  1.5  2.183E-03  1.19  7.2   .20  7.6  6.553E+01
 030  15 -45.0  166.71   .93 17.5   .44  1.9  3.794E-03  1.02  7.4   .29  8.6  1.202E+02
 030  10 -45.0  178.65   .79 17.4   .38  2.5  6.261E-03   .99  7.1   .37  8.8  2.125E+02
 030   9 -45.0  181.04   .79 18.0   .37  2.5  6.895E-03  1.01  7.1   .38  8.9  2.372E+02
 030   8 -45.0  183.30   .81 17.7   .36  2.7  7.592E-03  1.04  6.7   .40  8.9  2.644E+02
 030   7 -45.0  185.21   .84 16.9   .35  2.7  8.360E-03  1.07  6.8   .40  8.9  2.942E+02
 030   6 -45.0  186.93   .90 17.4   .34  3.1  9.209E-03  1.11  7.1   .42  8.7  3.271E+02
 030   5 -45.0  188.42   .94 16.6   .35  3.2  1.015E-02  1.14  7.0   .44  8.7  3.634E+02
 030   4 -45.0  189.46  1.18 16.6   .45  3.5  1.121E-02  1.17  7.4   .50  8.8  4.033E+02
 030   3 -45.0  189.60  2.45 17.7   .90  3.8  1.243E-02  1.78  6.9   .78  8.6  4.474E+02
 030   2 -45.0  189.27  3.27 17.3  1.37  3.6  1.380E-02  2.42  6.4  1.02  8.5  4.960E+02
 030   1 -45.0  188.78  2.72 16.1  1.07  4.2  1.535E-02  2.10  7.1   .82  9.1  5.503E+02
 030   0 -45.0  188.53  2.59 19.0   .91  4.6  1.707E-02  2.11  7.0   .74  9.1  6.111E+02
 030  -1 -45.0  188.22  2.87 18.1  1.14  3.8  1.900E-02  2.47  6.7   .85  7.9  6.788E+02
 030  -2 -45.0  191.59  1.57 18.2   .37  4.4  2.072E-02  1.61  7.3   .36  7.5  7.540E+02
 030  -3 -45.0  189.01  2.48 16.7  1.26  4.6  2.330E-02  2.12  6.5   .91  7.9  8.361E+02
 030  -4 -45.0  187.90  1.86 14.4   .88  5.1  2.601E-02  1.69  6.1   .65  7.5  9.280E+02
 030  -5 -45.0  187.51  1.21 10.2   .52  5.4  2.889E-02  1.15  8.1   .37  4.7  1.029E+03
 030  80 -37.5  164.34  6.03 14.1  6.13  1.7  6.642E-07  7.73 12.7  4.88  2.1  2.069E-02
 030  75 -37.5  155.97  6.03 14.1  6.13  1.7  1.380E-06  7.73 12.7  4.88  2.1  4.080E-02
 030  70 -37.5  147.60  6.03 14.1  6.13  1.7  2.874E-06  7.73 12.7  4.88  2.1  8.044E-02
 030  65 -37.5  139.23  6.37 11.8  5.86  1.6  6.016E-06  8.45 12.9  3.46  5.2  1.586E-01
 030  60 -37.5  139.79  6.68 10.2  3.94  2.1  1.215E-05  7.68 12.0  2.81  4.5  3.217E-01
 030  55 -37.5  141.23  5.76 13.5  3.25  3.7  2.426E-05  5.88 11.7  2.69  7.7  6.496E-01
 030  50 -37.5  141.19  4.96 11.8  1.93  5.8  4.875E-05  4.09 11.5  2.62  4.8  1.306E+00
 030  45 -37.5  141.50  4.01 10.0  1.97  6.5  9.769E-05  3.66 11.4  1.63  3.4  2.624E+00
 030  40 -37.5  144.87  3.56 10.6  1.58  5.0  1.900E-04  2.96 13.3  1.02  3.2  5.226E+00
 030  35 -37.5  149.46  3.03  9.5  1.33  5.3  3.595E-04  1.94 17.1   .77  5.0  1.021E+01
 030  30 -37.5  152.52  2.60 13.2  1.16  3.8  6.755E-04  1.93 11.3   .49  5.9  1.957E+01
 030  25 -37.5  155.14  1.77 17.6   .80  2.6  1.259E-03  1.56  6.5   .35  7.3  3.712E+01
 030  20 -37.5  161.15  1.23 16.7   .50  2.6  2.260E-03  1.36  8.4   .32  8.5  6.920E+01
 030  15 -37.5  170.23   .91 16.4   .33  3.1  3.878E-03  1.23  8.3   .34  9.0  1.254E+02
 030  10 -37.5  182.86   .87 17.0   .30  3.8  6.306E-03  1.17  7.5   .38  9.3  2.191E+02
 030   9 -37.5  185.36   .94 15.5   .30  3.9  6.924E-03  1.17  7.6   .39  9.3  2.438E+02
 030   8 -37.5  187.74  1.03 14.0   .30  4.1  7.602E-03  1.19  7.7   .40  9.4  2.711E+02
 030   7 -37.5  189.81  1.06 14.8   .32  3.9  8.346E-03  1.16  7.7   .43  9.3  3.010E+02
 030   6 -37.5  191.84  1.17 15.2   .37  4.0  9.156E-03  1.15  7.3   .47  9.3  3.337E+02
 030   5 -37.5  193.91  1.36 15.1   .48  4.0  1.003E-02  1.22  7.1   .55  8.8  3.697E+02
 030   4 -37.5  195.27  2.05 15.7   .73  4.2  1.103E-02  1.63  7.0   .69  8.9  4.090E+02
 030   3 -37.5  196.53  2.31 17.1  1.04  4.2  1.212E-02  1.93  7.4   .85  8.9  4.523E+02
 030   2 -37.5  196.69  4.11 18.3  1.72  4.0  1.339E-02  2.97  6.7  1.23  8.6  4.998E+02
 030   1 -37.5  194.75  3.90 19.4  1.71  4.5  1.498E-02  2.65  7.2  1.15  8.5  5.536E+02
 030   0 -37.5  193.33  3.80 19.2  1.27  3.9  1.674E-02  2.84  7.7   .89  8.0  6.146E+02
 030  -1 -37.5  193.00  2.99 18.5  1.15  4.3  1.865E-02  2.37  7.6   .86  8.2  6.837E+02
 030  -2 -37.5  193.82  2.52 18.9   .51  5.1  2.058E-02  2.12  8.0   .43  5.8  7.577E+02
 030  -3 -37.5  193.11  3.21 18.6   .79  3.3  2.287E-02  2.58  7.5   .56  6.4  8.388E+02
 030  -4 -37.5  192.24  3.57 18.6   .79  3.0  2.547E-02  3.12  7.6   .56  8.7  9.298E+02
 030  -5 -37.5  191.64  5.26 19.0  1.35  2.9  2.829E-02  3.86  7.5   .87  8.7  1.029E+03
