  Ls Hgt   Lat   TA0K   TA1K  Tp1  TA2K  Tp2     DA0     DA1%  Dp1  DA2%  Dp2     PA0
 060   6   7.5  204.02  3.30 16.7   .52  5.4  8.768E-03  1.88  9.5   .60  8.3  3.398E+02
 060   5   7.5  205.89  4.26 17.0   .69  5.3  9.569E-03  2.36  9.3   .67  8.9  3.741E+02
 060   4   7.5  207.96  3.88 17.7   .65  5.2  1.042E-02  2.24  7.7   .68  9.0  4.116E+02
 060   3   7.5  210.18  5.16 17.6   .88  4.6  1.133E-02  2.79  6.4   .78  8.6  4.523E+02
 060   2   7.5  212.47  6.13 17.2  1.13  4.1  1.231E-02  3.24  6.0   .89  8.5  4.966E+02
 060   1   7.5  214.53  7.00 17.8  1.46  4.0  1.338E-02  3.76  5.5  1.06  9.2  5.448E+02
 060   0   7.5  217.08  6.78 17.7  1.68  3.8  1.449E-02  3.83  5.6  1.19  9.1  5.973E+02
 060  -1   7.5  219.20  8.59 18.4  2.14  3.4  1.572E-02  4.93  5.7  1.39  9.3  6.540E+02
 060  -2   7.5  219.41 11.86 17.9  3.33  2.6  1.722E-02  7.33  5.7  2.07  8.5  7.159E+02
 060  -3   7.5  219.62 11.87 17.9  3.33  2.6  1.882E-02  7.33  5.7  2.07  8.5  7.837E+02
 060  -4   7.5  219.83 11.88 17.9  3.34  2.6  2.059E-02  7.33  5.7  2.07  8.5  8.580E+02
 060  -5   7.5  220.04 11.90 17.9  3.34  2.6  2.251E-02  7.33  5.7  2.07  8.5  9.393E+02
 060  80  15.0  165.00  7.12 13.9  4.33  6.6  5.932E-07  9.56 14.7  4.68  2.3  1.855E-02
 060  75  15.0  165.00  7.12 13.9  4.33  6.6  1.207E-06  9.56 14.7  4.68  2.3  3.772E-02
 060  70  15.0  155.78  7.12 13.9  4.33  6.6  2.502E-06  9.56 14.7  4.68  2.3  7.389E-02
 060  65  15.0  145.90  7.21 14.0  4.33  4.7  5.131E-06  9.00 13.8  3.74  3.8  1.417E-01
 060  60  15.0  142.39  6.27 13.7  3.34  5.2  1.038E-05  7.93 15.2  2.87  3.6  2.802E-01
 060  55  15.0  141.48  6.05 12.8  2.92  3.6  2.095E-05  6.90 13.5  2.06  5.7  5.619E-01
 060  50  15.0  140.31  5.83 12.2  2.74  3.0  4.256E-05  6.20 13.6  2.28  7.1  1.132E+00
 060  45  15.0  137.57  5.15 13.2  1.99  5.9  8.831E-05  6.32 13.9  2.12  5.3  2.303E+00
 060  40  15.0  135.01  3.97 11.9  2.36  3.6  1.854E-04  6.06 12.6  2.15  6.7  4.750E+00
 060  35  15.0  134.13  3.13 12.1  1.38  5.5  3.880E-04  4.80 14.1  1.52  6.9  9.883E+00
 060  30  15.0  139.79  2.65  7.8   .94  6.2  7.642E-04  3.69 16.1  1.04  5.5  2.030E+01
 060  25  15.0  150.09  1.84 11.2   .95  7.1  1.405E-03  3.25 15.9   .78  6.0  4.007E+01
 060  20  15.0  162.97  2.01 13.4   .74  4.8  2.426E-03  2.69 15.3   .57  6.9  7.511E+01
 060  15  15.0  177.74  2.07 15.4   .55  4.7  3.963E-03  1.96 14.1   .52  7.9  1.339E+02
 060  10  15.0  193.10  2.07 16.6   .47  4.8  6.210E-03  1.49 13.2   .51  8.1  2.278E+02
 060   9  15.0  195.96  2.12 16.7   .47  5.1  6.776E-03  1.42 12.4   .52  8.3  2.523E+02
 060   8  15.0  198.60  2.19 16.0   .47  5.4  7.393E-03  1.36 12.8   .54  8.4  2.789E+02
 060   7  15.0  200.88  2.28 15.9   .51  5.4  8.066E-03  1.35 11.5   .56  8.5  3.078E+02
 060   6  15.0  203.18  2.54 17.1   .57  5.2  8.793E-03  1.41 10.0   .60  8.5  3.394E+02
 060   5  15.0  205.55  3.06 17.4   .70  5.0  9.574E-03  1.58  9.7   .67  9.1  3.738E+02
 060   4  15.0  207.92  4.09 17.9   .89  4.9  1.041E-02  1.94  9.1   .76  9.1  4.111E+02
 060   3  15.0  210.30  4.67 17.8   .97  4.9  1.132E-02  2.21  7.6   .79  8.7  4.520E+02
 060   2  15.0  212.97  5.44 17.9  1.11  4.5  1.228E-02  2.64  7.9   .86  8.6  4.964E+02
 060   1  15.0  215.86  5.62 17.8  1.28  4.3  1.328E-02  2.80  7.0   .95  8.9  5.445E+02
 060   0  15.0  217.83  7.88 17.4  1.68  3.8  1.443E-02  4.03  6.3  1.13  9.0  5.965E+02
 060  -1  15.0  220.66  7.91 18.2  1.78  3.6  1.560E-02  4.11  5.7  1.19  9.4  6.531E+02
 060  -2  15.0  221.81 10.26 17.8  2.28  2.9  1.698E-02  5.27  5.6  1.52  8.8  7.145E+02
 060  -3  15.0  216.40 20.37 16.6  4.81  1.5  1.913E-02 10.83  5.0  2.99  7.5  7.817E+02
 060  -4  15.0  210.99 19.86 16.6  4.69  1.5  2.141E-02 10.83  5.0  2.99  7.5  8.551E+02
 060  -5  15.0  205.58 19.35 16.6  4.57  1.5  2.407E-02 10.83  5.0  2.99  7.5  9.355E+02
 060  80  22.5  154.92  9.29 11.7  4.09  4.4  6.307E-07 11.91 14.3  3.32  4.9  1.847E-02
 060  75  22.5  151.57  9.29 11.7  4.09  4.4  1.282E-06 11.91 14.3  3.32  4.9  3.673E-02
 060  70  22.5  148.22  9.29 11.7  4.09  4.4  2.605E-06 11.91 14.3  3.32  4.9  7.303E-02
 060  65  22.5  144.87  9.29 11.7  4.09  4.4  5.306E-06 11.91 14.3  3.32  4.9  1.452E-01
 060  60  22.5  141.52  8.53 12.9  3.34  5.1  1.078E-05 10.20 13.7  2.70  3.9  2.887E-01
 060  55  22.5  140.65  8.24 14.2  2.51  4.4  2.181E-05  7.82 14.1  2.56  4.5  5.816E-01
 060  50  22.5  139.19  7.10 15.3  2.18  4.0  4.462E-05  7.16 14.3  2.06  5.9  1.178E+00
 060  45  22.5  136.34  4.86 11.2  2.00  5.0  9.320E-05  6.85 12.9  1.73  6.1  2.410E+00
 060  40  22.5  134.54  3.46 10.7  1.43  4.1  1.954E-04  6.04 14.2  1.40  6.7  4.991E+00
 060  35  22.5  136.07  2.65 11.8  1.18  6.1  4.003E-04  4.92 16.0  1.14  6.9  1.035E+01
 060  30  22.5  142.77  2.06 13.6   .82  6.2  7.727E-04  3.79 16.3   .96  5.8  2.096E+01
 060  25  22.5  152.75  2.14 12.6   .63  6.2  1.407E-03  3.13 17.4   .77  6.2  4.085E+01
 060  20  22.5  165.18  2.30 14.9   .59  5.6  2.416E-03  2.38 15.7   .57  6.6  7.583E+01
 060  15  22.5  179.08  2.46 16.9   .50  5.4  3.947E-03  1.79 14.4   .43  6.6  1.343E+02
 060  10  22.5  193.66  2.09 16.7   .48  5.5  6.195E-03  1.53 13.8   .41  7.9  2.279E+02
 060   9  22.5  196.28  2.04 16.3   .48  5.6  6.765E-03  1.47 13.8   .42  8.0  2.523E+02
 060   8  22.5  198.72  2.04 16.4   .49  5.4  7.386E-03  1.39 13.7   .45  8.1  2.789E+02
 060   7  22.5  201.00  2.06 17.0   .53  5.5  8.062E-03  1.31 13.2   .48  8.4  3.079E+02
 060   6  22.5  203.17  2.21 17.7   .59  5.3  8.792E-03  1.21 12.5   .52  8.5  3.393E+02
 060   5  22.5  205.54  2.63 17.8   .69  5.4  9.572E-03  1.20 11.3   .58  8.9  3.737E+02
 060   4  22.5  208.20  3.28 16.2   .90  5.2  1.040E-02  1.34 10.5   .68  9.2  4.111E+02
 060   3  22.5  211.01  4.67 18.1  1.15  4.5  1.127E-02  1.86  8.9   .80  8.6  4.515E+02
 060   2  22.5  213.70  6.00 17.8  1.45  4.6  1.222E-02  2.58  7.9   .95  8.8  4.959E+02
 060   1  22.5  216.96  5.47 17.6  1.36  4.3  1.321E-02  2.36  7.5   .92  9.1  5.440E+02
 060   0  22.5  219.22  7.25 17.2  1.52  3.9  1.432E-02  3.34  5.9  1.03  9.2  5.958E+02
 060  -1  22.5  221.28  8.41 17.7  1.77  3.6  1.554E-02  4.03  5.5  1.18  9.4  6.524E+02
 060  -2  22.5  223.05  9.77 17.6  1.82  3.2  1.687E-02  4.71  5.4  1.20  9.2  7.135E+02
 060  -3  22.5  223.75 12.86 17.2  2.61  2.3  1.839E-02  6.14  5.1  1.67  8.4  7.800E+02
 060  -4  22.5  224.45 12.90 17.2  2.62  2.3  2.003E-02  6.14  5.1  1.67  8.4  8.525E+02
 060  -5  22.5  225.15 12.94 17.2  2.63  2.3  2.183E-02  6.14  5.1  1.67  8.4  9.319E+02
 060  80  30.0  150.69 10.32 13.1  3.44  3.8  6.625E-07 13.28 15.2  3.38  4.8  1.886E-02
 060  75  30.0  148.16 10.32 13.1  3.44  3.8  1.349E-06 13.28 15.2  3.38  4.8  3.776E-02
 060  70  30.0  145.63 10.32 13.1  3.44  3.8  2.746E-06 13.28 15.2  3.38  4.8  7.558E-02
 060  65  30.0  143.10 10.32 13.1  3.44  3.8  5.602E-06 13.28 15.2  3.38  4.8  1.513E-01
 060  60  30.0  140.57  9.43 14.2  2.88  5.2  1.138E-05 11.29 13.6  3.00  5.5  3.028E-01
 060  55  30.0  139.59  8.76 14.6  2.68  5.2  2.318E-05  9.00 13.3  2.93  4.8  6.132E-01
 060  50  30.0  137.84  7.60 14.8  2.70  4.8  4.780E-05  7.76 11.5  2.25  6.3  1.249E+00
 060  45  30.0  135.61  5.57 10.2  2.11  3.8  9.991E-05  6.93 13.8  1.79  7.6  2.571E+00
 060  40  30.0  135.19  3.96  9.2  1.40  6.3  2.074E-04  5.88 16.1  1.17  6.4  5.325E+00
 060  35  30.0  138.74  2.72 10.2  1.04  7.0  4.150E-04  5.31 17.6   .85  4.4  1.094E+01
 060  30  30.0  146.11  2.38 13.5   .83  7.0  7.865E-04  4.19 17.6   .64  5.3  2.183E+01
 060  25  30.0  155.87  2.41 15.4   .60  4.2  1.415E-03  2.93 18.4   .59  6.6  4.193E+01
 060  20  30.0  167.74  2.41 16.7   .41  4.0  2.416E-03  2.13 18.2   .52  6.8  7.699E+01
 060  15  30.0  181.22  2.39 17.4   .30  5.2  3.930E-03  1.66 15.2   .43  6.4  1.353E+02
 060  10  30.0  195.44  2.37 17.8   .33  5.5  6.150E-03  1.41 14.4   .35  6.5  2.284E+02
 060   9  30.0  197.81  2.42 16.9   .35  5.5  6.719E-03  1.37 13.7   .35  6.2  2.525E+02
 060   8  30.0  199.98  2.49 17.2   .37  5.7  7.341E-03  1.32 13.6   .36  6.5  2.789E+02
 060   7  30.0  201.94  2.55 17.3   .39  5.4  8.022E-03  1.28 13.4   .37  6.8  3.078E+02
 060   6  30.0  203.76  2.76 16.9   .43  5.3  8.760E-03  1.22 12.9   .40  7.5  3.391E+02
 060   5  30.0  205.77  3.11 18.4   .52  4.3  9.551E-03  1.21 11.3   .44  8.2  3.733E+02
 060   4  30.0  208.11  3.69 18.1   .66  4.5  1.039E-02  1.34 10.4   .50  9.1  4.107E+02
 060   3  30.0  210.72  4.59 18.3   .91  4.3  1.127E-02  1.72  9.6   .63  8.9  4.511E+02
 060   2  30.0  213.21  5.16 18.6  1.04  4.3  1.224E-02  2.12  8.8   .69  8.8  4.953E+02
 060   1  30.0  216.06  5.67 18.3  1.28  4.4  1.325E-02  2.47  8.3   .85  9.0  5.432E+02
 060   0  30.0  219.27  6.36 18.4  1.49  3.7  1.429E-02  2.79  7.2   .93  9.2  5.948E+02
 060  -1  30.0  221.86  6.40 18.2  1.54  3.8  1.547E-02  3.02  6.5  1.02  8.8  6.515E+02
 060  -2  30.0  222.85  9.36 17.8  1.73  3.8  1.687E-02  4.52  6.0  1.14  8.6  7.125E+02
 060  -3  30.0  225.07  9.82 17.8  2.18  2.7  1.825E-02  4.65  5.8  1.46  8.8  7.792E+02
 060  -4  30.0  219.64 17.47 16.5  3.38  1.2  2.057E-02  7.79  4.3  1.87  7.5  8.547E+02
 060  -5  30.0  214.21 17.03 16.5  3.30  1.2  2.310E-02  7.79  4.3  1.87  7.5  9.376E+02
 060  80  37.5  148.89 10.55 13.0  3.58  4.8  6.898E-07 13.32 14.1  4.11  5.6  1.941E-02
 060  75  37.5  146.34 10.55 13.0  3.58  4.8  1.418E-06 13.32 14.1  4.11  5.6  3.919E-02
 060  70  37.5  143.79 10.55 13.0  3.58  4.8  2.911E-06 13.32 14.1  4.11  5.6  7.913E-02
 060  65  37.5  141.24 10.55 13.0  3.58  4.8  5.993E-06 13.32 14.1  4.11  5.6  1.598E-01
 060  60  37.5  138.69  9.28 14.2  2.88  5.4  1.228E-05 11.84 14.0  3.26  5.1  3.226E-01
 060  55  37.5  138.38  8.60 14.9  2.82  5.6  2.509E-05  9.44 12.1  2.54  5.0  6.582E-01
 060  50  37.5  137.15  7.70 12.2  2.38  3.8  5.178E-05  7.68 12.1  1.91  6.4  1.347E+00
 060  45  37.5  135.53  5.53  8.8  1.56  4.8  1.079E-04  6.49 14.7  1.52  6.7  2.776E+00
 060  40  37.5  136.94  3.92  9.5  1.02  6.5  2.200E-04  5.77 17.0   .89  5.1  5.722E+00
 060  35  37.5  141.85  3.02 10.7  1.00  7.2  4.305E-04  5.28 18.4   .67  5.4  1.160E+01
 060  30  37.5  149.53  2.35 11.9   .67  5.8  8.028E-04  4.36 18.8   .53  5.3  2.281E+01
 060  25  37.5  159.30  2.31 17.1   .54  5.4  1.426E-03  3.10 18.6   .42  5.2  4.316E+01
 060  20  37.5  170.69  2.56 17.8   .43  4.1  2.415E-03  2.04 18.5   .39  6.4  7.833E+01
 060  15  37.5  183.64  2.49 18.8   .34  4.3  3.911E-03  1.52 17.2   .35  6.8  1.365E+02
 060  10  37.5  197.38  2.40 18.7   .34  4.7  6.103E-03  1.18 15.0   .32  7.1  2.289E+02
 060   9  37.5  199.63  2.45 18.1   .35  4.7  6.665E-03  1.11 14.3   .32  7.5  2.528E+02
 060   8  37.5  201.71  2.55 18.0   .36  4.7  7.281E-03  1.05 14.1   .32  7.9  2.790E+02
 060   7  37.5  203.50  2.67 18.1   .37  4.7  7.958E-03  1.00 13.2   .34  8.3  3.077E+02
 060   6  37.5  205.02  2.85 18.1   .41  4.6  8.699E-03   .97 12.9   .37  8.4  3.388E+02
 060   5  37.5  206.54  3.16 17.6   .48  4.7  9.503E-03  1.00 11.4   .40  8.7  3.728E+02
 060   4  37.5  208.27  3.60 17.6   .58  4.6  1.036E-02  1.18 10.4   .46  8.6  4.100E+02
 060   3  37.5  210.01  4.02 17.5   .66  4.6  1.130E-02  1.41  9.4   .51  8.6  4.506E+02
 060   2  37.5  212.32  4.64 17.5   .75  4.6  1.227E-02  1.78  8.5   .57  8.6  4.947E+02
 060   1  37.5  214.71  5.37 17.9   .93  4.7  1.331E-02  2.23  8.2   .67  8.8  5.427E+02
 060   0  37.5  217.64  5.49 18.4  1.01  4.6  1.440E-02  2.45  8.0   .68  9.0  5.949E+02
 060  -1  37.5  220.75  6.31 17.9  1.24  3.8  1.554E-02  2.81  7.3   .79  9.2  6.511E+02
 060  -2  37.5  223.42  7.10 18.5  1.44  3.4  1.680E-02  3.33  6.9   .95  8.8  7.125E+02
 060  -3  37.5  224.64  9.57 18.1  1.84  2.8  1.828E-02  4.65  6.4  1.18  8.8  7.787E+02
 060  -4  37.5  224.17 12.86 17.6  1.86  1.9  2.007E-02  5.70  5.7  1.21  7.9  8.532E+02
 060  -5  37.5  223.70 12.84 17.6  1.86  1.9  2.204E-02  5.70  5.7  1.21  7.9  9.349E+02
 060  80  45.0  141.47 10.09 12.4  4.23  6.0  7.540E-07 13.73 13.7  4.34  5.6  2.017E-02
 060  75  45.0  140.46 10.09 12.4  4.23  6.0  1.549E-06 13.73 13.7  4.34  5.6  4.111E-02
 060  70  45.0  139.45 10.09 12.4  4.23  6.0  3.176E-06 13.73 13.7  4.34  5.6  8.378E-02
 060  65  45.0  138.44 10.09 12.4  4.23  6.0  6.534E-06 13.73 13.7  4.34  5.6  1.708E-01
 060  60  45.0  137.43  9.00 14.2  3.06  5.4  1.336E-05 11.19 14.0  2.80  5.5  3.481E-01
 060  55  45.0  137.20  8.75 14.3  2.75  3.2  2.746E-05  9.12 12.3  2.13  6.7  7.145E-01
 060  50  45.0  137.07  7.07 12.8  1.79  5.4  5.637E-05  6.87 12.3  1.45  6.8  1.467E+00
 060  45  45.0  136.60  5.04  8.9  1.13  6.8  1.161E-04  5.73 15.2  1.08  5.1  3.013E+00
 060  40  45.0  139.06  3.50 10.1   .88  5.1  2.331E-04  5.21 17.1   .70  6.0  6.157E+00
 060  35  45.0  145.14  2.81 11.1   .79  6.0  4.464E-04  4.78 18.5   .50  4.9  1.231E+01
 060  30  45.0  153.18  2.00 13.4   .60  6.1  8.187E-04  3.90 18.7   .43  5.2  2.383E+01
 060  25  45.0  162.73  1.84 16.5   .48  4.8  1.438E-03  3.01 18.1   .34  5.6  4.446E+01
 060  20  45.0  173.73  2.18 18.6   .33  5.4  2.416E-03  2.09 18.0   .26  5.4  7.974E+01
 060  15  45.0  186.13  2.53 18.3   .27  5.1  3.894E-03  1.36 17.7   .23  6.3  1.377E+02
 060  10  45.0  198.94  2.41 18.7   .28  3.9  6.076E-03  1.01 15.8   .24  7.4  2.297E+02
 060   9  45.0  200.87  2.45 18.6   .28  3.7  6.641E-03   .94 15.1   .24  7.4  2.535E+02
 060   8  45.0  202.71  2.46 18.6   .29  3.6  7.259E-03   .87 15.1   .24  7.8  2.796E+02
 060   7  45.0  204.34  2.47 18.5   .31  3.6  7.938E-03   .79 13.8   .24  8.0  3.082E+02
 060   6  45.0  205.64  2.57 18.5   .32  3.9  8.683E-03   .72 13.4   .25  8.4  3.392E+02
 060   5  45.0  206.92  2.75 17.8   .35  4.0  9.493E-03   .70 11.8   .27  8.5  3.732E+02
 060   4  45.0  208.38  2.98 17.7   .42  4.0  1.037E-02   .75 10.0   .31  8.5  4.103E+02
 060   3  45.0  210.19  3.32 17.7   .51  4.2  1.129E-02   .93  9.7   .37  8.6  4.508E+02
 060   2  45.0  212.07  4.33 17.6   .58  4.3  1.229E-02  1.45  8.6   .41  8.9  4.948E+02
 060   1  45.0  214.37  4.49 17.6   .61  4.5  1.334E-02  1.64  8.4   .43  8.8  5.430E+02
 060   0  45.0  217.13  5.04 16.8   .73  4.5  1.444E-02  2.00  7.8   .48  8.8  5.953E+02
 060  -1  45.0  220.94  4.87 17.5   .90  4.3  1.554E-02  2.05  7.6   .56  9.2  6.519E+02
 060  -2  45.0  223.81  6.61 17.1  1.20  3.8  1.677E-02  2.95  7.0   .71  9.1  7.127E+02
 060  -3  45.0  225.44  9.09 17.3  1.57  3.0  1.820E-02  4.28  6.4   .96  8.9  7.785E+02
 060  -4  45.0  227.21 10.98 17.8  1.66  2.2  1.974E-02  4.92  5.9   .99  8.2  8.511E+02
 060  -5  45.0  228.98 11.07 17.8  1.67  2.2  2.142E-02  4.92  5.9   .99  8.2  9.305E+02
 060  80  52.5  129.78  9.89 13.1  4.23  5.7  8.606E-07 13.25 13.4  4.08  5.8  2.112E-02
 060  75  52.5  131.59  9.89 13.1  4.23  5.7  1.747E-06 13.25 13.4  4.08  5.8  4.347E-02
 060  70  52.5  133.40  9.89 13.1  4.23  5.7  3.543E-06 13.25 13.4  4.08  5.8  8.944E-02
 060  65  52.5  135.21  9.89 13.1  4.23  5.7  7.208E-06 13.25 13.4  4.08  5.8  1.840E-01
 060  60  52.5  137.02  8.64 14.5  2.82  4.1  1.457E-05 10.06 12.3  2.47  6.0  3.787E-01
 060  55  52.5  136.82  8.11 14.2  2.31  4.6  3.000E-05  8.14 13.7  1.63  6.3  7.786E-01
 060  50  52.5  137.69  6.49 12.4  1.56  6.6  6.107E-05  5.80 14.1  1.04  6.3  1.597E+00
 060  45  52.5  138.16  4.44  9.6   .94  6.7  1.243E-04  4.88 16.1   .77  6.1  3.261E+00
 060  40  52.5  141.41  2.80 10.6   .64  6.2  2.455E-04  4.30 18.0   .50  6.1  6.595E+00
 060  35  52.5  148.05  2.14 11.1   .51  6.5  4.630E-04  3.97 18.3   .37  6.1  1.302E+01
 060  30  52.5  156.51  1.69 15.2   .47  5.6  8.364E-04  3.35 18.0   .30  4.7  2.488E+01
 060  25  52.5  166.06  1.57 17.6   .37  6.5  1.451E-03  2.54 18.4   .25  4.9  4.580E+01
 060  20  52.5  176.75  1.69 18.6   .27  5.5  2.419E-03  1.94 18.2   .21  5.4  8.126E+01
 060  15  52.5  188.73  2.04 18.0   .22  4.9  3.881E-03  1.29 17.9   .18  5.7  1.392E+02
 060  10  52.5  200.68  2.23 18.2   .21  4.3  6.053E-03   .83 16.9   .17  6.7  2.308E+02
 060   9  52.5  202.28  2.29 17.6   .21  3.7  6.621E-03   .77 15.8   .17  6.6  2.545E+02
 060   8  52.5  203.81  2.36 17.7   .22  3.8  7.244E-03   .72 14.5   .17  7.1  2.805E+02
 060   7  52.5  205.21  2.39 17.7   .23  3.7  7.926E-03   .69 13.9   .18  7.4  3.090E+02
 060   6  52.5  206.30  2.37 17.7   .23  3.7  8.676E-03   .64 13.9   .18  7.8  3.401E+02
 060   5  52.5  207.34  2.39 17.7   .23  3.8  9.493E-03   .59 12.6   .18  8.0  3.740E+02
 060   4  52.5  208.42  2.40 17.7   .24  3.8  1.038E-02   .56 11.8   .18  8.0  4.111E+02
 060   3  52.5  209.85  2.57 18.2   .27  3.9  1.133E-02   .59 10.1   .20  8.4  4.518E+02
 060   2  52.5  212.01  2.76 18.1   .31  3.9  1.231E-02   .66  9.3   .22  8.5  4.958E+02
 060   1  52.5  214.45  3.02 18.0   .39  4.1  1.335E-02   .80  8.5   .27  8.5  5.439E+02
 060   0  52.5  217.41  3.71 17.9   .59  4.6  1.443E-02  1.19  7.9   .37  9.4  5.958E+02
 060  -1  52.5  220.62  4.25 17.9   .70  4.6  1.557E-02  1.57  7.2   .42  9.6  6.523E+02
 060  -2  52.5  223.89  5.17 17.8   .91  4.2  1.677E-02  2.12  6.9   .51  9.3  7.133E+02
 060  -3  52.5  226.25  7.46 17.4  1.30  3.4  1.813E-02  3.32  6.3   .70  8.9  7.789E+02
 060  -4  52.5  226.13 11.92 17.4  1.42  2.2  1.981E-02  5.54  5.4   .79  8.1  8.494E+02
 060  -5  52.5  226.01 11.91 17.4  1.42  2.2  2.160E-02  5.54  5.4   .79  8.1  9.262E+02
 060  80  60.0  113.55  8.47 13.2  3.51  5.1  1.041E-06 11.76 14.4  3.29  6.2  2.239E-02
 060  75  60.0  119.65  8.47 13.2  3.51  5.1  2.049E-06 11.76 14.4  3.29  6.2  4.638E-02
 060  70  60.0  125.75  8.47 13.2  3.51  5.1  4.035E-06 11.76 14.4  3.29  6.2  9.609E-02
 060  65  60.0  131.85  8.47 13.2  3.51  5.1  7.987E-06 11.76 14.4  3.29  6.2  1.991E-01
 060  60  60.0  137.95  7.97 14.8  2.16  4.8  1.576E-05  8.48 14.4  1.91  5.9  4.125E-01
 060  55  60.0  137.17  6.89 14.4  1.77  5.7  3.245E-05  6.96 13.9  1.29  5.7  8.447E-01
 060  50  60.0  138.99  5.34 12.1  1.33  6.1  6.534E-05  4.57 14.6   .96  7.0  1.725E+00
 060  45  60.0  139.85  3.30 11.1   .86  6.2  1.316E-04  3.82 16.9   .71  6.7  3.495E+00
 060  40  60.0  143.80  2.07 10.5   .58  7.1  2.561E-04  3.66 18.0   .53  4.9  6.996E+00
 060  35  60.0  150.69  1.62 13.5   .54  6.8  4.772E-04  3.32 18.3   .36  4.2  1.366E+01
 060  30  60.0  159.19  1.30 15.3   .42  5.8  8.533E-04  2.84 18.3   .23  5.2  2.581E+01
 060  25  60.0  168.83  1.31 17.5   .33  4.8  1.466E-03  2.23 17.8   .17  4.7  4.704E+01
 060  20  60.0  179.56  1.53 17.8   .24  4.9  2.423E-03  1.64 18.1   .16  4.3  8.267E+01
 060  15  60.0  191.27  1.76 18.0   .16  5.3  3.866E-03  1.13 17.8   .14  4.6  1.405E+02
 060  10  60.0  202.54  1.84 17.9   .15  4.0  6.020E-03   .71 17.5   .12  5.7  2.316E+02
 060   9  60.0  203.91  1.94 17.8   .16  3.5  6.586E-03   .61 17.3   .12  6.4  2.552E+02
 060   8  60.0  205.25  2.02 17.8   .16  2.9  7.207E-03   .53 16.4   .11  6.7  2.811E+02
 060   7  60.0  206.47  2.09 17.8   .17  2.9  7.889E-03   .48 15.1   .11  6.7  3.095E+02
 060   6  60.0  207.44  2.10 17.8   .18  2.9  8.635E-03   .44 14.4   .11  7.2  3.403E+02
 060   5  60.0  208.32  2.14 17.8   .18  2.9  9.451E-03   .42 13.1   .12  7.8  3.741E+02
 060   4  60.0  209.23  2.19 17.9   .19  2.9  1.034E-02   .41 12.3   .12  8.3  4.111E+02
 060   3  60.0  210.31  2.25 18.0   .20  2.9  1.130E-02   .43 10.4   .12  8.6  4.516E+02
 060   2  60.0  212.00  2.26 17.5   .20  2.9  1.230E-02   .49  8.7   .13  8.6  4.956E+02
 060   1  60.0  213.96  2.28 17.7   .22  3.0  1.337E-02   .58  8.8   .14  8.7  5.436E+02
 060   0  60.0  216.22  2.50 17.8   .26  3.5  1.451E-02   .74  8.6   .17  9.0  5.958E+02
 060  -1  60.0  218.88  3.05 18.4   .41  4.2  1.569E-02  1.05  8.1   .25  9.2  6.522E+02
 060  -2  60.0  221.64  4.26 18.2   .76  4.1  1.695E-02  1.67  7.4   .43  9.1  7.134E+02
 060  -3  60.0  224.26  5.84 17.8  1.13  3.7  1.831E-02  2.52  6.8   .61  8.9  7.798E+02
 060  -4  60.0  223.04 11.56 16.2  1.21  2.8  2.014E-02  5.46  5.3   .70  7.2  8.516E+02
 060  -5  60.0  221.82 11.50 16.2  1.20  2.8  2.210E-02  5.46  5.3   .70  7.2  9.300E+02
 060  80  67.5  110.00  6.15 13.3  2.67  5.3  1.305E-06  9.00 15.4  2.27  5.9  2.721E-02
 060  75  67.5  110.00  6.15 13.3  2.67  5.3  2.471E-06  9.00 15.4  2.27  5.9  5.150E-02
 060  70  67.5  118.14  6.15 13.3  2.67  5.3  4.580E-06  9.00 15.4  2.27  5.9  1.026E-01
 060  65  67.5  128.93  6.15 13.3  2.67  5.3  8.738E-06  9.00 15.4  2.27  5.9  2.134E-01
 060  60  67.5  139.72  6.12 14.1  2.27  5.6  1.673E-05  6.64 14.6  1.58  5.2  4.438E-01
 060  55  67.5  138.13  5.17 13.5  1.51  4.5  3.441E-05  5.28 14.7  1.41  6.5  9.022E-01
 060  50  67.5  140.30  3.99 13.4  1.20  5.4  6.871E-05  3.37 16.0  1.06  7.2  1.830E+00
 060  45  67.5  141.85  2.36 11.6   .92  6.4  1.366E-04  3.21 17.2   .57  3.9  3.679E+00
 060  40  67.5  146.53  1.49 11.3   .60  6.9  2.617E-04  3.36 18.0   .44  3.8  7.282E+00
 060  35  67.5  153.27  1.16 12.6   .45  7.6  4.826E-04  3.12 18.2   .30  3.4  1.405E+01
 060  30  67.5  161.39  1.03 16.2   .36  5.0  8.576E-04  2.60 17.7   .20  5.0  2.630E+01
 060  25  67.5  170.76  1.21 17.5   .30  4.1  1.466E-03  2.00 18.2   .13  6.5  4.757E+01
 060  20  67.5  181.41  1.43 17.6   .21  5.2  2.411E-03  1.49 18.1   .11  4.1  8.311E+01
 060  15  67.5  192.84  1.81 17.7   .14  5.8  3.836E-03   .90 18.0   .09  4.2  1.406E+02
 060  10  67.5  203.54  1.79 17.9   .11  4.5  5.972E-03   .55 17.3   .07  4.7  2.310E+02
 060   9  67.5  204.60  1.79 17.9   .12  3.9  6.541E-03   .48 17.1   .07  5.9  2.543E+02
 060   8  67.5  205.67  1.79 17.9   .12  3.6  7.164E-03   .42 16.2   .07  6.9  2.799E+02
 060   7  67.5  206.72  1.77 17.8   .13  3.3  7.846E-03   .37 15.4   .07  7.6  3.082E+02
