  Ls  Lat LonW  TA0K   TA1K  Tp1  TA2K  Tp2
  30 -82.5 306 143.28   .01  2.6   .03  1.5
  30 -82.5 297 143.31   .02  6.5   .02  2.9
  30 -82.5 288 143.29   .01  7.1   .01  1.7
  30 -82.5 279 143.25   .01 13.9   .02  2.6
  30 -82.5 270 143.23   .01 21.7   .01  3.6
  30 -82.5 261 143.25   .03 20.9   .01  4.0
  30 -82.5 252 143.34   .02 19.5   .02  5.7
  30 -82.5 243 143.39   .02 17.5   .01  6.0
  30 -82.5 234 143.37   .02 21.5   .02  6.6
  30 -82.5 225 143.33   .02 21.8   .01  6.9
  30 -82.5 216 143.29   .01 21.4   .01  7.5
  30 -82.5 207 143.25   .02 21.4   .01  8.0
  30 -82.5 198 143.22   .02 21.5   .00  9.0
  30 -82.5 189 143.18   .03 20.5   .01  9.2
  30 -82.5 180 143.14   .03 20.9   .01  9.6
  30 -82.5 171 143.08   .03 22.9   .01 10.1
  30 -82.5 162 143.10   .03 24.0   .01  9.5
  30 -82.5 153 143.19   .04 23.3   .01  7.4
  30 -82.5 144 143.28   .04  1.9   .00  8.2
  30 -82.5 135 143.32   .03  2.1   .01  8.3
  30 -82.5 126 143.32   .04  1.7   .01  4.5
  30 -82.5 117 143.32   .04  3.6   .01  5.9
  30 -82.5 108 143.34   .01  4.1   .01  7.8
  30 -82.5  99 143.41   .03  4.8   .02  7.4
  30 -82.5  90 143.51   .03  5.8   .02  6.4
  30 -82.5  81 143.51   .02  4.3   .02  6.8
  30 -82.5  72 143.39   .03  5.2   .03  7.7
  30 -82.5  63 143.32   .02  5.6   .01  8.5
  30 -82.5  54 143.27   .02  5.7   .02  7.2
  30 -82.5  45 143.18   .03  5.6   .03  8.0
  30 -82.5  36 143.09   .01  7.2   .02  9.7
  30 -82.5  27 143.02   .02  6.4   .03  9.4
  30 -82.5  18 142.98   .03  8.5   .02  8.9
  30 -82.5   9 142.96   .03 10.4   .02  8.6
  30 -75.0 360 143.83   .04  2.9   .02 10.4
  30 -75.0 351 143.94   .03  4.5   .01 10.3
  30 -75.0 342 144.03   .03  4.8   .02 11.1
  30 -75.0 333 144.00   .01  7.7   .02   .7
  30 -75.0 324 143.90   .02 21.6   .02   .8
  30 -75.0 315 143.91   .04   .8   .03  1.4
  30 -75.0 306 144.00   .04  1.3   .02  2.5
  30 -75.0 297 144.04   .06  3.0   .02  2.2
  30 -75.0 288 144.02   .05  6.7   .02  3.5
  30 -75.0 279 144.02   .01  6.6   .01  3.9
  30 -75.0 270 143.98   .03  3.1   .01  3.5
  30 -75.0 261 144.00   .02  1.6   .02  5.6
  30 -75.0 252 144.08   .03  1.8   .02  6.2
  30 -75.0 243 144.18   .02  5.8   .02  5.6
  30 -75.0 234 144.22   .01 18.6   .02  6.4
  30 -75.0 225 144.20   .02 20.6   .01  6.7
  30 -75.0 216 144.10   .04 22.2   .01  8.1
  30 -75.0 207 144.02   .04 23.2   .01  8.8
  30 -75.0 198 143.97   .05  1.0   .01  9.7
  30 -75.0 189 144.00   .03  1.7   .01  9.9
  30 -75.0 180 144.00   .03   .3   .00  7.4
  30 -75.0 171 143.99   .04  1.2   .00 10.9
  30 -75.0 162 144.03   .05  1.6   .00  7.8
  30 -75.0 153 144.15   .05  2.8   .00  6.8
  30 -75.0 144 144.21   .05  2.6   .01 10.0
  30 -75.0 135 144.22   .05  2.2   .00 11.2
  30 -75.0 126 144.24   .06  1.8   .00  5.3
  30 -75.0 117 144.31   .07  2.9   .01  6.3
  30 -75.0 108 144.38   .08  4.3   .01  6.9
  30 -75.0  99 144.40   .07  5.1   .01  6.1
  30 -75.0  90 144.37   .07  6.0   .02  6.4
  30 -75.0  81 144.32   .05  7.6   .02  7.4
  30 -75.0  72 144.32   .02  7.7   .01  6.8
  30 -75.0  63 144.37   .01  6.6   .02  6.6
  30 -75.0  54 144.33   .03  4.2   .01  8.2
  30 -75.0  45 144.15   .03  4.7   .01  8.4
  30 -75.0  36 143.98   .02  2.6   .02  8.2
  30 -75.0  27 143.90   .04  3.1   .02  8.8
  30 -75.0  18 143.84   .04  4.8   .03  8.6
  30 -75.0   9 143.81   .03  3.6   .02  9.1
  30 -67.5 360 144.62   .06  5.0   .03  9.2
  30 -67.5 351 144.77   .07  3.9   .03 10.1
  30 -67.5 342 144.87   .08  5.3   .02 10.7
  30 -67.5 333 144.77   .05  6.4   .02 11.8
  30 -67.5 324 144.57   .02  5.9   .02   .7
  30 -67.5 315 144.48   .04 23.4   .02  1.8
  30 -67.5 306 144.51   .08  1.0   .02  3.7
  30 -67.5 297 144.55   .08  3.5   .01  5.3
  30 -67.5 288 144.59   .06  4.0   .02  5.3
  30 -67.5 279 144.64   .06  4.7   .03  5.4
  30 -67.5 270 144.70   .06  4.0   .02  5.8
  30 -67.5 261 144.76   .07  5.0   .03  7.7
  30 -67.5 252 144.80   .02  8.4   .02  8.0
  30 -67.5 243 144.84   .05   .1   .02  7.4
  30 -67.5 234 144.89   .06  2.7   .02  7.0
  30 -67.5 225 144.88   .05  4.0   .02  8.6
  30 -67.5 216 144.77   .02  4.0   .01  8.7
  30 -67.5 207 144.61   .04 22.5   .01  8.6
  30 -67.5 198 144.52   .08  1.2   .01  9.2
  30 -67.5 189 144.57   .07  3.7   .01  9.3
  30 -67.5 180 144.70   .05  1.7   .01  7.7
  30 -67.5 171 144.77   .09  2.5   .02  6.8
  30 -67.5 162 144.80   .08  4.2   .02  7.9
  30 -67.5 153 144.82   .05  4.7   .02  8.4
  30 -67.5 144 144.88   .06  2.1   .02  8.7
  30 -67.5 135 144.94   .09  2.4   .02  9.3
  30 -67.5 126 145.06   .09  4.0   .02  9.1
  30 -67.5 117 145.20   .10  4.5   .02  8.1
  30 -67.5 108 145.30   .10  5.3   .01  7.7
  30 -67.5  99 145.22   .09  5.8   .01  7.5
  30 -67.5  90 144.94   .07  6.2   .01  6.6
  30 -67.5  81 144.71   .06  5.5   .01  6.8
  30 -67.5  72 144.73   .05  5.4   .02  6.8
  30 -67.5  63 144.89   .04  5.6   .03  6.7
  30 -67.5  54 145.05   .04  2.9   .03  7.0
  30 -67.5  45 145.08   .07  2.7   .03  7.2
  30 -67.5  36 144.92   .08  4.3   .04  7.6
  30 -67.5  27 144.74   .06  5.1   .04  8.1
  30 -67.5  18 144.64   .06  3.3   .03  8.7
  30 -67.5   9 144.59   .08  4.3   .03  9.0
  30 -60.0 360 145.05   .09  4.5   .04  9.0
  30 -60.0 351 145.13   .11  4.7   .04  9.3
  30 -60.0 342 145.13   .12  5.8   .04  9.6
  30 -60.0 333 145.10   .09  6.9   .03 10.3
  30 -60.0 324 144.96   .04  6.0   .02 10.1
  30 -60.0 315 144.81   .07  3.9   .01  7.9
  30 -60.0 306 144.80   .07  6.1   .02  8.4
  30 -60.0 297 144.90   .03  5.1   .03  7.5
  30 -60.0 288 144.87   .06  1.8   .04  7.4
  30 -60.0 279 144.86   .12  3.9   .05  7.3
  30 -60.0 270 145.05   .11  6.8   .06  7.6
  30 -60.0 261 145.24   .05  6.7   .05  7.5
  30 -60.0 252 145.23   .04  4.7   .06  8.1
  30 -60.0 243 145.38   .04  2.7   .03  7.9
  30 -60.0 234 145.74   .09  3.1   .03  8.3
  30 -60.0 225 145.94   .09  4.8   .03  8.9
  30 -60.0 216 145.71   .06  5.6   .03  9.1
  30 -60.0 207 145.33   .05  2.7   .02  8.6
  30 -60.0 198 145.01   .08  3.7   .02  8.0
  30 -60.0 189 144.96   .05  5.0   .02  7.5
  30 -60.0 180 145.04   .08  2.2   .03  7.4
  30 -60.0 171 145.10   .11  4.6   .04  7.4
  30 -60.0 162 145.11   .05  4.9   .07  8.1
  30 -60.0 153 145.11   .09  3.4   .06  7.9
  30 -60.0 144 145.35   .08  3.3   .06  8.1
  30 -60.0 135 145.78   .10  3.2   .06  8.7
  30 -60.0 126 146.24   .13  4.8   .06  8.7
  30 -60.0 117 146.61   .12  5.2   .05  8.9
  30 -60.0 108 146.75   .12  5.7   .04  9.1
  30 -60.0  99 146.44   .11  6.1   .02  8.4
  30 -60.0  90 145.74   .10  6.5   .03  7.8
  30 -60.0  81 145.15   .08  6.7   .04  7.5
  30 -60.0  72 144.90   .06  6.5   .04  7.4
  30 -60.0  63 145.12   .19 14.2   .18  2.7
  30 -60.0  54 145.25   .10  3.0   .06  7.3
  30 -60.0  45 145.45   .13  4.6   .07  7.3
  30 -60.0  36 145.31   .09  5.7   .06  7.9
  30 -60.0  27 145.08   .07  4.6   .05  8.4
  30 -60.0  18 144.94   .09  4.5   .04  8.6
  30 -60.0   9 144.97   .09  5.3   .04  8.9
  30 -52.5 360 154.01  7.94 14.3  4.18  1.2
  30 -52.5 351 153.89  7.94 14.4  4.10  1.2
  30 -52.5 342 154.72  8.02 14.5  4.20  1.3
  30 -52.5 333 155.07  7.94 14.4  4.23  1.2
  30 -52.5 324 156.02  8.26 14.3  4.29  1.2
  30 -52.5 315 156.31  8.52 14.4  4.42  1.2
  30 -52.5 306 157.13  8.22 14.3  4.33  1.2
  30 -52.5 297 157.13  8.08 14.3  4.18  1.2
  30 -52.5 288 157.71  8.53 14.3  4.37  1.2
  30 -52.5 279 157.51  8.65 14.4  4.48  1.2
  30 -52.5 270 157.45  8.18 14.4  4.26  1.2
  30 -52.5 261 156.58  8.08 14.3  4.23  1.2
  30 -52.5 252 156.07  7.78 14.3  4.08  1.2
  30 -52.5 243 154.76  6.98 14.2  3.65  1.2
  30 -52.5 234 154.70  5.81 14.4  2.93  1.2
  30 -52.5 225 153.72  5.00 14.6  2.53  1.2
  30 -52.5 216 154.61  5.60 14.5  2.92  1.2
  30 -52.5 207 154.47  6.59 14.4  3.57  1.1
  30 -52.5 198 156.06  7.04 14.4  3.92  1.1
  30 -52.5 189 156.58  7.25 14.3  3.99  1.2
  30 -52.5 180 158.36  7.44 14.3  3.99  1.2
  30 -52.5 171 158.81  7.25 14.3  3.97  1.2
  30 -52.5 162 160.39  7.47 14.3  4.10  1.3
  30 -52.5 153 160.20  7.49 14.1  3.94  1.2
  30 -52.5 144 160.65  7.07 14.2  3.54  1.3
  30 -52.5 135 159.21  5.84 14.4  2.87  1.3
  30 -52.5 126 160.06  4.77 14.3  2.30  1.3
  30 -52.5 117 161.28  4.17 14.4  2.06  1.2
  30 -52.5 108 162.50  4.07 14.3  2.07  1.1
  30 -52.5  99 162.37  4.55 14.4  2.44  1.1
  30 -52.5  90 161.30  5.56 14.3  3.07  1.1
  30 -52.5  81 159.15  7.12 14.3  3.89  1.1
  30 -52.5  72 158.18  8.28 14.1  4.49  1.1
  30 -52.5  63 157.04  8.53 14.1  4.51  1.1
  30 -52.5  54 156.55  8.67 14.1  4.44  1.1
  30 -52.5  45 155.87  8.60 14.3  4.50  1.1
  30 -52.5  36 155.40  8.40 14.3  4.46  1.1
  30 -52.5  27 154.43  8.38 14.3  4.41  1.1
  30 -52.5  18 154.40  8.39 14.3  4.41  1.1
  30 -52.5   9 153.97  8.27 14.3  4.34  1.2
  30 -45.0 360 168.34 11.39 14.2  5.77  1.1
  30 -45.0 351 168.41 11.28 14.2  5.75  1.1
  30 -45.0 342 169.49 11.64 14.2  5.96  1.1
  30 -45.0 333 169.94 11.93 14.2  6.11  1.1
  30 -45.0 324 170.63 12.23 14.1  6.19  1.1
  30 -45.0 315 171.19 12.43 14.2  6.27  1.1
  30 -45.0 306 171.91 12.28 14.1  6.30  1.1
  30 -45.0 297 171.95 12.30 14.1  6.23  1.1
  30 -45.0 288 172.36 12.83 14.1  6.43  1.1
  30 -45.0 279 172.00 13.18 14.1  6.72  1.1
  30 -45.0 270 171.97 12.85 14.1  6.47  1.1
  30 -45.0 261 171.73 12.91 14.1  6.44  1.1
  30 -45.0 252 171.28 12.02 14.2  6.11  1.1
  30 -45.0 243 170.20 10.67 14.0  5.28  1.1
  30 -45.0 234 169.17  8.98 14.3  4.39  1.2
  30 -45.0 225 167.17  7.14 14.5  3.62  1.2
  30 -45.0 216 167.61  7.42 14.4  3.91  1.2
  30 -45.0 207 168.13  8.94 14.2  4.81  1.1
  30 -45.0 198 169.99 10.11 14.2  5.46  1.1
  30 -45.0 189 170.78 10.68 14.1  5.70  1.1
  30 -45.0 180 172.67 10.95 14.2  5.63  1.1
  30 -45.0 171 172.96 10.81 14.1  5.61  1.1
  30 -45.0 162 174.21 11.25 14.1  5.75  1.2
  30 -45.0 153 173.95 11.07 14.0  5.45  1.1
  30 -45.0 144 174.43  9.80 14.1  4.65  1.3
  30 -45.0 135 171.20  7.17 14.4  3.33  1.4
  30 -45.0 126 170.48  4.75 14.2  2.21  1.3
  30 -45.0 117 173.33  4.06 14.3  1.99  1.2
  30 -45.0 108 173.00  4.20 14.3  2.10  1.1
  30 -45.0  99 171.93  4.67 14.3  2.44  1.1
  30 -45.0  90 172.98  6.13 14.2  3.22  1.1
  30 -45.0  81 171.97  8.62 14.1  4.56  1.1
  30 -45.0  72 171.08 10.91 14.1  5.70  1.0
  30 -45.0  63 169.92 11.70 14.0  6.01  1.0
  30 -45.0  54 169.61 12.03 14.0  6.17  1.0
  30 -45.0  45 168.94 12.32 14.1  6.26  1.0
  30 -45.0  36 168.69 12.08 14.1  6.17  1.0
  30 -45.0  27 168.14 11.42 14.2  5.80  1.1
  30 -45.0  18 168.36 11.30 14.2  5.74  1.1
  30 -45.0   9 168.15 11.51 14.2  5.84  1.1
  30 -37.5 360 180.92 14.71 14.1  7.25  1.0
  30 -37.5 351 181.44 15.24 14.1  7.56  1.0
  30 -37.5 342 182.32 15.80 14.0  7.86  1.0
  30 -37.5 333 182.59 15.95 14.0  7.89  1.0
  30 -37.5 324 182.95 16.02 14.0  7.94  1.0
  30 -37.5 315 183.21 16.37 14.0  8.07  1.0
  30 -37.5 306 183.65 17.12 13.9  8.48  1.0
  30 -37.5 297 183.68 17.75 13.9  8.79   .9
  30 -37.5 288 183.76 18.50 13.8  9.06   .9
  30 -37.5 279 183.35 19.05 13.9  9.36   .9
  30 -37.5 270 183.19 18.75 13.9  9.08  1.0
  30 -37.5 261 183.37 18.19 14.0  8.82  1.0
  30 -37.5 252 183.39 16.79 14.0  8.22  1.0
  30 -37.5 243 183.13 15.09 14.0  7.27  1.0
  30 -37.5 234 182.76 13.26 14.2  6.40  1.1
  30 -37.5 225 181.27 11.75 14.3  5.85  1.2
  30 -37.5 216 180.33 11.46 14.2  5.92  1.1
  30 -37.5 207 181.36 12.49 14.1  6.51  1.1
  30 -37.5 198 182.96 13.76 14.0  7.06  1.1
  30 -37.5 189 183.94 14.61 14.0  7.49  1.0
  30 -37.5 180 184.78 14.85 14.0  7.46  1.0
  30 -37.5 171 184.72 14.99 14.0  7.43  1.0
  30 -37.5 162 185.32 15.30 14.0  7.45  1.0
  30 -37.5 153 184.92 15.13 13.9  7.24  1.0
  30 -37.5 144 185.80 13.43 14.0  6.28  1.1
  30 -37.5 135 183.67 10.06 14.2  4.58  1.3
  30 -37.5 126 178.72  6.29 14.3  2.95  1.3
  30 -37.5 117 180.31  5.01 14.3  2.39  1.2
  30 -37.5 108 178.89  5.11 14.2  2.48  1.2
  30 -37.5  99 180.54  6.02 14.1  3.06  1.2
  30 -37.5  90 182.33  8.02 14.1  4.03  1.1
  30 -37.5  81 182.72 11.06 14.0  5.59  1.1
  30 -37.5  72 182.28 13.79 13.9  6.88  1.0
  30 -37.5  63 181.54 14.75 13.9  7.27  1.0
  30 -37.5  54 181.36 15.11 14.0  7.46  1.0
  30 -37.5  45 180.96 15.48 14.0  7.57  1.0
  30 -37.5  36 180.80 15.09 14.0  7.39  1.0
  30 -37.5  27 180.45 14.36 14.1  7.00  1.0
  30 -37.5  18 180.69 14.29 14.1  7.00  1.1
  30 -37.5   9 180.67 14.53 14.1  7.19  1.0
  30 -30.0 360 191.23 17.99 13.9  8.63  1.0
  30 -30.0 351 191.96 18.86 13.9  9.07   .9
  30 -30.0 342 192.26 19.38 13.9  9.34   .9
  30 -30.0 333 192.20 19.37 13.9  9.31   .9
  30 -30.0 324 192.05 19.69 13.8  9.53   .9
  30 -30.0 315 192.30 20.45 13.8  9.84   .9
  30 -30.0 306 192.68 21.79 13.8 10.50   .9
  30 -30.0 297 192.82 23.39 13.7 11.26   .8
  30 -30.0 288 192.84 24.23 13.7 11.49   .8
  30 -30.0 279 192.58 23.36 13.8 11.01   .9
  30 -30.0 270 192.91 21.54 13.9  9.98   .9
  30 -30.0 261 193.12 20.80 14.0  9.64   .9
  30 -30.0 252 192.79 20.50 13.9  9.55   .9
  30 -30.0 243 192.62 18.72 14.0  8.76  1.0
  30 -30.0 234 192.45 16.71 14.1  7.89  1.0
  30 -30.0 225 191.68 15.69 14.1  7.55  1.1
  30 -30.0 216 191.09 15.45 14.0  7.57  1.1
  30 -30.0 207 191.79 15.59 13.9  7.70  1.0
  30 -30.0 198 193.32 16.39 13.9  7.98  1.0
  30 -30.0 189 193.55 17.37 13.9  8.44  1.0
  30 -30.0 180 193.54 18.07 13.9  8.69  1.0
  30 -30.0 171 193.46 18.43 13.9  8.81  1.0
  30 -30.0 162 193.80 18.77 13.9  8.83  1.0
  30 -30.0 153 193.76 18.84 13.9  8.76  1.0
  30 -30.0 144 193.96 17.92 13.9  8.20  1.0
  30 -30.0 135 192.58 14.78 14.0  6.90  1.1
  30 -30.0 126 189.27 10.66 14.2  5.04  1.2
  30 -30.0 117 186.49  8.18 14.2  3.98  1.2
  30 -30.0 108 188.45  8.26 14.1  4.10  1.2
  30 -30.0  99 189.14 10.07 14.0  4.97  1.1
  30 -30.0  90 190.99 12.78 13.9  6.24  1.1
  30 -30.0  81 191.61 15.47 13.9  7.48  1.0
  30 -30.0  72 192.19 17.47 13.9  8.35   .9
  30 -30.0  63 191.86 18.15 13.9  8.59   .9
  30 -30.0  54 192.01 18.44 13.9  8.75   .9
  30 -30.0  45 192.04 18.65 13.9  8.76  1.0
  30 -30.0  36 191.42 18.06 14.0  8.48  1.0
  30 -30.0  27 191.18 17.37 14.0  8.19  1.0
  30 -30.0  18 190.79 17.43 14.0  8.27  1.0
  30 -30.0   9 190.82 17.65 13.9  8.45  1.0
  30 -22.5 360 199.05 21.31 13.8  9.88   .9
  30 -22.5 351 199.09 21.91 13.8 10.15   .9
  30 -22.5 342 198.80 22.46 13.7 10.44   .8
  30 -22.5 333 198.07 23.62 13.6 11.03   .8
  30 -22.5 324 197.64 25.61 13.5 11.98   .7
  30 -22.5 315 197.65 26.95 13.5 12.63   .7
  30 -22.5 306 198.07 28.49 13.5 13.16   .7
  30 -22.5 297 198.19 30.25 13.5 13.87   .7
  30 -22.5 288 198.54 30.00 13.6 13.51   .7
  30 -22.5 279 199.39 27.07 13.8 12.02   .8
  30 -22.5 270 200.43 24.08 13.9 10.65   .9
  30 -22.5 261 200.71 22.74 14.0 10.21   .9
  30 -22.5 252 200.56 22.82 13.9 10.30   .9
  30 -22.5 243 200.55 21.85 13.9  9.87   .9
  30 -22.5 234 200.07 19.48 13.9  8.89  1.0
  30 -22.5 225 199.64 18.05 13.9  8.27  1.0
  30 -22.5 216 199.35 17.44 14.0  8.02  1.0
  30 -22.5 207 200.40 16.98 13.9  7.90  1.0
  30 -22.5 198 201.05 17.43 13.9  8.07  1.0
  30 -22.5 189 200.76 18.46 13.9  8.57  1.0
  30 -22.5 180 200.73 19.79 13.8  9.07   .9
  30 -22.5 171 200.26 20.91 13.8  9.56   .9
  30 -22.5 162 200.19 21.83 13.8  9.89   .9
  30 -22.5 153 200.08 22.49 13.8 10.08   .9
  30 -22.5 144 200.96 22.37 13.8  9.92   .9
  30 -22.5 135 200.24 20.46 13.8  9.18  1.0
  30 -22.5 126 198.56 17.31 13.9  7.91  1.1
  30 -22.5 117 196.29 14.67 14.0  6.92  1.1
  30 -22.5 108 196.92 14.86 13.9  7.07  1.1
  30 -22.5  99 198.55 17.17 13.8  8.13  1.0
  30 -22.5  90 198.97 19.49 13.8  9.06   .9
  30 -22.5  81 199.74 20.73 13.8  9.51   .9
  30 -22.5  72 200.11 21.52 13.8  9.81   .9
  30 -22.5  63 200.59 21.84 13.8  9.89   .9
  30 -22.5  54 200.69 22.01 13.8  9.92   .9
  30 -22.5  45 200.55 22.19 13.9  9.98   .9
  30 -22.5  36 200.31 21.67 13.9  9.79   .9
  30 -22.5  27 199.45 20.61 13.9  9.38   .9
  30 -22.5  18 199.11 20.18 13.9  9.26   .9
  30 -22.5   9 199.10 20.54 13.8  9.53   .9
  30 -15.0 360 203.94 25.05 13.6 11.24   .7
  30 -15.0 351 203.52 25.88 13.5 11.57   .7
  30 -15.0 342 202.98 26.41 13.4 11.94   .6
  30 -15.0 333 201.93 29.16 13.3 13.25   .4
  30 -15.0 324 200.62 33.08 13.0 15.11   .3
  30 -15.0 315 200.41 35.84 13.0 16.16   .3
  30 -15.0 306 200.14 38.48 13.0 16.75   .3
  30 -15.0 297 200.19 40.56 13.1 17.36   .3
  30 -15.0 288 201.53 38.38 13.3 16.21   .5
  30 -15.0 279 203.16 33.71 13.6 14.25   .6
  30 -15.0 270 204.88 29.71 13.7 12.66   .8
  30 -15.0 261 205.51 26.57 13.9 11.56   .8
  30 -15.0 252 205.67 25.51 13.8 11.17   .8
  30 -15.0 243 205.92 25.20 13.8 10.92   .8
  30 -15.0 234 205.61 22.38 13.8  9.78   .9
  30 -15.0 225 205.72 19.47 13.9  8.63  1.0
  30 -15.0 216 206.21 18.07 13.9  8.02  1.0
  30 -15.0 207 206.98 17.47 14.0  7.80  1.0
  30 -15.0 198 206.93 18.03 13.9  8.08  1.0
  30 -15.0 189 206.89 19.32 13.9  8.62   .9
  30 -15.0 180 206.45 21.08 13.8  9.34   .9
  30 -15.0 171 205.67 23.18 13.8 10.20   .8
  30 -15.0 162 205.19 25.18 13.7 11.09   .8
  30 -15.0 153 205.22 27.03 13.7 11.74   .8
  30 -15.0 144 204.74 27.23 13.7 11.79   .8
  30 -15.0 135 205.68 25.79 13.7 11.02   .9
  30 -15.0 126 205.72 23.53 13.7 10.08   .9
  30 -15.0 117 204.90 22.01 13.7  9.70   .9
  30 -15.0 108 205.38 22.23 13.7  9.78   .9
  30 -15.0  99 205.90 23.25 13.7 10.14   .9
  30 -15.0  90 205.95 24.13 13.7 10.48   .9
  30 -15.0  81 205.96 24.25 13.8 10.47   .9
  30 -15.0  72 206.30 24.24 13.8 10.45   .9
  30 -15.0  63 206.54 24.52 13.8 10.57   .9
  30 -15.0  54 206.73 24.62 13.8 10.59   .9
  30 -15.0  45 206.46 24.63 13.8 10.65   .8
  30 -15.0  36 205.52 24.25 13.8 10.59   .8
  30 -15.0  27 205.09 23.09 13.8 10.19   .8
  30 -15.0  18 205.05 22.10 13.8  9.90   .8
  30 -15.0   9 204.61 22.98 13.7 10.34   .8
  30  -7.5 360 207.12 28.74 13.2 12.76   .4
  30  -7.5 351 206.79 29.89 13.1 13.26   .3
  30  -7.5 342 206.65 29.79 13.1 13.34   .3
  30  -7.5 333 205.91 32.00 13.0 14.34   .2
  30  -7.5 324 204.72 35.90 12.8 16.10   .1
  30  -7.5 315 203.72 39.31 12.8 17.24   .2
  30  -7.5 306 201.93 44.56 12.8 18.56   .1
  30  -7.5 297 200.49 49.14 12.8 19.85   .1
  30  -7.5 288 202.20 46.77 13.0 18.60   .2
  30  -7.5 279 204.94 41.54 13.2 16.69   .3
  30  -7.5 270 207.21 36.75 13.4 15.07   .5
  30  -7.5 261 208.06 33.01 13.5 13.96   .5
  30  -7.5 252 208.22 31.12 13.5 13.49   .5
  30  -7.5 243 209.23 29.67 13.6 12.66   .6
  30  -7.5 234 210.28 25.53 13.8 10.76   .8
  30  -7.5 225 210.68 21.04 13.9  9.06   .9
  30  -7.5 216 210.94 18.34 14.0  8.02  1.0
  30  -7.5 207 211.47 17.82 14.0  7.78  1.0
  30  -7.5 198 211.50 18.63 14.0  8.11  1.0
  30  -7.5 189 211.71 20.04 13.9  8.66   .9
  30  -7.5 180 211.47 21.97 13.9  9.47   .9
  30  -7.5 171 210.62 24.90 13.8 10.68   .8
  30  -7.5 162 208.98 29.04 13.6 12.42   .6
  30  -7.5 153 207.90 32.59 13.4 13.79   .5
  30  -7.5 144 207.64 33.07 13.4 13.76   .5
  30  -7.5 135 208.52 30.47 13.6 12.72   .7
  30  -7.5 126 209.95 28.26 13.7 11.68   .8
  30  -7.5 117 210.98 27.25 13.7 11.14   .8
  30  -7.5 108 211.38 26.20 13.7 10.77   .9
  30  -7.5  99 211.59 25.53 13.8 10.47   .9
  30  -7.5  90 211.42 25.34 13.8 10.35   .9
  30  -7.5  81 211.12 24.92 13.8 10.20   .9
  30  -7.5  72 211.11 24.65 13.8 10.16   .9
  30  -7.5  63 211.10 25.12 13.8 10.42   .8
  30  -7.5  54 211.01 25.20 13.8 10.48   .8
  30  -7.5  45 210.57 24.41 13.8 10.33   .8
  30  -7.5  36 209.96 24.47 13.8 10.50   .8
  30  -7.5  27 209.11 24.62 13.7 10.73   .7
  30  -7.5  18 208.61 24.32 13.6 10.76   .7
  30  -7.5   9 207.94 25.68 13.4 11.38   .6
  30    .0 360 208.77 30.74 12.9 13.91   .2
  30    .0 351 209.06 30.40 13.0 13.39   .2
