  Ls  Lat LonW  TA0K   TA1K  Tp1  TA2K  Tp2
  90 -30.0 315 177.60 14.75 13.9  7.71  1.0
  90 -30.0 306 177.93 15.85 13.8  8.33   .9
  90 -30.0 297 178.09 17.13 13.8  9.02   .9
  90 -30.0 288 177.44 17.77 13.8  9.26   .9
  90 -30.0 279 177.02 17.12 13.9  8.82  1.0
  90 -30.0 270 176.54 15.60 14.0  8.05  1.0
  90 -30.0 261 175.92 14.95 14.0  7.80  1.0
  90 -30.0 252 175.40 14.69 14.0  7.70  1.0
  90 -30.0 243 174.61 13.31 14.0  6.99  1.1
  90 -30.0 234 173.54 11.83 14.1  6.19  1.1
  90 -30.0 225 171.08 10.90 14.0  5.78  1.2
  90 -30.0 216 170.83 10.53 14.0  5.73  1.1
  90 -30.0 207 173.21 10.83 13.9  5.77  1.1
  90 -30.0 198 177.95 11.85 13.9  6.04  1.1
  90 -30.0 189 178.49 12.65 13.9  6.34  1.0
  90 -30.0 180 178.94 13.34 13.9  6.62  1.0
  90 -30.0 171 177.91 13.43 13.9  6.68  1.0
  90 -30.0 162 176.90 13.54 14.0  6.75  1.1
  90 -30.0 153 175.79 13.44 14.0  6.70  1.1
  90 -30.0 144 174.55 12.59 14.1  6.30  1.1
  90 -30.0 135 173.19 10.06 14.1  5.04  1.2
  90 -30.0 126 170.02  7.01 14.2  3.59  1.2
  90 -30.0 117 167.17  5.39 14.2  2.78  1.2
  90 -30.0 108 167.19  5.50 14.2  2.88  1.1
  90 -30.0  99 168.35  6.82 14.1  3.62  1.1
  90 -30.0  90 170.39  8.74 14.0  4.75  1.1
  90 -30.0  81 173.29 10.94 14.0  5.85  1.1
  90 -30.0  72 175.10 12.61 14.0  6.69  1.0
  90 -30.0  63 175.32 12.86 14.0  6.88  1.0
  90 -30.0  54 175.69 12.98 14.0  6.90  1.1
  90 -30.0  45 174.69 13.27 14.0  6.82  1.1
  90 -30.0  36 173.83 12.83 14.0  6.49  1.1
  90 -30.0  27 173.37 12.30 14.0  6.18  1.1
  90 -30.0  18 173.28 12.41 14.0  6.19  1.1
  90 -30.0   9 173.15 12.42 14.0  6.29  1.1
  90 -22.5 360 184.83 17.25 13.8  8.31   .9
  90 -22.5 351 184.87 17.85 13.8  8.65   .9
  90 -22.5 342 184.81 18.43 13.8  8.93   .9
  90 -22.5 333 184.49 19.32 13.7  9.46   .9
  90 -22.5 324 184.67 21.02 13.6 10.56   .8
  90 -22.5 315 184.99 22.10 13.6 10.98   .8
  90 -22.5 306 185.24 23.34 13.6 11.52   .8
  90 -22.5 297 185.61 25.03 13.6 12.17   .8
  90 -22.5 288 185.67 24.72 13.7 11.80   .8
  90 -22.5 279 185.80 22.07 13.9 10.44   .9
  90 -22.5 270 185.73 19.26 14.0  9.14  1.0
  90 -22.5 261 186.29 18.04 14.0  8.69  1.0
  90 -22.5 252 185.96 18.06 13.9  8.80  1.0
  90 -22.5 243 185.06 17.23 13.9  8.43  1.0
  90 -22.5 234 184.32 15.41 14.0  7.50  1.1
  90 -22.5 225 182.86 14.07 14.0  6.87  1.1
  90 -22.5 216 182.35 13.48 14.0  6.59  1.2
  90 -22.5 207 185.45 13.30 14.0  6.42  1.1
  90 -22.5 198 187.82 13.84 14.0  6.55  1.1
  90 -22.5 189 187.86 14.87 14.0  7.06  1.1
  90 -22.5 180 187.36 15.93 13.9  7.51  1.0
  90 -22.5 171 186.65 16.74 13.9  7.91  1.0
  90 -22.5 162 185.82 17.44 13.9  8.22  1.0
  90 -22.5 153 184.86 17.92 13.9  8.47  1.0
  90 -22.5 144 183.81 17.78 13.9  8.39  1.0
  90 -22.5 135 182.11 16.02 14.0  7.60  1.1
  90 -22.5 126 179.68 13.28 14.1  6.43  1.1
  90 -22.5 117 177.21 11.30 14.1  5.60  1.1
  90 -22.5 108 176.85 11.26 14.0  5.73  1.1
  90 -22.5  99 180.23 13.42 13.9  6.87  1.0
  90 -22.5  90 182.29 15.49 13.9  7.78  1.0
  90 -22.5  81 184.30 16.57 13.9  8.19  1.0
  90 -22.5  72 185.06 17.22 13.9  8.46  1.0
  90 -22.5  63 185.38 17.37 13.9  8.55  1.0
  90 -22.5  54 185.18 17.56 13.9  8.59  1.0
  90 -22.5  45 184.81 17.78 13.9  8.60  1.0
  90 -22.5  36 183.68 17.30 13.9  8.32  1.0
  90 -22.5  27 182.97 16.25 14.0  7.87  1.1
  90 -22.5  18 183.19 15.93 13.9  7.65  1.1
  90 -22.5   9 184.14 16.41 13.8  7.98  1.0
  90 -15.0 360 192.42 22.32 13.5 10.16   .8
  90 -15.0 351 192.08 23.17 13.5 10.71   .7
  90 -15.0 342 191.28 23.80 13.5 11.09   .7
  90 -15.0 333 190.75 26.36 13.3 12.52   .5
  90 -15.0 324 189.73 30.07 13.0 14.71   .3
  90 -15.0 315 189.48 32.15 13.0 15.33   .3
  90 -15.0 306 189.23 34.48 13.1 16.12   .4
  90 -15.0 297 189.05 36.54 13.2 16.53   .4
  90 -15.0 288 189.84 34.26 13.4 15.23   .5
  90 -15.0 279 191.71 30.02 13.6 13.35   .7
  90 -15.0 270 193.05 25.94 13.8 11.65   .8
  90 -15.0 261 192.74 23.01 13.9 10.62   .9
  90 -15.0 252 192.61 22.27 13.9 10.34   .9
  90 -15.0 243 192.63 21.73 13.8 10.07   .9
  90 -15.0 234 191.40 19.07 13.9  8.84  1.0
  90 -15.0 225 190.67 16.29 14.0  7.53  1.1
  90 -15.0 216 192.03 15.26 14.1  6.97  1.1
  90 -15.0 207 194.52 15.00 14.1  6.81  1.1
  90 -15.0 198 195.71 15.59 14.1  6.99  1.1
  90 -15.0 189 195.85 16.77 14.0  7.50  1.0
  90 -15.0 180 195.18 18.30 13.9  8.10  1.0
  90 -15.0 171 194.27 20.34 13.9  9.05   .9
  90 -15.0 162 193.06 22.32 13.8  9.95   .9
  90 -15.0 153 192.45 23.73 13.7 10.64   .9
  90 -15.0 144 191.45 24.01 13.7 10.84   .9
  90 -15.0 135 190.86 22.37 13.8 10.05   .9
  90 -15.0 126 189.49 20.26 13.9  9.24  1.0
  90 -15.0 117 189.03 19.17 13.9  8.88  1.0
  90 -15.0 108 189.44 19.13 13.9  8.95  1.0
  90 -15.0  99 191.25 19.95 13.9  9.33  1.0
  90 -15.0  90 193.25 20.91 13.9  9.54  1.0
  90 -15.0  81 193.87 20.92 13.9  9.53  1.0
  90 -15.0  72 194.42 20.89 13.9  9.58   .9
  90 -15.0  63 194.28 21.07 13.9  9.60   .9
  90 -15.0  54 194.24 21.30 13.9  9.69  1.0
  90 -15.0  45 193.44 21.40 13.8  9.63  1.0
  90 -15.0  36 192.35 21.11 13.8  9.54  1.0
  90 -15.0  27 192.18 20.07 13.8  9.12  1.0
  90 -15.0  18 192.86 19.47 13.8  8.78   .9
  90 -15.0   9 193.09 20.27 13.6  9.26   .8
  90  -7.5 360 197.60 27.59 13.2 12.16   .4
  90  -7.5 351 196.85 28.84 13.1 12.89   .4
  90  -7.5 342 196.61 28.83 13.1 13.11   .4
  90  -7.5 333 195.92 30.69 13.0 14.12   .3
  90  -7.5 324 194.76 34.52 12.8 15.94   .2
  90  -7.5 315 194.29 37.77 12.8 17.07   .2
  90  -7.5 306 192.62 42.92 12.8 18.31   .2
  90  -7.5 297 191.49 46.77 12.8 19.38   .1
  90  -7.5 288 192.38 44.51 13.1 18.18   .2
  90  -7.5 279 194.49 39.08 13.3 16.18   .4
  90  -7.5 270 196.28 34.29 13.5 14.70   .5
  90  -7.5 261 196.68 30.84 13.6 13.69   .6
  90  -7.5 252 197.42 29.16 13.5 13.13   .6
  90  -7.5 243 198.57 27.40 13.6 12.29   .7
  90  -7.5 234 198.60 23.00 13.8 10.21   .9
  90  -7.5 225 197.56 18.66 14.0  8.22  1.0
  90  -7.5 216 198.87 16.57 14.1  7.25  1.1
  90  -7.5 207 200.91 16.32 14.1  7.08  1.1
  90  -7.5 198 201.48 17.13 14.1  7.36  1.1
  90  -7.5 189 201.41 18.41 14.0  7.88  1.0
  90  -7.5 180 201.07 20.24 14.0  8.64   .9
  90  -7.5 171 200.19 23.19 13.9  9.93   .8
  90  -7.5 162 198.82 27.42 13.6 11.77   .7
  90  -7.5 153 197.62 31.01 13.4 13.21   .6
  90  -7.5 144 196.82 31.17 13.4 13.30   .6
  90  -7.5 135 197.13 28.47 13.6 12.13   .7
  90  -7.5 126 197.67 26.05 13.8 10.99   .8
  90  -7.5 117 198.12 24.95 13.8 10.52   .9
  90  -7.5 108 198.40 24.04 13.9 10.23  1.0
  90  -7.5  99 200.21 23.49 13.9  9.92   .9
  90  -7.5  90 201.03 23.23 13.9  9.81   .9
  90  -7.5  81 201.27 22.74 13.9  9.70   .9
  90  -7.5  72 201.15 22.42 13.9  9.68   .9
  90  -7.5  63 201.11 22.95 13.9  9.95   .9
  90  -7.5  54 200.67 23.24 13.9 10.02   .9
  90  -7.5  45 200.40 22.79 13.9  9.75   .9
  90  -7.5  36 199.58 22.88 13.8  9.79   .9
  90  -7.5  27 198.80 23.13 13.6  9.99   .8
  90  -7.5  18 198.67 23.04 13.6 10.06   .8
  90  -7.5   9 198.38 24.59 13.4 10.73   .6
  90    .0 360 200.98 30.76 12.9 13.79   .2
  90    .0 351 201.09 30.41 13.0 13.28   .3
  90    .0 342 201.36 29.27 13.2 12.74   .3
  90    .0 333 201.25 29.76 13.2 12.88   .4
  90    .0 324 200.86 32.39 13.1 13.73   .3
  90    .0 315 199.88 36.47 13.1 15.46   .3
  90    .0 306 198.51 42.65 13.0 16.79   .2
  90    .0 297 196.40 47.83 12.9 18.15   .1
  90    .0 288 196.39 47.40 13.0 17.85   .1
  90    .0 279 197.59 43.07 13.2 16.69   .2
  90    .0 270 199.11 39.13 13.3 16.11   .3
  90    .0 261 199.77 37.60 13.2 15.93   .3
  90    .0 252 200.11 36.62 13.2 15.74   .3
  90    .0 243 202.80 31.62 13.5 13.43   .6
  90    .0 234 203.78 25.74 13.8 10.91   .9
  90    .0 225 202.78 21.04 14.0  8.93  1.0
  90    .0 216 203.43 17.99 14.1  7.55  1.1
  90    .0 207 205.17 17.40 14.1  7.23  1.1
  90    .0 198 205.51 18.25 14.1  7.51  1.1
  90    .0 189 205.11 19.70 14.0  8.07  1.0
  90    .0 180 204.80 21.84 13.9  8.99   .9
  90    .0 171 203.67 25.36 13.8 10.46   .8
  90    .0 162 201.47 31.83 13.4 13.23   .5
  90    .0 153 199.67 38.00 13.1 15.78   .2
  90    .0 144 199.71 38.28 13.1 15.47   .3
  90    .0 135 200.92 34.64 13.4 13.85   .5
  90    .0 126 202.89 30.90 13.6 12.25   .7
  90    .0 117 204.79 28.54 13.8 11.33   .8
  90    .0 108 206.01 26.29 13.9 10.51   .9
  90    .0  99 206.97 23.88 14.0  9.45   .9
  90    .0  90 207.21 22.15 14.1  8.86   .9
  90    .0  81 206.60 21.73 14.1  8.86   .9
  90    .0  72 206.04 21.97 14.1  9.08   .9
  90    .0  63 205.76 22.86 14.0  9.52   .9
  90    .0  54 205.57 22.55 14.0  9.46   .9
  90    .0  45 205.18 21.43 14.0  9.18   .9
  90    .0  36 204.29 22.35 13.9  9.53   .9
  90    .0  27 203.07 24.95 13.6 10.64   .7
  90    .0  18 202.07 26.92 13.3 11.66   .5
  90    .0   9 201.63 28.92 13.1 12.57   .3
  90   7.5 360 203.78 32.55 12.9 13.88   .2
  90   7.5 351 204.21 30.55 13.1 12.75   .3
  90   7.5 342 204.45 28.85 13.3 11.97   .4
  90   7.5 333 204.54 28.44 13.4 11.76   .5
  90   7.5 324 204.22 31.28 13.3 12.57   .4
  90   7.5 315 203.44 36.48 13.2 14.31   .3
  90   7.5 306 202.75 41.32 13.1 15.46   .3
  90   7.5 297 201.63 44.75 13.1 16.45   .2
  90   7.5 288 201.04 45.93 13.0 16.68   .1
  90   7.5 279 201.92 43.08 13.2 16.02   .2
  90   7.5 270 203.01 38.84 13.3 15.27   .3
  90   7.5 261 203.99 36.77 13.3 14.99   .3
  90   7.5 252 205.23 34.70 13.4 14.27   .4
  90   7.5 243 206.93 29.76 13.6 12.17   .7
  90   7.5 234 207.65 25.27 13.8 10.22   .9
  90   7.5 225 206.99 21.55 14.0  8.73  1.0
  90   7.5 216 206.90 18.71 14.1  7.48  1.1
  90   7.5 207 207.54 18.33 14.1  7.26  1.1
  90   7.5 198 208.13 19.72 14.1  7.74  1.0
  90   7.5 189 207.63 22.09 14.0  8.59   .9
  90   7.5 180 206.84 24.91 13.8  9.76   .8
  90   7.5 171 205.64 28.41 13.6 11.28   .6
  90   7.5 162 203.70 33.77 13.3 13.56   .4
  90   7.5 153 202.15 39.10 12.9 15.79   .2
  90   7.5 144 202.18 40.74 12.9 15.98   .1
  90   7.5 135 203.56 38.63 13.2 14.68   .3
  90   7.5 126 206.35 34.63 13.5 12.99   .5
  90   7.5 117 209.67 30.96 13.8 11.68   .7
  90   7.5 108 211.36 27.17 13.9 10.21   .8
  90   7.5  99 211.71 21.85 14.2  8.42   .9
  90   7.5  90 210.80 18.95 14.3  7.55  1.0
  90   7.5  81 210.23 19.61 14.2  7.81  1.0
  90   7.5  72 209.32 20.95 14.1  8.33   .9
  90   7.5  63 208.85 21.75 14.0  8.74   .9
  90   7.5  54 208.58 21.28 14.0  8.70   .9
  90   7.5  45 208.00 20.76 14.0  8.63   .9
  90   7.5  36 207.04 22.16 13.9  9.14   .9
  90   7.5  27 206.28 24.65 13.7 10.11   .8
  90   7.5  18 206.03 27.50 13.4 11.28   .6
  90   7.5   9 204.88 31.06 13.1 12.80   .3
  90  15.0 360 207.28 30.97 13.1 12.25   .3
  90  15.0 351 207.03 30.44 13.1 12.09   .3
  90  15.0 342 207.24 28.99 13.3 11.43   .4
  90  15.0 333 207.21 28.49 13.4 11.15   .5
  90  15.0 324 206.46 32.90 13.3 12.51   .4
  90  15.0 315 205.59 39.75 13.1 14.41   .3
  90  15.0 306 205.36 41.96 13.1 14.82   .2
  90  15.0 297 205.69 42.84 13.1 15.22   .2
  90  15.0 288 205.12 44.52 13.1 15.72   .2
  90  15.0 279 206.23 43.04 13.2 15.35   .2
  90  15.0 270 207.32 38.77 13.3 14.38   .2
  90  15.0 261 208.11 35.22 13.4 13.54   .3
  90  15.0 252 209.44 32.17 13.6 12.58   .5
  90  15.0 243 211.26 28.21 13.7 10.89   .7
  90  15.0 234 211.68 24.02 13.9  9.11   .9
  90  15.0 225 211.37 20.23 14.0  7.68  1.0
  90  15.0 216 210.55 18.09 14.1  6.93  1.0
  90  15.0 207 210.45 18.73 14.1  7.11  1.0
  90  15.0 198 210.38 21.27 14.0  7.93  1.0
  90  15.0 189 209.31 24.95 13.8  9.26   .8
  90  15.0 180 208.54 29.01 13.6 10.79   .6
  90  15.0 171 207.69 31.79 13.4 12.07   .5
  90  15.0 162 206.65 33.92 13.3 13.02   .4
  90  15.0 153 205.95 36.47 13.1 13.86   .3
  90  15.0 144 205.56 38.83 13.0 14.62   .2
  90  15.0 135 206.29 38.17 13.2 14.13   .3
  90  15.0 126 208.99 34.33 13.5 12.58   .5
  90  15.0 117 213.03 30.56 13.8 11.17   .7
  90  15.0 108 215.02 26.48 14.0  9.77   .8
  90  15.0  99 214.20 20.72 14.2  7.87   .9
  90  15.0  90 213.59 17.93 14.2  7.06   .9
  90  15.0  81 212.60 18.75 14.2  7.25  1.0
  90  15.0  72 212.02 19.96 14.1  7.66   .9
  90  15.0  63 211.87 20.46 14.1  7.95   .9
  90  15.0  54 211.20 20.73 14.0  8.22   .9
  90  15.0  45 209.50 22.97 13.9  9.09   .8
  90  15.0  36 208.79 25.72 13.8 10.03   .8
  90  15.0  27 209.84 25.42 13.8  9.84   .8
  90  15.0  18 209.51 25.11 13.7  9.75   .8
  90  15.0   9 208.25 28.22 13.4 11.03   .5
  90  22.5 360 210.95 28.21 13.4 10.49   .5
  90  22.5 351 210.11 28.75 13.3 10.72   .4
  90  22.5 342 209.95 28.16 13.4 10.48   .4
  90  22.5 333 209.43 28.59 13.4 10.58   .4
  90  22.5 324 209.23 34.08 13.2 12.15   .4
  90  22.5 315 208.70 40.55 13.0 13.60   .3
  90  22.5 306 208.29 41.86 13.0 13.96   .2
  90  22.5 297 208.98 42.04 13.1 14.12   .2
  90  22.5 288 209.09 42.98 13.1 14.57   .1
  90  22.5 279 210.19 42.02 13.2 14.38   .2
  90  22.5 270 210.81 38.97 13.3 13.61   .2
  90  22.5 261 210.74 35.45 13.4 12.92   .3
  90  22.5 252 212.25 31.88 13.5 11.98   .4
  90  22.5 243 214.18 26.86 13.8 10.23   .7
  90  22.5 234 215.48 21.84 14.0  8.22   .9
  90  22.5 225 215.30 18.22 14.2  6.75  1.0
  90  22.5 216 214.15 16.89 14.2  6.27  1.1
  90  22.5 207 213.80 17.97 14.1  6.57  1.0
  90  22.5 198 212.70 20.99 14.0  7.50   .9
  90  22.5 189 211.47 25.27 13.8  9.02   .8
  90  22.5 180 210.35 29.47 13.5 10.47   .6
  90  22.5 171 210.03 32.08 13.3 11.58   .4
  90  22.5 162 209.47 33.31 13.3 12.11   .4
  90  22.5 153 208.97 34.55 13.2 12.50   .3
  90  22.5 144 208.40 36.22 13.2 13.08   .3
  90  22.5 135 209.24 35.77 13.3 12.59   .4
  90  22.5 126 211.50 32.37 13.6 11.36   .6
  90  22.5 117 214.49 29.12 13.8 10.18   .8
  90  22.5 108 216.55 26.13 13.9  9.19   .8
  90  22.5  99 215.98 22.38 14.2  7.95   .9
  90  22.5  90 214.84 19.21 14.2  7.12   .9
  90  22.5  81 214.86 18.47 14.1  6.92   .9
  90  22.5  72 214.46 18.51 14.1  6.93   .9
  90  22.5  63 214.03 18.92 14.1  7.12   .9
  90  22.5  54 213.38 20.35 13.9  7.80   .9
  90  22.5  45 211.30 25.40 13.7  9.59   .8
  90  22.5  36 211.11 30.85 13.5 11.05   .6
  90  22.5  27 213.03 28.38 13.6 10.03   .7
  90  22.5  18 214.16 24.97 13.8  8.95   .8
  90  22.5   9 212.75 26.12 13.7  9.54   .7
  90  30.0 360 214.55 25.92 13.6  8.82   .6
  90  30.0 351 213.14 26.47 13.6  9.07   .5
  90  30.0 342 212.13 26.60 13.5  9.21   .5
  90  30.0 333 211.20 27.70 13.4  9.55   .5
  90  30.0 324 210.78 31.81 13.3 10.72   .4
  90  30.0 315 210.07 36.58 13.1 11.82   .3
  90  30.0 306 210.24 39.78 13.1 12.65   .2
  90  30.0 297 211.27 41.79 13.1 13.01   .1
  90  30.0 288 211.72 42.62 13.1 12.90   .1
  90  30.0 279 212.50 41.01 13.2 12.70   .1
  90  30.0 270 213.55 38.87 13.3 12.46   .2
  90  30.0 261 212.84 36.61 13.4 12.23   .2
  90  30.0 252 213.94 32.55 13.5 11.19   .4
  90  30.0 243 216.34 26.51 13.8  9.22   .7
  90  30.0 234 217.94 20.91 14.1  7.31   .9
  90  30.0 225 218.46 17.87 14.2  6.24  1.0
  90  30.0 216 217.73 16.88 14.3  5.90  1.1
  90  30.0 207 216.77 17.42 14.2  6.00  1.1
  90  30.0 198 215.27 19.61 14.0  6.62  1.0
  90  30.0 189 213.76 23.03 13.9  7.79   .9
  90  30.0 180 213.45 26.54 13.7  8.94   .7
  90  30.0 171 213.30 29.23 13.5  9.84   .6
  90  30.0 162 212.72 30.58 13.4 10.31   .5
  90  30.0 153 212.47 31.76 13.4 10.57   .4
  90  30.0 144 211.76 33.43 13.3 11.12   .4
  90  30.0 135 212.63 33.43 13.4 10.94   .4
  90  30.0 126 214.46 30.51 13.6 10.03   .6
  90  30.0 117 216.45 27.82 13.8  9.04   .7
  90  30.0 108 216.29 25.45 13.9  8.28   .8
  90  30.0  99 218.14 22.64 14.1  7.56   .9
  90  30.0  90 217.96 19.81 14.2  6.76   .9
  90  30.0  81 217.35 17.84 14.2  6.28   .9
  90  30.0  72 216.42 17.25 14.2  6.18   .9
  90  30.0  63 215.50 17.81 14.1  6.41   .9
  90  30.0  54 214.71 19.72 14.0  7.13   .9
  90  30.0  45 213.37 23.98 13.7  8.64   .8
  90  30.0  36 212.33 29.14 13.5 10.07   .6
  90  30.0  27 212.65 28.31 13.6  9.60   .7
  90  30.0  18 215.25 25.29 13.7  8.50   .8
  90  30.0   9 215.85 25.07 13.7  8.41   .7
  90  37.5 360 216.40 22.47 13.8  6.92   .8
  90  37.5 351 215.27 23.02 13.8  7.17   .7
  90  37.5 342 214.49 23.73 13.8  7.49   .7
  90  37.5 333 213.51 25.00 13.7  7.93   .6
  90  37.5 324 212.63 27.82 13.5  8.71   .5
  90  37.5 315 211.97 32.14 13.3  9.85   .4
  90  37.5 306 212.96 36.62 13.1 10.89   .3
  90  37.5 297 213.47 40.57 13.1 11.48   .1
  90  37.5 288 212.35 42.32 13.1 11.29   .1
  90  37.5 279 213.32 39.81 13.2 11.00   .2
  90  37.5 270 214.48 37.06 13.3 10.66   .2
  90  37.5 261 214.52 35.47 13.4 10.55   .2
  90  37.5 252 216.16 31.48 13.5  9.56   .4
  90  37.5 243 217.13 25.33 13.8  7.75   .7
  90  37.5 234 217.67 20.17 14.1  6.31   .9
  90  37.5 225 219.12 17.74 14.2  5.65  1.0
  90  37.5 216 220.03 17.19 14.2  5.50  1.1
  90  37.5 207 219.78 17.48 14.2  5.59  1.1
  90  37.5 198 218.79 18.58 14.1  5.87  1.0
  90  37.5 189 217.66 20.52 14.0  6.42   .9
  90  37.5 180 216.77 22.88 13.9  7.13   .8
  90  37.5 171 216.10 24.96 13.8  7.76   .7
  90  37.5 162 215.63 25.93 13.7  8.01   .7
  90  37.5 153 215.66 26.78 13.7  8.29   .6
  90  37.5 144 215.11 28.77 13.6  8.77   .6
  90  37.5 135 215.33 29.68 13.6  8.95   .5
  90  37.5 126 216.00 27.32 13.8  8.16   .7
  90  37.5 117 217.10 24.36 13.9  7.24   .8
  90  37.5 108 216.77 22.38 14.0  6.74   .9
  90  37.5  99 218.37 20.34 14.1  6.26   .9
  90  37.5  90 220.52 18.30 14.2  5.67   .9
  90  37.5  81 219.99 16.84 14.3  5.41   .9
  90  37.5  72 218.72 16.44 14.2  5.46   .9
  90  37.5  63 217.62 17.19 14.1  5.76   .9
  90  37.5  54 216.50 18.50 14.1  6.18   .9
  90  37.5  45 215.28 20.71 13.9  6.84   .8
  90  37.5  36 214.90 23.21 13.7  7.65   .8
  90  37.5  27 215.56 24.25 13.7  7.73   .8
  90  37.5  18 216.02 23.71 13.8  7.33   .8
  90  37.5   9 216.94 22.72 13.8  6.96   .8
  90  45.0 360 216.83 19.03 14.0  5.24   .9
  90  45.0 351 216.32 19.43 14.0  5.42   .8
  90  45.0 342 215.80 20.25 14.0  5.69   .8
  90  45.0 333 215.29 21.67 13.9  6.08   .7
  90  45.0 324 214.17 24.37 13.7  6.85   .6
  90  45.0 315 214.33 27.69 13.5  7.68   .5
  90  45.0 306 214.75 31.15 13.4  8.38   .4
  90  45.0 297 215.00 34.96 13.3  8.83   .3
  90  45.0 288 213.90 36.71 13.3  8.93   .3
  90  45.0 279 214.50 34.40 13.4  8.65   .3
  90  45.0 270 215.60 31.71 13.5  8.25   .4
  90  45.0 261 216.29 30.08 13.6  7.99   .4
  90  45.0 252 216.15 27.24 13.7  7.37   .6
  90  45.0 243 216.15 22.66 13.9  6.30   .8
  90  45.0 234 217.15 18.47 14.1  5.26  1.0
  90  45.0 225 218.65 16.56 14.2  4.77  1.1
  90  45.0 216 220.27 16.19 14.2  4.67  1.1
  90  45.0 207 220.94 16.38 14.2  4.66  1.1
  90  45.0 198 220.41 17.11 14.1  4.82  1.0
  90  45.0 189 219.42 18.51 14.1  5.17   .9
  90  45.0 180 218.44 19.89 14.0  5.57   .9
  90  45.0 171 217.39 21.03 13.9  5.89   .8
  90  45.0 162 216.85 21.70 13.9  6.08   .8
  90  45.0 153 217.00 22.38 13.9  6.25   .8
  90  45.0 144 217.09 23.77 13.8  6.56   .7
  90  45.0 135 217.14 24.32 13.8  6.60   .7
  90  45.0 126 217.11 22.49 13.9  6.05   .8
  90  45.0 117 217.13 20.34 14.1  5.48   .9
  90  45.0 108 218.08 18.98 14.2  5.18   .9
  90  45.0  99 218.70 17.88 14.2  4.94   .9
  90  45.0  90 220.17 16.76 14.3  4.65  1.0
  90  45.0  81 219.76 16.05 14.3  4.57   .9
  90  45.0  72 218.87 16.08 14.2  4.75   .9
  90  45.0  63 218.13 16.30 14.2  4.84   .9
  90  45.0  54 217.76 16.76 14.1  4.97   .9
  90  45.0  45 217.07 17.84 14.1  5.22   .9
  90  45.0  36 216.28 19.20 13.9  5.52   .9
  90  45.0  27 216.09 20.29 13.9  5.75   .8
  90  45.0  18 216.77 20.48 13.9  5.70   .8
  90  45.0   9 217.19 19.66 14.0  5.39   .9
  90  52.5 360 216.80 17.53 14.1  4.13   .9
  90  52.5 351 216.32 17.61 14.1  4.19   .8
  90  52.5 342 215.94 18.12 14.0  4.32   .8
  90  52.5 333 215.41 19.71 13.9  4.69   .7
  90  52.5 324 214.87 21.97 13.8  5.26   .6
  90  52.5 315 214.96 23.46 13.7  5.59   .6
  90  52.5 306 215.35 24.57 13.7  5.81   .6
  90  52.5 297 216.04 26.05 13.6  6.06   .6
  90  52.5 288 215.79 26.94 13.6  6.09   .5
  90  52.5 279 215.64 26.51 13.7  6.04   .5
  90  52.5 270 216.32 25.55 13.7  5.93   .6
  90  52.5 261 217.20 24.29 13.7  5.75   .6
  90  52.5 252 217.57 22.33 13.8  5.40   .7
  90  52.5 243 217.64 19.80 14.0  4.79   .8
  90  52.5 234 216.84 17.15 14.1  4.20  1.0
  90  52.5 225 216.95 15.66 14.2  3.92  1.0
  90  52.5 216 217.91 15.37 14.2  3.85  1.0
  90  52.5 207 219.08 15.31 14.2  3.78  1.0
  90  52.5 198 219.29 15.68 14.2  3.80  1.0
  90  52.5 189 218.91 16.78 14.1  4.06   .9
  90  52.5 180 217.97 17.63 14.0  4.24   .9
  90  52.5 171 217.27 18.23 14.0  4.40   .8
  90  52.5 162 217.02 18.83 14.0  4.55   .8
  90  52.5 153 217.11 19.46 13.9  4.65   .8
  90  52.5 144 217.29 20.15 13.9  4.80   .8
  90  52.5 135 217.27 20.08 13.9  4.78   .8
  90  52.5 126 217.65 19.07 14.1  4.51   .8
  90  52.5 117 217.31 18.23 14.1  4.28   .8
  90  52.5 108 217.56 17.76 14.2  4.22   .9
  90  52.5  99 218.38 17.18 14.2  4.12   .9
  90  52.5  90 218.35 16.57 14.2  4.02   .9
  90  52.5  81 218.36 16.43 14.2  4.06   .9
  90  52.5  72 217.96 16.42 14.2  4.11   .9
  90  52.5  63 217.83 15.90 14.2  3.99   .9
  90  52.5  54 217.55 15.79 14.2  3.94   .9
  90  52.5  45 217.02 16.55 14.1  4.11   .9
  90  52.5  36 216.82 17.40 14.1  4.28   .9
  90  52.5  27 217.00 18.03 14.0  4.39   .9
  90  52.5  18 217.10 18.15 14.0  4.33   .9
  90  52.5   9 217.13 17.77 14.1  4.21   .9
  90  60.0 360 215.52 16.60 14.0  3.19   .8
  90  60.0 351 214.99 16.38 14.1  3.17   .8
  90  60.0 342 215.10 16.47 14.1  3.19   .8
  90  60.0 333 215.28 17.57 14.0  3.38   .7
  90  60.0 324 215.46 18.83 13.9  3.61   .6
  90  60.0 315 215.65 19.14 13.9  3.69   .6
  90  60.0 306 215.70 19.10 13.9  3.72   .7
  90  60.0 297 215.36 19.35 13.9  3.78   .7
  90  60.0 288 215.36 19.69 13.9  3.85   .7
  90  60.0 279 215.74 20.01 13.9  3.94   .7
  90  60.0 270 215.37 20.24 13.8  3.98   .7
  90  60.0 261 214.06 19.75 13.8  3.93   .7
  90  60.0 252 213.42 18.54 13.9  3.79   .8
  90  60.0 243 213.61 17.27 14.0  3.46   .9
  90  60.0 234 212.23 15.97 14.1  3.17   .9
