  Ls   Lat LonW  TA0K    TA1K  Tp1   TA2K  Tp2    UA0   UA1  Up1   UA2  Up2    VA0   VA1  Vp1   VA2  Vp2
 030 -90.0  360 145.87    .00 -5.1    .00  1.4    2.0    .0  5.6    .0  6.7     .0    .0   .0    .0   .0
 030 -90.0  351 145.87    .00 -4.8    .00  1.6    2.0    .0  5.4    .0  7.0     .0    .0   .0    .0   .0
 030 -90.0  342 145.87    .00 -4.7    .00  1.7    2.0    .0  5.4    .0  7.5     .0    .0   .0    .0   .0
 030 -90.0  333 145.87    .00 -4.0    .00  1.9    2.0    .0  5.7    .0  8.1     .0    .0   .0    .0   .0
 030 -90.0  324 145.87    .00 -2.5    .00  2.3    2.0    .0  5.8    .0  8.6     .0    .0   .0    .0   .0
 030 -90.0  315 145.87    .00 -1.3    .00  2.9    2.0    .0  5.4    .0  9.0     .0    .0   .0    .0   .0
 030 -90.0  306 145.87    .00  -.9    .00  3.4    2.0    .0  9.9    .0  9.1     .0    .0   .0    .0   .0
 030 -90.0  297 145.87    .00 -1.1    .00  4.0    2.0    .0 13.5    .0  9.1     .0    .0   .0    .0   .0
 030 -90.0  288 145.87    .00  -.9    .00  4.6    2.0    .0 14.1    .0  9.4     .0    .0   .0    .0   .0
 030 -90.0  279 145.87    .00 23.2    .00  4.6    2.0    .0 14.6    .0  9.9     .0    .0   .0    .0   .0
 030 -90.0  270 145.87    .00 23.4    .00  3.9    2.0    .0 14.8    .0 10.4     .0    .0   .0    .0   .0
 030 -90.0  261 145.87    .00 22.9    .00  3.8    2.0    .0 14.6    .0 10.8     .0    .0   .0    .0   .0
 030 -90.0  252 145.87    .00 17.3    .00 15.5    2.0    .0 14.3    .0 11.1     .0    .0   .0    .0   .0
 030 -90.0  243 145.87    .00 17.4    .00 15.4    2.0    .0  7.9    .0 11.6     .0    .0   .0    .0   .0
 030 -90.0  234 145.87    .00 16.7    .00 15.2    2.0    .0  5.2    .0 12.1     .0    .0   .0    .0   .0
 030 -90.0  225 145.87    .00 16.4    .00 14.6    2.0    .0  5.3    .0 12.8     .0    .0   .0    .0   .0
 030 -90.0  216 145.87    .00 15.9    .00 12.8    2.0    .0  5.5    .0 13.5     .0    .0   .0    .0   .0
 030 -90.0  207 145.87    .00 15.2    .00 12.7    2.0    .0  5.6    .0 14.2     .0    .0   .0    .0   .0
 030 -90.0  198 145.87    .00 16.0    .00 13.1    2.0    .0  4.9    .0 14.9     .0    .0   .0    .0   .0
 030 -90.0  189 145.87    .00 18.0    .00 14.1    2.0    .0  4.2    .0 15.4     .0    .0   .0    .0   .0
 030 -90.0  180 145.87    .00 19.6    .00 15.7    2.0    .0  4.6    .0 15.4     .0    .0   .0    .0   .0
 030 -90.0  171 145.87    .00 22.0    .00 17.2    2.0    .0  5.4    .0 14.5     .0    .0   .0    .0   .0
 030 -90.0  162 145.87    .00   .4    .00 18.8    2.0    .0  6.1    .0 15.4     .0    .0   .0    .0   .0
 030 -90.0  153 145.87    .00  3.7    .00 20.9    2.0    .0  6.2    .0 16.4     .0    .0   .0    .0   .0
 030 -90.0  144 145.87    .00  8.1    .00 22.8    2.0    .0  5.4    .0 17.3     .0    .0   .0    .0   .0
 030 -90.0  135 145.87    .00 12.5    .00 12.1    2.0    .0  4.5    .0 18.0     .0    .0   .0    .0   .0
 030 -90.0  126 145.87    .00 15.7    .00 13.3    2.0    .0  4.3    .0 18.4     .0    .0   .0    .0   .0
 030 -90.0  117 145.87    .00 17.9    .00 14.5    2.0    .0  4.5    .0 18.9     .0    .0   .0    .0   .0
 030 -90.0  108 145.87    .00 18.8    .00 15.0    2.0    .0  4.8    .0 19.4     .0    .0   .0    .0   .0
 030 -90.0   99 145.87    .00 18.1    .00 15.4    2.0    .0  5.1    .0 19.8     .0    .0   .0    .0   .0
 030 -90.0   90 145.87    .00 13.2    .00 15.5    2.0    .0  4.8    .0 20.0     .0    .0   .0    .0   .0
 030 -90.0   81 145.87    .00  9.9    .00  3.5    2.0    .0  4.0    .0 19.2     .0    .0   .0    .0   .0
 030 -90.0   72 145.87    .00  9.1    .00  2.9    2.0    .0  3.1    .0 17.7     .0    .0   .0    .0   .0
 030 -90.0   63 145.87    .00  2.1    .00  1.2    2.0    .0  2.5    .0 17.2     .0    .0   .0    .0   .0
 030 -90.0   54 145.87    .00 21.1    .00   .3    2.0    .0  2.2    .0 17.4     .0    .0   .0    .0   .0
 030 -90.0   45 145.87    .00 20.1    .00   .3    2.0    .0  2.2    .0  5.7     .0    .0   .0    .0   .0
